"","date","time","hydrophone","value","signalpower"
"1872","2021-07-18","08:15:14",0,-12.975,92
"1873","2021-07-18","08:15:24",1,-1.41,98
"1874","2021-07-18","08:15:34",0,-2.36,108
"1875","2021-07-18","08:15:34",1,-1.37,106
"1876","2021-07-18","08:15:45",1,-2.31,114
"1877","2021-07-18","08:15:45",0,-1.835,119
"1878","2021-07-18","08:15:55",1,5.145,116
"1879","2021-07-18","08:15:55",0,6.63,121
"1880","2021-07-18","08:16:06",0,0.38,121
"1881","2021-07-18","08:16:06",1,1.305,121
"1882","2021-07-18","08:16:16",0,-0.355,123
"1883","2021-07-18","08:16:16",1,-0.84,123
"1884","2021-07-18","08:16:27",1,2.15,123
"1885","2021-07-18","08:16:27",0,1.145,123
"1886","2021-07-18","08:16:58",1,-3.325,109
"1887","2021-07-18","08:16:58",0,-7.08,119
"1888","2021-07-18","08:19:20",1,26.675,110
"1889","2021-07-18","08:19:20",0,2.94,105
"1890","2021-07-18","08:19:31",1,19.165,110
"1891","2021-07-18","08:19:31",0,14.99,104
"1892","2021-07-18","08:19:42",0,-5.14,109
"1893","2021-07-18","08:19:42",1,-14.695,111
"1894","2021-07-18","08:19:53",0,7.415,111
"1895","2021-07-18","08:19:53",1,3.33,116
"1896","2021-07-18","08:20:14",0,-3.46,111
"1897","2021-07-18","08:20:14",1,-7.75,102
"1898","2021-07-18","08:20:31",1,43.46,109
"1899","2021-07-18","08:20:31",0,33.975,113
"1900","2021-07-18","08:20:53",0,6.38,109
"1901","2021-07-18","08:21:03",0,10.24,109
"1902","2021-07-18","08:21:03",1,12.7,102
"1903","2021-07-18","08:21:45",0,-13.44,102
"1904","2021-07-18","08:21:45",1,-11.055,101
"1905","2021-07-18","08:25:27",0,8.78,111
"1906","2021-07-18","08:25:38",1,68.555,101
"1907","2021-07-18","08:25:38",0,32.75,105
"1908","2021-07-18","08:25:59",0,3.635,101
"1909","2021-07-18","08:26:10",0,-28.705,104
"1910","2021-07-18","08:26:16",1,1.795,102
"1911","2021-07-18","08:26:22",0,-12.835,100
"1912","2021-07-18","08:26:27",1,-48.35,101
"1913","2021-07-18","08:26:33",0,2.41,103
"1914","2021-07-18","08:26:38",1,-16.18,102
"1915","2021-07-18","08:26:44",0,-15.52,99
"1916","2021-07-18","08:26:50",1,-45.67,107
"1917","2021-07-18","08:26:55",0,12.115,102
"1918","2021-07-18","08:27:01",1,-38.735,104
"1919","2021-07-18","08:27:06",0,-6.665,108
"1920","2021-07-18","08:27:12",1,8.695,107
"1921","2021-07-18","08:27:18",0,-5.47,99
"1922","2021-07-18","08:27:23",1,19.675,107
"1923","2021-07-18","08:27:29",0,3.48,107
"1924","2021-07-18","08:27:34",1,6.18,105
"1925","2021-07-18","08:27:40",0,1.56,109
"1926","2021-07-18","08:27:46",1,4.015,107
"1927","2021-07-18","08:27:51",0,12.255,108
"1928","2021-07-18","08:27:57",1,-32.23,106
"1929","2021-07-18","08:28:02",0,-2.28,106
"1930","2021-07-18","08:28:08",1,-0.845,108
"1931","2021-07-18","08:28:13",0,8.115,107
"1932","2021-07-18","08:28:19",1,11.18,116
"1933","2021-07-18","08:28:24",0,-2.865,108
"1934","2021-07-18","08:28:30",1,-21.38,103
"1935","2021-07-18","08:28:35",0,-2.15,109
"1936","2021-07-18","08:28:40",1,4.435,107
"1937","2021-07-18","08:28:45",0,-1.41,115
"1938","2021-07-18","08:28:56",0,-0.125,114
"1939","2021-07-18","08:29:07",0,9.335,122
"1940","2021-07-18","08:29:12",1,-13.895,112
"1941","2021-07-18","08:29:17",0,-2.345,119
"1942","2021-07-18","08:29:28",0,22.47,96
