
metadata
ID,name,desc,time,keywords,minlat,minlon,maxlat,maxlon,
1,,,2019-07-11T20:34:11Z,,46.255931043997407,-64.523249734193087,46.537094442173839,-64.142731446772814,

author
ID,name,email,

copyright
year,license,author,

link
metadataID,authorID,wptID,rteptID,trkptID,rteID,trkID,text,type,href,
1,,,,,,,"Garmin International",,http://www.garmin.com,

rte
ID,name,cmt,desc,src,number,type,IsAutoNamed,DisplayColor,TransportationMode,TripName,Date,DayNumber,

rtept
ID,rteID,lat,lon,ele,time,magvar,geoidheight,name,cmt,desc,src,sym,type,fix,sat,hdop,vdop,pdop,ageofdgpsdata,dgpsid,DepartureTime,StopDuration,ArrivalTime,CalculationMode,ElevationMode,NamedRoad_Name,NamedRoad_Id,NamedRoad_ProductId,TransportationMode,

wpt
ID,lat,lon,ele,time,magvar,geoidheight,name,cmt,desc,src,sym,type,fix,sat,hdop,vdop,pdop,ageofdgpsdata,dgpsid,Proximity,Temperature,Depth,DisplayMode,Samples,Expiration,CreationTime,

Address
wptID,StreetAddress1,StreetAddress2,City,State,Country,PostalCode,

PhoneNumber
wptID,Category,value,

Categories
wptID,Category,

trk
ID,name,cmt,desc,src,number,type,DisplayColor,
1,"Current Track: 11 JUL 2019 06:45",,,,,,"Cyan",
2,"Current Track: 11 JUL 2019 07:29",,,,,,"DarkGray",

trkseg
ID,trkID,
1,1,
2,2,

trkpt
ID,trksegID,lat,lon,ele,time,magvar,geoidheight,name,cmt,desc,src,sym,type,fix,sat,hdop,vdop,pdop,ageofdgpsdata,dgpsid,Temperature,Depth,wtemp,hr,cad,
1,1,46.272902134805918,-64.496045848354697,56.369999999999997,2019-07-11T09:45:04Z,,,,,,,,,,,,,,,,,,,,0,
2,1,46.27300925552845,-64.495773268863559,57.340000000000003,2019-07-11T09:45:09Z,,,,,,,,,,,,,,,,,,,,0,
3,1,46.27309525385499,-64.495481830090284,58.299999999999997,2019-07-11T09:45:14Z,,,,,,,,,,,,,,,,,,,,0,
4,1,46.273161470890045,-64.495206065475941,59.740000000000002,2019-07-11T09:45:19Z,,,,,,,,,,,,,,,,,,,,0,
5,1,46.273210253566504,-64.494932061061263,60.700000000000003,2019-07-11T09:45:24Z,,,,,,,,,,,,,,,,,,,,0,
6,1,46.273217210546136,-64.494664678350091,59.259999999999998,2019-07-11T09:45:29Z,,,,,,,,,,,,,,,,,,,,0,
7,1,46.273222491145134,-64.494389332830906,59.740000000000002,2019-07-11T09:45:34Z,,,,,,,,,,,,,,,,,,,,0,
8,1,46.273241182789207,-64.494095547124743,59.740000000000002,2019-07-11T09:45:39Z,,,,,,,,,,,,,,,,,,,,0,
9,1,46.273271776735783,-64.493814753368497,59.259999999999998,2019-07-11T09:45:44Z,,,,,,,,,,,,,,,,,,,,0,
10,1,46.273303711786866,-64.493537982925773,57.82,2019-07-11T09:45:49Z,,,,,,,,,,,,,,,,,,,,0,
11,1,46.273352578282356,-64.493264900520444,56.369999999999997,2019-07-11T09:45:54Z,,,,,,,,,,,,,,,,,,,,0,
12,1,46.273423992097378,-64.492981089279056,54.450000000000003,2019-07-11T09:45:59Z,,,,,,,,,,,,,,,,,,,,0,
13,1,46.273481156677008,-64.492718987166882,51.57,2019-07-11T09:46:04Z,,,,,,,,,,,,,,,,,,,,0,
