[NOTUS TEXTFILE V3.1]
File Created: 25-Jul-2019 15:17:19
Tow Date: 25-Jul-2019 9:51:57


Transponder: C24S
Placement: Starboard

Code,Time,Range(m),Data(m),Latitude,Longitude,Echo Sounder(m),Comment
C24S,09:52:04,---,---,---,---,---,
C24S,09:52:38,55.3,25.4,---,---,---,
C24S,09:53:13,54.5,25.3,---,---,---,
C24S,09:53:48,54.7,24.0,---,---,---,
C24S,09:54:25,54.3,24.4,---,---,---,
C24S,09:55:02,54.3,24.8,---,---,---,
C24S,09:55:37,54.4,24.7,---,---,---,
C24S,09:56:13,54.9,25.9,---,---,---,
C24S,09:56:50,55.3,25.8,---,---,---,
C24S,09:57:24,56.1,23.4,---,---,---,
C24S,09:58:01,54.6,25.2,---,---,---,
C24S,09:58:37,56.9,23.0,---,---,---,
C24S,09:59:12,55.1,24.1,---,---,---,
C24S,09:59:48,55.6,24.4,---,---,---,
C24S,10:00:23,55.5,23.9,---,---,---,
C24S,10:01:00,55.9,24.0,---,---,---,
C24S,10:01:36,55.3,25.3,---,---,---,
C24S,10:02:11,56.5,24.8,---,---,---,
C24S,10:02:52,---,---,---,---,---,
C24S,10:03:36,---,---,---,---,---,
C24S,10:04:20,---,---,---,---,---,
C24S,10:05:05,---,---,---,---,---,
C24S,10:05:49,---,---,---,---,---,
C24S,10:06:33,---,---,---,---,---,
C24S,10:07:17,---,---,---,---,---,
C24S,10:08:01,---,---,---,---,---,
C24S,10:08:45,---,---,---,---,---,
C24S,10:09:29,---,---,---,---,---,
C24S,10:10:13,---,---,---,---,---,
C24S,10:10:57,---,---,---,---,---,
C24S,10:11:41,---,---,---,---,---,
C24S,10:12:25,---,---,---,---,---,
C24S,10:13:09,---,---,---,---,---,
C24S,10:13:53,---,---,---,---,---,
C24S,10:14:38,---,---,---,---,---,
C24S,10:15:22,---,---,---,---,---,
C24S,10:16:06,---,---,---,---,---,
C24S,10:16:50,---,---,---,---,---,
C24S,10:17:34,---,---,---,---,---,
C24S,10:18:18,---,---,---,---,---,
C24S,10:19:02,---,---,---,---,---,
C24S,10:19:46,---,---,---,---,---,
C24S,10:20:30,---,---,---,---,---,
C24S,10:21:14,---,---,---,---,---,
C24S,10:21:58,---,---,---,---,---,
C24S,10:22:42,---,---,---,---,---,
C24S,10:23:26,---,---,---,---,---,
C24S,10:24:10,---,---,---,---,---,
C24S,10:24:55,---,---,---,---,---,
C24S,10:25:39,---,---,---,---,---,
C24S,10:26:23,---,---,---,---,---,
C24S,10:27:07,---,---,---,---,---,
C24S,10:27:51,---,---,---,---,---,
C24S,10:28:35,---,---,---,---,---,
C24S,10:29:19,---,---,---,---,---,
C24S,10:30:03,---,---,---,---,---,
C24S,10:30:47,---,---,---,---,---,
C24S,10:31:31,---,---,---,---,---,
C24S,10:32:15,---,---,---,---,---,
C24S,10:32:59,---,---,---,---,---,
C24S,10:33:43,---,---,---,---,---,
C24S,10:34:27,---,---,---,---,---,
C24S,10:35:12,---,---,---,---,---,
C24S,10:35:56,---,---,---,---,---,
C24S,10:36:40,---,---,---,---,---,
C24S,10:37:24,---,---,---,---,---,
C24S,10:38:08,---,---,---,---,---,
C24S,10:38:52,---,---,---,---,---,
C24S,10:39:36,---,---,---,---,---,
C24S,10:40:20,---,---,---,---,---,
C24S,10:41:04,---,---,---,---,---,
C24S,10:41:48,---,---,---,---,---,
C24S,10:42:32,---,---,---,---,---,
C24S,10:43:16,---,---,---,---,---,
C24S,10:44:00,---,---,---,---,---,
C24S,10:44:45,---,---,---,---,---,
C24S,10:45:29,---,---,---,---,---,
C24S,10:46:13,---,---,---,---,---,
C24S,10:46:57,---,---,---,---,---,
C24S,10:47:41,---,---,---,---,---,
C24S,10:48:25,---,---,---,---,---,
C24S,10:49:09,---,---,---,---,---,
C24S,10:49:53,---,---,---,---,---,
C24S,10:50:37,---,---,---,---,---,
C24S,10:51:21,---,---,---,---,---,
C24S,10:52:05,---,---,---,---,---,
C24S,10:52:49,---,---,---,---,---,
C24S,10:53:33,---,---,---,---,---,
C24S,10:54:17,---,---,---,---,---,
C24S,10:55:02,---,---,---,---,---,
C24S,10:55:46,---,---,---,---,---,
C24S,10:56:30,---,---,---,---,---,
C24S,10:57:14,---,---,---,---,---,
C24S,10:57:58,---,---,---,---,---,
C24S,10:58:42,---,---,---,---,---,
C24S,10:59:26,---,---,---,---,---,
C24S,11:00:10,---,---,---,---,---,
C24S,11:00:54,---,---,---,---,---,
C24S,11:01:38,---,---,---,---,---,
C24S,11:02:22,---,---,---,---,---,
C24S,11:03:06,---,---,---,---,---,
C24S,11:03:50,---,---,---,---,---,
C24S,11:04:34,---,---,---,---,---,
C24S,11:05:19,---,---,---,---,---,
C24S,11:06:03,---,---,---,---,---,
C24S,11:06:47,---,---,---,---,---,
C24S,11:07:31,---,---,---,---,---,
C24S,11:08:15,---,---,---,---,---,
C24S,11:08:59,---,---,---,---,---,
C24S,11:09:43,---,---,---,---,---,
C24S,11:10:27,---,---,---,---,---,
C24S,11:11:11,---,---,---,---,---,
C24S,11:11:55,---,---,---,---,---,
C24S,11:12:39,---,---,---,---,---,
C24S,11:13:23,---,---,---,---,---,
C24S,11:14:07,---,---,---,---,---,
C24S,11:14:51,---,---,---,---,---,
C24S,11:15:36,---,---,---,---,---,
C24S,11:16:20,---,---,---,---,---,
C24S,11:17:04,---,---,---,---,---,
C24S,11:17:48,---,---,---,---,---,
C24S,11:18:32,---,---,---,---,---,
C24S,11:19:16,---,---,---,---,---,
C24S,11:20:00,---,---,---,---,---,
C24S,11:20:44,---,---,---,---,---,
C24S,11:21:28,---,---,---,---,---,
C24S,11:22:12,---,---,---,---,---,
C24S,11:22:56,---,---,---,---,---,
C24S,11:23:40,---,---,---,---,---,
C24S,11:24:24,---,---,---,---,---,
C24S,11:25:08,---,---,---,---,---,
C24S,11:25:53,---,---,---,---,---,
C24S,11:26:37,---,---,---,---,---,
C24S,11:27:21,---,---,---,---,---,
C24S,11:28:05,---,---,---,---,---,
C24S,11:28:49,---,---,---,---,---,
C24S,11:29:33,---,---,---,---,---,
C24S,11:30:17,---,---,---,---,---,
C24S,11:31:01,---,---,---,---,---,
C24S,11:31:45,---,---,---,---,---,
C24S,11:32:29,---,---,---,---,---,
C24S,11:33:13,---,---,---,---,---,
C24S,11:33:57,---,---,---,---,---,
C24S,11:34:41,---,---,---,---,---,
C24S,11:35:25,---,---,---,---,---,
C24S,11:36:10,---,---,---,---,---,
C24S,11:36:54,---,---,---,---,---,
C24S,11:37:38,---,---,---,---,---,
C24S,11:38:22,---,---,---,---,---,
C24S,11:39:06,---,---,---,---,---,
C24S,11:39:50,---,---,---,---,---,
C24S,11:40:30,57.7,27.1,---,---,---,
C24S,11:41:06,56.0,26.9,---,---,---,
C24S,11:41:42,56.7,24.9,---,---,---,
C24S,11:42:19,57.9,25.2,---,---,---,
C24S,11:42:56,57.6,24.4,---,---,---,
C24S,11:43:31,57.8,24.2,---,---,---,
C24S,11:44:08,56.9,24.8,---,---,---,
C24S,11:44:45,56.9,24.5,---,---,---,
C24S,11:45:22,57.0,24.8,---,---,---,
C24S,11:45:58,59.6,21.6,---,---,---,
C24S,11:46:35,57.4,24.0,---,---,---,
C24S,11:47:10,57.6,24.7,---,---,---,
C24S,11:47:46,57.2,24.7,---,---,---,
C24S,11:48:23,56.5,25.1,---,---,---,
C24S,11:48:58,56.7,24.5,---,---,---,
C24S,11:49:35,57.0,24.5,---,---,---,
C24S,11:50:12,57.5,24.1,---,---,---,
C24S,11:50:55,---,---,---,---,---,
C24S,11:51:39,---,---,---,---,---,
C24S,11:52:23,---,---,---,---,---,
C24S,11:53:07,---,---,---,---,---,
C24S,11:53:51,---,---,---,---,---,
C24S,11:54:35,---,---,---,---,---,
C24S,11:55:19,---,---,---,---,---,
C24S,11:56:03,---,---,---,---,---,
C24S,11:56:47,---,---,---,---,---,
C24S,11:57:31,---,---,---,---,---,
C24S,11:58:15,---,---,---,---,---,
C24S,11:59:00,---,---,---,---,---,
C24S,11:59:44,---,---,---,---,---,
C24S,12:00:28,---,---,---,---,---,
C24S,12:01:12,---,---,---,---,---,
C24S,12:01:56,---,---,---,---,---,
C24S,12:02:40,---,---,---,---,---,
C24S,12:03:24,---,---,---,---,---,
C24S,12:04:08,---,---,---,---,---,
C24S,12:04:52,---,---,---,---,---,
C24S,12:05:36,---,---,---,---,---,
C24S,12:06:20,---,---,---,---,---,
C24S,12:07:04,---,---,---,---,---,
C24S,12:07:48,---,---,---,---,---,
C24S,12:08:32,---,---,---,---,---,
C24S,12:09:17,---,---,---,---,---,
C24S,12:10:01,---,---,---,---,---,
C24S,12:10:45,---,---,---,---,---,
C24S,12:11:29,---,---,---,---,---,
C24S,12:12:13,---,---,---,---,---,
C24S,12:12:57,---,---,---,---,---,
C24S,12:13:41,---,---,---,---,---,
C24S,12:14:25,---,---,---,---,---,
C24S,12:15:09,---,---,---,---,---,
C24S,12:15:53,---,---,---,---,---,
C24S,12:16:37,---,---,---,---,---,
C24S,12:17:21,---,---,---,---,---,
C24S,12:18:05,---,---,---,---,---,
C24S,12:18:49,---,---,---,---,---,
C24S,12:19:34,---,---,---,---,---,
C24S,12:20:18,---,---,---,---,---,
C24S,12:21:02,---,---,---,---,---,
C24S,12:21:46,---,---,---,---,---,
C24S,12:22:30,---,---,---,---,---,
C24S,12:23:14,---,---,---,---,---,
C24S,12:23:58,---,---,---,---,---,
C24S,12:24:42,---,---,---,---,---,
C24S,12:25:26,---,---,---,---,---,
C24S,12:26:10,---,---,---,---,---,
C24S,12:26:54,---,---,---,---,---,
C24S,12:27:38,---,---,---,---,---,
C24S,12:28:22,---,---,---,---,---,
C24S,12:29:06,---,---,---,---,---,
C24S,12:29:51,---,---,---,---,---,
C24S,12:30:35,---,---,---,---,---,
C24S,12:31:19,---,---,---,---,---,
C24S,12:32:03,---,---,---,---,---,
C24S,12:32:47,---,---,---,---,---,
C24S,12:33:31,---,---,---,---,---,
C24S,12:34:15,---,---,---,---,---,
C24S,12:34:59,---,---,---,---,---,
C24S,12:35:43,---,---,---,---,---,
C24S,12:36:27,---,---,---,---,---,
C24S,12:37:11,---,---,---,---,---,
C24S,12:37:55,---,---,---,---,---,
C24S,12:38:39,---,---,---,---,---,
C24S,12:39:23,---,---,---,---,---,
C24S,12:40:08,---,---,---,---,---,
C24S,12:40:52,---,---,---,---,---,
C24S,12:41:36,---,---,---,---,---,
C24S,12:42:20,---,---,---,---,---,
C24S,12:43:04,---,---,---,---,---,
C24S,12:43:48,---,---,---,---,---,
C24S,12:44:32,---,---,---,---,---,
C24S,12:45:16,---,---,---,---,---,
C24S,12:46:00,---,---,---,---,---,
C24S,12:46:44,---,---,---,---,---,
C24S,12:47:28,---,---,---,---,---,
C24S,12:48:12,---,---,---,---,---,
C24S,12:48:56,---,---,---,---,---,
C24S,12:49:41,---,---,---,---,---,
C24S,12:50:25,---,---,---,---,---,
C24S,12:51:09,---,---,---,---,---,
C24S,12:51:53,---,---,---,---,---,
C24S,12:52:37,---,---,---,---,---,
C24S,12:53:21,---,---,---,---,---,
C24S,12:54:05,---,---,---,---,---,
C24S,12:54:49,---,---,---,---,---,
C24S,12:55:33,---,---,---,---,---,
C24S,12:56:17,---,---,---,---,---,
C24S,12:57:01,---,---,---,---,---,
C24S,12:57:45,---,---,---,---,---,
C24S,12:58:29,---,---,---,---,---,
C24S,12:59:13,---,---,---,---,---,
C24S,12:59:58,---,---,---,---,---,
C24S,13:00:42,---,---,---,---,---,
C24S,13:01:26,---,---,---,---,---,
C24S,13:02:10,---,---,---,---,---,
C24S,13:02:54,---,---,---,---,---,
C24S,13:03:38,---,---,---,---,---,
C24S,13:04:22,---,---,---,---,---,
C24S,13:05:06,---,---,---,---,---,
C24S,13:05:50,---,---,---,---,---,
C24S,13:06:34,---,---,---,---,---,
C24S,13:07:18,---,---,---,---,---,
C24S,13:08:02,---,---,---,---,---,
C24S,13:08:46,---,---,---,---,---,
C24S,13:09:30,---,---,---,---,---,
C24S,13:10:15,---,---,---,---,---,
C24S,13:10:59,---,---,---,---,---,
C24S,13:11:43,---,---,---,---,---,
C24S,13:12:27,---,---,---,---,---,
C24S,13:13:11,---,---,---,---,---,
C24S,13:13:55,---,---,---,---,---,
C24S,13:14:39,---,---,---,---,---,
C24S,13:15:23,---,---,---,---,---,
C24S,13:16:07,---,---,---,---,---,
C24S,13:16:51,---,---,---,---,---,
C24S,13:17:35,---,---,---,---,---,
C24S,13:18:19,---,---,---,---,---,
C24S,13:19:03,---,---,---,---,---,
C24S,13:19:47,---,---,---,---,---,
C24S,13:20:32,---,---,---,---,---,
C24S,13:21:16,---,---,---,---,---,
C24S,13:22:00,---,---,---,---,---,
C24S,13:22:44,---,---,---,---,---,
C24S,13:23:28,---,---,---,---,---,
C24S,13:24:12,---,---,---,---,---,
C24S,13:24:56,---,---,---,---,---,
C24S,13:25:40,---,---,---,---,---,
C24S,13:26:24,---,---,---,---,---,
C24S,13:27:08,---,---,---,---,---,
C24S,13:27:52,---,---,---,---,---,
C24S,13:28:36,---,---,---,---,---,
C24S,13:29:20,---,---,---,---,---,
C24S,13:30:04,---,---,---,---,---,
C24S,13:30:49,---,---,---,---,---,
C24S,13:31:33,---,---,---,---,---,
C24S,13:32:17,---,---,---,---,---,
C24S,13:33:01,---,---,---,---,---,
C24S,13:33:45,---,---,---,---,---,
C24S,13:34:29,---,---,---,---,---,
C24S,13:35:13,---,---,---,---,---,
C24S,13:35:57,---,---,---,---,---,
C24S,13:36:41,---,---,---,---,---,
C24S,13:37:25,---,---,---,---,---,
C24S,13:38:09,---,---,---,---,---,
C24S,13:38:53,---,---,---,---,---,
C24S,13:39:37,---,---,---,---,---,
C24S,13:40:21,---,---,---,---,---,
C24S,13:41:06,---,---,---,---,---,
C24S,13:41:50,---,---,---,---,---,
C24S,13:42:34,---,---,---,---,---,
C24S,13:43:18,---,---,---,---,---,
C24S,13:44:02,---,---,---,---,---,
C24S,13:44:46,---,---,---,---,---,
C24S,13:45:30,---,---,---,---,---,
C24S,13:46:14,---,---,---,---,---,
C24S,13:46:58,---,---,---,---,---,
C24S,13:47:42,---,---,---,---,---,
C24S,13:48:26,---,---,---,---,---,
C24S,13:49:10,---,---,---,---,---,
C24S,13:49:54,---,---,---,---,---,
C24S,13:50:39,---,---,---,---,---,
C24S,13:51:23,---,---,---,---,---,
C24S,13:52:07,---,---,---,---,---,
C24S,13:52:51,---,---,---,---,---,
C24S,13:53:35,---,---,---,---,---,
C24S,13:54:19,---,---,---,---,---,
C24S,13:55:03,---,---,---,---,---,
C24S,13:55:47,---,---,---,---,---,
C24S,13:56:31,---,---,---,---,---,
C24S,13:57:15,---,---,---,---,---,
C24S,13:57:59,---,---,---,---,---,
C24S,13:58:43,---,---,---,---,---,
C24S,13:59:27,---,---,---,---,---,
C24S,14:00:11,---,---,---,---,---,
C24S,14:00:56,---,---,---,---,---,
C24S,14:01:40,---,---,---,---,---,
C24S,14:02:24,---,---,---,---,---,
C24S,14:03:08,---,---,---,---,---,
C24S,14:03:52,---,---,---,---,---,
C24S,14:04:36,---,---,---,---,---,
C24S,14:05:20,---,---,---,---,---,
C24S,14:06:04,---,---,---,---,---,
C24S,14:06:48,---,---,---,---,---,
C24S,14:07:32,---,---,---,---,---,
C24S,14:08:16,---,---,---,---,---,
C24S,14:09:00,---,---,---,---,---,
C24S,14:09:44,---,---,---,---,---,
C24S,14:10:28,---,---,---,---,---,
C24S,14:11:13,---,---,---,---,---,
C24S,14:11:57,---,---,---,---,---,
C24S,14:12:41,---,---,---,---,---,
C24S,14:13:25,---,---,---,---,---,
