[NOTUS TEXTFILE V3.1]
File Created: 09-Jul-2019 15:18:58
Tow Date: 09-Jul-2019 8:52:12


Transponder: C24S
Placement: Starboard

Code,Time,Range(m),Data(m),Latitude,Longitude,Echo Sounder(m),Comment
C24S,08:52:19,---,---,---,---,---,
C24S,08:53:03,---,---,---,---,---,
C24S,08:53:47,---,---,---,---,---,
C24S,08:54:31,---,---,---,---,---,
C24S,08:55:15,---,---,---,---,---,
C24S,08:55:57,---,---,---,---,---,
C24S,08:56:37,54.1,26.9,---,---,---,
C24S,08:57:12,51.5,27.3,---,---,---,
C24S,08:57:47,51.9,24.7,---,---,---,
C24S,08:58:23,53.6,23.3,---,---,---,
C24S,08:59:03,---,---,---,---,---,
C24S,08:59:41,---,---,---,---,---,
C24S,09:00:13,51.2,24.1,---,---,---,
C24S,09:00:49,51.2,23.9,---,---,---,
C24S,09:01:24,51.1,23.7,---,---,---,
C24S,09:02:01,51.1,42.4,---,---,---,
C24S,09:02:36,51.2,23.3,---,---,---,
C24S,09:03:14,51.1,23.0,---,---,---,
C24S,09:03:51,51.5,24.0,---,---,---,
C24S,09:04:26,50.9,24.5,---,---,---,
C24S,09:05:02,51.4,23.3,---,---,---,
C24S,09:05:37,51.3,23.7,---,---,---,
C24S,09:06:14,51.4,21.7,---,---,---,
C24S,09:06:51,26.8,16.6,---,---,---,
C24S,09:07:31,---,---,---,---,---,
C24S,09:08:15,---,---,---,---,---,
C24S,09:08:59,---,---,---,---,---,
C24S,09:09:43,---,---,---,---,---,
C24S,09:10:27,---,---,---,---,---,
C24S,09:11:11,---,---,---,---,---,
C24S,09:11:55,---,---,---,---,---,
C24S,09:12:39,---,---,---,---,---,
C24S,09:13:23,---,---,---,---,---,
C24S,09:14:07,---,---,---,---,---,
C24S,09:14:51,---,---,---,---,---,
C24S,09:15:35,---,---,---,---,---,
C24S,09:16:20,---,---,---,---,---,
C24S,09:17:04,---,---,---,---,---,
C24S,09:17:48,---,---,---,---,---,
C24S,09:18:32,---,---,---,---,---,
C24S,09:19:16,---,---,---,---,---,
C24S,09:20:00,---,---,---,---,---,
C24S,09:20:44,---,---,---,---,---,
C24S,09:21:28,---,---,---,---,---,
C24S,09:22:12,---,---,---,---,---,
C24S,09:22:56,---,---,---,---,---,
C24S,09:23:40,---,---,---,---,---,
C24S,09:24:24,---,---,---,---,---,
C24S,09:25:08,---,---,---,---,---,
C24S,09:25:52,---,---,---,---,---,
C24S,09:26:37,---,---,---,---,---,
C24S,09:27:21,---,---,---,---,---,
C24S,09:28:05,---,---,---,---,---,
C24S,09:28:49,---,---,---,---,---,
C24S,09:29:33,---,---,---,---,---,
C24S,09:30:17,---,---,---,---,---,
C24S,09:31:01,---,---,---,---,---,
C24S,09:31:45,---,---,---,---,---,
C24S,09:32:29,---,---,---,---,---,
C24S,09:33:13,---,---,---,---,---,
C24S,09:33:57,---,---,---,---,---,
C24S,09:34:41,---,---,---,---,---,
C24S,09:35:23,1170.6,---,---,---,---,
C24S,09:36:08,---,---,---,---,---,
C24S,09:36:52,---,---,---,---,---,
C24S,09:37:36,---,---,---,---,---,
C24S,09:38:20,---,---,---,---,---,
C24S,09:39:04,---,---,---,---,---,
C24S,09:39:48,---,---,---,---,---,
C24S,09:40:32,---,---,---,---,---,
C24S,09:41:16,---,---,---,---,---,
C24S,09:42:00,---,---,---,---,---,
C24S,09:42:44,---,---,---,---,---,
C24S,09:43:28,---,---,---,---,---,
C24S,09:44:12,---,---,---,---,---,
C24S,09:44:56,---,---,---,---,---,
C24S,09:45:40,---,---,---,---,---,
C24S,09:46:23,---,---,---,---,---,
C24S,09:47:04,---,---,---,---,---,
C24S,09:47:46,1346.1,---,---,---,---,
C24S,09:48:30,---,---,---,---,---,
C24S,09:49:15,---,---,---,---,---,
C24S,09:49:59,---,---,---,---,---,
C24S,09:50:41,2420.5,---,---,---,---,
C24S,09:51:25,---,---,---,---,---,
C24S,09:52:06,55.5,26.9,---,---,---,
C24S,09:52:41,54.4,25.3,---,---,---,
C24S,09:53:20,54.7,23.0,---,---,---,
C24S,09:53:55,54.8,23.2,---,---,---,
C24S,09:54:32,53.9,24.0,---,---,---,
C24S,09:55:08,53.6,24.2,---,---,---,
C24S,09:55:43,53.6,23.9,---,---,---,
C24S,09:56:20,53.7,25.5,---,---,---,
C24S,09:56:55,54.2,24.2,---,---,---,
C24S,09:57:31,53.1,25.1,---,---,---,
C24S,09:58:06,53.6,26.1,---,---,---,
C24S,09:58:42,54.4,24.8,---,---,---,
C24S,09:59:17,53.3,26.3,---,---,---,
C24S,09:59:52,54.0,25.2,---,---,---,
C24S,10:00:29,53.7,21.8,---,---,---,
C24S,10:01:05,53.4,26.9,---,---,---,
C24S,10:01:42,54.4,24.6,---,---,---,
C24S,10:02:17,53.0,25.4,---,---,---,
C24S,10:02:54,53.0,23.8,---,---,---,
C24S,10:03:35,---,---,---,---,---,
C24S,10:04:09,53.8,24.9,---,---,---,
C24S,10:04:44,53.3,24.9,---,---,---,
C24S,10:05:21,53.0,23.4,---,---,---,
C24S,10:05:57,53.1,24.6,---,---,---,
C24S,10:06:32,53.3,22.6,---,---,---,
C24S,10:07:08,53.0,24.4,---,---,---,
C24S,10:07:44,21.8,15.0,---,---,---,
C24S,10:08:29,---,---,---,---,---,
C24S,10:09:13,---,---,---,---,---,
C24S,10:09:57,---,---,---,---,---,
C24S,10:10:41,---,---,---,---,---,
C24S,10:11:25,---,---,---,---,---,
C24S,10:12:09,---,---,---,---,---,
C24S,10:12:53,---,---,---,---,---,
C24S,10:13:37,---,---,---,---,---,
C24S,10:14:21,---,---,---,---,---,
C24S,10:15:05,---,---,---,---,---,
C24S,10:15:49,---,---,---,---,---,
C24S,10:16:33,---,---,---,---,---,
C24S,10:17:17,---,---,---,---,---,
C24S,10:18:02,---,---,---,---,---,
C24S,10:18:46,---,---,---,---,---,
C24S,10:19:30,---,---,---,---,---,
C24S,10:20:14,---,---,---,---,---,
C24S,10:20:58,---,---,---,---,---,
C24S,10:21:42,---,---,---,---,---,
C24S,10:22:26,---,---,---,---,---,
C24S,10:23:10,---,---,---,---,---,
C24S,10:23:54,---,---,---,---,---,
C24S,10:24:38,---,---,---,---,---,
C24S,10:25:22,---,---,---,---,---,
C24S,10:26:06,---,---,---,---,---,
C24S,10:26:50,---,---,---,---,---,
C24S,10:27:34,---,---,---,---,---,
C24S,10:28:19,---,---,---,---,---,
C24S,10:29:03,---,---,---,---,---,
C24S,10:29:47,---,---,---,---,---,
C24S,10:30:31,---,---,---,---,---,
C24S,10:31:15,---,---,---,---,---,
C24S,10:31:59,---,---,---,---,---,
C24S,10:32:43,---,---,---,---,---,
C24S,10:33:27,---,---,---,---,---,
C24S,10:34:11,---,---,---,---,---,
C24S,10:34:55,---,---,---,---,---,
C24S,10:35:39,---,---,---,---,---,
C24S,10:36:23,---,---,---,---,---,
C24S,10:37:07,---,---,---,---,---,
C24S,10:37:51,---,---,---,---,---,
C24S,10:38:36,---,---,---,---,---,
C24S,10:39:20,---,---,---,---,---,
C24S,10:40:02,---,---,---,---,---,
C24S,10:40:45,---,---,---,---,---,
C24S,10:41:28,---,---,---,---,---,
C24S,10:42:11,---,---,---,---,---,
C24S,10:42:56,1639.9,---,---,---,---,
C24S,10:43:40,---,---,---,---,---,
C24S,10:44:21,---,---,---,---,---,
C24S,10:45:03,2294.9,---,---,---,---,
C24S,10:45:43,2011.2,---,---,---,---,
C24S,10:46:25,---,---,---,---,---,
C24S,10:47:03,---,---,---,---,---,
C24S,10:47:48,---,---,---,---,---,
C24S,10:48:31,---,---,---,---,---,
C24S,10:49:13,---,---,---,---,---,
C24S,10:49:56,---,---,---,---,---,
C24S,10:50:41,---,---,---,---,---,
C24S,10:51:19,---,---,---,---,---,
C24S,10:52:04,---,---,---,---,---,
C24S,10:52:48,---,---,---,---,---,
C24S,10:53:31,---,---,---,---,---,
C24S,10:54:16,---,---,---,---,---,
C24S,10:54:57,---,---,---,---,---,
C24S,10:55:42,---,---,---,---,---,
C24S,10:56:26,---,---,---,---,---,
C24S,10:57:07,---,---,---,---,---,
C24S,10:57:49,---,---,---,---,---,
C24S,10:58:32,1193.1,---,---,---,---,
C24S,10:59:18,---,---,---,---,---,
C24S,11:00:01,---,---,---,---,---,
C24S,11:00:41,---,---,---,---,---,
C24S,11:01:25,---,---,---,---,---,
C24S,11:02:09,---,---,---,---,---,
C24S,11:02:53,---,---,---,---,---,
C24S,11:03:37,---,---,---,---,---,
C24S,11:04:18,1286.6,---,---,---,---,
C24S,11:05:01,---,---,---,---,---,
C24S,11:05:44,---,---,---,---,---,
C24S,11:06:28,---,---,---,---,---,
C24S,11:07:12,---,---,---,---,---,
C24S,11:07:56,---,---,---,---,---,
C24S,11:08:38,---,---,---,---,---,
C24S,11:09:22,---,---,---,---,---,
C24S,11:10:07,---,---,---,---,---,
C24S,11:10:51,---,---,---,---,---,
C24S,11:11:34,---,---,---,---,---,
C24S,11:12:18,---,---,---,---,---,
C24S,11:13:02,---,---,---,---,---,
C24S,11:13:46,---,---,---,---,---,
C24S,11:14:28,1299.2,---,---,---,---,
C24S,11:15:12,---,---,---,---,---,
C24S,11:15:53,---,---,---,---,---,
C24S,11:16:35,---,---,---,---,---,
C24S,11:17:18,---,---,---,---,---,
C24S,11:18:02,---,---,---,---,---,
C24S,11:18:46,---,---,---,---,---,
C24S,11:19:31,---,---,---,---,---,
C24S,11:20:15,---,---,---,---,---,
C24S,11:20:59,---,---,---,---,---,
C24S,11:21:43,---,---,---,---,---,
C24S,11:22:27,---,---,---,---,---,
C24S,11:23:11,---,---,---,---,---,
C24S,11:23:55,---,---,---,---,---,
C24S,11:24:39,---,---,---,---,---,
C24S,11:25:24,---,---,---,---,---,
C24S,11:26:08,---,---,---,---,---,
C24S,11:26:53,---,---,---,---,---,
C24S,11:27:37,---,---,---,---,---,
C24S,11:28:19,---,---,---,---,---,
C24S,11:29:02,---,---,---,---,---,
C24S,11:29:46,2534.8,---,---,---,---,
C24S,11:30:30,---,---,---,---,---,
C24S,11:31:14,---,---,---,---,---,
C24S,11:31:58,---,---,---,---,---,
C24S,11:32:42,---,---,---,---,---,
C24S,11:33:26,---,---,---,---,---,
C24S,11:34:10,---,---,---,---,---,
C24S,11:34:54,---,---,---,---,---,
C24S,11:35:38,---,---,---,---,---,
C24S,11:36:22,---,---,---,---,---,
C24S,11:37:04,---,---,---,---,---,
C24S,11:37:48,---,---,---,---,---,
C24S,11:38:32,---,---,---,---,---,
C24S,11:39:16,---,---,---,---,---,
C24S,11:39:59,---,---,---,---,---,
C24S,11:40:43,---,---,---,---,---,
C24S,11:41:27,---,---,---,---,---,
C24S,11:42:09,---,---,---,---,---,
C24S,11:42:53,---,---,---,---,---,
C24S,11:43:37,---,---,---,---,---,
C24S,11:44:21,---,---,---,---,---,
C24S,11:45:05,---,---,---,---,---,
C24S,11:45:49,---,---,---,---,---,
C24S,11:46:33,---,---,---,---,---,
C24S,11:47:17,---,---,---,---,---,
C24S,11:48:00,---,---,---,---,---,
C24S,11:48:44,---,---,---,---,---,
C24S,11:49:28,---,---,---,---,---,
C24S,11:50:12,---,---,---,---,---,
C24S,11:50:53,211.9,---,---,---,---,
C24S,11:51:38,---,---,---,---,---,
C24S,11:52:22,---,---,---,---,---,
C24S,11:53:03,---,---,---,---,---,
C24S,11:53:47,---,---,---,---,---,
C24S,11:54:31,---,---,---,---,---,
C24S,11:55:15,---,---,---,---,---,
C24S,11:56:01,---,---,---,---,---,
C24S,11:56:45,---,---,---,---,---,
C24S,11:57:29,---,---,---,---,---,
C24S,11:58:11,---,---,---,---,---,
C24S,11:58:55,---,---,---,---,---,
C24S,11:59:40,---,---,---,---,---,
C24S,12:00:24,---,---,---,---,---,
C24S,12:01:08,---,---,---,---,---,
C24S,12:01:52,---,---,---,---,---,
C24S,12:02:36,---,---,---,---,---,
C24S,12:03:19,---,---,---,---,---,
C24S,12:04:03,---,---,---,---,---,
C24S,12:04:46,---,---,---,---,---,
C24S,12:05:30,---,---,---,---,---,
C24S,12:06:14,---,---,---,---,---,
C24S,12:06:58,---,---,---,---,---,
C24S,12:07:42,---,---,---,---,---,
C24S,12:08:27,---,---,---,---,---,
C24S,12:09:11,---,---,---,---,---,
C24S,12:09:55,---,---,---,---,---,
C24S,12:10:39,---,---,---,---,---,
C24S,12:11:23,---,---,---,---,---,
C24S,12:12:07,---,---,---,---,---,
C24S,12:12:51,---,---,---,---,---,
C24S,12:13:32,---,---,---,---,---,
C24S,12:14:16,---,---,---,---,---,
C24S,12:15:00,---,---,---,---,---,
C24S,12:15:44,---,---,---,---,---,
C24S,12:16:28,---,---,---,---,---,
C24S,12:17:13,---,---,---,---,---,
C24S,12:17:57,---,---,---,---,---,
C24S,12:18:41,---,---,---,---,---,
C24S,12:19:25,---,---,---,---,---,
C24S,12:20:09,---,---,---,---,---,
C24S,12:20:53,---,---,---,---,---,
C24S,12:21:37,---,---,---,---,---,
C24S,12:22:21,---,---,---,---,---,
C24S,12:23:05,---,---,---,---,---,
C24S,12:23:49,---,---,---,---,---,
C24S,12:24:33,---,---,---,---,---,
C24S,12:25:17,---,---,---,---,---,
C24S,12:26:01,---,---,---,---,---,
C24S,12:26:46,---,---,---,---,---,
C24S,12:27:30,---,---,---,---,---,
C24S,12:28:14,---,---,---,---,---,
C24S,12:28:58,---,---,---,---,---,
C24S,12:29:42,---,---,---,---,---,
C24S,12:30:26,---,---,---,---,---,
C24S,12:31:10,---,---,---,---,---,
C24S,12:31:54,---,---,---,---,---,
C24S,12:32:38,---,---,---,---,---,
C24S,12:33:22,---,---,---,---,---,
C24S,12:34:06,---,---,---,---,---,
C24S,12:34:50,---,---,---,---,---,
C24S,12:35:34,---,---,---,---,---,
C24S,12:36:18,---,---,---,---,---,
C24S,12:37:03,---,---,---,---,---,
C24S,12:37:47,---,---,---,---,---,
C24S,12:38:31,---,---,---,---,---,
C24S,12:39:15,---,---,---,---,---,
C24S,12:39:59,---,---,---,---,---,
C24S,12:40:43,---,---,---,---,---,
C24S,12:41:27,---,---,---,---,---,
C24S,12:42:11,---,---,---,---,---,
C24S,12:42:55,---,---,---,---,---,
C24S,12:43:39,---,---,---,---,---,
C24S,12:44:23,---,---,---,---,---,
C24S,12:45:07,---,---,---,---,---,
C24S,12:45:51,---,---,---,---,---,
C24S,12:46:35,---,---,---,---,---,
C24S,12:47:15,58.5,28.3,---,---,---,
C24S,12:47:52,51.1,27.5,---,---,---,
C24S,12:48:29,51.7,27.9,---,---,---,
C24S,12:49:04,52.1,27.4,---,---,---,
C24S,12:49:41,52.3,26.1,---,---,---,
C24S,12:50:16,52.1,24.7,---,---,---,
C24S,12:50:53,52.3,26.1,---,---,---,
C24S,12:51:29,52.5,25.9,---,---,---,
C24S,12:52:06,52.1,25.6,---,---,---,
C24S,12:52:42,53.1,26.3,---,---,---,
C24S,12:53:19,53.0,26.5,---,---,---,
C24S,12:53:55,52.5,28.4,---,---,---,
C24S,12:54:32,53.9,25.4,---,---,---,
C24S,12:55:08,52.7,25.6,---,---,---,
C24S,12:55:43,52.9,25.0,---,---,---,
C24S,12:56:20,55.6,22.9,---,---,---,
C24S,12:56:57,52.4,25.5,---,---,---,
