[NOTUS TEXTFILE V3.1]
File Created: 11-Jul-2019 11:45:05
Tow Date: 11-Jul-2019 7:51:17


Transponder: C24S
Placement: Starboard

Code,Time,Range(m),Data(m),Latitude,Longitude,Echo Sounder(m),Comment
C24S,07:51:24,---,---,---,---,---,
C24S,07:52:08,---,---,---,---,---,
C24S,07:52:52,---,---,---,---,---,
C24S,07:53:27,54.6,35.2,---,---,---,
C24S,07:54:02,54.2,28.2,---,---,---,
C24S,07:54:37,54.2,25.1,---,---,---,
C24S,07:55:13,53.3,25.9,---,---,---,
C24S,07:55:48,53.7,26.4,---,---,---,
C24S,07:56:24,53.3,24.9,---,---,---,
C24S,07:56:59,53.1,25.7,---,---,---,
C24S,07:57:35,53.7,26.7,---,---,---,
C24S,07:58:10,53.3,24.6,---,---,---,
C24S,07:58:46,53.7,27.6,---,---,---,
C24S,07:59:21,53.3,26.3,---,---,---,
C24S,07:59:56,53.5,25.7,---,---,---,
C24S,08:00:32,53.2,25.4,---,---,---,
C24S,08:01:07,53.3,24.8,---,---,---,
C24S,08:01:43,53.1,27.1,---,---,---,
C24S,08:02:18,53.1,23.6,---,---,---,
C24S,08:02:54,53.9,26.7,---,---,---,
C24S,08:03:29,54.7,22.7,---,---,---,
C24S,08:04:04,53.4,25.9,---,---,---,
C24S,08:04:40,53.2,25.4,---,---,---,
C24S,08:05:15,54.0,25.9,---,---,---,
C24S,08:05:51,53.0,24.0,---,---,---,
C24S,08:06:26,53.0,25.4,---,---,---,
C24S,08:07:01,53.3,24.6,---,---,---,
C24S,08:07:37,54.2,24.0,---,---,---,
C24S,08:08:12,53.4,24.9,---,---,---,
C24S,08:08:48,37.2,23.1,---,---,---,
C24S,08:09:29,---,---,---,---,---,
C24S,08:10:13,---,---,---,---,---,
C24S,09:41:39,53.4,28.9,---,---,---,
C24S,09:42:15,53.5,26.4,---,---,---,
C24S,09:42:52,53.2,26.4,---,---,---,
C24S,09:43:28,---,312.7,---,---,---,
C24S,09:44:05,53.8,25.1,---,---,---,
C24S,09:44:39,53.3,24.9,---,---,---,
C24S,09:45:15,53.3,25.6,---,---,---,
C24S,09:45:50,54.3,26.0,---,---,---,
C24S,09:46:26,53.7,27.6,---,---,---,
C24S,09:47:01,54.2,27.4,---,---,---,
C24S,09:47:37,53.7,27.9,---,---,---,
C24S,09:48:12,53.4,28.0,---,---,---,
C24S,09:48:48,53.8,27.9,---,---,---,
C24S,09:49:23,53.8,27.1,---,---,---,
C24S,09:49:59,53.8,27.8,---,---,---,
C24S,09:50:34,53.9,27.6,---,---,---,
C24S,09:51:10,54.0,28.2,---,---,---,
C24S,09:51:45,53.6,27.1,---,---,---,
C24S,09:52:21,52.9,24.9,---,---,---,
C24S,09:52:56,53.4,25.0,---,---,---,
C24S,09:53:32,53.5,27.8,---,---,---,
C24S,09:54:07,53.2,25.9,---,---,---,
C24S,09:54:43,54.5,26.3,---,---,---,
C24S,09:55:19,53.1,25.3,---,---,---,
C24S,09:55:55,53.2,25.0,---,---,---,
C24S,09:56:30,53.2,24.7,---,---,---,
C24S,09:57:06,25.4,16.7,---,---,---,
C24S,09:57:47,---,---,---,---,---,
C24S,11:29:12,56.4,26.2,---,---,---,
C24S,11:29:47,54.0,25.0,---,---,---,
C24S,11:30:24,55.1,26.7,---,---,---,
C24S,11:31:00,55.3,25.2,---,---,---,
C24S,11:31:35,55.1,24.7,---,---,---,
C24S,11:32:10,54.8,26.1,---,---,---,
C24S,11:32:45,54.5,25.7,---,---,---,
C24S,11:33:21,54.8,24.5,---,---,---,
C24S,11:33:56,54.7,24.1,---,---,---,
C24S,11:34:32,55.0,24.6,---,---,---,
C24S,11:35:07,54.9,26.9,---,---,---,
C24S,11:35:42,54.9,25.2,---,---,---,
C24S,11:36:19,54.8,26.1,---,---,---,
C24S,11:36:55,54.8,26.1,---,---,---,
C24S,11:37:30,54.5,26.3,---,---,---,
C24S,11:38:06,55.6,25.6,---,---,---,
C24S,11:38:41,55.4,27.6,---,---,---,
C24S,11:39:18,54.8,24.6,---,---,---,
C24S,11:39:53,54.9,25.1,---,---,---,
C24S,11:40:29,55.1,25.3,---,---,---,
C24S,11:41:04,55.8,27.5,---,---,---,
C24S,11:41:40,55.5,25.5,---,---,---,
C24S,11:42:15,54.4,25.3,---,---,---,
C24S,11:42:50,54.9,25.2,---,---,---,
C24S,11:43:26,50.3,27.0,---,---,---,
C24S,11:44:01,18.5,62.3,---,---,---,
C24S,11:44:37,27.8,18.4,---,---,---,

Transponder: A96N
Placement: Port

Code,Time,Range(m),Data(),Latitude,Longitude,Echo Sounder(m),Comment
A96N,07:51:31,---,---,---,---,---,
A96N,07:52:15,---,---,---,---,---,
A96N,07:52:59,---,---,---,---,---,
A96N,07:53:32,49.5,---,---,---,---,
A96N,07:54:07,50.4,---,---,---,---,
A96N,07:54:43,51.8,---,---,---,---,
A96N,07:55:18,49.9,---,---,---,---,
A96N,07:55:54,49.9,---,---,---,---,
A96N,07:56:29,49.9,---,---,---,---,
A96N,07:57:04,50.2,---,---,---,---,
A96N,07:57:40,49.9,---,---,---,---,
A96N,07:58:15,52.7,---,---,---,---,
A96N,07:58:51,51.6,---,---,---,---,
A96N,07:59:26,51.5,---,---,---,---,
A96N,08:00:02,50.4,---,---,---,---,
A96N,08:00:37,50.0,---,---,---,---,
A96N,08:01:12,50.9,---,---,---,---,
A96N,08:01:48,50.2,---,---,---,---,
A96N,08:02:23,50.6,---,---,---,---,
A96N,08:02:59,50.4,---,---,---,---,
A96N,08:03:34,50.7,---,---,---,---,
A96N,08:04:10,50.8,---,---,---,---,
A96N,08:04:45,50.9,---,---,---,---,
A96N,08:05:20,50.6,---,---,---,---,
A96N,08:05:56,50.3,---,---,---,---,
A96N,08:06:31,51.7,---,---,---,---,
