[NOTUS TEXTFILE V3.1]
File Created: 05-Aug-2019 11:58:59
Tow Date: 05-Aug-2019 6:53:32


Transponder: C24S
Placement: Starboard

Code,Time,Range(m),Data(m),Latitude,Longitude,Echo Sounder(m),Comment
C24S,06:53:39,---,---,---,---,---,
C24S,06:54:23,---,---,---,---,---,
C24S,06:55:07,---,---,---,---,---,
C24S,06:55:51,---,---,---,---,---,
C24S,06:56:35,---,---,---,---,---,
C24S,06:57:19,---,---,---,---,---,
C24S,06:58:03,---,---,---,---,---,
C24S,06:58:47,---,---,---,---,---,
C24S,06:59:31,---,---,---,---,---,
C24S,07:00:15,---,---,---,---,---,
C24S,07:01:00,---,---,---,---,---,
C24S,07:01:44,---,---,---,---,---,
C24S,07:02:28,---,---,---,---,---,
C24S,07:03:12,---,---,---,---,---,
C24S,07:03:56,---,---,---,---,---,
C24S,07:04:40,---,---,---,---,---,
C24S,07:05:24,---,---,---,---,---,
C24S,07:06:08,---,---,---,---,---,
C24S,07:06:52,---,---,---,---,---,
C24S,07:07:36,---,---,---,---,---,
C24S,07:08:20,---,---,---,---,---,
C24S,07:09:04,---,---,---,---,---,
C24S,07:09:48,---,---,---,---,---,
C24S,07:10:32,---,---,---,---,---,
C24S,07:11:17,---,---,---,---,---,
C24S,07:12:01,---,---,---,---,---,
C24S,07:12:45,---,---,---,---,---,
C24S,07:13:29,---,---,---,---,---,
C24S,07:14:13,---,---,---,---,---,
C24S,07:14:57,---,---,---,---,---,
C24S,07:15:41,---,---,---,---,---,
C24S,07:16:25,---,---,---,---,---,
C24S,07:17:09,---,---,---,---,---,
C24S,07:17:53,---,---,---,---,---,
C24S,07:18:37,---,---,---,---,---,
C24S,07:19:21,---,---,---,---,---,
C24S,07:20:05,---,---,---,---,---,
C24S,07:20:49,---,---,---,---,---,
C24S,07:21:34,---,---,---,---,---,
C24S,07:22:18,---,---,---,---,---,
C24S,07:23:02,---,---,---,---,---,
C24S,07:23:46,---,---,---,---,---,
C24S,07:24:30,---,---,---,---,---,
C24S,07:25:14,---,---,---,---,---,
C24S,07:25:58,---,---,---,---,---,
C24S,07:26:42,---,---,---,---,---,
C24S,07:27:26,---,---,---,---,---,
C24S,07:28:10,---,---,---,---,---,
C24S,07:28:54,---,---,---,---,---,
C24S,07:29:38,---,---,---,---,---,
C24S,07:30:22,---,---,---,---,---,
C24S,07:31:07,---,---,---,---,---,
C24S,07:31:51,---,---,---,---,---,
C24S,07:32:35,---,---,---,---,---,
C24S,07:33:19,---,---,---,---,---,
C24S,07:34:03,---,---,---,---,---,
C24S,07:34:47,---,---,---,---,---,
C24S,07:35:31,---,---,---,---,---,
C24S,07:36:15,---,---,---,---,---,
C24S,07:36:59,---,---,---,---,---,
C24S,07:37:43,---,---,---,---,---,
C24S,07:38:27,---,---,---,---,---,
C24S,07:39:11,---,---,---,---,---,
C24S,07:39:55,---,---,---,---,---,
C24S,07:40:39,---,---,---,---,---,
C24S,07:41:24,---,---,---,---,---,
C24S,07:42:08,---,---,---,---,---,
C24S,07:42:52,---,---,---,---,---,
C24S,07:43:36,---,---,---,---,---,
C24S,07:44:20,---,---,---,---,---,
C24S,07:45:04,---,---,---,---,---,
C24S,07:45:48,---,---,---,---,---,
C24S,07:46:32,---,---,---,---,---,
C24S,07:47:16,---,---,---,---,---,
C24S,07:48:00,---,---,---,---,---,
C24S,07:48:44,---,---,---,---,---,
C24S,07:49:26,---,---,---,---,---,
C24S,07:49:59,85.9,33.4,---,---,---,
C24S,07:50:36,87.4,34.8,---,---,---,
C24S,07:51:13,87.9,32.3,---,---,---,
C24S,07:51:50,88.6,35.1,---,---,---,
C24S,07:52:27,89.1,34.9,---,---,---,
C24S,07:53:04,89.1,34.3,---,---,---,
C24S,07:53:41,89.2,34.2,---,---,---,
C24S,07:54:19,88.9,34.8,---,---,---,
C24S,07:54:56,89.1,36.1,---,---,---,
C24S,07:55:30,89.3,33.1,---,---,---,
C24S,07:56:07,89.3,33.5,---,---,---,
C24S,07:56:44,89.7,31.2,---,---,---,
C24S,07:57:26,---,---,---,---,---,
C24S,07:58:00,89.0,33.2,---,---,---,
C24S,07:58:37,88.9,33.6,---,---,---,
C24S,07:59:14,88.6,33.5,---,---,---,
C24S,07:59:51,88.3,34.6,---,---,---,
C24S,08:00:28,88.3,33.6,---,---,---,
C24S,08:01:04,88.4,34.2,---,---,---,
C24S,08:01:40,89.2,34.2,---,---,---,
C24S,08:02:18,88.3,33.1,---,---,---,
C24S,08:02:55,88.5,33.4,---,---,---,
C24S,08:03:31,88.5,33.1,---,---,---,
C24S,08:04:09,88.6,43.5,---,---,---,
C24S,08:04:46,85.8,32.9,---,---,---,
C24S,08:05:28,---,---,---,---,---,
C24S,08:06:12,---,---,---,---,---,
C24S,08:06:56,---,---,---,---,---,
C24S,08:07:40,---,---,---,---,---,
C24S,08:08:25,---,---,---,---,---,
C24S,08:09:09,---,---,---,---,---,
C24S,08:09:53,---,---,---,---,---,
C24S,08:10:37,---,---,---,---,---,
C24S,08:11:21,---,---,---,---,---,
C24S,08:12:05,---,---,---,---,---,
C24S,08:12:49,---,---,---,---,---,
C24S,08:13:33,---,---,---,---,---,
C24S,08:14:17,---,---,---,---,---,
C24S,08:15:01,---,---,---,---,---,
C24S,08:15:45,---,---,---,---,---,
C24S,08:16:29,---,---,---,---,---,
C24S,08:17:13,---,---,---,---,---,
C24S,08:17:57,---,---,---,---,---,
C24S,08:18:42,---,---,---,---,---,
C24S,08:19:26,---,---,---,---,---,
C24S,08:20:10,---,---,---,---,---,
C24S,08:20:54,---,---,---,---,---,
C24S,08:21:38,---,---,---,---,---,
C24S,08:22:22,---,---,---,---,---,
C24S,08:23:06,---,---,---,---,---,
C24S,08:23:50,---,---,---,---,---,
C24S,08:24:34,---,---,---,---,---,
C24S,08:25:18,---,---,---,---,---,
C24S,08:26:02,---,---,---,---,---,
C24S,08:26:46,---,---,---,---,---,
C24S,08:27:30,---,---,---,---,---,
C24S,08:28:14,---,---,---,---,---,
C24S,08:28:59,---,---,---,---,---,
C24S,08:29:43,---,---,---,---,---,
C24S,08:30:27,---,---,---,---,---,
C24S,08:31:11,---,---,---,---,---,
C24S,08:31:55,---,---,---,---,---,
C24S,08:32:39,---,---,---,---,---,
C24S,08:33:23,---,---,---,---,---,
