[NOTUS TEXTFILE V3.1]
File Created: 03-Aug-2019 12:07:37
Tow Date: 03-Aug-2019 8:01:23


Transponder: C24S
Placement: Starboard

Code,Time,Range(m),Data(m),Latitude,Longitude,Echo Sounder(m),Comment
C24S,08:01:59,113.6,34.4,---,---,---,
C24S,08:02:36,113.4,36.1,---,---,---,
C24S,08:03:13,113.0,35.9,---,---,---,
C24S,08:03:50,113.0,37.4,---,---,---,
C24S,08:04:25,112.8,38.1,---,---,---,
C24S,08:05:02,113.0,38.8,---,---,---,
C24S,08:05:39,113.1,40.2,---,---,---,
C24S,08:06:16,112.3,39.1,---,---,---,
C24S,08:06:52,112.9,38.3,---,---,---,
C24S,08:07:29,114.1,39.1,---,---,---,
C24S,08:08:06,113.2,38.8,---,---,---,
C24S,08:08:43,112.7,35.5,---,---,---,
C24S,08:09:20,112.5,37.5,---,---,---,
C24S,08:09:56,112.4,33.8,---,---,---,
C24S,08:10:33,112.1,34.8,---,---,---,
C24S,08:11:10,112.2,38.3,---,---,---,
C24S,08:11:45,112.9,37.9,---,---,---,
C24S,08:12:22,113.0,40.0,---,---,---,
C24S,08:12:58,113.0,41.2,---,---,---,
C24S,08:13:34,113.4,39.5,---,---,---,
C24S,08:14:10,113.5,39.4,---,---,---,
C24S,08:14:45,113.7,40.3,---,---,---,
C24S,08:15:22,114.4,40.2,---,---,---,
C24S,08:15:57,83.6,35.8,---,---,---,
C24S,08:16:44,---,---,---,---,---,
C24S,08:17:28,---,---,---,---,---,
C24S,08:18:12,---,---,---,---,---,
C24S,08:18:56,---,---,---,---,---,
C24S,08:19:40,---,---,---,---,---,
C24S,08:20:25,---,---,---,---,---,
C24S,08:21:09,---,---,---,---,---,
C24S,08:21:53,---,---,---,---,---,
C24S,08:22:37,---,---,---,---,---,
C24S,08:23:21,---,---,---,---,---,
C24S,08:24:05,---,---,---,---,---,
C24S,08:24:49,---,---,---,---,---,
C24S,08:25:33,---,---,---,---,---,
C24S,08:26:17,---,---,---,---,---,
C24S,08:27:01,---,---,---,---,---,
C24S,08:27:45,---,---,---,---,---,
C24S,08:28:29,---,---,---,---,---,
C24S,08:29:13,---,---,---,---,---,
C24S,08:29:57,---,---,---,---,---,
C24S,08:30:42,---,---,---,---,---,
C24S,08:31:26,---,---,---,---,---,
C24S,08:32:10,---,---,---,---,---,
C24S,08:32:54,---,---,---,---,---,
C24S,08:33:38,---,---,---,---,---,
C24S,08:34:22,---,---,---,---,---,
C24S,08:35:06,---,---,---,---,---,
C24S,08:35:50,---,---,---,---,---,
C24S,08:36:34,---,---,---,---,---,
C24S,08:37:15,---,---,---,---,---,
C24S,08:37:52,95.1,28.7,---,---,---,
C24S,08:38:29,112.6,34.3,---,---,---,
C24S,08:39:04,112.4,34.1,---,---,---,
C24S,08:39:41,111.8,38.0,---,---,---,
C24S,08:40:20,112.1,37.7,---,---,---,
C24S,08:40:55,111.4,36.7,---,---,---,
C24S,08:41:32,111.4,33.6,---,---,---,
C24S,08:42:09,111.2,35.2,---,---,---,
C24S,08:42:45,111.0,35.9,---,---,---,
C24S,08:43:22,111.4,30.8,---,---,---,
C24S,08:43:58,111.2,35.9,---,---,---,
C24S,08:44:34,111.5,35.4,---,---,---,
C24S,08:45:10,111.0,36.1,---,---,---,
C24S,08:45:45,111.4,36.0,---,---,---,
C24S,08:46:20,111.2,36.5,---,---,---,
C24S,08:46:57,111.7,37.4,---,---,---,
C24S,08:47:34,111.9,38.2,---,---,---,
C24S,08:48:11,112.2,39.5,---,---,---,
C24S,08:48:48,112.2,40.6,---,---,---,
C24S,08:49:24,112.3,38.2,---,---,---,
C24S,08:50:01,112.7,36.8,---,---,---,
