09 20 2019 06 35 00 00000000 10110101   -0.022    0.068    0.140    22    22    22  13.5 1490.8 146.0 -166.1 -20.1   0.101  10.31     0     0    0.071   342.07
09 20 2019 06 35 01 00000000 10110101   -0.870    0.910   -0.631    22    22    22  13.5 1490.8 146.9 -166.0 -20.1   0.094  10.31     0     0    1.259   316.29
09 20 2019 06 35 02 00000000 10110101   -0.402   -0.444    1.428    22    22    22  13.5 1490.8 147.1 -166.1 -20.2   0.107  10.31     0     0    0.599   222.16
09 20 2019 06 35 03 00000000 10110101    0.881   -0.317   -0.770    22    22    22  13.5 1490.8 148.1 -166.0 -20.2   0.105  10.31     0     0    0.936   109.79
09 20 2019 06 35 04 00000000 10110101   -1.072    1.318   -1.048    22    22    22  13.5 1490.8 147.8 -166.0 -20.2   0.105  10.31     0     0    1.699   320.88
09 20 2019 06 35 05 00000000 10110101    0.400    0.771   -0.140    22    22    22  13.5 1490.8 147.7 -166.0 -20.3   0.112  10.31     0     0    0.869    27.42
09 20 2019 06 35 06 00000000 10110101    0.118    0.679   -1.377    22    22    22  13.5 1490.8 149.1 -166.0 -20.3   0.105  10.31     0     0    0.689     9.86
09 20 2019 06 35 07 00000000 10110101   -1.154   -0.482    1.892    22    22    22  13.5 1490.8 148.0 -166.1 -20.3   0.096  10.31     0     0    1.251   247.33
09 20 2019 06 35 08 00000000 10110101   -0.074    1.547   -1.743    22    22    22  13.5 1490.8 148.8 -166.1 -20.2   0.114  10.31     0     0    1.549   357.26
09 20 2019 06 35 09 00000000 10110101    0.268    0.126    0.413    22    22    22  13.5 1490.8 149.3 -166.1 -20.3   0.096  10.31     0     0    0.296    64.82
09 20 2019 06 35 10 00000000 10110101   -1.389    0.308   -0.781    22    22    22  13.5 1490.8 149.3 -166.0 -20.3   0.115  10.31     0     0    1.423   282.50
09 20 2019 06 35 11 00000000 10110101    0.011   -0.491    1.267    22    22    22  13.5 1490.8 148.7 -166.0 -20.3   0.102  10.31     0     0    0.491   178.72
09 20 2019 06 35 12 00000000 10110101   -0.803    0.420    0.579    22    22    22  13.5 1490.8 148.6 -166.0 -20.2   0.111  10.31     0     0    0.906   297.61
09 20 2019 06 35 13 00000000 10110101   -0.444    0.471   -1.398    22    22    22  13.5 1490.8 149.0 -166.0 -20.3   0.095  10.31     0     0    0.647   316.69
09 20 2019 06 35 14 00000000 10110101    0.224    0.537   -0.650    22    22    22  13.5 1490.9 149.9 -166.0 -20.3   0.106  10.32     0     0    0.582    22.64
09 20 2019 06 35 15 00000000 10110101   -0.675   -0.530   -0.747    22    22    22  13.5 1490.9 149.3 -166.0 -20.3   0.095  10.32     0     0    0.858   231.86
09 20 2019 06 35 16 00000000 10110101    0.564    0.659    0.318    22    22    22  13.5 1490.9 148.6 -166.1 -20.2   0.085  10.32     0     0    0.867    40.56
09 20 2019 06 35 17 00000000 10110101   -0.822    1.062   -1.088    22    22    22  13.5 1490.9 148.7 -166.0 -20.2   0.100  10.32     0     0    1.343   322.26
