Source File: C:\Users\Temp\Desktop\MINILOG 2017\Minilog-TD_6190_20170824_1.vld
Source Device: Minilog-TD-6190
Study Description: GP150A1
Minilog Initialized: 2017-08-24 14:21:55 (UTC-3)
Study Start Time: 2017-08-24 14:21:55
Study Stop Time: 2017-08-24 14:55:34
Sample Interval: 00:00:01
Date(yyyy-mm-dd),Time(hh:mm:ss),Temperature (°C),Depth (m)
2017-08-24,14:21:55,25.22,1.62
2017-08-24,14:21:56,25.22,1.62
2017-08-24,14:21:57,25.22,1.62
2017-08-24,14:21:58,25.22,1.62
2017-08-24,14:21:59,25.22,1.62
2017-08-24,14:22:00,25.22,1.62
2017-08-24,14:22:01,25.22,1.62
2017-08-24,14:22:02,25.22,1.62
2017-08-24,14:22:03,25.22,1.62
2017-08-24,14:22:04,25.22,1.62
2017-08-24,14:22:05,25.22,1.62
2017-08-24,14:22:06,25.22,1.62
2017-08-24,14:22:07,25.22,1.62
2017-08-24,14:22:08,25.22,1.62
2017-08-24,14:22:09,25.22,1.62
2017-08-24,14:22:10,25.22,1.62
2017-08-24,14:22:11,25.22,1.62
2017-08-24,14:22:12,25.22,1.62
2017-08-24,14:22:13,25.22,1.62
2017-08-24,14:22:14,25.22,1.62
2017-08-24,14:22:15,25.22,1.62
2017-08-24,14:22:16,25.22,1.62
2017-08-24,14:22:17,25.22,1.62
2017-08-24,14:22:18,25.22,1.62
2017-08-24,14:22:19,25.22,1.62
2017-08-24,14:22:20,25.22,1.62
2017-08-24,14:22:21,25.22,1.62
2017-08-24,14:22:22,25.22,1.62
2017-08-24,14:22:23,25.22,1.62
2017-08-24,14:22:24,25.22,1.62
2017-08-24,14:22:25,25.22,1.62
2017-08-24,14:22:26,25.22,1.62
2017-08-24,14:22:27,25.22,1.62
2017-08-24,14:22:28,25.22,1.62
2017-08-24,14:22:29,25.22,1.62
2017-08-24,14:22:30,25.22,1.62
2017-08-24,14:22:31,25.22,1.62
2017-08-24,14:22:32,25.22,1.62
2017-08-24,14:22:33,25.22,1.62
2017-08-24,14:22:34,25.05,1.62
2017-08-24,14:22:35,25.05,1.62
2017-08-24,14:22:36,25.05,1.62
2017-08-24,14:22:37,25.05,1.62
2017-08-24,14:22:38,25.22,1.62
2017-08-24,14:22:39,25.05,1.62
2017-08-24,14:22:40,25.05,1.62
2017-08-24,14:22:41,25.05,1.62
2017-08-24,14:22:42,25.05,1.62
2017-08-24,14:22:43,25.05,1.62
2017-08-24,14:22:44,25.22,1.62
2017-08-24,14:22:45,25.22,1.62
2017-08-24,14:22:46,25.22,1.62
2017-08-24,14:22:47,25.22,1.62
2017-08-24,14:22:48,25.05,1.62
2017-08-24,14:22:49,25.05,1.62
2017-08-24,14:22:50,25.05,1.62
2017-08-24,14:22:51,25.22,1.62
2017-08-24,14:22:52,25.22,1.62
2017-08-24,14:22:53,25.05,1.62
2017-08-24,14:22:54,25.22,1.62
2017-08-24,14:22:55,25.05,1.62
2017-08-24,14:22:56,25.05,1.62
2017-08-24,14:22:57,25.05,1.62
2017-08-24,14:22:58,25.05,1.62
2017-08-24,14:22:59,25.05,1.62
2017-08-24,14:23:00,25.05,1.62
2017-08-24,14:23:01,25.05,1.62
2017-08-24,14:23:02,25.05,1.62
2017-08-24,14:23:03,25.05,1.62
2017-08-24,14:23:04,25.05,1.62
2017-08-24,14:23:05,25.05,1.62
2017-08-24,14:23:06,25.05,1.62
2017-08-24,14:23:07,25.05,1.62
2017-08-24,14:23:08,25.05,1.62
2017-08-24,14:23:09,25.05,1.62
2017-08-24,14:23:10,25.05,1.62
2017-08-24,14:23:11,25.05,1.62
2017-08-24,14:23:12,25.05,1.62
2017-08-24,14:23:13,25.05,1.62
2017-08-24,14:23:14,25.05,1.62
2017-08-24,14:23:15,25.05,1.62
2017-08-24,14:23:16,25.05,1.62
