Source File: C:\Users\Temp\Desktop\MINILOG 2017\Minilog-TD_6190_20170822_1.vld
Source Device: Minilog-TD-6190
Study Description: GP176FR
Minilog Initialized: 2017-08-22 14:54:38 (UTC-3)
Study Start Time: 2017-08-22 14:54:38
Study Stop Time: 2017-08-22 15:33:17
Sample Interval: 00:00:01
Date(yyyy-mm-dd),Time(hh:mm:ss),Temperature (°C),Depth (m)
2017-08-22,14:54:38,25.56,1.62
2017-08-22,14:54:39,25.56,1.62
2017-08-22,14:54:40,25.56,1.62
2017-08-22,14:54:41,25.56,1.62
2017-08-22,14:54:42,25.56,1.62
2017-08-22,14:54:43,25.56,1.62
2017-08-22,14:54:44,25.56,1.62
2017-08-22,14:54:45,25.56,1.62
2017-08-22,14:54:46,25.56,1.62
2017-08-22,14:54:47,25.56,1.62
2017-08-22,14:54:48,25.56,1.62
2017-08-22,14:54:49,25.56,1.62
2017-08-22,14:54:50,25.56,1.62
2017-08-22,14:54:51,25.56,1.62
2017-08-22,14:54:52,25.56,1.62
2017-08-22,14:54:53,25.56,1.62
2017-08-22,14:54:54,25.73,1.62
2017-08-22,14:54:55,25.56,1.62
2017-08-22,14:54:56,25.56,1.62
2017-08-22,14:54:57,25.56,1.62
2017-08-22,14:54:58,25.56,1.62
2017-08-22,14:54:59,25.56,1.62
2017-08-22,14:55:00,25.56,1.62
2017-08-22,14:55:01,25.56,1.62
2017-08-22,14:55:02,25.56,1.62
2017-08-22,14:55:03,25.56,1.62
2017-08-22,14:55:04,25.56,1.62
2017-08-22,14:55:05,25.56,1.62
2017-08-22,14:55:06,25.56,1.62
2017-08-22,14:55:07,25.56,1.62
2017-08-22,14:55:08,25.56,1.62
2017-08-22,14:55:09,25.73,1.62
2017-08-22,14:55:10,25.73,1.62
2017-08-22,14:55:11,25.73,1.62
2017-08-22,14:55:12,25.73,1.62
2017-08-22,14:55:13,25.73,1.62
2017-08-22,14:55:14,25.56,1.62
2017-08-22,14:55:15,25.73,1.62
2017-08-22,14:55:16,25.56,1.62
2017-08-22,14:55:17,25.56,1.62
2017-08-22,14:55:18,25.56,1.62
2017-08-22,14:55:19,25.56,1.62
2017-08-22,14:55:20,25.56,1.62
2017-08-22,14:55:21,25.73,1.62
2017-08-22,14:55:22,25.73,1.62
2017-08-22,14:55:23,25.73,1.62
2017-08-22,14:55:24,25.73,1.62
2017-08-22,14:55:25,25.73,1.62
2017-08-22,14:55:26,25.73,1.62
2017-08-22,14:55:27,25.73,1.62
2017-08-22,14:55:28,25.73,1.62
2017-08-22,14:55:29,25.73,1.62
2017-08-22,14:55:30,25.73,1.62
2017-08-22,14:55:31,25.73,1.62
2017-08-22,14:55:32,25.73,1.62
2017-08-22,14:55:33,25.73,1.62
2017-08-22,14:55:34,25.73,1.62
2017-08-22,14:55:35,25.73,1.62
2017-08-22,14:55:36,25.73,1.62
2017-08-22,14:55:37,25.73,1.62
2017-08-22,14:55:38,25.73,1.62
2017-08-22,14:55:39,25.73,1.62
2017-08-22,14:55:40,25.73,1.62
2017-08-22,14:55:41,25.73,1.62
2017-08-22,14:55:42,25.73,1.62
2017-08-22,14:55:43,25.73,1.62
2017-08-22,14:55:44,25.73,1.62
2017-08-22,14:55:45,25.73,1.62
2017-08-22,14:55:46,25.73,1.62
2017-08-22,14:55:47,25.73,1.62
2017-08-22,14:55:48,25.73,1.62
2017-08-22,14:55:49,25.73,1.62
2017-08-22,14:55:50,25.73,1.62
2017-08-22,14:55:51,25.73,1.62
2017-08-22,14:55:52,25.73,1.62
2017-08-22,14:55:53,25.73,1.62
2017-08-22,14:55:54,25.73,1.62
2017-08-22,14:55:55,25.73,1.62
2017-08-22,14:55:56,25.73,1.62
2017-08-22,14:55:57,25.73,1.62
2017-08-22,14:55:58,25.73,1.62
2017-08-22,14:55:59,25.73,1.62
2017-08-22,14:56:00,25.73,1.62
2017-08-22,14:56:01,25.73,1.62
2017-08-22,14:56:02,25.73,1.62
2017-08-22,14:56:03,25.73,1.62
2017-08-22,14:56:04,25.73,1.62
2017-08-22,14:56:05,25.73,1.62
2017-08-22,14:56:06,25.73,1.62
2017-08-22,14:56:07,25.73,1.62
2017-08-22,14:56:08,25.73,1.62
2017-08-22,14:56:09,25.73,1.62
2017-08-22,14:56:10,25.73,1.62
2017-08-22,14:56:11,25.73,1.62
2017-08-22,14:56:12,25.73,1.62
2017-08-22,14:56:13,25.73,1.62
2017-08-22,14:56:14,25.73,1.62
2017-08-22,14:56:15,25.73,1.62
2017-08-22,14:56:16,25.73,1.62
2017-08-22,14:56:17,25.73,1.62
2017-08-22,14:56:18,25.73,1.62
2017-08-22,14:56:19,25.73,1.62
2017-08-22,14:56:20,25.73,1.62
2017-08-22,14:56:21,25.73,1.62
2017-08-22,14:56:22,25.73,1.62
2017-08-22,14:56:23,25.73,1.62
2017-08-22,14:56:24,25.73,1.62
2017-08-22,14:56:25,25.73,1.62
2017-08-22,14:56:26,25.73,1.62
2017-08-22,14:56:27,25.73,1.62
2017-08-22,14:56:28,25.73,1.62
2017-08-22,14:56:29,25.73,1.62
2017-08-22,14:56:30,25.73,1.62
2017-08-22,14:56:31,25.73,1.62
2017-08-22,14:56:32,25.73,1.62
2017-08-22,14:56:33,25.73,1.62
2017-08-22,14:56:34,25.73,1.62
2017-08-22,14:56:35,25.73,1.62
2017-08-22,14:56:36,25.73,1.62
2017-08-22,14:56:37,25.73,1.62
2017-08-22,14:56:38,25.73,1.62
2017-08-22,14:56:39,25.73,1.62
2017-08-22,14:56:40,25.73,1.62
2017-08-22,14:56:41,25.73,1.62
2017-08-22,14:56:42,25.73,1.62
2017-08-22,14:56:43,25.73,1.62
2017-08-22,14:56:44,25.73,1.62
2017-08-22,14:56:45,25.73,1.62
2017-08-22,14:56:46,25.73,1.62
2017-08-22,14:56:47,25.73,1.62
2017-08-22,14:56:48,25.73,1.62
2017-08-22,14:56:49,25.73,1.62
2017-08-22,14:56:50,25.73,1.62
2017-08-22,14:56:51,25.73,1.62
2017-08-22,14:56:52,25.73,1.62
2017-08-22,14:56:53,25.73,1.62
2017-08-22,14:56:54,25.73,1.62
2017-08-22,14:56:55,25.90,4.86
2017-08-22,14:56:56,25.90,1.62
2017-08-22,14:56:57,26.08,1.62
2017-08-22,14:56:58,25.90,1.62
2017-08-22,14:56:59,25.90,0.00
2017-08-22,14:57:00,25.90,0.00
2017-08-22,14:57:01,25.73,1.62
2017-08-22,14:57:02,25.73,0.00
2017-08-22,14:57:03,25.56,1.62
2017-08-22,14:57:04,25.56,1.62
2017-08-22,14:57:05,25.56,0.00
2017-08-22,14:57:06,25.39,1.62
2017-08-22,14:57:07,25.39,1.62
2017-08-22,14:57:08,25.39,1.62
2017-08-22,14:57:09,25.39,0.00
2017-08-22,14:57:10,25.39,1.62
2017-08-22,14:57:11,25.56,1.62
2017-08-22,14:57:12,25.56,0.00
2017-08-22,14:57:13,25.56,0.00
2017-08-22,14:57:14,25.56,0.00
2017-08-22,14:57:15,25.56,0.00
2017-08-22,14:57:16,25.56,1.62
2017-08-22,14:57:17,25.39,0.00
2017-08-22,14:57:18,25.39,0.00
2017-08-22,14:57:19,25.39,0.00
2017-08-22,14:57:20,25.22,0.00
2017-08-22,14:57:21,25.22,0.00
2017-08-22,14:57:22,25.05,0.00
2017-08-22,14:57:23,25.05,0.00
2017-08-22,14:57:24,25.05,0.00
2017-08-22,14:57:25,25.05,0.00
2017-08-22,14:57:26,25.05,0.00
2017-08-22,14:57:27,25.05,1.62
2017-08-22,14:57:28,25.05,0.00
2017-08-22,14:57:29,25.05,0.00
2017-08-22,14:57:30,24.89,0.00
2017-08-22,14:57:31,24.89,1.62
2017-08-22,14:57:32,24.89,0.00
2017-08-22,14:57:33,24.89,0.00
2017-08-22,14:57:34,24.89,0.00
2017-08-22,14:57:35,24.72,0.00
2017-08-22,14:57:36,24.72,1.62
2017-08-22,14:57:37,24.72,0.00
2017-08-22,14:57:38,24.72,1.62
2017-08-22,14:57:39,24.72,0.00
2017-08-22,14:57:40,24.72,1.62
2017-08-22,14:57:41,24.72,1.62
2017-08-22,14:57:42,24.72,0.00
2017-08-22,14:57:43,24.72,1.62
2017-08-22,14:57:44,24.72,1.62
2017-08-22,14:57:45,24.72,1.62
2017-08-22,14:57:46,24.72,0.00
2017-08-22,14:57:47,24.72,1.62
2017-08-22,14:57:48,24.72,0.00
2017-08-22,14:57:49,24.55,1.62
2017-08-22,14:57:50,24.55,1.62
2017-08-22,14:57:51,24.55,1.62
2017-08-22,14:57:52,24.55,1.62
2017-08-22,14:57:53,24.55,1.62
2017-08-22,14:57:54,24.55,1.62
2017-08-22,14:57:55,24.55,1.62
2017-08-22,14:57:56,24.55,1.62
2017-08-22,14:57:57,24.55,1.62
2017-08-22,14:57:58,24.55,1.62
2017-08-22,14:57:59,24.55,1.62
2017-08-22,14:58:00,24.55,1.62
2017-08-22,14:58:01,24.38,1.62
2017-08-22,14:58:02,24.38,1.62
2017-08-22,14:58:03,24.38,1.62
2017-08-22,14:58:04,24.38,1.62
2017-08-22,14:58:05,24.38,1.62
2017-08-22,14:58:06,24.38,1.62
2017-08-22,14:58:07,24.38,1.62
2017-08-22,14:58:08,24.38,1.62
2017-08-22,14:58:09,24.38,1.62
2017-08-22,14:58:10,24.38,1.62
2017-08-22,14:58:11,24.21,1.62
2017-08-22,14:58:12,24.21,1.62
2017-08-22,14:58:13,24.21,1.62
2017-08-22,14:58:14,24.21,1.62
2017-08-22,14:58:15,24.21,1.62
2017-08-22,14:58:16,24.21,1.62
2017-08-22,14:58:17,24.21,1.62
2017-08-22,14:58:18,24.05,1.62
2017-08-22,14:58:19,23.55,-9.72
2017-08-22,14:58:20,22.41,-6.48
2017-08-22,14:58:21,21.60,-4.86
2017-08-22,14:58:22,21.12,-4.86
2017-08-22,14:58:23,20.80,-3.24
2017-08-22,14:58:24,20.64,-1.62
2017-08-22,14:58:25,20.48,-1.62
2017-08-22,14:58:26,20.48,-3.24
