Source File: C:\Users\Temp\Desktop\MINILOG 2017\Minilog-TD_6190_20170825_2.vld
Source Device: Minilog-TD-6190
Study Description: GP041FR
Minilog Initialized: 2017-08-25 18:42:53 (UTC-3)
Study Start Time: 2017-08-25 18:42:53
Study Stop Time: 2017-08-25 19:25:22
Sample Interval: 00:00:01
Date(yyyy-mm-dd),Time(hh:mm:ss),Temperature (°C),Depth (m)
2017-08-25,18:42:53,23.88,1.62
2017-08-25,18:42:54,23.88,1.62
2017-08-25,18:42:55,23.88,1.62
2017-08-25,18:42:56,23.88,0.00
2017-08-25,18:42:57,23.88,1.62
2017-08-25,18:42:58,23.72,1.62
2017-08-25,18:42:59,23.72,1.62
2017-08-25,18:43:00,23.72,1.62
2017-08-25,18:43:01,23.72,1.62
2017-08-25,18:43:02,23.72,1.62
2017-08-25,18:43:03,23.72,1.62
2017-08-25,18:43:04,23.72,1.62
2017-08-25,18:43:05,23.88,3.24
2017-08-25,18:43:06,23.88,3.24
2017-08-25,18:43:07,23.88,3.24
2017-08-25,18:43:08,23.72,1.62
2017-08-25,18:43:09,23.72,1.62
2017-08-25,18:43:10,23.72,1.62
2017-08-25,18:43:11,23.72,1.62
2017-08-25,18:43:12,23.72,1.62
2017-08-25,18:43:13,23.88,1.62
2017-08-25,18:43:14,23.88,1.62
2017-08-25,18:43:15,23.88,1.62
2017-08-25,18:43:16,23.88,1.62
2017-08-25,18:43:17,23.88,1.62
2017-08-25,18:43:18,23.72,1.62
2017-08-25,18:43:19,23.88,1.62
2017-08-25,18:43:20,23.88,1.62
2017-08-25,18:43:21,23.88,1.62
2017-08-25,18:43:22,23.88,1.62
2017-08-25,18:43:23,23.88,1.62
2017-08-25,18:43:24,23.72,1.62
2017-08-25,18:43:25,23.72,1.62
2017-08-25,18:43:26,23.88,1.62
2017-08-25,18:43:27,23.88,1.62
2017-08-25,18:43:28,23.88,1.62
2017-08-25,18:43:29,23.88,1.62
2017-08-25,18:43:30,23.88,1.62
2017-08-25,18:43:31,23.88,1.62
2017-08-25,18:43:32,23.88,1.62
2017-08-25,18:43:33,23.88,1.62
2017-08-25,18:43:34,23.88,1.62
2017-08-25,18:43:35,23.88,1.62
2017-08-25,18:43:36,23.88,1.62
2017-08-25,18:43:37,23.88,1.62
2017-08-25,18:43:38,23.88,1.62
2017-08-25,18:43:39,23.88,1.62
2017-08-25,18:43:40,23.88,1.62
2017-08-25,18:43:41,23.88,1.62
2017-08-25,18:43:42,23.88,1.62
2017-08-25,18:43:43,23.88,1.62
2017-08-25,18:43:44,23.88,1.62
2017-08-25,18:43:45,23.88,1.62
2017-08-25,18:43:46,23.88,1.62
2017-08-25,18:43:47,23.88,1.62
2017-08-25,18:43:48,23.88,1.62
2017-08-25,18:43:49,23.88,1.62
2017-08-25,18:43:50,23.88,1.62
2017-08-25,18:43:51,23.88,1.62
2017-08-25,18:43:52,23.88,1.62
2017-08-25,18:43:53,23.88,1.62
2017-08-25,18:43:54,23.88,1.62
2017-08-25,18:43:55,23.88,1.62
2017-08-25,18:43:56,23.88,1.62
2017-08-25,18:43:57,23.88,1.62
2017-08-25,18:43:58,23.88,1.62
2017-08-25,18:43:59,23.88,1.62
2017-08-25,18:44:00,23.88,1.62
2017-08-25,18:44:01,23.88,1.62
2017-08-25,18:44:02,23.88,1.62
2017-08-25,18:44:03,23.88,1.62
2017-08-25,18:44:04,23.88,1.62
2017-08-25,18:44:05,23.88,1.62
2017-08-25,18:44:06,23.88,1.62
2017-08-25,18:44:07,23.88,1.62
2017-08-25,18:44:08,24.05,1.62
2017-08-25,18:44:09,24.05,1.62
2017-08-25,18:44:10,24.05,1.62
2017-08-25,18:44:11,24.05,1.62
2017-08-25,18:44:12,24.05,1.62
2017-08-25,18:44:13,24.05,1.62
2017-08-25,18:44:14,24.05,1.62
2017-08-25,18:44:15,24.05,1.62
2017-08-25,18:44:16,24.05,1.62
2017-08-25,18:44:17,24.05,1.62
2017-08-25,18:44:18,24.05,1.62
2017-08-25,18:44:19,23.88,1.62
2017-08-25,18:44:20,23.88,1.62
2017-08-25,18:44:21,23.88,1.62
2017-08-25,18:44:22,24.05,1.62
2017-08-25,18:44:23,24.05,1.62
2017-08-25,18:44:24,24.05,1.62
2017-08-25,18:44:25,24.05,1.62
2017-08-25,18:44:26,24.05,1.62
2017-08-25,18:44:27,24.05,1.62
2017-08-25,18:44:28,24.05,1.62
2017-08-25,18:44:29,24.05,1.62
2017-08-25,18:44:30,24.05,1.62
2017-08-25,18:44:31,24.05,1.62
2017-08-25,18:44:32,24.05,1.62
2017-08-25,18:44:33,24.05,1.62
2017-08-25,18:44:34,24.05,1.62
2017-08-25,18:44:35,24.05,1.62
2017-08-25,18:44:36,24.05,1.62
2017-08-25,18:44:37,24.05,1.62
2017-08-25,18:44:38,24.05,1.62
2017-08-25,18:44:39,24.05,1.62
2017-08-25,18:44:40,24.05,1.62
2017-08-25,18:44:41,24.05,1.62
2017-08-25,18:44:42,24.05,1.62
2017-08-25,18:44:43,24.05,1.62
2017-08-25,18:44:44,24.05,1.62
2017-08-25,18:44:45,24.05,1.62
2017-08-25,18:44:46,24.05,1.62
2017-08-25,18:44:47,24.05,1.62
2017-08-25,18:44:48,24.05,1.62
2017-08-25,18:44:49,24.05,1.62
2017-08-25,18:44:50,24.05,1.62
2017-08-25,18:44:51,24.05,1.62
2017-08-25,18:44:52,24.05,1.62
2017-08-25,18:44:53,24.05,1.62
2017-08-25,18:44:54,24.05,1.62
2017-08-25,18:44:55,24.05,1.62
2017-08-25,18:44:56,24.05,1.62
2017-08-25,18:44:57,24.05,1.62
2017-08-25,18:44:58,24.05,1.62
2017-08-25,18:44:59,24.05,1.62
2017-08-25,18:45:00,24.05,1.62
2017-08-25,18:45:01,24.05,1.62
2017-08-25,18:45:02,24.05,1.62
2017-08-25,18:45:03,24.05,1.62
2017-08-25,18:45:04,24.05,1.62
2017-08-25,18:45:05,24.05,1.62
2017-08-25,18:45:06,24.05,1.62
2017-08-25,18:45:07,24.05,1.62
2017-08-25,18:45:08,24.05,1.62
2017-08-25,18:45:09,24.05,1.62
2017-08-25,18:45:10,24.05,1.62
2017-08-25,18:45:11,24.05,1.62
2017-08-25,18:45:12,24.05,1.62
2017-08-25,18:45:13,24.05,1.62
2017-08-25,18:45:14,24.05,1.62
2017-08-25,18:45:15,24.05,1.62
2017-08-25,18:45:16,24.05,1.62
2017-08-25,18:45:17,24.05,1.62
2017-08-25,18:45:18,24.05,1.62
2017-08-25,18:45:19,24.05,1.62
2017-08-25,18:45:20,24.05,4.86
2017-08-25,18:45:21,24.05,3.24
2017-08-25,18:45:22,24.21,1.62
2017-08-25,18:45:23,24.21,1.62
2017-08-25,18:45:24,24.21,0.00
2017-08-25,18:45:25,24.05,0.00
2017-08-25,18:45:26,23.88,0.00
2017-08-25,18:45:27,23.72,0.00
2017-08-25,18:45:28,23.72,0.00
2017-08-25,18:45:29,23.55,0.00
2017-08-25,18:45:30,23.55,1.62
2017-08-25,18:45:31,23.55,1.62
2017-08-25,18:45:32,23.55,0.00
2017-08-25,18:45:33,23.39,0.00
2017-08-25,18:45:34,23.39,0.00
2017-08-25,18:45:35,23.39,0.00
2017-08-25,18:45:36,23.39,0.00
2017-08-25,18:45:37,23.22,0.00
2017-08-25,18:45:38,23.22,0.00
2017-08-25,18:45:39,23.22,0.00
2017-08-25,18:45:40,23.06,0.00
2017-08-25,18:45:41,23.06,0.00
2017-08-25,18:45:42,23.06,0.00
2017-08-25,18:45:43,22.89,0.00
2017-08-25,18:45:44,22.89,1.62
2017-08-25,18:45:45,22.89,1.62
2017-08-25,18:45:46,22.89,1.62
2017-08-25,18:45:47,22.89,1.62
2017-08-25,18:45:48,22.89,1.62
2017-08-25,18:45:49,22.89,1.62
2017-08-25,18:45:50,22.89,1.62
2017-08-25,18:45:51,22.89,1.62
2017-08-25,18:45:52,22.89,1.62
2017-08-25,18:45:53,22.89,1.62
2017-08-25,18:45:54,22.89,1.62
2017-08-25,18:45:55,22.89,1.62
2017-08-25,18:45:56,22.89,1.62
2017-08-25,18:45:57,22.89,1.62
2017-08-25,18:45:58,22.89,1.62
2017-08-25,18:45:59,22.73,1.62
2017-08-25,18:46:00,22.73,1.62
