Source File: C:\Users\Temp\Desktop\MINILOG 2017\Minilog-TD_4409_20170711_11_GP335F.vld
Source Device: Minilog-TD-4409
Study Description: GP335F
Minilog Initialized: 2017-07-11 05:06:54 (UTC-3)
Study Start Time: 2017-07-11 05:06:54
Study Stop Time: 2017-07-11 05:56:03
Sample Interval: 00:00:01
Date(yyyy-mm-dd),Time(hh:mm:ss),Temperature (°C),Depth (m)
2017-07-11,05:06:54,20.62,7.56
2017-07-11,05:06:55,20.62,7.56
2017-07-11,05:06:56,20.62,7.56
2017-07-11,05:06:57,20.62,7.56
2017-07-11,05:06:58,20.62,7.56
2017-07-11,05:06:59,20.62,7.56
2017-07-11,05:07:00,20.62,7.56
2017-07-11,05:07:01,20.62,7.56
2017-07-11,05:07:02,20.62,7.56
2017-07-11,05:07:03,20.62,7.56
2017-07-11,05:07:04,20.62,7.56
2017-07-11,05:07:05,20.62,7.56
2017-07-11,05:07:06,20.62,7.56
2017-07-11,05:07:07,20.62,7.56
2017-07-11,05:07:08,20.62,7.56
2017-07-11,05:07:09,20.62,7.56
2017-07-11,05:07:10,20.62,7.56
2017-07-11,05:07:11,20.62,7.56
2017-07-11,05:07:12,20.62,7.56
2017-07-11,05:07:13,20.62,7.56
2017-07-11,05:07:14,20.62,7.56
2017-07-11,05:07:15,20.62,7.56
2017-07-11,05:07:16,20.62,7.56
2017-07-11,05:07:17,20.62,7.56
2017-07-11,05:07:18,20.62,7.56
2017-07-11,05:07:19,20.62,7.56
2017-07-11,05:07:20,20.62,7.56
2017-07-11,05:07:21,20.62,7.56
2017-07-11,05:07:22,20.62,7.56
2017-07-11,05:07:23,20.62,7.56
2017-07-11,05:07:24,20.62,7.56
2017-07-11,05:07:25,20.62,7.56
2017-07-11,05:07:26,20.62,7.56
2017-07-11,05:07:27,20.62,7.56
2017-07-11,05:07:28,20.62,7.56
2017-07-11,05:07:29,20.62,7.56
2017-07-11,05:07:30,20.62,7.56
2017-07-11,05:07:31,20.62,7.56
2017-07-11,05:07:32,20.62,7.56
2017-07-11,05:07:33,20.62,7.56
2017-07-11,05:07:34,20.62,7.56
2017-07-11,05:07:35,20.62,7.56
2017-07-11,05:07:36,20.62,7.56
2017-07-11,05:07:37,20.62,7.56
2017-07-11,05:07:38,20.62,7.56
2017-07-11,05:07:39,20.62,7.56
2017-07-11,05:07:40,20.62,7.56
2017-07-11,05:07:41,20.62,7.56
2017-07-11,05:07:42,20.62,7.56
2017-07-11,05:07:43,20.62,7.56
2017-07-11,05:07:44,20.62,7.56
2017-07-11,05:07:45,20.62,7.56
2017-07-11,05:07:46,20.62,7.56
2017-07-11,05:07:47,20.62,7.56
2017-07-11,05:07:48,20.62,7.56
2017-07-11,05:07:49,20.62,7.56
2017-07-11,05:07:50,20.62,7.56
2017-07-11,05:07:51,20.62,7.56
2017-07-11,05:07:52,20.62,7.56
2017-07-11,05:07:53,20.62,7.56
