Source File: C:\Users\Temp\Desktop\MINILOG 2017\Minilog-TD_6190_20170910_1.vld
Source Device: Minilog-TD-6190
Study Description: GP232F
Minilog Initialized: 2017-09-10 09:58:07 (UTC-3)
Study Start Time: 2017-09-10 09:58:07
Study Stop Time: 2017-09-10 10:31:36
Sample Interval: 00:00:01
Date(yyyy-mm-dd),Time(hh:mm:ss),Temperature (°C),Depth (m)
2017-09-10,09:58:07,22.89,1.62
2017-09-10,09:58:08,22.89,1.62
2017-09-10,09:58:09,23.06,1.62
2017-09-10,09:58:10,23.06,1.62
2017-09-10,09:58:11,22.89,1.62
2017-09-10,09:58:12,22.89,1.62
2017-09-10,09:58:13,23.06,1.62
2017-09-10,09:58:14,22.89,1.62
2017-09-10,09:58:15,22.89,1.62
2017-09-10,09:58:16,23.06,1.62
2017-09-10,09:58:17,22.89,1.62
2017-09-10,09:58:18,23.06,1.62
2017-09-10,09:58:19,23.06,1.62
2017-09-10,09:58:20,23.06,1.62
2017-09-10,09:58:21,23.06,1.62
2017-09-10,09:58:22,23.06,1.62
2017-09-10,09:58:23,23.06,1.62
2017-09-10,09:58:24,23.06,1.62
2017-09-10,09:58:25,23.06,1.62
2017-09-10,09:58:26,23.06,1.62
2017-09-10,09:58:27,23.06,1.62
2017-09-10,09:58:28,23.06,1.62
2017-09-10,09:58:29,23.06,1.62
2017-09-10,09:58:30,23.06,1.62
2017-09-10,09:58:31,23.06,1.62
2017-09-10,09:58:32,23.06,1.62
2017-09-10,09:58:33,23.06,1.62
2017-09-10,09:58:34,23.06,1.62
2017-09-10,09:58:35,23.06,1.62
2017-09-10,09:58:36,23.06,1.62
2017-09-10,09:58:37,23.06,1.62
2017-09-10,09:58:38,23.06,1.62
2017-09-10,09:58:39,23.06,1.62
2017-09-10,09:58:40,23.06,1.62
2017-09-10,09:58:41,23.06,1.62
2017-09-10,09:58:42,23.06,1.62
2017-09-10,09:58:43,23.06,1.62
2017-09-10,09:58:44,23.06,1.62
2017-09-10,09:58:45,23.06,1.62
2017-09-10,09:58:46,23.06,1.62
2017-09-10,09:58:47,23.06,1.62
2017-09-10,09:58:48,23.06,1.62
2017-09-10,09:58:49,23.06,1.62
2017-09-10,09:58:50,23.06,1.62
