Source File: C:\Users\Temp\Desktop\MINILOG 2017\Minilog-TD_6190_20170826_1.vld
Source Device: Minilog-TD-6190
Study Description: GP093F
Minilog Initialized: 2017-08-26 10:38:11 (UTC-3)
Study Start Time: 2017-08-26 10:38:11
Study Stop Time: 2017-08-26 11:04:00
Sample Interval: 00:00:01
Date(yyyy-mm-dd),Time(hh:mm:ss),Temperature (°C),Depth (m)
2017-08-26,10:38:11,24.89,1.62
2017-08-26,10:38:12,24.89,1.62
2017-08-26,10:38:13,24.89,1.62
2017-08-26,10:38:14,24.89,-1.62
2017-08-26,10:38:15,24.72,0.00
2017-08-26,10:38:16,24.72,1.62
2017-08-26,10:38:17,24.72,1.62
2017-08-26,10:38:18,24.72,1.62
2017-08-26,10:38:19,24.72,1.62
2017-08-26,10:38:20,24.72,1.62
2017-08-26,10:38:21,24.72,1.62
2017-08-26,10:38:22,24.72,1.62
2017-08-26,10:38:23,24.72,1.62
2017-08-26,10:38:24,24.72,1.62
2017-08-26,10:38:25,24.72,1.62
2017-08-26,10:38:26,24.72,1.62
2017-08-26,10:38:27,24.72,1.62
2017-08-26,10:38:28,24.72,1.62
2017-08-26,10:38:29,24.72,1.62
2017-08-26,10:38:30,24.72,1.62
2017-08-26,10:38:31,24.72,1.62
2017-08-26,10:38:32,24.72,1.62
2017-08-26,10:38:33,24.72,1.62
2017-08-26,10:38:34,24.72,1.62
2017-08-26,10:38:35,24.72,1.62
2017-08-26,10:38:36,24.72,1.62
2017-08-26,10:38:37,24.72,1.62
2017-08-26,10:38:38,24.72,1.62
2017-08-26,10:38:39,24.72,1.62
2017-08-26,10:38:40,24.72,1.62
2017-08-26,10:38:41,24.72,1.62
2017-08-26,10:38:42,24.72,1.62
2017-08-26,10:38:43,24.72,1.62
2017-08-26,10:38:44,24.72,1.62
2017-08-26,10:38:45,24.72,1.62
2017-08-26,10:38:46,24.72,1.62
2017-08-26,10:38:47,24.72,1.62
2017-08-26,10:38:48,24.72,1.62
2017-08-26,10:38:49,24.72,1.62
2017-08-26,10:38:50,24.72,1.62
2017-08-26,10:38:51,24.72,1.62
2017-08-26,10:38:52,24.72,1.62
2017-08-26,10:38:53,24.72,1.62
