Source File: C:\Users\Temp\Desktop\MINILOG 2017\Minilog-TD_6190_20170819_1.vld
Source Device: Minilog-TD-6190
Study Description: GP225A1
Minilog Initialized: 2017-08-19 13:23:58 (UTC-3)
Study Start Time: 2017-08-19 13:23:58
Study Stop Time: 2017-08-19 14:01:37
Sample Interval: 00:00:01
Date(yyyy-mm-dd),Time(hh:mm:ss),Temperature (°C),Depth (m)
2017-08-19,13:23:58,25.73,1.62
2017-08-19,13:23:59,25.73,1.62
2017-08-19,13:24:00,25.73,1.62
2017-08-19,13:24:01,25.73,1.62
2017-08-19,13:24:02,25.73,1.62
2017-08-19,13:24:03,25.73,1.62
2017-08-19,13:24:04,25.73,1.62
2017-08-19,13:24:05,25.73,1.62
2017-08-19,13:24:06,25.73,1.62
2017-08-19,13:24:07,25.73,1.62
2017-08-19,13:24:08,25.73,1.62
2017-08-19,13:24:09,25.73,1.62
2017-08-19,13:24:10,25.73,1.62
2017-08-19,13:24:11,25.73,1.62
2017-08-19,13:24:12,25.73,1.62
2017-08-19,13:24:13,25.73,1.62
2017-08-19,13:24:14,25.73,1.62
2017-08-19,13:24:15,25.73,1.62
2017-08-19,13:24:16,25.73,1.62
2017-08-19,13:24:17,25.73,1.62
2017-08-19,13:24:18,25.90,1.62
2017-08-19,13:24:19,25.90,1.62
2017-08-19,13:24:20,25.90,1.62
2017-08-19,13:24:21,25.90,1.62
2017-08-19,13:24:22,25.90,1.62
2017-08-19,13:24:23,25.90,1.62
2017-08-19,13:24:24,25.73,1.62
2017-08-19,13:24:25,25.90,1.62
2017-08-19,13:24:26,25.73,1.62
2017-08-19,13:24:27,25.90,1.62
2017-08-19,13:24:28,25.90,1.62
2017-08-19,13:24:29,25.90,1.62
2017-08-19,13:24:30,25.90,1.62
2017-08-19,13:24:31,25.90,1.62
2017-08-19,13:24:32,25.90,1.62
2017-08-19,13:24:33,25.90,1.62
2017-08-19,13:24:34,25.90,1.62
2017-08-19,13:24:35,25.90,1.62
2017-08-19,13:24:36,25.90,1.62
2017-08-19,13:24:37,25.90,1.62
2017-08-19,13:24:38,25.90,1.62
2017-08-19,13:24:39,25.90,1.62
2017-08-19,13:24:40,25.90,1.62
2017-08-19,13:24:41,25.90,1.62
2017-08-19,13:24:42,25.90,1.62
2017-08-19,13:24:43,25.90,1.62
2017-08-19,13:24:44,25.90,1.62
2017-08-19,13:24:45,25.90,1.62
2017-08-19,13:24:46,25.90,1.62
2017-08-19,13:24:47,25.90,1.62
2017-08-19,13:24:48,25.90,1.62
2017-08-19,13:24:49,25.90,1.62
2017-08-19,13:24:50,25.90,1.62
2017-08-19,13:24:51,25.90,1.62
2017-08-19,13:24:52,25.90,1.62
2017-08-19,13:24:53,25.90,1.62
2017-08-19,13:24:54,25.90,1.62
