Source File: C:\Users\Temp\Desktop\MINILOG 2017\Minilog-TD_6190_20170914_1.vld
Source Device: Minilog-TD-6190
Study Description: GP151FR
Minilog Initialized: 2017-09-14 18:43:26 (UTC-3)
Study Start Time: 2017-09-14 18:43:26
Study Stop Time: 2017-09-14 19:13:05
Sample Interval: 00:00:01
Date(yyyy-mm-dd),Time(hh:mm:ss),Temperature (°C),Depth (m)
2017-09-14,18:43:26,22.89,1.62
2017-09-14,18:43:27,22.89,1.62
2017-09-14,18:43:28,23.06,1.62
2017-09-14,18:43:29,23.06,1.62
2017-09-14,18:43:30,23.06,1.62
2017-09-14,18:43:31,23.06,1.62
2017-09-14,18:43:32,23.06,1.62
2017-09-14,18:43:33,23.06,1.62
2017-09-14,18:43:34,23.06,1.62
2017-09-14,18:43:35,23.06,1.62
2017-09-14,18:43:36,22.89,1.62
2017-09-14,18:43:37,23.06,1.62
2017-09-14,18:43:38,23.06,1.62
2017-09-14,18:43:39,23.06,1.62
2017-09-14,18:43:40,23.06,1.62
2017-09-14,18:43:41,23.06,1.62
2017-09-14,18:43:42,23.06,1.62
2017-09-14,18:43:43,23.06,1.62
2017-09-14,18:43:44,23.06,1.62
2017-09-14,18:43:45,22.89,1.62
2017-09-14,18:43:46,23.06,1.62
2017-09-14,18:43:47,23.06,1.62
2017-09-14,18:43:48,23.06,1.62
2017-09-14,18:43:49,23.06,1.62
2017-09-14,18:43:50,23.06,1.62
2017-09-14,18:43:51,23.06,1.62
2017-09-14,18:43:52,23.06,1.62
2017-09-14,18:43:53,23.06,1.62
2017-09-14,18:43:54,23.06,1.62
2017-09-14,18:43:55,23.06,1.62
2017-09-14,18:43:56,23.06,1.62
2017-09-14,18:43:57,23.06,1.62
2017-09-14,18:43:58,23.06,1.62
2017-09-14,18:43:59,23.06,1.62
2017-09-14,18:44:00,23.06,1.62
2017-09-14,18:44:01,23.06,1.62
2017-09-14,18:44:02,23.06,1.62
2017-09-14,18:44:03,23.06,1.62
2017-09-14,18:44:04,23.06,1.62
2017-09-14,18:44:05,23.06,1.62
2017-09-14,18:44:06,23.06,1.62
2017-09-14,18:44:07,23.06,1.62
2017-09-14,18:44:08,23.06,1.62
2017-09-14,18:44:09,23.06,1.62
2017-09-14,18:44:10,23.06,1.62
2017-09-14,18:44:11,23.06,1.62
2017-09-14,18:44:12,23.06,1.62
2017-09-14,18:44:13,23.06,1.62
2017-09-14,18:44:14,23.06,1.62
2017-09-14,18:44:15,23.06,1.62
2017-09-14,18:44:16,23.06,1.62
2017-09-14,18:44:17,23.06,1.62
2017-09-14,18:44:18,23.06,1.62
2017-09-14,18:44:19,23.06,1.62
2017-09-14,18:44:20,23.06,1.62
2017-09-14,18:44:21,23.06,1.62
2017-09-14,18:44:22,23.06,1.62
2017-09-14,18:44:23,23.06,1.62
2017-09-14,18:44:24,23.06,1.62
2017-09-14,18:44:25,23.06,1.62
2017-09-14,18:44:26,23.06,1.62
2017-09-14,18:44:27,23.22,1.62
2017-09-14,18:44:28,23.06,1.62
2017-09-14,18:44:29,23.06,1.62
2017-09-14,18:44:30,23.06,1.62
2017-09-14,18:44:31,23.06,1.62
2017-09-14,18:44:32,23.06,1.62
2017-09-14,18:44:33,23.06,1.62
2017-09-14,18:44:34,23.06,1.62
2017-09-14,18:44:35,23.06,1.62
2017-09-14,18:44:36,23.06,1.62
2017-09-14,18:44:37,23.06,1.62
2017-09-14,18:44:38,23.06,1.62
2017-09-14,18:44:39,23.06,1.62
2017-09-14,18:44:40,23.06,1.62
2017-09-14,18:44:41,23.06,1.62
2017-09-14,18:44:42,22.89,1.62
2017-09-14,18:44:43,23.06,1.62
2017-09-14,18:44:44,22.89,1.62
2017-09-14,18:44:45,22.89,1.62
2017-09-14,18:44:46,22.89,1.62
2017-09-14,18:44:47,23.06,1.62
2017-09-14,18:44:48,22.89,1.62
2017-09-14,18:44:49,22.89,1.62
2017-09-14,18:44:50,22.89,1.62
2017-09-14,18:44:51,22.89,1.62
2017-09-14,18:44:52,22.89,1.62
2017-09-14,18:44:53,22.89,1.62
2017-09-14,18:44:54,22.89,1.62
