FileName: C:\PROGRA~1\NETMIND\AREA19~1\GP253.TXT
Local Time: Sun Jun 22 12:27:17 2008

Ship: 22 juin 2008 Trip: GP253 Tow: 8
Comments: Area 19
 Date    Time     Latitude       Longitude    Speed    Primary  Secondary DoorSpread      Depth 
080622  152718  47   4.5907 N  60  52.1430 W   7.0        4.6*       2.4*      42.1      101.2*
080622  152748  47   4.5906 N  60  52.0924 W   3.5        4.6        2.4        2.4       56.3*
080622  152749  47   4.5906 N  60  52.0911 W   3.5        4.6        2.4        2.4       56.3 
080622  152750  47   4.5906 N  60  52.0897 W   3.5        4.6        2.4        2.4       56.3 
080622  152751  47   4.5906 N  60  52.0884 W   3.4        4.6        2.4        2.2*      56.3 
080622  152752  47   4.5905 N  60  52.0871 W   3.4        4.6        2.4        2.2       56.3 
080622  152753  47   4.5905 N  60  52.0857 W   3.4        4.6        2.4        2.2       56.3 
080622  152754  47   4.5905 N  60  52.0844 W   3.4        4.6        2.4        2.2       56.3 
080622  152755  47   4.5905 N  60  52.0831 W   3.4        4.6        2.7*       2.2       56.3 
080622  152756  47   4.5906 N  60  52.0817 W   3.4        4.6        2.7        3.0*      56.3 
080622  152757  47   4.5905 N  60  52.0802 W   3.4        4.6        2.7        3.0       56.3 
080622  152758  47   4.5905 N  60  52.0787 W   3.5        4.6        2.7        3.0       56.3 
080622  152759  47   4.5906 N  60  52.0770 W   3.6        4.6        2.7        3.0       56.3 
080622  152800  47   4.5906 N  60  52.0752 W   3.7        4.6        2.7        3.0       56.3 
080622  152801  47   4.5906 N  60  52.0733 W   3.9        2.7*       2.7        3.0       56.3 
080622  152802  47   4.5906 N  60  52.0712 W   4.1        2.7        2.7        3.0       56.3 
080622  152803  47   4.5907 N  60  52.0690 W   4.3        2.7        2.7        3.0       56.3 
080622  152804  47   4.5907 N  60  52.0667 W   4.5        2.7        2.7        3.0       56.3 
080622  152805  47   4.5908 N  60  52.0642 W   4.8        2.7        2.7        3.0       56.3 
080622  152806  47   4.5907 N  60  52.0616 W   5.0        2.7        2.7        3.0       56.3 
080622  152807  47   4.5906 N  60  52.0589 W   5.3        2.7        2.7        3.0       56.3 
080622  152808  47   4.5905 N  60  52.0561 W   5.5        2.7        2.7        3.0       56.3 
080622  152809  47   4.5905 N  60  52.0532 W   5.8        2.7        2.7        3.0       56.3 
080622  152810  47   4.5905 N  60  52.0502 W   6.0        2.7        2.7        3.0       56.3 
080622  152811  47   4.5904 N  60  52.0472 W   6.2        2.7        2.7        3.0       56.3 
080622  152812  47   4.5903 N  60  52.0441 W   6.4        2.7        2.7        3.0       56.3 
080622  152813  47   4.5901 N  60  52.0410 W   6.6        2.7        2.7        3.0       56.3 
080622  152814  47   4.5900 N  60  52.0379 W   6.8        2.7        2.7        3.0       56.3 
080622  152815  47   4.5900 N  60  52.0347 W   7.0        2.7        2.7        3.0       56.3 
080622  152816  47   4.5898 N  60  52.0314 W   7.1        2.7        2.7        3.0       56.3 
080622  152817  47   4.5896 N  60  52.0281 W   7.3        2.7        2.7        3.0       56.3 
080622  152818  47   4.5894 N  60  52.0249 W   7.4        2.7        2.7        3.0       56.3 
080622  152819  47   4.5891 N  60  52.0215 W   7.5        2.7        2.7        3.0       56.3 
080622  152820  47   4.5890 N  60  52.0182 W   7.6        2.7        2.7        3.0       56.3 
080622  152821  47   4.5888 N  60  52.0148 W   7.7        2.7        2.7        3.0       56.3 
080622  152822  47   4.5885 N  60  52.0115 W   7.8        2.7        2.7        3.0       56.3 
080622  152823  47   4.5882 N  60  52.0081 W   7.9        2.7        2.7        3.0       56.3 
080622  152824  47   4.5880 N  60  52.0047 W   7.9        2.7        2.7        3.0       56.3 
080622  152825  47   4.5878 N  60  52.0014 W   8.0        2.7        2.7        3.0       56.3 
080622  152826  47   4.5875 N  60  51.9979 W   8.1        2.7        2.7        3.0       56.3 
080622  152827  47   4.5872 N  60  51.9946 W   8.1        2.7        2.7        3.0       56.3 
080622  152828  47   4.5869 N  60  51.9913 W   8.1        2.7        2.7        3.0       56.3 
080622  152829  47   4.5866 N  60  51.9879 W   8.2        2.7        2.7        3.0       56.3 
080622  152830  47   4.5863 N  60  51.9846 W   8.2        2.7        2.7        3.0       56.3 
080622  152831  47   4.5861 N  60  51.9812 W   8.2        2.7        2.7        3.0       56.3 
080622  152832  47   4.5858 N  60  51.9778 W   8.3        2.7        2.7        3.0       56.3 
080622  152833  47   4.5854 N  60  51.9745 W   8.3        2.7        2.7        3.0       56.3 
080622  152834  47   4.5851 N  60  51.9711 W   8.3        2.7        2.7        3.0       56.3 
080622  152835  47   4.5848 N  60  51.9677 W   8.3        2.7        2.7        3.0       56.3 
080622  152836  47   4.5845 N  60  51.9643 W   8.3        2.7        2.7        3.0       56.3 
080622  152837  47   4.5842 N  60  51.9609 W   8.3        2.7        2.7        3.0       56.3 
080622  152838  47   4.5839 N  60  51.9576 W   8.3        2.7        2.7        3.0       56.3 
080622  152839  47   4.5835 N  60  51.9542 W   8.3        2.7        2.7        3.0       56.3 
080622  152840  47   4.5831 N  60  51.9508 W   8.3        2.7        2.7        3.0       56.3 
080622  152841  47   4.5828 N  60  51.9475 W   8.3        2.7        2.7        3.0       56.3 
080622  152842  47   4.5825 N  60  51.9442 W   8.3        2.7        2.7        3.0       56.3 
080622  152843  47   4.5821 N  60  51.9408 W   8.3        2.7        2.7        3.0       56.3 
080622  152844  47   4.5816 N  60  51.9375 W   8.4        2.7        2.7        3.0       56.3 
080622  152845  47   4.5813 N  60  51.9341 W   8.4        2.7        2.7        3.0       56.3 
080622  152846  47   4.5810 N  60  51.9308 W   8.4        2.7        2.7        3.0       56.3 
080622  152847  47   4.5806 N  60  51.9274 W   8.3        2.7        2.7        3.0       56.3 
080622  152848  47   4.5803 N  60  51.9241 W   8.3        2.7        2.7        3.0       56.3 
080622  152849  47   4.5800 N  60  51.9207 W   8.3        2.7        2.7        3.0       56.3 
080622  152850  47   4.5796 N  60  51.9173 W   8.3        2.7        2.7        3.0       56.3 
080622  152851  47   4.5792 N  60  51.9141 W   8.3        2.7        2.7        3.0       56.3 
080622  152852  47   4.5789 N  60  51.9108 W   8.3        2.7        2.7        3.0       56.3 
080622  152853  47   4.5784 N  60  51.9074 W   8.3        2.7        2.7        3.0       56.3 
080622  152854  47   4.5780 N  60  51.9041 W   8.3        2.7        2.7        3.0       56.3 
080622  152855  47   4.5776 N  60  51.9007 W   8.3        2.7        2.7        3.0       56.3 
080622  152856  47   4.5773 N  60  51.8973 W   8.3        2.7        2.7        3.0       56.3 
080622  152857  47   4.5769 N  60  51.8940 W   8.3        2.7        2.7        3.0       56.3 
080622  152858  47   4.5764 N  60  51.8907 W   8.3        2.7        2.7        3.0       56.3 
080622  152859  47   4.5760 N  60  51.8875 W   8.3        2.7        2.7        3.0       56.3 
080622  152900  47   4.5756 N  60  51.8842 W   8.3        2.7        2.7        3.0       56.3 
080622  152901  47   4.5751 N  60  51.8808 W   8.3        2.7        2.7        3.0       56.3 
080622  152902  47   4.5748 N  60  51.8775 W   8.3        2.7        2.7        3.0       56.3 
080622  152903  47   4.5745 N  60  51.8741 W   8.3        2.7        2.7        3.0       56.3 
080622  152904  47   4.5740 N  60  51.8708 W   8.3        2.7        2.7        3.0       56.3 
080622  152905  47   4.5735 N  60  51.8675 W   8.3        2.7        2.7        3.0       56.3 
080622  152906  47   4.5731 N  60  51.8642 W   8.3        2.7        2.7        3.0       56.3 
080622  152907  47   4.5728 N  60  51.8609 W   8.3        2.7        2.7        3.0       56.3 
080622  152908  47   4.5724 N  60  51.8575 W   8.3        2.7        2.7        3.0       56.3 
080622  152909  47   4.5721 N  60  51.8541 W   8.3        2.7        2.7        3.0       56.3 
080622  152910  47   4.5718 N  60  51.8508 W   8.3        2.7        2.7        3.0       56.3 
080622  152911  47   4.5713 N  60  51.8475 W   8.3        2.7        2.7        3.0       56.3 
080622  152912  47   4.5709 N  60  51.8442 W   8.3        2.7        2.7        3.0       56.3 
080622  152913  47   4.5705 N  60  51.8409 W   8.3        2.7        2.7        3.0       56.3 
080622  152914  47   4.5702 N  60  51.8375 W   8.3        2.7        2.7        3.0       56.3 
080622  152915  47   4.5699 N  60  51.8342 W   8.2        2.7        2.7        3.0       56.3 
080622  152916  47   4.5695 N  60  51.8309 W   8.2        2.7        2.7        3.0       56.3 
080622  152917  47   4.5691 N  60  51.8276 W   8.2        2.7        2.7        3.0       56.3 
080622  152918  47   4.5688 N  60  51.8243 W   8.2        2.7        2.7        3.0       56.3 
080622  152919  47   4.5685 N  60  51.8210 W   8.2        2.7        2.7        3.0       56.3 
080622  152920  47   4.5681 N  60  51.8178 W   8.2        2.7        2.7        3.0       56.3 
080622  152921  47   4.5677 N  60  51.8145 W   8.2        2.7        2.7        3.0       56.3 
080622  152922  47   4.5673 N  60  51.8113 W   8.1        2.7        2.7        3.0       56.3 
080622  152923  47   4.5670 N  60  51.8081 W   8.1        2.7        2.7        3.0       56.3 
080622  152924  47   4.5666 N  60  51.8049 W   8.1        2.7        2.7        3.0       56.3 
080622  152925  47   4.5662 N  60  51.8018 W   8.0        2.7        2.7        3.0       56.3 
080622  152926  47   4.5658 N  60  51.7986 W   8.0        2.7        2.7        3.0       56.3 
080622  152927  47   4.5654 N  60  51.7954 W   8.0        2.7        2.7        3.0       56.3 
080622  152928  47   4.5651 N  60  51.7922 W   8.0        2.7        2.7        3.0       56.3 
080622  152929  47   4.5648 N  60  51.7890 W   8.0        2.7        2.7        3.0       56.3 
080622  152930  47   4.5644 N  60  51.7858 W   8.0        2.7        2.7        3.0       56.3 
080622  152931  47   4.5641 N  60  51.7826 W   8.0        2.7        2.7        3.0       56.3 
080622  152932  47   4.5638 N  60  51.7795 W   7.9        2.7        2.7        3.0       56.3 
080622  152933  47   4.5634 N  60  51.7763 W   7.9        2.7        2.7        3.0       56.3 
080622  152934  47   4.5631 N  60  51.7731 W   7.9        2.7        2.7        3.0       56.3 
080622  152935  47   4.5628 N  60  51.7700 W   7.9        2.7        2.7        3.0       56.3 
080622  152936  47   4.5626 N  60  51.7668 W   7.9        2.7        2.7        3.0       56.3 
080622  152937  47   4.5622 N  60  51.7636 W   7.9        2.7        2.7        3.0       56.3 
080622  152938  47   4.5620 N  60  51.7604 W   7.9        2.7        2.7        3.0       56.3 
080622  152939  47   4.5617 N  60  51.7573 W   7.9        2.7        2.7        3.0       56.3 
080622  152940  47   4.5613 N  60  51.7541 W   7.9        2.7        2.7        3.0       56.3 
080622  152941  47   4.5611 N  60  51.7510 W   7.8        2.7        2.7        3.0       56.3 
080622  152942  47   4.5608 N  60  51.7479 W   7.8        2.7        2.7        3.0       56.3 
080622  152943  47   4.5606 N  60  51.7447 W   7.8        2.7        2.7        3.0       56.3 
080622  152944  47   4.5603 N  60  51.7415 W   7.8        2.7        2.7        3.0       56.3 
080622  152945  47   4.5600 N  60  51.7383 W   7.8        2.7        2.7        3.0       56.3 
080622  152946  47   4.5597 N  60  51.7352 W   7.8        2.7        2.7        3.0       56.3 
080622  152947  47   4.5594 N  60  51.7320 W   7.8        2.7        2.7        3.0       56.3 
080622  152948  47   4.5591 N  60  51.7289 W   7.8        2.7        2.7        3.0       56.3 
080622  152949  47   4.5589 N  60  51.7258 W   7.8        2.7        2.7        3.0       56.3 
080622  152950  47   4.5586 N  60  51.7227 W   7.8        2.7        2.7        3.0       56.3 
080622  152951  47   4.5582 N  60  51.7195 W   7.8        2.7        2.7        3.0       56.3 
080622  152952  47   4.5579 N  60  51.7164 W   7.8        2.7        2.7        3.0       56.3 
080622  152953  47   4.5576 N  60  51.7133 W   7.7        2.7        2.7        3.0       56.3 
080622  152954  47   4.5572 N  60  51.7102 W   7.7        2.7        2.7        3.0       56.3 
080622  152955  47   4.5569 N  60  51.7071 W   7.7        2.7        2.7        3.0       56.3 
080622  152956  47   4.5566 N  60  51.7040 W   7.7        2.7        2.7        3.0       56.3 
080622  152957  47   4.5564 N  60  51.7009 W   7.7        2.7        2.7        3.0       56.3 
080622  152958  47   4.5560 N  60  51.6978 W   7.7        2.7        2.7        3.0       56.3 
080622  152959  47   4.5556 N  60  51.6947 W   7.7        2.7        2.7        3.0       56.3 
080622  153000  47   4.5553 N  60  51.6916 W   7.7        2.7        2.7        3.0       56.3 
080622  153001  47   4.5550 N  60  51.6885 W   7.7        2.7        2.7        3.0       56.3 
080622  153002  47   4.5548 N  60  51.6854 W   7.7        2.7        2.7        3.0       56.3 
080622  153003  47   4.5545 N  60  51.6823 W   7.7        2.7        2.7        3.0       56.3 
080622  153004  47   4.5542 N  60  51.6792 W   7.7        2.7        2.7        3.0       56.3 
080622  153005  47   4.5539 N  60  51.6761 W   7.7        2.7        2.7        3.0       56.3 
080622  153006  47   4.5537 N  60  51.6730 W   7.7        2.7        2.7        3.0       56.3 
080622  153007  47   4.5535 N  60  51.6699 W   7.7        2.7        2.7        3.0       56.3 
080622  153008  47   4.5532 N  60  51.6669 W   7.7        2.7        2.7        3.0       56.3 
080622  153009  47   4.5529 N  60  51.6637 W   7.7        2.7        2.7        3.0       56.3 
080622  153010  47   4.5525 N  60  51.6606 W   7.7        2.7        2.7        3.0       56.3 
080622  153011  47   4.5523 N  60  51.6576 W   7.7        2.7        2.7        3.0       56.3 
080622  153012  47   4.5521 N  60  51.6545 W   7.7        2.7        2.7        3.0       56.3 
080622  153013  47   4.5518 N  60  51.6514 W   7.7        2.7        2.7        3.0       56.3 
080622  153014  47   4.5515 N  60  51.6484 W   7.6        2.7        2.7        3.0       56.3 
080622  153015  47   4.5512 N  60  51.6454 W   7.6        2.7        2.7        3.0       56.3 
080622  153016  47   4.5510 N  60  51.6423 W   7.6        2.7        2.7        3.0       56.3 
080622  153017  47   4.5507 N  60  51.6392 W   7.6        2.7        2.7        3.0       56.3 
080622  153018  47   4.5505 N  60  51.6362 W   7.6        2.7        2.7        3.0       56.3 
080622  153019  47   4.5503 N  60  51.6331 W   7.6        2.7        2.7        3.0       56.3 
080622  153020  47   4.5499 N  60  51.6300 W   7.6        2.7        2.7        3.0       56.3 
080622  153021  47   4.5495 N  60  51.6270 W   7.6        2.7        2.7        3.0       56.3 
080622  153022  47   4.5493 N  60  51.6240 W   7.6        2.7        2.7        3.0       56.3 
080622  153023  47   4.5491 N  60  51.6210 W   7.6        2.7        2.7        3.0       56.3 
080622  153024  47   4.5489 N  60  51.6179 W   7.5        2.7        2.7        3.0       56.3 
080622  153025  47   4.5485 N  60  51.6149 W   7.5        2.7        2.7        3.0       56.3 
080622  153026  47   4.5482 N  60  51.6119 W   7.5        2.7        2.7        3.0       56.3 
080622  153027  47   4.5479 N  60  51.6088 W   7.5        2.7        2.7        3.0       56.3 
080622  153028  47   4.5477 N  60  51.6058 W   7.5        2.7        2.7        3.0       56.3 
080622  153029  47   4.5474 N  60  51.6029 W   7.5        2.7        2.7        3.0       56.3 
080622  153030  47   4.5471 N  60  51.5998 W   7.5        2.7        2.7        3.0       56.3 
080622  153031  47   4.5468 N  60  51.5968 W   7.5        2.7        2.7        3.0       56.3 
080622  153032  47   4.5466 N  60  51.5937 W   7.5        2.7        2.7        3.0       56.3 
080622  153033  47   4.5464 N  60  51.5907 W   7.5        2.7        2.7        3.0       56.3 
080622  153034  47   4.5461 N  60  51.5877 W   7.5        2.7        2.7        3.0       56.3 
080622  153035  47   4.5458 N  60  51.5846 W   7.5        2.7        2.7        3.0       56.3 
080622  153036  47   4.5455 N  60  51.5816 W   7.5        2.7        2.7        3.0       56.3 
080622  153037  47   4.5453 N  60  51.5786 W   7.5        2.7        2.7        3.0       56.3 
080622  153038  47   4.5450 N  60  51.5755 W   7.5        2.7        2.7        3.0       56.3 
080622  153039  47   4.5447 N  60  51.5725 W   7.5        2.7        2.7        3.0       56.3 
080622  153040  47   4.5444 N  60  51.5695 W   7.5        2.7        2.7        3.0       56.3 
080622  153041  47   4.5441 N  60  51.5665 W   7.5        2.7        2.7        3.0       56.3 
080622  153042  47   4.5439 N  60  51.5635 W   7.5        2.7        2.7        3.0       56.3 
080622  153043  47   4.5437 N  60  51.5605 W   7.5        2.7        2.7        3.0       56.3 
080622  153044  47   4.5435 N  60  51.5576 W   7.5        2.7        2.7        3.0       56.3 
080622  153045  47   4.5433 N  60  51.5548 W   7.4        2.7        2.7        3.0       56.3 
080622  153046  47   4.5431 N  60  51.5520 W   7.3        2.7        2.7        3.0       56.3 
080622  153047  47   4.5428 N  60  51.5493 W   7.2        2.7        2.7        3.0       56.3 
080622  153048  47   4.5426 N  60  51.5467 W   7.1        2.7        2.7        3.0       56.3 
080622  153049  47   4.5425 N  60  51.5441 W   7.0        2.7        2.7        3.0       56.3 
080622  153050  47   4.5422 N  60  51.5416 W   6.9        2.7        2.7        3.0       56.3 
080622  153051  47   4.5420 N  60  51.5390 W   6.8        2.7        2.7        3.0       56.3 
080622  153052  47   4.5418 N  60  51.5365 W   6.7        2.7        2.7        3.0       56.3 
080622  153053  47   4.5417 N  60  51.5341 W   6.6        2.7        2.7        3.0       56.3 
080622  153054  47   4.5414 N  60  51.5317 W   6.5        2.7        2.7        3.0       56.3 
080622  153055  47   4.5412 N  60  51.5292 W   6.4        2.7        2.7        3.0       56.3 
080622  153056  47   4.5410 N  60  51.5268 W   6.3        2.7        2.7        3.0       56.3 
080622  153057  47   4.5410 N  60  51.5245 W   6.2        2.7        2.7        3.0       56.3 
080622  153058  47   4.5407 N  60  51.5221 W   6.2        2.7        2.7        3.0       75.7*
080622  153059  47   4.5405 N  60  51.5197 W   6.1        2.7        2.7        3.0       75.7 
080622  153100  47   4.5403 N  60  51.5173 W   6.1        2.7        2.7        3.0       75.7 
080622  153101  47   4.5402 N  60  51.5150 W   6.0        2.7        2.7       65.9*      75.7 
080622  153102  47   4.5399 N  60  51.5127 W   6.0        2.7        2.7       65.9       75.7 
080622  153103  47   4.5398 N  60  51.5104 W   5.9        2.7*       2.7       65.9       48.8*
080622  153104  47   4.5396 N  60  51.5083 W   5.8        2.7        2.7       65.9       48.8 
080622  153105  47   4.5395 N  60  51.5064 W   5.6        2.7        2.7       65.9       48.8 
080622  153106  47   4.5393 N  60  51.5044 W   5.5        2.7        2.7       65.9       48.8 
080622  153107  47   4.5391 N  60  51.5026 W   5.3        2.7        2.7       65.9       48.8 
080622  153108  47   4.5390 N  60  51.5010 W   5.1        2.7        2.7       65.9       48.8 
080622  153109  47   4.5389 N  60  51.4994 W   4.9        2.7        2.7       65.9       58.5*
080622  153110  47   4.5388 N  60  51.4979 W   4.7        2.7        2.7        5.3*      58.5 
080622  153111  47   4.5386 N  60  51.4965 W   4.6        2.7        2.7        5.3       58.5 
080622  153112  47   4.5384 N  60  51.4951 W   4.4        2.7        2.7        5.3       58.5 
080622  153113  47   4.5384 N  60  51.4938 W   4.2        2.7        2.7        5.3       58.5 
080622  153114  47   4.5383 N  60  51.4926 W   4.0        2.7        2.7        5.3       74.8*
080622  153115  47   4.5381 N  60  51.4914 W   3.9        2.7        2.7        5.3       74.8 
080622  153116  47   4.5380 N  60  51.4902 W   3.7        2.7        2.7        9.8*      74.8 
080622  153117  47   4.5379 N  60  51.4891 W   3.6        2.7        2.7        9.8       74.8 
080622  153118  47   4.5378 N  60  51.4880 W   3.4        2.7        2.7        9.8       74.8 
080622  153119  47   4.5377 N  60  51.4870 W   3.3        2.7        2.7        9.8       91.1*
080622  153120  47   4.5376 N  60  51.4859 W   3.2        2.7        2.7        9.8       91.1 
080622  153121  47   4.5375 N  60  51.4849 W   3.1        2.7        2.7        7.7*      91.1 
080622  153122  47   4.5375 N  60  51.4840 W   3.0        2.7        2.7        7.7       91.1 
080622  153123  47   4.5373 N  60  51.4830 W   2.9        2.7        2.7        7.7       91.1 
080622  153124  47   4.5371 N  60  51.4820 W   2.8        2.7        2.7        7.7       91.1 
080622  153125  47   4.5371 N  60  51.4812 W   2.7        2.7        2.7        7.7       31.2*
080622  153126  47   4.5370 N  60  51.4803 W   2.7        2.7        2.7        9.4*      31.2 
080622  153127  47   4.5369 N  60  51.4794 W   2.6        2.7        2.7        9.4       31.2 
080622  153128  47   4.5367 N  60  51.4785 W   2.6        2.7        2.7        9.4       31.2 
080622  153129  47   4.5367 N  60  51.4776 W   2.5        2.7        2.7        9.4       31.2 
080622  153130  47   4.5366 N  60  51.4768 W   2.4        2.7        2.7        9.4       75.2*
080622  153131  47   4.5365 N  60  51.4760 W   2.4        2.7        2.7        9.4       75.2 
080622  153132  47   4.5364 N  60  51.4751 W   2.4        2.7        2.7       11.6*      75.2 
080622  153133  47   4.5363 N  60  51.4743 W   2.4        2.7        2.7       11.6       75.2 
080622  153134  47   4.5362 N  60  51.4735 W   2.3        2.7        2.7       11.6       75.2 
080622  153135  47   4.5361 N  60  51.4727 W   2.3        2.7        2.7       11.6       75.2 
080622  153136  47   4.5359 N  60  51.4719 W   2.3        2.7        2.7       11.6       71.7*
080622  153137  47   4.5358 N  60  51.4711 W   2.2        2.7        2.7        3.1*      71.7 
080622  153138  47   4.5357 N  60  51.4703 W   2.2        2.7        2.7        3.1       71.7 
080622  153139  47   4.5355 N  60  51.4696 W   2.2        2.7        2.7        3.1       71.7 
080622  153140  47   4.5353 N  60  51.4689 W   2.2        2.7        2.7        3.1       71.7 
080622  153141  47   4.5352 N  60  51.4682 W   2.2        2.7        2.7        3.1       60.3*
080622  153142  47   4.5350 N  60  51.4674 W   2.1        2.7        2.7        6.6*      60.3 
080622  153143  47   4.5348 N  60  51.4667 W   2.1        2.7        2.7        6.6       60.3 
080622  153144  47   4.5346 N  60  51.4660 W   2.1        2.7        2.7        6.6       60.3 
080622  153145  47   4.5345 N  60  51.4652 W   2.1        2.7        2.8*       6.6       60.3 
080622  153146  47   4.5342 N  60  51.4646 W   2.1        2.7        2.8        6.6       76.5*
080622  153147  47   4.5341 N  60  51.4639 W   2.1        2.7        2.8        6.4*      76.5 
080622  153148  47   4.5340 N  60  51.4631 W   2.1        2.7        2.8        6.4       76.5 
080622  153149  47   4.5339 N  60  51.4622 W   2.1        2.7        2.8        6.4       76.5 
080622  153150  47   4.5338 N  60  51.4616 W   2.0        2.7        2.8        6.4       76.5 
080622  153151  47   4.5337 N  60  51.4609 W   2.0        2.7        2.8        6.4       76.5 
080622  153152  47   4.5335 N  60  51.4602 W   2.0        2.7*       2.8        6.4       83.1*
080622  153153  47   4.5333 N  60  51.4595 W   2.0        2.7        2.8        4.6*      83.1 
080622  153154  47   4.5332 N  60  51.4588 W   2.0        2.7        2.8        4.6       83.1 
080622  153155  47   4.5331 N  60  51.4582 W   2.0        2.7        2.8        4.6       83.1 
080622  153156  47   4.5329 N  60  51.4576 W   2.0        2.7        2.8        4.6       83.1 
080622  153157  47   4.5327 N  60  51.4569 W   2.0        2.7        2.8        4.6       73.5*
080622  153158  47   4.5325 N  60  51.4562 W   2.0        2.7        2.8        6.4*      73.5 
080622  153159  47   4.5323 N  60  51.4554 W   2.0        2.7        2.8        6.4       73.5 
080622  153200  47   4.5322 N  60  51.4547 W   2.0        2.7        2.8        6.4       73.5 
080622  153201  47   4.5321 N  60  51.4540 W   2.0        2.7        2.8        6.4       73.5 
080622  153202  47   4.5319 N  60  51.4533 W   2.0        2.7        2.8        6.4       73.5 
080622  153203  47   4.5318 N  60  51.4525 W   2.0        2.7        2.8        6.4*      84.0*
080622  153204  47   4.5316 N  60  51.4518 W   2.0        2.7        2.8        6.4       84.0 
080622  153205  47   4.5315 N  60  51.4510 W   2.0        2.7        2.8        6.4       84.0 
080622  153206  47   4.5313 N  60  51.4503 W   2.0        2.7        2.8        6.4       84.0 
080622  153207  47   4.5312 N  60  51.4496 W   2.0        2.7        2.8        6.4       84.0 
080622  153208  47   4.5310 N  60  51.4489 W   2.0        2.7        2.8        5.8*      85.8*
080622  153209  47   4.5308 N  60  51.4481 W   2.0        2.7        2.8        5.8       85.8 
080622  153210  47   4.5307 N  60  51.4474 W   2.0        2.7        2.8        5.8       85.8 
080622  153211  47   4.5306 N  60  51.4467 W   1.9        2.7        2.8        5.8       85.8 
080622  153212  47   4.5304 N  60  51.4459 W   2.0        2.7        2.8        5.8       85.8 
080622  153213  47   4.5303 N  60  51.4451 W   2.0        2.7        2.8        5.8       85.8*
080622  153214  47   4.5302 N  60  51.4444 W   2.0        2.7        2.8        6.5*      85.8 
080622  153215  47   4.5301 N  60  51.4436 W   1.9        2.7        2.8        6.5       85.8 
080622  153216  47   4.5299 N  60  51.4429 W   2.0        2.7        2.8        6.5       85.8 
080622  153217  47   4.5298 N  60  51.4420 W   2.0        2.7        2.8        6.5       85.8 
080622  153218  47   4.5297 N  60  51.4413 W   2.0        2.7        2.8        6.5       85.8 
080622  153219  47   4.5296 N  60  51.4407 W   1.9        2.7        2.8        6.5       93.7*
080622  153220  47   4.5295 N  60  51.4399 W   2.0        2.7        2.8        6.5       93.7 
