FileName: C:\2006NE~1\GP224.TXT
Local Time: Thu Sep 07 20:09:11 2006

Ship: Marco Michel Trip: 03 Tow: GP 224
Comments: trawl    Zone 12
 Date    Time     Latitude       Longitude    Speed    Primary  Secondary WingSpread      Depth 
060907  230913  47  49.5750 N  63  13.9710 W   3.8        4.3*       2.8       59.6*     645.3*
060907  230915  47  49.5770 N  63  13.9730 W   4.2        4.3        2.8       59.6      645.3 
060907  230917  47  49.5780 N  63  13.9770 W   4.8        4.3        2.8       59.6      645.3 
060907  230919  47  49.5800 N  63  13.9800 W   5.0        4.3        2.8       59.6      645.3 
060907  230921  47  49.5810 N  63  13.9840 W   5.2        4.3        2.8       59.6      645.3 
060907  230923  47  49.5830 N  63  13.9870 W   5.4        4.3        2.8       59.6      645.3 
060907  230925  47  49.5850 N  63  13.9910 W   5.8        4.3        2.8       59.6      645.3 
060907  230927  47  49.5870 N  63  13.9950 W   6.0        4.3        2.8       59.6      645.3 
060907  230929  47  49.5880 N  63  14.0000 W   5.9        4.3        2.8       59.6      645.3 
060907  230931  47  49.5900 N  63  14.0040 W   6.2        4.3        2.8       59.6      645.3 
060907  230933  47  49.5920 N  63  14.0080 W   6.3        4.3        2.8       59.6      645.3 
060907  230935  47  49.5940 N  63  14.0130 W   6.3        4.3        2.8       59.6      645.3 
060907  230937  47  49.5960 N  63  14.0170 W   6.0        4.3        2.8       59.6      645.3 
060907  230939  47  49.5980 N  63  14.0220 W   6.3        4.3        2.8       59.6      645.3 
060907  230941  47  49.6000 N  63  14.0260 W   6.3        4.3        2.8       59.6      645.3 
060907  230943  47  49.6020 N  63  14.0310 W   6.5        4.3        2.8       59.6      645.3 
060907  230945  47  49.6040 N  63  14.0350 W   6.4        4.3        2.8       59.6      645.3 
060907  230947  47  49.6060 N  63  14.0390 W   6.6        4.3        2.8       59.6      645.3 
060907  230949  47  49.6080 N  63  14.0440 W   6.5        4.3        2.8       59.6      645.3 
060907  230951  47  49.6100 N  63  14.0480 W   6.4        4.3        2.8       59.6      645.3 
060907  230953  47  49.6120 N  63  14.0530 W   6.4        4.3        2.8       59.6      645.3 
060907  230955  47  49.6150 N  63  14.0570 W   6.4        4.3        2.8       59.6      645.3 
060907  230957  47  49.6170 N  63  14.0620 W   6.5        4.3        2.8       59.6      645.3 
060907  230959  47  49.6190 N  63  14.0660 W   6.6        4.3        2.8       59.6      645.3 
060907  231001  47  49.6210 N  63  14.0700 W   6.7        4.3        2.8       59.6      645.3 
060907  231003  47  49.6240 N  63  14.0740 W   6.4        4.3        2.8       59.6      645.3 
060907  231005  47  49.6260 N  63  14.0790 W   6.7        4.3        2.8       59.6      645.3 
060907  231007  47  49.6290 N  63  14.0830 W   6.5        4.3        2.8       59.6      645.3 
060907  231009  47  49.6310 N  63  14.0870 W   6.7        4.3        2.8       59.6      645.3 
060907  231011  47  49.6340 N  63  14.0910 W   6.7        4.3        2.8       59.6      645.3 
060907  231013  47  49.6360 N  63  14.0950 W   6.6        4.3        2.8       59.6      645.3 
060907  231015  47  49.6390 N  63  14.1000 W   6.5        4.3        2.8       59.6      645.3 
060907  231017  47  49.6410 N  63  14.1040 W   6.7        4.3        2.8       59.6      645.3 
060907  231019  47  49.6440 N  63  14.1080 W   6.6        4.3        2.8       59.6      645.3 
060907  231021  47  49.6460 N  63  14.1120 W   6.6        4.3        2.8       59.6      645.3 
060907  231023  47  49.6490 N  63  14.1160 W   6.6        4.3        2.8       59.6      645.3 
060907  231025  47  49.6510 N  63  14.1210 W   6.7        4.3        2.8       59.6      645.3 
060907  231027  47  49.6540 N  63  14.1250 W   6.7        4.3        2.8       59.6      645.3 
060907  231029  47  49.6560 N  63  14.1290 W   6.6        4.3        2.8       59.6      645.3 
060907  231031  47  49.6590 N  63  14.1330 W   6.6        4.3        2.8       59.6      645.3 
060907  231033  47  49.6610 N  63  14.1380 W   6.7        4.3        2.8       59.6      645.3 
060907  231035  47  49.6640 N  63  14.1420 W   6.5        4.3        2.8       59.6      645.3 
060907  231037  47  49.6660 N  63  14.1460 W   6.7        4.3        2.8       59.6      645.3 
060907  231039  47  49.6690 N  63  14.1500 W   6.7        4.3        2.8       59.6      645.3 
