FileName: C:\2006NE~1\GP165.TXT
Local Time: Mon Aug 28 05:59:56 2006

Ship: Marco Michel Trip: 02 Tow: GP 165
Comments: trawl    Zone 12
 Date    Time     Latitude       Longitude    Speed    Primary  Secondary WingSpread      Depth 
060828  085956  48  15.3750 N  62  13.5100 W   3.8        0.0       12.6*       3.0*       8.8*
060828  085958  48  15.3730 N  62  13.5080 W   4.1        0.0       12.6        3.0        8.8 
060828  090000  48  15.3720 N  62  13.5060 W   4.7        0.0       12.6        3.0        8.8 
060828  090002  48  15.3700 N  62  13.5040 W   4.8        0.0       12.6      139.9*       8.8 
060828  090004  48  15.3670 N  62  13.5010 W   5.4        0.0       12.6      139.9        8.8 
060828  090006  48  15.3650 N  62  13.4990 W   5.4        0.0       12.6      139.9        8.8 
060828  090008  48  15.3620 N  62  13.4960 W   5.6        0.0       12.6      139.9        8.8 
060828  090010  48  15.3600 N  62  13.4940 W   5.9        0.0       12.6      139.9        8.8 
060828  090012  48  15.3570 N  62  13.4910 W   5.9        0.0       12.6      139.9        8.8 
060828  090014  48  15.3540 N  62  13.4880 W   6.0        0.0       12.6      139.9        8.8 
060828  090016  48  15.3520 N  62  13.4860 W   6.2        0.0       12.6      139.9        8.8 
060828  090018  48  15.3490 N  62  13.4830 W   6.1        0.0       12.6      139.9        8.8 
060828  090020  48  15.3460 N  62  13.4800 W   6.4        0.0       12.6      139.9        8.8 
060828  090022  48  15.3430 N  62  13.4770 W   6.2        0.0       12.6      139.9        8.8 
060828  090024  48  15.3400 N  62  13.4750 W   6.5        0.0       12.6      139.9        8.8 
060828  090026  48  15.3370 N  62  13.4720 W   6.1        0.0       12.6      139.9        8.8 
060828  090028  48  15.3340 N  62  13.4690 W   6.6        0.0       12.6      139.9        8.8 
060828  090030  48  15.3310 N  62  13.4670 W   6.4        0.0       12.6      139.9        8.8 
060828  090032  48  15.3280 N  62  13.4640 W   6.5        0.0       12.6      139.9        8.8 
060828  090034  48  15.3250 N  62  13.4610 W   6.4        0.0       12.6      139.9        8.8 
060828  090036  48  15.3220 N  62  13.4590 W   6.5        0.0       12.6      139.9        8.8 
060828  090038  48  15.3190 N  62  13.4560 W   6.6        0.0       12.6      139.9        8.8 
060828  090040  48  15.3160 N  62  13.4530 W   6.3        0.0       12.6      139.9      656.7*
060828  090042  48  15.3130 N  62  13.4510 W   6.7        0.0       12.6      139.9      656.7 
060828  090044  48  15.3090 N  62  13.4480 W   6.4        0.0       12.6      139.9      656.7 
060828  090046  48  15.3060 N  62  13.4460 W   6.5        0.0       12.6      139.9      656.7 
060828  090048  48  15.3030 N  62  13.4430 W   6.7        0.0       12.6      139.9      656.7 
060828  090050  48  15.3000 N  62  13.4410 W   6.2        0.0       12.6      139.9      656.7 
060828  090052  48  15.2970 N  62  13.4380 W   6.7        0.0       12.6      139.9      656.7 
060828  090054  48  15.2940 N  62  13.4360 W   6.5        0.0       12.6      139.9      656.7 
060828  090056  48  15.2900 N  62  13.4330 W   6.7        0.0       12.6      139.9      656.7 
060828  090058  48  15.2870 N  62  13.4310 W   6.6        0.0       12.6      139.9      656.7 
060828  090100  48  15.2840 N  62  13.4280 W   6.6        0.0       12.6      139.9      656.7 
060828  090102  48  15.2810 N  62  13.4260 W   6.6        0.0       12.6      139.9      656.7 
060828  090104  48  15.2780 N  62  13.4230 W   6.6        0.0       12.6      139.9      656.7 
060828  090106  48  15.2740 N  62  13.4210 W   6.7        0.0       12.6      139.9      656.7 
060828  090108  48  15.2710 N  62  13.4180 W   6.7        0.0       12.6      139.9      656.7 
060828  090110  48  15.2680 N  62  13.4150 W   6.7        0.0       12.6      139.9      159.7*
060828  090112  48  15.2650 N  62  13.4130 W   6.6        0.0       12.6      139.9      159.7 
060828  090114  48  15.2620 N  62  13.4100 W   6.6        0.0       12.6      139.9      159.7 
060828  090116  48  15.2580 N  62  13.4080 W   6.6        0.0       12.6      139.9       22.9*
060828  090118  48  15.2550 N  62  13.4050 W   6.7        0.0       12.6      139.9       22.9 
060828  090120  48  15.2520 N  62  13.4030 W   6.5        0.0       12.6       26.4*      22.9 
060828  090122  48  15.2490 N  62  13.4000 W   6.8        0.0       12.6       26.4       22.9 
060828  090124  48  15.2450 N  62  13.3980 W   6.5        0.0       12.6       26.4       22.9 
060828  090126  48  15.2420 N  62  13.3960 W   6.8        0.0       12.6        5.2*      22.9 
060828  090128  48  15.2390 N  62  13.3940 W   6.2        0.0       12.6        5.2       22.9 
060828  090130  48  15.2350 N  62  13.3920 W   6.9        0.0       12.6        5.2       22.9 
060828  090132  48  15.2320 N  62  13.3900 W   6.3        0.0       12.6        5.2       22.9 
060828  090134  48  15.2290 N  62  13.3880 W   6.8        0.0       12.6        5.2       22.9 
060828  090136  48  15.2250 N  62  13.3850 W   6.3        0.0       12.6        5.2       22.9 
060828  090138  48  15.2220 N  62  13.3830 W   6.8        0.0       12.6        5.2       22.9 
060828  090140  48  15.2190 N  62  13.3810 W   6.4        0.0       12.6        5.2       22.9 
060828  090142  48  15.2150 N  62  13.3790 W   6.7        0.0       12.6        5.2       22.9 
060828  090144  48  15.2120 N  62  13.3770 W   6.4        0.0       12.6        5.2      682.7*
060828  090146  48  15.2080 N  62  13.3750 W   6.7        0.0       12.6        5.2      682.7 
060828  090148  48  15.2050 N  62  13.3730 W   6.5        0.0       12.6        5.2      682.7 
060828  090150  48  15.2020 N  62  13.3710 W   6.7        0.0       12.6        5.2      682.7 
060828  090152  48  15.1980 N  62  13.3690 W   6.5        0.0       12.6       92.8*     682.7 
060828  090154  48  15.1950 N  62  13.3670 W   6.6        0.0       12.6       92.8      682.7 
060828  090156  48  15.1920 N  62  13.3660 W   6.4        0.0       12.6       92.8      682.7 
060828  090158  48  15.1880 N  62  13.3630 W   6.7        0.0       12.6       92.8      105.6*
060828  090200  48  15.1850 N  62  13.3620 W   6.4        0.0       12.6       92.8      105.6 
060828  090202  48  15.1810 N  62  13.3600 W   6.8        0.0       12.6       92.8      105.6 
060828  090204  48  15.1780 N  62  13.3580 W   6.3        0.0       12.6       96.7*     105.6 
060828  090206  48  15.1750 N  62  13.3560 W   6.8        0.0       12.6       96.7      105.6 
060828  090208  48  15.1710 N  62  13.3540 W   6.6        0.0       12.6       96.7      105.6 
060828  090210  48  15.1680 N  62  13.3520 W   6.5        0.0       12.6       96.7      105.6 
060828  090212  48  15.1640 N  62  13.3500 W   6.6        0.0       12.6       96.7      105.6 
060828  090214  48  15.1610 N  62  13.3480 W   6.6        0.0       12.6       96.7      105.6 
060828  090217  48  15.1560 N  62  13.3440 W   6.5        0.0       12.6       96.7      105.6 
060828  090218  48  15.1540 N  62  13.3430 W   6.3        0.0       12.6       96.7      105.6 
060828  090220  48  15.1510 N  62  13.3410 W   6.7        0.0       12.6       96.7      105.6 
060828  090222  48  15.1480 N  62  13.3390 W   6.6        0.0       12.6       96.7      105.6 
060828  090224  48  15.1440 N  62  13.3370 W   6.5        0.0       12.6      106.4*     105.6 
060828  090226  48  15.1410 N  62  13.3340 W   6.6        0.0       12.6      106.4      105.6 
060828  090228  48  15.1380 N  62  13.3320 W   6.4        0.0       12.6       13.9*     105.6 
060828  090230  48  15.1350 N  62  13.3300 W   6.6        0.0       12.6       13.9      105.6 
060828  090232  48  15.1310 N  62  13.3280 W   6.3        0.0       12.6       13.9      105.6 
060828  090235  48  15.1270 N  62  13.3240 W   6.3        0.0       12.6        6.2*     105.6 
060828  090236  48  15.1250 N  62  13.3230 W   6.6        0.0       12.6        6.2      105.6 
060828  090238  48  15.1220 N  62  13.3210 W   6.4        0.0       12.6        6.2      105.6 
060828  090240  48  15.1180 N  62  13.3190 W   6.5        0.0       12.6        6.2      105.6 
060828  090242  48  15.1150 N  62  13.3170 W   6.3        0.0       12.6        6.2      105.6 
060828  090244  48  15.1120 N  62  13.3150 W   6.6        0.0       12.6        6.2      105.6 
060828  090247  48  15.1070 N  62  13.3120 W   6.4        0.0       12.6        6.2      105.6 
060828  090248  48  15.1050 N  62  13.3110 W   6.4        0.0       12.6        6.2      105.6 
060828  090250  48  15.1020 N  62  13.3100 W   6.1        0.0       12.6        6.2      105.6 
060828  090253  48  15.0970 N  62  13.3070 W   6.2        0.0       12.6        6.2       72.1*
