FileName: C:\2006NE~1\GP023.TXT
Local Time: Sun Oct 08 14:22:18 2006

Ship: Marco Michel Trip: 05 Tow: GP 023
Comments: trawl    Zone 12
 Date    Time     Latitude       Longitude    Speed    Primary  Secondary WingSpread      Depth 
061008  172220  47   0.5660 N  63  10.9470 W   5.1        2.1*       2.3        2.9*      10.6*
061008  172222  47   0.5640 N  63  10.9440 W   5.4        2.1        2.3        2.9       10.6 
061008  172224  47   0.5630 N  63  10.9400 W   5.9        2.1        2.3        2.9       10.6 
061008  172226  47   0.5610 N  63  10.9360 W   6.1        2.1        2.3        2.9       10.6 
061008  172228  47   0.5580 N  63  10.9320 W   6.3        2.1        2.3        2.9       10.6 
061008  172230  47   0.5570 N  63  10.9270 W   6.3        2.1        2.3        2.9       10.6 
061008  172232  47   0.5540 N  63  10.9230 W   6.7        2.1        2.3        2.9       10.6 
061008  172234  47   0.5520 N  63  10.9190 W   6.6        6.8*       2.3        2.9       10.6 
061008  172236  47   0.5500 N  63  10.9140 W   6.7        6.8        2.3        2.9       10.6 
061008  172238  47   0.5490 N  63  10.9090 W   6.6        6.8        2.3        2.9       10.6 
061008  172240  47   0.5470 N  63  10.9040 W   7.0        6.8        2.3        2.9       10.6 
061008  172242  47   0.5450 N  63  10.9000 W   7.0        6.8        2.3        2.9       10.6 
061008  172244  47   0.5430 N  63  10.8950 W   6.8        6.8        2.3        2.9       10.6 
061008  172246  47   0.5410 N  63  10.8900 W   6.9        6.8        2.3        2.9       10.6 
061008  172248  47   0.5390 N  63  10.8850 W   7.0        6.8        2.3        2.9       10.6 
061008  172250  47   0.5380 N  63  10.8800 W   7.0        6.8        2.3        2.9       10.6 
061008  172252  47   0.5360 N  63  10.8750 W   7.0        6.8        2.3        2.9       10.6 
061008  172254  47   0.5340 N  63  10.8700 W   7.0        6.8        2.3        2.9       10.6 
061008  172256  47   0.5320 N  63  10.8650 W   7.1        6.8        2.3        2.9       10.6 
061008  172258  47   0.5310 N  63  10.8600 W   7.1        6.8        2.3        2.9       10.6 
061008  172300  47   0.5290 N  63  10.8540 W   7.0        6.8        2.3        2.9       10.6 
061008  172302  47   0.5270 N  63  10.8490 W   7.0        6.8        2.3        2.9       10.6 
061008  172304  47   0.5260 N  63  10.8440 W   7.2        6.8        2.3        2.9       10.6 
061008  172306  47   0.5240 N  63  10.8390 W   7.1        6.8        2.3        2.9       10.6 
061008  172308  47   0.5230 N  63  10.8330 W   7.1        6.8        2.3        2.9       10.6 
061008  172310  47   0.5210 N  63  10.8280 W   7.1        6.8        2.3        2.9       10.6 
061008  172312  47   0.5190 N  63  10.8230 W   7.1        6.8        2.3        2.9       10.6 
061008  172314  47   0.5180 N  63  10.8180 W   7.1        6.8        2.3        2.9       10.6 
061008  172316  47   0.5160 N  63  10.8120 W   7.2        6.8        2.3        2.9       10.6 
061008  172318  47   0.5150 N  63  10.8070 W   7.0        6.8        2.3        2.9       10.6 
061008  172320  47   0.5130 N  63  10.8020 W   7.1        6.8        2.3        2.9       10.6 
061008  172322  47   0.5110 N  63  10.7970 W   7.0        6.8        2.3        2.9       10.6 
061008  172324  47   0.5100 N  63  10.7910 W   7.2        6.8        2.3        2.9       10.6 
061008  172326  47   0.5080 N  63  10.7860 W   7.0        6.8        2.3        2.9       10.6 
061008  172328  47   0.5070 N  63  10.7800 W   7.0        6.8        2.3        2.9       10.6 
