FileName: C:\2006NE~1\GP093.TXT
Local Time: Mon Oct 09 08:00:39 2006

Ship: Marco Michel Trip: 05 Tow: GP 093
Comments: trawl    Zone 12
 Date    Time     Latitude       Longitude    Speed    Primary  Secondary DoorSpread      Depth 
061009  110040  46  56.3380 N  62  21.7970 W   5.5        2.9       10.5*       3.1*      40.5*
061009  110042  46  56.3400 N  62  21.7930 W   5.9        2.9       10.5        3.1       40.5 
061009  110044  46  56.3430 N  62  21.7900 W   6.1        2.9       10.5        3.1       40.5 
061009  110046  46  56.3450 N  62  21.7860 W   6.4        2.9       10.5        3.1       40.5 
061009  110048  46  56.3470 N  62  21.7810 W   7.0        2.9       10.5        3.1       40.5 
061009  110050  46  56.3490 N  62  21.7770 W   7.0        2.9       10.5        3.1       40.5 
061009  110052  46  56.3520 N  62  21.7730 W   6.8        2.9       10.5        3.1       40.5 
061009  110054  46  56.3540 N  62  21.7680 W   7.1        2.9       10.5        3.1       40.5 
061009  110056  46  56.3570 N  62  21.7630 W   7.6        2.9       10.5        3.1       40.5 
061009  110058  46  56.3590 N  62  21.7590 W   7.4        2.9       10.5        3.1       40.5 
061009  110100  46  56.3620 N  62  21.7540 W   7.2        2.9       10.5        3.1       40.5 
061009  110102  46  56.3640 N  62  21.7500 W   7.5        2.9       10.5        3.1       40.5 
061009  110104  46  56.3670 N  62  21.7450 W   7.7        2.9       10.5        3.1       40.5 
061009  110106  46  56.3700 N  62  21.7400 W   7.5        2.9       10.5        3.1       40.5 
061009  110108  46  56.3720 N  62  21.7350 W   7.5        2.9       10.5        3.1       40.5 
061009  110110  46  56.3750 N  62  21.7310 W   7.5        2.9       10.5        3.1       40.5 
061009  110112  46  56.3780 N  62  21.7260 W   7.7        2.9       10.5        3.1       40.5 
061009  110114  46  56.3800 N  62  21.7210 W   7.7        2.9       10.5       10.6*      40.5 
061009  110116  46  56.3830 N  62  21.7160 W   7.7        2.9       10.5       10.6       40.5 
061009  110118  46  56.3860 N  62  21.7110 W   7.6        2.9       10.5       10.6       40.5 
061009  110120  46  56.3880 N  62  21.7060 W   7.6        2.9       10.5       10.6       40.5 
061009  110122  46  56.3910 N  62  21.7020 W   7.5        2.9       10.5       10.6       40.5 
061009  110124  46  56.3930 N  62  21.6970 W   7.8        2.9       10.5       10.6       40.5 
061009  110126  46  56.3960 N  62  21.6910 W   7.8        2.9       10.5       10.6       40.5 
061009  110128  46  56.3990 N  62  21.6870 W   7.6        2.9       10.5       10.6       40.5 
061009  110130  46  56.4020 N  62  21.6820 W   7.6        2.9       10.5       10.6       40.5 
061009  110132  46  56.4040 N  62  21.6770 W   7.7        2.9       10.5       10.6       40.5 
061009  110134  46  56.4070 N  62  21.6720 W   7.8        2.9       10.5       10.6       40.5 
061009  110136  46  56.4100 N  62  21.6670 W   7.9        2.9       10.5       10.6       40.5 
061009  110138  46  56.4120 N  62  21.6620 W   7.8        2.9       10.5       10.6       16.3*
061009  110140  46  56.4150 N  62  21.6570 W   7.7        2.9       10.5       10.6       16.3 
061009  110142  46  56.4180 N  62  21.6520 W   7.6        2.9       10.5       10.6       16.3 
061009  110144  46  56.4210 N  62  21.6470 W   7.7        2.9       10.5       10.6       20.2*
061009  110146  46  56.4230 N  62  21.6420 W   8.1        2.9       10.5        3.3*      20.2 
061009  110148  46  56.4260 N  62  21.6370 W   7.7        2.9       10.5        3.3       20.2 
061009  110150  46  56.4290 N  62  21.6320 W   7.6        2.9       10.5        3.3       20.2 
061009  110152  46  56.4310 N  62  21.6270 W   7.9        2.9       10.5        3.3       20.2 
061009  110154  46  56.4340 N  62  21.6220 W   7.9        2.9       10.5        3.3       20.2 
061009  110156  46  56.4370 N  62  21.6170 W   7.8        2.9       10.5        3.3       20.2 
061009  110158  46  56.4390 N  62  21.6120 W   7.6        2.9       10.5        3.3       20.2 
061009  110200  46  56.4420 N  62  21.6070 W   7.6        2.9       10.5        3.3       20.2 
061009  110202  46  56.4440 N  62  21.6020 W   7.2        2.9       10.5        3.3       20.2 
061009  110204  46  56.4470 N  62  21.5980 W   6.6        2.9       10.5        3.3       20.2 
061009  110206  46  56.4490 N  62  21.5940 W   5.5        2.9       10.5        3.3       20.2 
061009  110208  46  56.4510 N  62  21.5910 W   5.3        2.9       10.5        3.3       20.2 
061009  110210  46  56.4520 N  62  21.5870 W   4.4        2.9       10.5        3.3       20.2 
061009  110212  46  56.4540 N  62  21.5850 W   4.2        2.9       10.5        3.3       20.2 
061009  110214  46  56.4550 N  62  21.5820 W   3.9        2.9       10.5        3.3       20.2 
061009  110216  46  56.4560 N  62  21.5790 W   3.3        2.9       10.5        3.3       20.2 
061009  110218  46  56.4570 N  62  21.5770 W   3.4        2.9       10.5        3.3       20.2 
061009  110220  46  56.4580 N  62  21.5750 W   3.1        2.9       10.5        3.3       20.2 
061009  110222  46  56.4590 N  62  21.5730 W   2.9        2.9       10.5        3.3       20.2 
061009  110224  46  56.4590 N  62  21.5700 W   3.1        2.9       10.5        3.3       20.2 
061009  110226  46  56.4600 N  62  21.5680 W   2.7        2.9       10.5        3.3       32.6*
061009  110228  46  56.4610 N  62  21.5670 W   2.6        2.9       10.5        3.3       32.6 
061009  110230  46  56.4620 N  62  21.5640 W   3.1        2.9       10.5        3.3       32.6 
061009  110232  46  56.4620 N  62  21.5630 W   2.1        2.9       10.5        4.7*      36.5*
061009  110234  46  56.4630 N  62  21.5610 W   3.0        2.9       10.5        4.7       36.5 
061009  110236  46  56.4630 N  62  21.5590 W   2.3        2.9       10.5        4.7       33.0*
061009  110238  46  56.4640 N  62  21.5570 W   2.4        2.9       10.5        6.0*      33.0 
061009  110240  46  56.4650 N  62  21.5560 W   2.6        2.9       10.5        6.0       33.0 
061009  110242  46  56.4650 N  62  21.5540 W   2.1        2.9       10.5        6.3*      39.6*
061009  110244  46  56.4660 N  62  21.5520 W   2.4        2.9        2.3*       6.3       39.6 
061009  110246  46  56.4660 N  62  21.5510 W   2.4        2.9        2.3        6.3       38.3*
061009  110248  46  56.4670 N  62  21.5490 W   2.1        2.9        2.3        5.9*      38.3 
061009  110250  46  56.4670 N  62  21.5470 W   2.5        2.9        2.3        5.9       38.3 
061009  110252  46  56.4680 N  62  21.5460 W   2.2        2.9        2.3        5.9       43.1*
061009  110254  46  56.4680 N  62  21.5440 W   2.2        2.9        2.3        5.6*      43.1 
061009  110256  46  56.4690 N  62  21.5420 W   2.6        2.9        2.3        5.6       43.1 
061009  110258  46  56.4690 N  62  21.5410 W   2.0        2.9        2.3        5.6       44.4*
061009  110300  46  56.4700 N  62  21.5390 W   2.4        2.9        2.3        5.6       44.4 
061009  110302  46  56.4700 N  62  21.5380 W   2.1        2.9        2.3        5.6       47.9*
061009  110304  46  56.4700 N  62  21.5360 W   2.0        2.9        2.3        5.6       47.9 
061009  110306  46  56.4710 N  62  21.5350 W   1.9        2.9        2.3        5.6       47.9 
061009  110308  46  56.4710 N  62  21.5330 W   1.9        2.9        2.3        5.6       47.1*
061009  110310  46  56.4720 N  62  21.5320 W   1.9        2.9        2.3        5.6       47.1 
061009  110312  46  56.4720 N  62  21.5300 W   2.4        2.9        2.3        5.6       47.1 
061009  110314  46  56.4720 N  62  21.5290 W   1.8        2.9        2.3        5.6       51.5*
061009  110316  46  56.4730 N  62  21.5270 W   2.4        2.9        2.3        5.6       51.5 
061009  110318  46  56.4730 N  62  21.5250 W   2.2        2.9        2.3        5.6       51.5*
061009  110320  46  56.4740 N  62  21.5240 W   2.0        2.9        2.3        6.4*      51.5 
061009  110322  46  56.4740 N  62  21.5220 W   2.7        2.9        2.5*       6.4       51.5 
061009  110324  46  56.4750 N  62  21.5210 W   1.8        2.9        2.5       10.7*      66.0*
061009  110326  46  56.4750 N  62  21.5190 W   3.0        2.9        2.5       10.7       66.0 
061009  110328  46  56.4760 N  62  21.5170 W   1.8        2.9        2.5       10.7       66.0 
061009  110330  46  56.4760 N  62  21.5150 W   3.1        2.9        2.5        1.3*      49.3*
