FileName: C:\2006NE~1\GP078.TXT
Local Time: Sat Oct 07 14:04:54 2006

Ship: Marco Michel Trip: 05 Tow: GP 078
Comments: trawl    Zone 12
 Date    Time     Latitude       Longitude    Speed    Primary  Secondary WingSpread      Depth 
061007  170456  46  51.9290 N  63   4.8480 W   4.4        2.6*       2.4        3.9*      51.0*
061007  170459  46  51.9310 N  63   4.8420 W   5.8        2.6        2.4        3.9       51.0 
061007  170500  46  51.9310 N  63   4.8400 W   5.7        2.6        2.4        3.9       51.0 
061007  170502  46  51.9320 N  63   4.8350 W   6.2        2.6        2.4        3.9       51.0 
061007  170505  46  51.9330 N  63   4.8280 W   6.6        2.6        2.4        3.9       51.0 
061007  170506  46  51.9330 N  63   4.8250 W   6.7        2.6        2.4        3.9       51.0 
061007  170508  46  51.9340 N  63   4.8200 W   6.8        2.6        2.4        3.9       51.0 
061007  170511  46  51.9350 N  63   4.8110 W   7.1        2.6        2.4        3.9       51.0 
061007  170512  46  51.9350 N  63   4.8090 W   7.2        2.6        2.4        3.9       51.0 
061007  170514  46  51.9360 N  63   4.8030 W   7.3        2.6        2.4        3.9       51.0 
061007  170517  46  51.9360 N  63   4.7940 W   7.4        2.6        2.4        3.9       51.0 
061007  170518  46  51.9370 N  63   4.7910 W   7.3        2.6        2.4        3.9       51.0 
061007  170520  46  51.9370 N  63   4.7850 W   7.3        2.6        2.4        3.9       51.0 
061007  170523  46  51.9380 N  63   4.7760 W   7.5        2.6        2.4        3.9       51.0 
061007  170524  46  51.9380 N  63   4.7730 W   7.5        2.6        2.4        3.9       51.0 
061007  170526  46  51.9380 N  63   4.7670 W   7.6        2.6        2.4        3.9       51.0 
061007  170529  46  51.9380 N  63   4.7580 W   7.3        2.6        2.4        3.9       51.0 
061007  170530  46  51.9380 N  63   4.7550 W   7.4        2.6        2.4        3.9       51.0 
061007  170532  46  51.9390 N  63   4.7490 W   7.6        2.6        2.4        3.9       51.0 
061007  170535  46  51.9390 N  63   4.7390 W   7.7        2.6        2.4        3.9       51.0 
061007  170536  46  51.9390 N  63   4.7360 W   7.6        2.6        2.4        3.9       51.0 
061007  170538  46  51.9390 N  63   4.7300 W   7.4        2.6        2.4        3.9       51.0 
061007  170541  46  51.9390 N  63   4.7210 W   7.4        2.6        2.4        3.9       51.0 
061007  170542  46  51.9390 N  63   4.7180 W   7.5        2.6        2.4        3.9       51.0 
061007  170544  46  51.9390 N  63   4.7120 W   7.9        2.6        2.4        3.9       51.0 
061007  170547  46  51.9390 N  63   4.7020 W   7.4        2.6        2.4        3.9       51.0 
061007  170548  46  51.9380 N  63   4.6990 W   7.2        2.6        2.4        3.9       51.0 
061007  170550  46  51.9380 N  63   4.6930 W   7.4        2.6        2.4        3.9       51.0 
061007  170553  46  51.9380 N  63   4.6840 W   7.8        2.6        2.4        3.9       51.0 
061007  170554  46  51.9380 N  63   4.6810 W   7.8        2.6        2.4        3.9       51.0 
061007  170556  46  51.9380 N  63   4.6750 W   7.3        2.6        2.4        3.9       51.0 
061007  170559  46  51.9370 N  63   4.6660 W   7.3        2.6        2.4        3.9       51.0 
061007  170600  46  51.9370 N  63   4.6630 W   7.4        2.6        2.4        3.9       51.0 
061007  170602  46  51.9370 N  63   4.6570 W   7.7        2.6        2.4        3.9       51.0 
061007  170605  46  51.9360 N  63   4.6470 W   7.6        2.6        2.4        3.9       51.0 
061007  170607  46  51.9360 N  63   4.6410 W   7.2        2.6        2.4        3.9       51.0 
061007  170609  46  51.9350 N  63   4.6350 W   7.5        2.6        2.4        3.9       51.0 
061007  170611  46  51.9350 N  63   4.6290 W   7.6        2.6        2.4        3.9       51.0 
061007  170613  46  51.9350 N  63   4.6230 W   6.8        2.6        2.4        3.9       51.0 
061007  170615  46  51.9340 N  63   4.6180 W   6.3        2.6        2.4        3.9       51.0 
061007  170617  46  51.9340 N  63   4.6130 W   6.5        2.6        2.4        3.9       51.0 
061007  170619  46  51.9340 N  63   4.6080 W   6.5        2.6        2.4        3.9       51.0 
061007  170621  46  51.9340 N  63   4.6030 W   5.9        2.6        2.4        3.9       51.0 
061007  170623  46  51.9340 N  63   4.5980 W   5.7        2.6        2.4        3.9       51.0 
061007  170625  46  51.9330 N  63   4.5930 W   5.9        2.6        2.4        3.9       51.0 
061007  170627  46  51.9330 N  63   4.5890 W   4.9        2.6        2.4        3.9       51.0 
061007  170629  46  51.9330 N  63   4.5850 W   4.2        2.6        2.4        3.9       51.0 
061007  170631  46  51.9330 N  63   4.5820 W   4.1        2.6        2.4        3.9       51.0 
061007  170633  46  51.9330 N  63   4.5790 W   3.3        2.6        2.4        3.9       51.0 
061007  170635  46  51.9330 N  63   4.5760 W   3.3        2.6        2.4        3.9       51.0 
061007  170637  46  51.9330 N  63   4.5730 W   3.1        2.6        2.4        3.9       51.0 
061007  170639  46  51.9330 N  63   4.5710 W   2.6        2.6        2.4        3.9       51.0 
061007  170641  46  51.9330 N  63   4.5690 W   2.8        2.6        2.4        3.9       51.0 
061007  170643  46  51.9330 N  63   4.5660 W   2.3        2.6        2.4        3.9       51.0 
061007  170645  46  51.9330 N  63   4.5640 W   2.3        2.6        2.4        3.9       51.0 
061007  170647  46  51.9330 N  63   4.5620 W   2.5        2.6        2.4        3.9       46.2*
061007  170649  46  51.9330 N  63   4.5610 W   2.0        2.6        2.4        3.9       46.2 
061007  170651  46  51.9330 N  63   4.5590 W   2.2        2.6        2.4        3.9       46.2 
061007  170653  46  51.9340 N  63   4.5570 W   2.2        2.6        2.4        3.9       46.2 
061007  170655  46  51.9340 N  63   4.5560 W   1.8        2.6        2.4        3.9       46.2 
061007  170657  46  51.9340 N  63   4.5540 W   2.3        2.6        2.4        3.9       46.2 
061007  170659  46  51.9340 N  63   4.5520 W   1.6        2.6        2.7*       3.9       46.2 
061007  170701  46  51.9340 N  63   4.5510 W   2.4        2.6        2.7        3.9       46.2 
061007  170703  46  51.9340 N  63   4.5490 W   1.5        2.6        2.7        3.9       41.3*
061007  170705  46  51.9340 N  63   4.5480 W   2.1        2.6        2.7        3.9       41.3 
061007  170707  46  51.9340 N  63   4.5460 W   1.6        3.5*       2.7        3.9       41.3 
061007  170709  46  51.9340 N  63   4.5450 W   1.9        3.5        2.7        3.9       46.2*
061007  170711  46  51.9340 N  63   4.5430 W   1.7        3.5        2.7        3.9       46.2 
061007  170713  46  51.9340 N  63   4.5420 W   1.9        3.5        2.5*       3.9       41.8*
061007  170715  46  51.9350 N  63   4.5400 W   1.7        3.5        2.5        3.9       41.8 
061007  170716  46  51.9350 N  63   4.5400 W   1.9        3.5        2.5        3.9       41.8 
061007  170719  46  51.9350 N  63   4.5370 W   1.6        3.6*       2.5        5.0*      47.1*
061007  170721  46  51.9350 N  63   4.5360 W   2.3        3.6        2.5        5.0       47.1 
061007  170723  46  51.9350 N  63   4.5340 W   1.5        3.6        2.5        6.2*      47.1 
061007  170725  46  51.9350 N  63   4.5320 W   2.5        3.6        2.5        6.2       49.3*
061007  170727  46  51.9350 N  63   4.5310 W   1.7        3.6        2.5        6.2       49.3 
061007  170729  46  51.9350 N  63   4.5290 W   2.3        3.6        2.5        5.6*      51.9*
061007  170731  46  51.9350 N  63   4.5270 W   2.0        3.6        2.5        5.6       51.9 
061007  170733  46  51.9350 N  63   4.5260 W   2.2        3.6        2.5        5.6       51.9 
061007  170735  46  51.9350 N  63   4.5240 W   2.3        3.6        2.5        5.6       54.5*
061007  170737  46  51.9350 N  63   4.5220 W   2.0        3.6        2.5        5.6       54.5 
061007  170739  46  51.9350 N  63   4.5200 W   2.6        3.6        2.8*       5.6       54.5 
061007  170741  46  51.9350 N  63   4.5190 W   1.8        3.6        2.8        5.6       55.9*
061007  170743  46  51.9350 N  63   4.5170 W   2.6        3.6        2.8        5.6       55.9 
061007  170745  46  51.9350 N  63   4.5150 W   1.9        3.3*       2.8        6.8*      55.9 
061007  170747  46  51.9350 N  63   4.5130 W   2.3        3.3        2.8        6.8       55.9 
061007  170749  46  51.9360 N  63   4.5110 W   1.9        3.3        2.8        7.1*      55.9 
061007  170751  46  51.9360 N  63   4.5100 W   2.3        3.3        3.3*       7.1       55.9 
061007  170753  46  51.9360 N  63   4.5080 W   1.8        3.3        3.3        7.1       55.9 
061007  170755  46  51.9360 N  63   4.5060 W   2.4        3.3        3.3        7.1       55.9 
061007  170757  46  51.9360 N  63   4.5050 W   1.8        3.3        3.3        7.1       61.1*
061007  170759  46  51.9360 N  63   4.5030 W   2.4        4.9*       3.3        7.1       61.1 
061007  170801  46  51.9360 N  63   4.5010 W   1.7        4.9        3.3        7.1       64.2*
061007  170803  46  51.9360 N  63   4.4990 W   2.3        4.9        3.3        7.1       64.2 
061007  170805  46  51.9360 N  63   4.4980 W   1.7        4.9        3.3        7.5*      64.2 
061007  170806  46  51.9360 N  63   4.4970 W   2.3        4.9        3.3        7.5       62.0*
061007  170809  46  51.9360 N  63   4.4950 W   1.6        4.9        3.3        7.5       62.0 
061007  170811  46  51.9360 N  63   4.4930 W   2.4        4.9        3.3        7.5       62.0 
061007  170813  46  51.9370 N  63   4.4910 W   1.5        4.9        3.3        7.5       60.7*
061007  170815  46  51.9370 N  63   4.4900 W   2.5        4.9        3.3        7.5       60.7 
061007  170817  46  51.9370 N  63   4.4880 W   1.5        4.9        3.3        7.5       63.3*
061007  170819  46  51.9370 N  63   4.4870 W   2.5        4.9        3.3        7.5       63.3 
061007  170821  46  51.9370 N  63   4.4850 W   1.6        4.9        3.3        7.5       63.3 
061007  170823  46  51.9370 N  63   4.4830 W   2.2        4.9        3.3        7.5       61.1*
061007  170825  46  51.9370 N  63   4.4820 W   1.8        4.9        3.3        7.5       61.1 
061007  170827  46  51.9370 N  63   4.4800 W   2.0        4.9        3.3        7.5       61.1 
061007  170829  46  51.9370 N  63   4.4780 W   1.8        4.9        3.3        7.5       62.9*
061007  170831  46  51.9380 N  63   4.4770 W   2.1        4.9        3.3        7.5       62.9 
061007  170833  46  51.9380 N  63   4.4750 W   1.8        4.9        3.3        7.5       61.6*
