FileName: C:\2006NE~1\GP351R.TXT
Local Time: Sun Oct 15 14:33:47 2006

Ship: Marco Michel Trip: 05 Tow: GP 351r
Comments: trawl    Zone 12
 Date    Time     Latitude       Longitude    Speed    Primary  Secondary WingSpread      Depth 
061015  173348  46  42.6450 N  63  25.0770 W   4.9        8.6*       2.3        1.7*      20.7*
061015  173350  46  42.6460 N  63  25.0730 W   5.4        8.6        2.3        1.7       20.7 
061015  173352  46  42.6470 N  63  25.0680 W   5.9        8.6        2.3        1.7       20.7 
061015  173354  46  42.6480 N  63  25.0640 W   6.4        8.6        2.3        1.7       20.7 
061015  173356  46  42.6500 N  63  25.0590 W   6.2        8.6        2.3        1.7       20.7 
061015  173358  46  42.6510 N  63  25.0540 W   6.7        8.6        2.3        1.7       20.7 
061015  173400  46  42.6520 N  63  25.0490 W   6.7        8.6        2.3        1.7       20.7 
061015  173402  46  42.6530 N  63  25.0440 W   6.6        8.6        2.3        1.7       20.7 
061015  173404  46  42.6540 N  63  25.0380 W   7.1        8.6        2.3        1.7       20.7 
061015  173406  46  42.6560 N  63  25.0330 W   7.0        8.6        2.3        1.7       20.7 
061015  173408  46  42.6570 N  63  25.0280 W   6.8        8.6        2.3        1.7       20.7 
061015  173410  46  42.6580 N  63  25.0220 W   7.1        8.6        2.3        1.7       20.7 
061015  173412  46  42.6590 N  63  25.0170 W   7.5        8.6        2.3        1.7       20.7 
061015  173414  46  42.6600 N  63  25.0110 W   6.8        8.6        2.3        1.7       20.7 
061015  173416  46  42.6620 N  63  25.0060 W   7.3        8.6        2.3        1.7       20.7 
061015  173418  46  42.6630 N  63  25.0000 W   7.1        8.6        2.3        1.7       20.7 
061015  173420  46  42.6640 N  63  24.9950 W   7.1        8.6        2.3        1.7       20.7 
061015  173422  46  42.6650 N  63  24.9890 W   7.1        8.6        2.3        1.7       20.7 
061015  173424  46  42.6660 N  63  24.9830 W   7.1        8.6        2.3        1.7       20.7 
061015  173426  46  42.6680 N  63  24.9780 W   7.4        8.6        2.3        1.7       20.7 
061015  173428  46  42.6690 N  63  24.9720 W   7.3        8.6        2.3        1.7       20.7 
061015  173430  46  42.6700 N  63  24.9670 W   7.1        8.6        2.3        1.7       20.7 
061015  173432  46  42.6720 N  63  24.9610 W   7.2        8.6        2.3        1.7       20.7 
061015  173434  46  42.6730 N  63  24.9550 W   7.3        8.6        2.3        1.7       20.7 
061015  173436  46  42.6740 N  63  24.9500 W   7.4        8.6        2.3        1.7       20.7 
061015  173438  46  42.6750 N  63  24.9440 W   7.3        8.6        2.3        1.7       20.7 
061015  173440  46  42.6760 N  63  24.9380 W   7.4        8.6        2.3        1.7       20.7 
061015  173442  46  42.6780 N  63  24.9320 W   7.2        8.6        2.3        1.7       20.7 
061015  173444  46  42.6790 N  63  24.9270 W   7.4        8.6        2.3        1.7       20.7 
061015  173446  46  42.6800 N  63  24.9210 W   7.2        8.6        2.3        1.7       20.7 
061015  173448  46  42.6820 N  63  24.9150 W   7.4        8.6        2.3        1.7       20.7 
061015  173450  46  42.6830 N  63  24.9100 W   7.1        8.6        2.3        1.7       20.7 
061015  173452  46  42.6840 N  63  24.9040 W   7.1        8.6        2.3        1.7       20.7 
061015  173454  46  42.6850 N  63  24.8990 W   6.4        8.6        2.3        1.7       20.7 
061015  173456  46  42.6860 N  63  24.8940 W   6.8        8.6        2.3        1.7       20.7 
061015  173458  46  42.6870 N  63  24.8890 W   6.3        8.6        2.3        1.7       20.7 
061015  173500  46  42.6880 N  63  24.8840 W   6.1        8.6        2.3        1.7       20.7 
061015  173502  46  42.6890 N  63  24.8790 W   6.0        8.6        2.3        1.7       20.7 
061015  173504  46  42.6900 N  63  24.8740 W   6.0        8.6        2.3        1.7       20.7 
061015  173506  46  42.6910 N  63  24.8700 W   5.8        8.6        2.3        1.7       20.7 
061015  173508  46  42.6920 N  63  24.8650 W   5.8        3.2*       2.3        1.7       23.8*
061015  173510  46  42.6930 N  63  24.8610 W   5.8        3.2        2.3        1.7       23.8 
061015  173512  46  42.6940 N  63  24.8560 W   5.7        3.2        2.3        1.7       23.8 
061015  173514  46  42.6950 N  63  24.8520 W   5.7        3.2        2.3        1.7       23.3*
061015  173516  46  42.6960 N  63  24.8470 W   5.7        3.2        2.3        1.7       23.3 
061015  173518  46  42.6970 N  63  24.8430 W   5.7        3.2        2.3        1.7       28.2*
061015  173520  46  42.6980 N  63  24.8380 W   5.7        3.2        2.3        1.7       28.2 
