Sat Aug 18 06:08:25 2018,18-Aug-2018,090830,48 11.667600 N,063 30.790700 W,2.8,22.8,A,DoorSpread,DoorMaster,0.000000,E,S,34034.000000
Sat Aug 18 06:08:25 2018,18-Aug-2018,090831,48 11.668200 N,063 30.790100 W,2.8,24.6,A,DoorSpread,DoorMaster,0.000000,E,S,34034.000000
Sat Aug 18 06:08:31 2018,18-Aug-2018,090832,48 11.668800 N,063 30.789200 W,2.8,27.3,A,DoorSpread,DoorMaster,3.040000,D,S,30396.000000
Sat Aug 18 06:08:31 2018,18-Aug-2018,090833,48 11.669500 N,063 30.788600 W,2.8,27.6,A,DoorSpread,DoorMaster,3.040000,D,S,30396.000000
Sat Aug 18 06:08:31 2018,18-Aug-2018,090834,48 11.670200 N,063 30.788400 W,2.8,25.2,A,DoorSpread,DoorMaster,3.040000,D,S,30396.000000
Sat Aug 18 06:08:31 2018,18-Aug-2018,090835,48 11.671000 N,063 30.788200 W,2.8,22.9,A,DoorSpread,DoorMaster,3.040000,D,S,30396.000000
Sat Aug 18 06:08:31 2018,18-Aug-2018,090836,48 11.671700 N,063 30.787700 W,2.8,23.0,A,DoorSpread,DoorMaster,3.040000,D,S,30396.000000
Sat Aug 18 06:08:36 2018,18-Aug-2018,090837,48 11.672300 N,063 30.787000 W,2.8,25.5,A,DoorSpread,DoorMaster,3.865000,D,S,39227.000000
Sat Aug 18 06:08:36 2018,18-Aug-2018,090838,48 11.672800 N,063 30.786300 W,2.8,27.6,A,DoorSpread,DoorMaster,3.865000,D,S,39227.000000
Sat Aug 18 06:08:36 2018,18-Aug-2018,090839,48 11.673500 N,063 30.785800 W,2.8,27.4,A,DoorSpread,DoorMaster,3.865000,D,S,39227.000000
Sat Aug 18 06:08:36 2018,18-Aug-2018,090840,48 11.674200 N,063 30.785400 W,2.8,26.1,A,DoorSpread,DoorMaster,3.865000,D,S,39227.000000
Sat Aug 18 06:08:36 2018,18-Aug-2018,090841,48 11.675000 N,063 30.785100 W,2.8,24.6,A,DoorSpread,DoorMaster,3.865000,D,S,39227.000000
Sat Aug 18 06:08:36 2018,18-Aug-2018,090842,48 11.675600 N,063 30.784700 W,2.8,24.3,A,DoorSpread,DoorMaster,3.865000,D,S,39227.000000
Sat Aug 18 06:08:41 2018,18-Aug-2018,090843,48 11.676200 N,063 30.784000 W,2.7,26.3,A,DoorSpread,DoorMaster,2.200000,D,S,36937.000000
Sat Aug 18 06:08:41 2018,18-Aug-2018,090844,48 11.676800 N,063 30.783200 W,2.8,28.5,A,DoorSpread,DoorMaster,2.200000,D,S,36937.000000
Sat Aug 18 06:08:41 2018,18-Aug-2018,090845,48 11.677500 N,063 30.782600 W,2.8,28.5,A,DoorSpread,DoorMaster,2.200000,D,S,36937.000000
Sat Aug 18 06:08:41 2018,18-Aug-2018,090846,48 11.678300 N,063 30.782300 W,2.8,26.2,A,DoorSpread,DoorMaster,2.200000,D,S,36937.000000
Sat Aug 18 06:08:41 2018,18-Aug-2018,090847,48 11.679100 N,063 30.782000 W,2.8,24.3,A,DoorSpread,DoorMaster,2.200000,D,S,36937.000000
Sat Aug 18 06:08:47 2018,18-Aug-2018,090848,48 11.679700 N,063 30.781500 W,2.7,24.7,A,DoorSpread,DoorMaster,2.160000,D,S,42396.000000
Sat Aug 18 06:08:47 2018,18-Aug-2018,090849,48 11.680300 N,063 30.780800 W,2.7,27.0,A,DoorSpread,DoorMaster,2.160000,D,S,42396.000000
Sat Aug 18 06:08:47 2018,18-Aug-2018,090850,48 11.681000 N,063 30.780000 W,2.8,28.9,A,DoorSpread,DoorMaster,2.160000,D,S,42396.000000
Sat Aug 18 06:08:47 2018,18-Aug-2018,090851,48 11.681800 N,063 30.779400 W,2.8,28.8,A,DoorSpread,DoorMaster,2.160000,D,S,42396.000000
Sat Aug 18 06:08:47 2018,18-Aug-2018,090852,48 11.682400 N,063 30.779100 W,2.8,26.9,A,DoorSpread,DoorMaster,2.160000,D,S,42396.000000
Sat Aug 18 06:08:52 2018,18-Aug-2018,090853,48 11.683100 N,063 30.778800 W,2.7,25.3,A,DoorSpread,DoorMaster,0.785000,D,S,59755.000000
Sat Aug 18 06:08:52 2018,18-Aug-2018,090854,48 11.683800 N,063 30.778200 W,2.7,25.8,A,DoorSpread,DoorMaster,0.785000,D,S,59755.000000
Sat Aug 18 06:08:52 2018,18-Aug-2018,090855,48 11.684500 N,063 30.777500 W,2.8,27.4,A,DoorSpread,DoorMaster,0.785000,D,S,59755.000000
Sat Aug 18 06:08:52 2018,18-Aug-2018,090856,48 11.685100 N,063 30.776900 W,2.7,27.8,A,DoorSpread,DoorMaster,0.785000,D,S,59755.000000
Sat Aug 18 06:08:52 2018,18-Aug-2018,090857,48 11.685800 N,063 30.776600 W,2.7,26.8,A,DoorSpread,DoorMaster,0.785000,D,S,59755.000000
Sat Aug 18 06:08:57 2018,18-Aug-2018,090858,48 11.686400 N,063 30.776200 W,2.6,25.9,A,DoorSpread,DoorMaster,1.080000,D,S,54828.000000
Sat Aug 18 06:08:57 2018,18-Aug-2018,090859,48 11.687000 N,063 30.775700 W,2.6,26.1,A,DoorSpread,DoorMaster,1.080000,D,S,54828.000000
Sat Aug 18 06:08:57 2018,18-Aug-2018,090900,48 11.687600 N,063 30.775200 W,2.5,26.6,A,DoorSpread,DoorMaster,1.080000,D,S,54828.000000
Sat Aug 18 06:08:57 2018,18-Aug-2018,090901,48 11.688100 N,063 30.774800 W,2.5,27.1,A,DoorSpread,DoorMaster,1.080000,D,S,54828.000000
Sat Aug 18 06:08:57 2018,18-Aug-2018,090902,48 11.688500 N,063 30.774300 W,2.4,27.8,A,DoorSpread,DoorMaster,1.080000,D,S,54828.000000
Sat Aug 18 06:08:57 2018,18-Aug-2018,090903,48 11.689000 N,063 30.773800 W,2.3,27.9,A,DoorSpread,DoorMaster,1.080000,D,S,54828.000000
Sat Aug 18 06:09:02 2018,18-Aug-2018,090904,48 11.689600 N,063 30.773400 W,2.3,27.5,A,DoorSpread,DoorMaster,2.060000,D,S,107650.000000
Sat Aug 18 06:09:02 2018,18-Aug-2018,090905,48 11.690000 N,063 30.773100 W,2.2,27.2,A,DoorSpread,DoorMaster,2.060000,D,S,107650.000000
Sat Aug 18 06:09:02 2018,18-Aug-2018,090906,48 11.690400 N,063 30.772700 W,2.1,27.2,A,DoorSpread,DoorMaster,2.060000,D,S,107650.000000
Sat Aug 18 06:09:02 2018,18-Aug-2018,090907,48 11.690800 N,063 30.772400 W,2.1,27.5,A,DoorSpread,DoorMaster,2.060000,D,S,107650.000000
Sat Aug 18 06:09:02 2018,18-Aug-2018,090908,48 11.691300 N,063 30.772000 W,2.0,28.3,A,DoorSpread,DoorMaster,2.060000,D,S,107650.000000
Sat Aug 18 06:09:08 2018,18-Aug-2018,090909,48 11.691700 N,063 30.771600 W,1.9,29.0,A,DoorSpread,DoorMaster,1.810000,D,S,96267.000000
Sat Aug 18 06:09:08 2018,18-Aug-2018,090910,48 11.692100 N,063 30.771300 W,1.9,28.6,A,DoorSpread,DoorMaster,1.810000,D,S,96267.000000
Sat Aug 18 06:09:08 2018,18-Aug-2018,090911,48 11.692600 N,063 30.771000 W,1.8,27.9,A,DoorSpread,DoorMaster,1.810000,D,S,96267.000000
Sat Aug 18 06:09:08 2018,18-Aug-2018,090912,48 11.693000 N,063 30.770600 W,1.8,28.1,A,DoorSpread,DoorMaster,1.810000,D,S,96267.000000
Sat Aug 18 06:09:08 2018,18-Aug-2018,090913,48 11.693400 N,063 30.770400 W,1.7,27.9,A,DoorSpread,DoorMaster,1.810000,D,S,96267.000000
Sat Aug 18 06:09:13 2018,18-Aug-2018,090914,48 11.693700 N,063 30.770200 W,1.6,27.5,A,DoorSpread,DoorMaster,2.620000,D,S,80547.000000
Sat Aug 18 06:09:13 2018,18-Aug-2018,090915,48 11.694000 N,063 30.769900 W,1.5,27.3,A,DoorSpread,DoorMaster,2.620000,D,S,80547.000000
Sat Aug 18 06:09:13 2018,18-Aug-2018,090916,48 11.694400 N,063 30.769600 W,1.5,28.6,A,DoorSpread,DoorMaster,2.620000,D,S,80547.000000
Sat Aug 18 06:09:13 2018,18-Aug-2018,090917,48 11.694700 N,063 30.769200 W,1.5,30.4,A,DoorSpread,DoorMaster,2.620000,D,S,80547.000000
Sat Aug 18 06:09:13 2018,18-Aug-2018,090918,48 11.695000 N,063 30.768900 W,1.5,29.8,A,DoorSpread,DoorMaster,2.620000,D,S,80547.000000
Sat Aug 18 06:09:13 2018,18-Aug-2018,090919,48 11.695500 N,063 30.768500 W,1.5,27.4,A,DoorSpread,DoorMaster,2.620000,D,S,80547.000000
Sat Aug 18 06:09:19 2018,18-Aug-2018,090920,48 11.696000 N,063 30.768100 W,1.6,26.6,A,DoorSpread,DoorMaster,4.625000,D,S,37438.000000
Sat Aug 18 06:09:19 2018,18-Aug-2018,090921,48 11.696600 N,063 30.767500 W,1.8,28.3,A,DoorSpread,DoorMaster,4.625000,D,S,37438.000000
Sat Aug 18 06:09:19 2018,18-Aug-2018,090922,48 11.697300 N,063 30.766700 W,2.0,29.8,A,DoorSpread,DoorMaster,4.625000,D,S,37438.000000
Sat Aug 18 06:09:19 2018,18-Aug-2018,090923,48 11.698100 N,063 30.766000 W,2.2,29.9,A,DoorSpread,DoorMaster,4.625000,D,S,37438.000000
Sat Aug 18 06:09:19 2018,18-Aug-2018,090924,48 11.699000 N,063 30.765300 W,2.4,28.7,A,DoorSpread,DoorMaster,4.625000,D,S,37438.000000
Sat Aug 18 06:09:24 2018,18-Aug-2018,090925,48 11.699900 N,063 30.764700 W,2.6,27.8,A,DoorSpread,DoorMaster,1.940000,D,S,79090.000000
Sat Aug 18 06:09:24 2018,18-Aug-2018,090926,48 11.700900 N,063 30.763800 W,2.9,28.0,A,DoorSpread,DoorMaster,1.940000,D,S,79090.000000
Sat Aug 18 06:09:24 2018,18-Aug-2018,090927,48 11.701900 N,063 30.762800 W,3.1,28.5,A,DoorSpread,DoorMaster,1.940000,D,S,79090.000000
Sat Aug 18 06:09:24 2018,18-Aug-2018,090928,48 11.703000 N,063 30.761900 W,3.3,28.3,A,DoorSpread,DoorMaster,1.940000,D,S,79090.000000
Sat Aug 18 06:09:24 2018,18-Aug-2018,090929,48 11.704100 N,063 30.761100 W,3.5,27.5,A,DoorSpread,DoorMaster,1.940000,D,S,79090.000000
Sat Aug 18 06:09:24 2018,18-Aug-2018,090930,48 11.705300 N,063 30.760300 W,3.7,27.0,A,DoorSpread,DoorMaster,1.940000,D,S,79090.000000
Sat Aug 18 06:09:29 2018,18-Aug-2018,090931,48 11.706400 N,063 30.759300 W,3.9,27.0,A,DoorSpread,DoorMaster,5.415000,D,S,82580.000000
Sat Aug 18 06:09:29 2018,18-Aug-2018,090932,48 11.707600 N,063 30.758300 W,4.0,27.5,A,DoorSpread,DoorMaster,5.415000,D,S,82580.000000
Sat Aug 18 06:09:29 2018,18-Aug-2018,090933,48 11.708800 N,063 30.757200 W,4.2,28.1,A,DoorSpread,DoorMaster,5.415000,D,S,82580.000000
Sat Aug 18 06:09:29 2018,18-Aug-2018,090934,48 11.710000 N,063 30.756100 W,4.3,28.2,A,DoorSpread,DoorMaster,5.415000,D,S,82580.000000
Sat Aug 18 06:09:29 2018,18-Aug-2018,090935,48 11.711300 N,063 30.755000 W,4.5,28.0,A,DoorSpread,DoorMaster,5.415000,D,S,82580.000000
Sat Aug 18 06:09:35 2018,18-Aug-2018,090936,48 11.712600 N,063 30.754000 W,4.6,27.7,A,DoorSpread,DoorMaster,3.165000,D,S,44098.000000
Sat Aug 18 06:09:35 2018,18-Aug-2018,090937,48 11.714000 N,063 30.752900 W,4.7,27.7,A,DoorSpread,DoorMaster,3.165000,D,S,44098.000000
Sat Aug 18 06:09:35 2018,18-Aug-2018,090938,48 11.715400 N,063 30.751700 W,4.9,28.3,A,DoorSpread,DoorMaster,3.165000,D,S,44098.000000
Sat Aug 18 06:09:35 2018,18-Aug-2018,090939,48 11.716700 N,063 30.750300 W,5.0,28.9,A,DoorSpread,DoorMaster,3.165000,D,S,44098.000000
Sat Aug 18 06:09:35 2018,18-Aug-2018,090940,48 11.718100 N,063 30.749000 W,5.2,29.3,A,DoorSpread,DoorMaster,3.165000,D,S,44098.000000
Sat Aug 18 06:09:40 2018,18-Aug-2018,090941,48 11.719600 N,063 30.747900 W,5.3,29.1,A,DoorSpread,DoorMaster,4.695000,D,S,34839.000000
Sat Aug 18 06:09:40 2018,18-Aug-2018,090942,48 11.721100 N,063 30.746900 W,5.3,28.6,A,DoorSpread,DoorMaster,4.695000,D,S,34839.000000
Sat Aug 18 06:09:40 2018,18-Aug-2018,090943,48 11.722600 N,063 30.745800 W,5.4,28.3,A,DoorSpread,DoorMaster,4.695000,D,S,34839.000000
Sat Aug 18 06:09:40 2018,18-Aug-2018,090944,48 11.724100 N,063 30.744600 W,5.5,27.9,A,DoorSpread,DoorMaster,4.695000,D,S,34839.000000
Sat Aug 18 06:09:40 2018,18-Aug-2018,090945,48 11.725600 N,063 30.743500 W,5.6,27.7,A,DoorSpread,DoorMaster,4.695000,D,S,34839.000000
Sat Aug 18 06:09:40 2018,18-Aug-2018,090946,48 11.727200 N,063 30.742400 W,5.7,27.4,A,DoorSpread,DoorMaster,4.695000,D,S,34839.000000
Sat Aug 18 06:09:40 2018,18-Aug-2018,090947,48 11.728600 N,063 30.741300 W,5.7,27.1,A,DoorSpread,DoorMaster,4.695000,D,S,34839.000000
Sat Aug 18 06:09:40 2018,18-Aug-2018,090948,48 11.730000 N,063 30.740300 W,5.7,26.6,A,DoorSpread,DoorMaster,4.695000,D,S,34839.000000
Sat Aug 18 06:09:40 2018,18-Aug-2018,090949,48 11.731500 N,063 30.739300 W,5.8,26.4,A,DoorSpread,DoorMaster,4.695000,D,S,34839.000000
Sat Aug 18 06:09:40 2018,18-Aug-2018,090950,48 11.733000 N,063 30.738300 W,5.8,26.3,A,DoorSpread,DoorMaster,4.695000,D,S,34839.000000
Sat Aug 18 06:09:40 2018,18-Aug-2018,090951,48 11.734500 N,063 30.737300 W,5.8,26.0,A,DoorSpread,DoorMaster,4.695000,D,S,34839.000000
Sat Aug 18 06:09:40 2018,18-Aug-2018,090952,48 11.736000 N,063 30.736200 W,5.9,25.5,A,DoorSpread,DoorMaster,4.695000,D,S,34839.000000
Sat Aug 18 06:09:40 2018,18-Aug-2018,090953,48 11.737600 N,063 30.735100 W,5.9,25.4,A,DoorSpread,DoorMaster,4.695000,D,S,34839.000000
Sat Aug 18 06:09:40 2018,18-Aug-2018,090954,48 11.739100 N,063 30.733900 W,5.9,25.9,A,DoorSpread,DoorMaster,4.695000,D,S,34839.000000
Sat Aug 18 06:09:40 2018,18-Aug-2018,090955,48 11.740600 N,063 30.732700 W,6.0,26.6,A,DoorSpread,DoorMaster,4.695000,D,S,34839.000000
Sat Aug 18 06:09:40 2018,18-Aug-2018,090956,48 11.742100 N,063 30.731500 W,6.0,26.7,A,DoorSpread,DoorMaster,4.695000,D,S,34839.000000
Sat Aug 18 06:09:55 2018,18-Aug-2018,090957,48 11.743600 N,063 30.730400 W,6.0,26.3,A,DoorSpread,DoorMaster,0.000000,E,S,32921.000000
Sat Aug 18 06:09:55 2018,18-Aug-2018,090958,48 11.745100 N,063 30.729400 W,6.0,26.1,A,DoorSpread,DoorMaster,0.000000,E,S,32921.000000
Sat Aug 18 06:09:55 2018,18-Aug-2018,090959,48 11.746600 N,063 30.728200 W,6.0,26.4,A,DoorSpread,DoorMaster,0.000000,E,S,32921.000000
Sat Aug 18 06:09:55 2018,18-Aug-2018,091000,48 11.748100 N,063 30.726900 W,6.0,27.0,A,DoorSpread,DoorMaster,0.000000,E,S,32921.000000
Sat Aug 18 06:09:55 2018,18-Aug-2018,091001,48 11.749600 N,063 30.725700 W,6.1,27.2,A,DoorSpread,DoorMaster,0.000000,E,S,32921.000000
Sat Aug 18 06:09:55 2018,18-Aug-2018,091002,48 11.751100 N,063 30.724500 W,6.1,27.3,A,DoorSpread,DoorMaster,0.000000,E,S,32921.000000
Sat Aug 18 06:09:55 2018,18-Aug-2018,091003,48 11.752600 N,063 30.723200 W,6.1,27.4,A,DoorSpread,DoorMaster,0.000000,E,S,32921.000000
Sat Aug 18 06:09:55 2018,18-Aug-2018,091004,48 11.754100 N,063 30.722000 W,6.1,27.7,A,DoorSpread,DoorMaster,0.000000,E,S,32921.000000
Sat Aug 18 06:09:55 2018,18-Aug-2018,091005,48 11.755700 N,063 30.720800 W,6.1,28.1,A,DoorSpread,DoorMaster,0.000000,E,S,32921.000000
Sat Aug 18 06:09:55 2018,18-Aug-2018,091006,48 11.757200 N,063 30.719600 W,6.1,28.2,A,DoorSpread,DoorMaster,0.000000,E,S,32921.000000
Sat Aug 18 06:09:55 2018,18-Aug-2018,091007,48 11.758700 N,063 30.718500 W,6.1,27.7,A,DoorSpread,DoorMaster,0.000000,E,S,32921.000000
Sat Aug 18 06:09:55 2018,18-Aug-2018,091008,48 11.760300 N,063 30.717300 W,6.1,27.8,A,DoorSpread,DoorMaster,0.000000,E,S,32921.000000
Sat Aug 18 06:09:55 2018,18-Aug-2018,091009,48 11.761800 N,063 30.716000 W,6.1,28.2,A,DoorSpread,DoorMaster,0.000000,E,S,32921.000000
Sat Aug 18 06:09:55 2018,18-Aug-2018,091010,48 11.763200 N,063 30.714700 W,6.1,28.3,A,DoorSpread,DoorMaster,0.000000,E,S,32921.000000
Sat Aug 18 06:09:55 2018,18-Aug-2018,091011,48 11.764600 N,063 30.713200 W,6.1,28.1,A,DoorSpread,DoorMaster,0.000000,E,S,32921.000000
Sat Aug 18 06:09:55 2018,18-Aug-2018,091012,48 11.766000 N,063 30.712100 W,6.1,27.7,A,DoorSpread,DoorMaster,0.000000,E,S,32921.000000
Sat Aug 18 06:09:55 2018,18-Aug-2018,091013,48 11.767600 N,063 30.711100 W,6.0,27.1,A,DoorSpread,DoorMaster,0.000000,E,S,32921.000000
Sat Aug 18 06:09:55 2018,18-Aug-2018,091014,48 11.769100 N,063 30.710200 W,6.0,26.4,A,DoorSpread,DoorMaster,0.000000,E,S,32921.000000
Sat Aug 18 06:09:55 2018,18-Aug-2018,091015,48 11.770700 N,063 30.709100 W,6.0,26.0,A,DoorSpread,DoorMaster,0.000000,E,S,32921.000000
Sat Aug 18 06:09:55 2018,18-Aug-2018,091016,48 11.772200 N,063 30.708100 W,6.1,25.7,A,DoorSpread,DoorMaster,0.000000,E,S,32921.000000
Sat Aug 18 06:09:55 2018,18-Aug-2018,091017,48 11.773800 N,063 30.707000 W,6.1,25.7,A,DoorSpread,DoorMaster,0.000000,E,S,32921.000000
Sat Aug 18 06:09:55 2018,18-Aug-2018,091018,48 11.775100 N,063 30.705700 W,6.0,26.2,A,DoorSpread,DoorMaster,0.000000,E,S,32921.000000
Sat Aug 18 06:09:55 2018,18-Aug-2018,091019,48 11.776700 N,063 30.704600 W,6.1,26.6,A,DoorSpread,DoorMaster,0.000000,E,S,32921.000000
Sat Aug 18 06:09:55 2018,18-Aug-2018,091020,48 11.778100 N,063 30.703400 W,6.1,26.5,A,DoorSpread,DoorMaster,0.000000,E,S,32921.000000
Sat Aug 18 06:09:55 2018,18-Aug-2018,091021,48 11.779500 N,063 30.702300 W,6.0,26.2,A,DoorSpread,DoorMaster,0.000000,E,S,32921.000000
Sat Aug 18 06:09:55 2018,18-Aug-2018,091022,48 11.781000 N,063 30.701400 W,6.0,25.7,A,DoorSpread,DoorMaster,0.000000,E,S,32921.000000
Sat Aug 18 06:09:55 2018,18-Aug-2018,091023,48 11.782400 N,063 30.700300 W,6.0,25.7,A,DoorSpread,DoorMaster,0.000000,E,S,32921.000000
Sat Aug 18 06:09:55 2018,18-Aug-2018,091024,48 11.783800 N,063 30.699000 W,6.0,26.2,A,DoorSpread,DoorMaster,0.000000,E,S,32921.000000
Sat Aug 18 06:09:55 2018,18-Aug-2018,091025,48 11.785300 N,063 30.697900 W,6.0,26.6,A,DoorSpread,DoorMaster,0.000000,E,S,32921.000000
Sat Aug 18 06:09:55 2018,18-Aug-2018,091026,48 11.786800 N,063 30.696800 W,6.0,26.3,A,DoorSpread,DoorMaster,0.000000,E,S,32921.000000
Sat Aug 18 06:09:55 2018,18-Aug-2018,091027,48 11.788200 N,063 30.696000 W,5.9,25.3,A,DoorSpread,DoorMaster,0.000000,E,S,32921.000000
Sat Aug 18 06:09:55 2018,18-Aug-2018,091028,48 11.789800 N,063 30.695300 W,5.9,24.2,A,DoorSpread,DoorMaster,0.000000,E,S,32921.000000
Sat Aug 18 06:09:55 2018,18-Aug-2018,091029,48 11.791300 N,063 30.694400 W,5.9,23.6,A,DoorSpread,DoorMaster,0.000000,E,S,32921.000000
Sat Aug 18 06:09:55 2018,18-Aug-2018,091030,48 11.792900 N,063 30.693600 W,5.9,23.1,A,DoorSpread,DoorMaster,0.000000,E,S,32921.000000
Sat Aug 18 06:09:55 2018,18-Aug-2018,091031,48 11.794300 N,063 30.692600 W,5.9,23.1,A,DoorSpread,DoorMaster,0.000000,E,S,32921.000000
Sat Aug 18 06:09:55 2018,18-Aug-2018,091032,48 11.795800 N,063 30.691600 W,5.9,23.3,A,DoorSpread,DoorMaster,0.000000,E,S,32921.000000
Sat Aug 18 06:09:55 2018,18-Aug-2018,091033,48 11.797200 N,063 30.690600 W,5.9,23.6,A,DoorSpread,DoorMaster,0.000000,E,S,32921.000000
