FileName: C:\2005NE~1\GP084.TXT
Local Time: Wed Jul 13 15:38:24 2005

Ship: Marco Michel Trip: 04 Tow: gp084
Comments: zone  12
 Date    Time     Latitude       Longitude    Speed    Primary  Secondary DoorSpread WingSpread      Depth 
050713  183826  46  41.8930 N  62  23.6120 W   3.0        8.3*      12.0*       3.2*       0.0       15.4*
050713  183828  46  41.8940 N  62  23.6100 W   3.9        8.3       12.0        2.9*       0.0        3.1*
050713  183830  46  41.8960 N  62  23.6080 W   3.0        8.3       12.0        2.9        0.0        3.1 
050713  183833  46  41.8980 N  62  23.6060 W   3.6        8.3       12.0        2.9        0.0        3.1 
050713  183834  46  41.8990 N  62  23.6050 W   3.1        8.3       12.0        2.9*       0.0        7.5*
050713  183837  46  41.9010 N  62  23.6030 W   3.6        8.3       12.0        2.9        0.0        7.5 
050713  183838  46  41.9020 N  62  23.6020 W   2.9        8.3       10.7*       2.9*       0.0        7.0*
050713  183840  46  41.9030 N  62  23.6010 W   3.2        8.3       10.7        2.9        0.0        7.0 
050713  183842  46  41.9050 N  62  23.6000 W   2.8        8.3       10.7        2.9        0.0        7.0 
050713  183844  46  41.9060 N  62  23.5990 W   3.1        8.3       10.7        2.7*       0.0        7.9*
050713  183846  46  41.9070 N  62  23.5980 W   2.5        8.3       10.7        2.7        0.0        7.9 
050713  183848  46  41.9090 N  62  23.5970 W   3.2        8.3       10.7        2.7        0.0        7.9 
050713  183850  46  41.9100 N  62  23.5950 W   2.3        8.3       11.3*       3.4*       0.0        9.7*
050713  183852  46  41.9110 N  62  23.5940 W   3.2        8.3       11.3        3.4        0.0        9.7 
050713  183854  46  41.9120 N  62  23.5930 W   2.3        8.3       11.3        3.1*       0.0       11.4*
050713  183856  46  41.9140 N  62  23.5920 W   3.1        8.3       11.3        3.1        0.0       11.4 
050713  183858  46  41.9150 N  62  23.5900 W   2.6        8.3       11.3        3.1        0.0       11.4 
050713  183900  46  41.9160 N  62  23.5900 W   3.6        8.3       11.3        3.1*       0.0        7.0*
050713  183902  46  41.9180 N  62  23.5880 W   3.9        8.3       11.3        3.1        0.0        7.0 
050713  183904  46  41.9210 N  62  23.5860 W   4.7        8.3       11.3        3.1*       0.0       13.2*
050713  183907  46  41.9240 N  62  23.5820 W   5.5        8.3       11.3        3.1        0.0       13.2 
050713  183908  46  41.9250 N  62  23.5810 W   5.7        8.3       11.3        3.1        0.0       13.2 
050713  183910  46  41.9280 N  62  23.5780 W   6.0        8.3       11.3        3.1        0.0       11.4*
050713  183912  46  41.9310 N  62  23.5740 W   6.8        8.3       11.3        3.1        0.0       11.4 
050713  183915  46  41.9360 N  62  23.5690 W   7.4        8.3       11.3        3.1        0.0       11.4 
050713  183916  46  41.9370 N  62  23.5670 W   6.9        8.3       11.3        3.1        0.0       11.4 
050713  183918  46  41.9400 N  62  23.5640 W   7.4        8.3       11.3        3.1        0.0       11.4 
050713  183920  46  41.9440 N  62  23.5610 W   7.8        8.3       11.3        3.1        0.0       11.4 
050713  183922  46  41.9470 N  62  23.5570 W   7.4        8.3       11.3        3.1        0.0       11.4 
050713  183924  46  41.9510 N  62  23.5530 W   7.7        8.3       11.3        3.1        0.0       11.4 
050713  183926  46  41.9540 N  62  23.5500 W   7.3        8.3       11.3        3.1        0.0       11.4 
050713  183928  46  41.9570 N  62  23.5470 W   8.2        8.3       11.3        3.1        0.0       11.4 
050713  183930  46  41.9610 N  62  23.5430 W   7.1        8.3       11.3        3.1        0.0       11.4 
050713  183932  46  41.9650 N  62  23.5400 W   8.2        8.3       11.3        3.1        0.0       11.4 
050713  183935  46  41.9700 N  62  23.5350 W   8.0        8.3       11.3        3.1        0.0       11.4 
050713  183937  46  41.9740 N  62  23.5310 W   7.4        8.3       11.3       10.1*       0.0       11.4 
050713  183938  46  41.9760 N  62  23.5300 W   7.8        8.3       11.3       10.1        0.0       11.4 
050713  183940  46  41.9790 N  62  23.5270 W   7.4        8.3       11.3       10.1        0.0       11.4 
050713  183942  46  41.9830 N  62  23.5240 W   7.8        8.3       11.3       10.1        0.0       11.4 
050713  183945  46  41.9880 N  62  23.5190 W   7.6        8.3       11.3       10.1        0.0       11.4 
050713  183946  46  41.9900 N  62  23.5170 W   7.6        8.3       11.3       10.1        0.0       11.4 
050713  183949  46  41.9950 N  62  23.5130 W   7.6        8.3       11.3       10.1        0.0       11.4 
