FileName: C:\2005NE~1\GP055.TXT
Local Time: Mon Aug 01 08:14:30 2005

Ship: Marco Michel Trip: 06 Tow: gp055
Comments: zone 12
 Date    Time     Latitude       Longitude    Speed    Primary  Secondary DoorSpread WingSpread      Depth 
050801  111432  47  36.2950 N  63  42.6790 W   3.7        3.3        3.9*       2.7*       0.0       29.0*
050801  111434  47  36.2960 N  63  42.6760 W   3.6        3.3        3.9        2.7        0.0       29.0 
050801  111436  47  36.2970 N  63  42.6740 W   3.4        3.3        3.9        2.7        0.0       17.6*
050801  111438  47  36.2980 N  63  42.6710 W   4.5        3.3        3.9        2.7        0.0       17.6 
050801  111440  47  36.3000 N  63  42.6670 W   4.5        3.3        3.9       37.1*       0.0       17.6 
050801  111442  47  36.3010 N  63  42.6640 W   5.6        3.3        3.9       37.1        0.0       17.6 
050801  111444  47  36.3030 N  63  42.6590 W   5.8        3.3        3.9       37.1        0.0       17.6 
050801  111446  47  36.3040 N  63  42.6550 W   6.4        3.3        3.9        2.5*       0.0       17.6 
050801  111448  47  36.3060 N  63  42.6510 W   6.7        3.3        3.9        2.5        0.0       17.6 
050801  111450  47  36.3080 N  63  42.6450 W   6.7        3.3        3.9        2.5        0.0       17.6 
050801  111452  47  36.3100 N  63  42.6400 W   7.2        3.3        3.9        2.5        0.0       17.6 
050801  111454  47  36.3120 N  63  42.6350 W   7.1        3.3        3.9        2.5        0.0       17.6 
050801  111456  47  36.3140 N  63  42.6300 W   7.5        3.3        3.9        2.5        0.0       17.6 
050801  111458  47  36.3160 N  63  42.6250 W   7.2        3.3        3.9        2.5        0.0        9.7*
050801  111500  47  36.3180 N  63  42.6190 W   7.7        3.3        3.9        2.5        0.0        9.7 
050801  111502  47  36.3200 N  63  42.6130 W   8.0        3.3        3.9        2.5        0.0        9.7 
050801  111504  47  36.3230 N  63  42.6080 W   7.6        3.3        3.9        2.5        0.0        9.7 
050801  111506  47  36.3240 N  63  42.6020 W   7.7        3.3        3.9        2.5        0.0        9.7 
050801  111508  47  36.3260 N  63  42.5970 W   7.6        3.3        3.9        2.5        0.0        9.7 
050801  111510  47  36.3280 N  63  42.5920 W   7.9        3.3        3.9        2.5        0.0        9.7 
050801  111512  47  36.3310 N  63  42.5870 W   7.5        3.3        3.9        2.5        0.0      640.0*
050801  111514  47  36.3330 N  63  42.5810 W   7.8        3.3        3.9        2.5        0.0      640.0 
050801  111516  47  36.3340 N  63  42.5750 W   7.8        3.3        3.9        2.5        0.0      640.0 
050801  111518  47  36.3370 N  63  42.5690 W   8.0        3.3        3.9        2.5        0.0      640.0 
050801  111520  47  36.3390 N  63  42.5630 W   7.7        3.3        3.9        2.5        0.0      640.0 
