FileName: C:\2005NE~1\GP083.TXT
Local Time: Wed Jul 13 16:54:54 2005

Ship: Marco Michel Trip: 04 Tow: gp083
Comments: zone  12
 Date    Time     Latitude       Longitude    Speed    Primary  Secondary DoorSpread WingSpread      Depth 
050713  195457  46  47.9940 N  62  32.1910 W   3.1       13.6*       9.8*       3.4*       0.0        6.2*
050713  195459  46  47.9950 N  62  32.1930 W   3.0       13.6       10.4*       3.2*       0.0        6.2 
050713  195501  46  47.9960 N  62  32.1940 W   3.0       13.6       10.4        3.2        0.0        6.2 
050713  195503  46  47.9980 N  62  32.1960 W   2.9       13.6       10.4        3.2        0.0        9.7*
050713  195505  46  47.9990 N  62  32.1980 W   2.9       13.6       10.4        2.2*       0.0        9.7 
050713  195507  46  48.0000 N  62  32.2000 W   2.9       13.6       10.4        2.2        0.0        9.7 
050713  195509  46  48.0010 N  62  32.2010 W   2.6       13.6       10.4        3.2*       0.0        9.7*
050713  195511  46  48.0020 N  62  32.2020 W   2.7       13.6       10.4        3.2        0.0        9.7 
050713  195513  46  48.0030 N  62  32.2040 W   2.4       13.6       10.4        3.2        0.0        9.7*
050713  195515  46  48.0050 N  62  32.2050 W   2.9       13.6       10.4        3.2*       0.0        9.7 
050713  195517  46  48.0060 N  62  32.2060 W   2.6       13.6       10.4        3.2        0.0        9.7 
050713  195519  46  48.0070 N  62  32.2080 W   2.7       13.6       10.4        2.9*       0.0        9.2*
050713  195521  46  48.0080 N  62  32.2090 W   2.6       13.6       10.4        2.9        0.0        9.2 
050713  195523  46  48.0090 N  62  32.2100 W   2.7       13.6        9.1*       2.9        0.0       12.3*
050713  195525  46  48.0110 N  62  32.2120 W   3.3       13.6        9.1        3.2*       0.0       12.3 
050713  195527  46  48.0120 N  62  32.2140 W   3.8       13.6        9.1        3.2        0.0       12.3 
050713  195529  46  48.0140 N  62  32.2160 W   4.3       13.6        9.1        3.2        0.0       10.6*
050713  195531  46  48.0160 N  62  32.2190 W   4.9       13.6        9.1        3.2        0.0       10.6 
050713  195533  46  48.0180 N  62  32.2210 W   5.1       13.6        9.1        3.2        0.0       10.6 
050713  195535  46  48.0200 N  62  32.2250 W   5.7       13.6        9.1       47.8*       0.0       64.2*
050713  195537  46  48.0220 N  62  32.2280 W   5.8       13.6        9.1       47.8        0.0       64.2 
050713  195539  46  48.0250 N  62  32.2320 W   6.3       13.6        9.1       47.8        0.0       64.2 
050713  195541  46  48.0280 N  62  32.2360 W   6.4       13.6        9.1       47.8        0.0       64.2 
050713  195543  46  48.0300 N  62  32.2400 W   6.7       13.6        9.1       47.8        0.0       64.2 
050713  195545  46  48.0320 N  62  32.2450 W   6.6       13.6        9.1       47.8        0.0       22.9*
050713  195547  46  48.0350 N  62  32.2490 W   6.9       13.6        9.1       47.8        0.0       22.9 
050713  195549  46  48.0380 N  62  32.2530 W   6.8       13.6        9.1       47.8        0.0       22.9 
050713  195551  46  48.0410 N  62  32.2570 W   7.2       13.6        9.1       79.3*       0.0      135.5*
050713  195553  46  48.0430 N  62  32.2610 W   7.2       13.6        9.1       79.3        0.0      135.5 
050713  195555  46  48.0460 N  62  32.2650 W   7.2       13.6        9.1       79.3        0.0      135.5 
050713  195557  46  48.0490 N  62  32.2690 W   7.2       13.6        9.1       79.3        0.0      135.5 
050713  195559  46  48.0520 N  62  32.2730 W   7.1       13.6        9.1       79.3        0.0      135.5 
050713  195601  46  48.0550 N  62  32.2780 W   7.1       13.6        9.1       79.3        0.0      135.5 
050713  195603  46  48.0580 N  62  32.2810 W   7.2       13.6        9.1       79.3        0.0      135.5 
050713  195605  46  48.0600 N  62  32.2860 W   7.0       13.6        9.1       79.3        0.0      135.5 
050713  195607  46  48.0630 N  62  32.2900 W   7.4       13.6        9.1       79.3        0.0      135.5 
050713  195609  46  48.0660 N  62  32.2940 W   6.8       13.6        9.1       79.3        0.0      135.5 
050713  195612  46  48.0700 N  62  32.2990 W   7.1       13.6        9.1       79.3        0.0      135.5 
050713  195613  46  48.0720 N  62  32.3010 W   6.9       13.6        9.1       79.3        0.0      135.5 
050713  195615  46  48.0750 N  62  32.3060 W   7.1       13.6        9.1       79.3        0.0      135.5 
050713  195617  46  48.0780 N  62  32.3100 W   6.9       13.6        9.1       79.3        0.0      135.5 
050713  195619  46  48.0800 N  62  32.3140 W   7.2       13.6        9.1       79.3        0.0      135.5 
050713  195621  46  48.0830 N  62  32.3170 W   6.9       13.6        9.1       79.3        0.0      135.5 
050713  195623  46  48.0860 N  62  32.3210 W   6.7       13.6        9.1       79.3        0.0      135.5 
050713  195625  46  48.0890 N  62  32.3250 W   7.1       13.6        9.1       79.3        0.0      135.5 
050713  195627  46  48.0920 N  62  32.3280 W   6.9       13.6        9.1       79.3        0.0      135.5 
050713  195629  46  48.0950 N  62  32.3320 W   6.9       13.6        9.1       47.7*       0.0      135.5 
050713  195631  46  48.0980 N  62  32.3350 W   6.9       13.6        9.1       47.7        0.0      135.5 
050713  195633  46  48.1010 N  62  32.3390 W   7.1       13.6        9.1        6.4*       0.0      135.5 
050713  195635  46  48.1040 N  62  32.3430 W   6.8       13.6        9.1        6.4        0.0      135.5 
050713  195637  46  48.1070 N  62  32.3460 W   6.9       13.6        9.1        6.4        0.0      135.5 
050713  195639  46  48.1100 N  62  32.3500 W   7.1       13.6        9.1        6.4        0.0      135.5 
050713  195641  46  48.1130 N  62  32.3540 W   6.8       13.6        9.1        6.4        0.0      135.5 
050713  195643  46  48.1160 N  62  32.3570 W   7.1       13.6        9.1        6.4        0.0       22.9*
