FileName: C:\2005NE~1\GP275.TXT
Local Time: Mon Sep 19 15:27:51 2005

Ship: Marco Michel Trip: 09 Tow: gp275
Comments: zone 12
 Date    Time     Latitude       Longitude    Speed    Primary  Secondary DoorSpread WingSpread      Depth 
050919  182752  46  28.5140 N  61  43.7280 W   3.3        2.5*       4.0*       0.0       76.3*       1.3*
050919  182754  46  28.5120 N  61  43.7270 W   3.0        2.5        4.0        0.0       76.3        1.3 
050919  182756  46  28.5100 N  61  43.7260 W   2.9        2.5        4.0        0.0       76.3        1.3 
050919  182758  46  28.5090 N  61  43.7240 W   2.6        2.5        4.0        0.0       76.3        1.3 
050919  182800  46  28.5080 N  61  43.7230 W   2.4        2.5        4.0        0.0       76.3        1.3 
050919  182802  46  28.5070 N  61  43.7220 W   2.2        2.5        4.0        0.0       76.3        1.3 
050919  182804  46  28.5050 N  61  43.7210 W   2.4        2.5        4.0        0.0       76.3        1.3 
050919  182806  46  28.5040 N  61  43.7200 W   2.0        2.5        4.0        0.0       76.3        9.2*
050919  182808  46  28.5030 N  61  43.7190 W   2.8        2.5        4.0        0.0       76.3        9.2 
050919  182810  46  28.5030 N  61  43.7180 W   2.9        2.5        4.0        0.0       76.3        9.2 
050919  182812  46  28.5010 N  61  43.7160 W   3.9        2.5        4.0        0.0       76.3        9.2 
050919  182814  46  28.4990 N  61  43.7140 W   4.4        2.5        4.0        0.0       76.3        9.2 
050919  182816  46  28.4970 N  61  43.7110 W   5.0        2.5        4.0        0.0       76.3        9.2 
050919  182818  46  28.4940 N  61  43.7090 W   5.4        2.5        4.0        0.0       76.3        9.2 
050919  182820  46  28.4920 N  61  43.7060 W   5.9        2.5        4.0        0.0       76.3        9.2 
050919  182822  46  28.4900 N  61  43.7020 W   6.1        2.5        4.0        0.0       76.3        9.2 
050919  182824  46  28.4870 N  61  43.6990 W   6.2        2.5        4.0        0.0       76.3        9.2 
050919  182826  46  28.4840 N  61  43.6960 W   6.3        2.5        4.0        0.0       76.3        9.2 
050919  182828  46  28.4820 N  61  43.6920 W   6.8        2.5        4.0        0.0       76.3        9.2 
050919  182830  46  28.4790 N  61  43.6880 W   6.7        2.5        4.0        0.0       76.3        9.2 
050919  182832  46  28.4760 N  61  43.6850 W   6.7        2.5        4.0        0.0       76.3        9.2 
050919  182834  46  28.4730 N  61  43.6810 W   6.7        2.5        4.0        0.0       76.3        9.2 
050919  182836  46  28.4700 N  61  43.6770 W   6.8        2.5        4.0        0.0       76.3        9.2 
050919  182838  46  28.4670 N  61  43.6740 W   7.1        2.5        4.0        0.0       76.3        9.2 
050919  182840  46  28.4640 N  61  43.6700 W   7.1        2.5        4.0        0.0       76.3        9.2 
050919  182842  46  28.4620 N  61  43.6660 W   6.9        2.5        4.0        0.0       76.3        9.2 
050919  182844  46  28.4590 N  61  43.6620 W   6.7        2.5        4.0        0.0       76.3        9.2 
