FileName: C:\2005NE~1\GP240.TXT
Local Time: Thu Sep 15 09:17:48 2005

Ship: Marco Michel Trip: 09 Tow: gp240
Comments: zone 19
 Date    Time     Latitude       Longitude    Speed    Primary  Secondary DoorSpread WingSpread      Depth 
050915  121749  46  53.0460 N  60  57.9160 W   3.9        2.2        4.5*      13.0*       0.0      522.6*
050915  121751  46  53.0470 N  60  57.9140 W   3.9        2.2        4.5       13.0        0.0      522.6 
050915  121754  46  53.0480 N  60  57.9100 W   3.5        2.4*       4.5       13.0        0.0      522.6 
050915  121755  46  53.0480 N  60  57.9090 W   3.5        2.4        4.5       13.0        0.0      522.6 
050915  121757  46  53.0500 N  60  57.9060 W   5.0        2.4        4.5       13.0        0.0      522.6 
050915  121800  46  53.0520 N  60  57.9010 W   5.0        2.4        4.5       13.0        0.0      522.6 
050915  121801  46  53.0530 N  60  57.8990 W   5.3        2.4        4.5       13.0        0.0      522.6 
050915  121803  46  53.0540 N  60  57.8960 W   5.8        2.4        4.5       13.0        0.0      522.6 
050915  121806  46  53.0570 N  60  57.8890 W   7.1        2.4        4.5       13.0        0.0      522.6 
050915  121807  46  53.0580 N  60  57.8870 W   6.8        2.4        4.5       13.0        0.0      522.6 
050915  121809  46  53.0600 N  60  57.8820 W   6.6        2.4        4.5       13.0        0.0      522.6 
050915  121812  46  53.0640 N  60  57.8750 W   8.1        2.4        4.5       13.0        0.0      522.6 
050915  121813  46  53.0650 N  60  57.8720 W   8.2        2.4        4.5       13.0        0.0      522.6 
050915  121815  46  53.0670 N  60  57.8670 W   7.6        2.4        4.5       13.0        0.0      522.6 
050915  121818  46  53.0700 N  60  57.8590 W   8.1        2.4        4.5       13.0        0.0      522.6 
050915  121819  46  53.0720 N  60  57.8570 W   8.2        2.4        4.5       13.0        0.0      522.6 
050915  121821  46  53.0750 N  60  57.8510 W   8.7        2.4        4.5       13.0        0.0      522.6 
050915  121824  46  53.0780 N  60  57.8420 W   7.7        2.4        4.5       13.0        0.0      522.6 
