FileName: C:\2005NE~1\GP362.TXT
Local Time: Sun Aug 14 05:34:24 2005

Ship: Marco Michel Trip: 07 Tow: gp362
Comments: zone 12
 Date    Time     Latitude       Longitude    Speed    Primary  Secondary DoorSpread WingSpread      Depth 
050814  083427  48   8.7250 N  64  24.1000 W   3.0        0.0       13.5*       2.3*       0.0       12.3*
050814  083429  48   8.7260 N  64  24.1010 W   2.7        0.0       13.5        2.8*       0.0        0.0*
050814  083431  48   8.7280 N  64  24.1030 W   2.9        0.0       13.5        2.8        0.0        0.0 
050814  083433  48   8.7290 N  64  24.1030 W   2.8        0.0       13.5        2.8        0.0        0.0 
050814  083435  48   8.7310 N  64  24.1040 W   3.1        0.0       13.5        4.0*       0.0       19.8*
050814  083437  48   8.7330 N  64  24.1050 W   4.0        0.0       13.5        4.0        0.0       19.8 
050814  083439  48   8.7350 N  64  24.1060 W   4.1        0.0       13.5        4.0        0.0       19.8 
050814  083441  48   8.7380 N  64  24.1080 W   5.3        0.0       13.5        4.0        0.0       19.8 
050814  083443  48   8.7410 N  64  24.1100 W   6.1        0.0       13.5        4.0        0.0       19.8 
050814  083445  48   8.7440 N  64  24.1110 W   6.3        0.0       13.5        4.0        0.0       19.8 
050814  083447  48   8.7480 N  64  24.1130 W   6.4        0.0       13.5        4.0        0.0       19.8 
050814  083449  48   8.7520 N  64  24.1150 W   7.0        0.0       13.5        4.0        0.0       19.8 
050814  083451  48   8.7550 N  64  24.1170 W   7.8        0.0       13.5        4.0        0.0       19.8 
050814  083453  48   8.7590 N  64  24.1190 W   7.3        0.0       13.5        4.0        0.0       19.8 
050814  083455  48   8.7630 N  64  24.1210 W   7.0        0.0       13.5        5.9*       0.0       19.8 
050814  083457  48   8.7670 N  64  24.1230 W   7.0        0.0       13.5        5.9        0.0       19.8 
050814  083459  48   8.7710 N  64  24.1250 W   7.8        0.0       13.5        5.9        0.0       19.8 
050814  083501  48   8.7750 N  64  24.1270 W   7.6        0.0       13.5        5.9        0.0       19.8 
050814  083503  48   8.7790 N  64  24.1280 W   7.2        0.0       13.5        5.9        0.0       19.8 
050814  083505  48   8.7820 N  64  24.1290 W   7.1        0.0       13.5        5.9        0.0       19.8 
050814  083507  48   8.7860 N  64  24.1310 W   7.5        0.0       13.5        5.9        0.0       19.8 
050814  083509  48   8.7900 N  64  24.1330 W   7.7        0.0       13.5        5.9        0.0       19.8 
050814  083511  48   8.7950 N  64  24.1350 W   7.5        0.0       13.5        5.9        0.0       19.8 
050814  083513  48   8.7990 N  64  24.1360 W   7.2        0.0       13.5        5.9        0.0       19.8 
050814  083515  48   8.8020 N  64  24.1370 W   7.4        0.0       13.5        5.9        0.0       19.8 
050814  083517  48   8.8060 N  64  24.1390 W   7.4        0.0       13.5        5.9        0.0       19.8 
050814  083519  48   8.8100 N  64  24.1410 W   7.2        0.0       13.5        5.9        0.0       19.8 
050814  083521  48   8.8140 N  64  24.1430 W   7.5        0.0       13.5        5.9        0.0       19.8 
050814  083523  48   8.8180 N  64  24.1440 W   7.4        0.0       13.5        5.9        0.0       19.8 
050814  083525  48   8.8220 N  64  24.1450 W   7.5        0.0       13.5        5.9        0.0       19.8 
050814  083527  48   8.8260 N  64  24.1470 W   7.6        0.0       13.5        5.9        0.0       19.8 
050814  083529  48   8.8300 N  64  24.1490 W   7.4        0.0       13.5        5.9        0.0       19.8 
050814  083531  48   8.8340 N  64  24.1510 W   7.2        0.0       13.5        5.9        0.0       19.8 
050814  083533  48   8.8380 N  64  24.1520 W   7.3        0.0       13.5        5.9        0.0       19.8 
050814  083535  48   8.8420 N  64  24.1530 W   7.4        0.0       13.5        5.9        0.0       19.8 
050814  083537  48   8.8460 N  64  24.1550 W   7.6        0.0       13.5        5.9        0.0       19.8 
050814  083539  48   8.8500 N  64  24.1560 W   7.4        0.0       13.5        5.9        0.0       19.8 
050814  083541  48   8.8540 N  64  24.1580 W   7.2        0.0       13.5        5.9        0.0       19.8 
050814  083543  48   8.8570 N  64  24.1590 W   7.3        0.0       13.5        5.9        0.0       19.8 
050814  083545  48   8.8610 N  64  24.1600 W   7.2        0.0       13.5        5.9        0.0       19.8 
050814  083547  48   8.8660 N  64  24.1620 W   7.6        0.0       13.5        5.9        0.0       19.8 
050814  083549  48   8.8700 N  64  24.1630 W   7.1        0.0       13.5        5.9        0.0       19.8 
050814  083551  48   8.8740 N  64  24.1640 W   7.3        0.0       13.5        5.9        0.0       19.8 
050814  083553  48   8.8780 N  64  24.1650 W   7.1        0.0       13.5        5.9        0.0       19.8 
050814  083555  48   8.8820 N  64  24.1670 W   7.5        0.0       13.5        5.9        0.0       19.8 
050814  083557  48   8.8860 N  64  24.1680 W   7.1        0.0       13.5        5.9        0.0       19.8 
050814  083559  48   8.8900 N  64  24.1680 W   7.1        0.0       13.5        5.9        0.0       19.8 
050814  083601  48   8.8940 N  64  24.1690 W   7.1        0.0       13.5        5.9        0.0       19.8 
050814  083603  48   8.8980 N  64  24.1710 W   7.4        0.0       13.5        5.9        0.0       19.8 
050814  083605  48   8.9020 N  64  24.1720 W   7.3        0.0       13.5        5.9        0.0       19.8 
