FileName: C:\2005NE~1\GP087.TXT
Local Time: Wed Jul 13 11:05:19 2005

Ship: Marco Michel Trip: 04 Tow: gp087
Comments: zone  12
 Date    Time     Latitude       Longitude    Speed    Primary  Secondary DoorSpread WingSpread      Depth 
050713  140521  46  44.8330 N  62   5.3200 W   6.2       10.8*      11.7*       7.4*       0.0        6.2*
050713  140523  46  44.8360 N  62   5.3220 W   5.9       10.8       11.7        7.4        0.0        6.2 
050713  140525  46  44.8400 N  62   5.3240 W   6.7       10.8       11.7        7.4        0.0        6.2 
050713  140527  46  44.8430 N  62   5.3260 W   6.7       10.8       11.7        7.4        0.0        6.2 
050713  140529  46  44.8470 N  62   5.3290 W   7.1       10.8       11.7        7.4        0.0        6.2 
050713  140531  46  44.8500 N  62   5.3310 W   7.0       10.8       11.7        7.4        0.0        6.2 
050713  140533  46  44.8540 N  62   5.3340 W   7.4       10.8       11.7        7.4        0.0        6.2 
050713  140535  46  44.8570 N  62   5.3370 W   7.6       10.8       11.7        7.4        0.0        6.2 
050713  140537  46  44.8610 N  62   5.3400 W   7.0       10.8       11.7        7.4        0.0        6.2 
050713  140539  46  44.8640 N  62   5.3430 W   7.5       10.8       11.7        7.4        0.0        6.2 
050713  140541  46  44.8680 N  62   5.3460 W   7.5       10.8       11.7        7.4        0.0        6.2 
050713  140543  46  44.8720 N  62   5.3490 W   7.5       10.8       11.7        7.4        0.0        6.2 
050713  140545  46  44.8760 N  62   5.3520 W   7.8       10.8       11.7        7.4        0.0        6.2 
050713  140547  46  44.8800 N  62   5.3540 W   7.6       10.8       11.7        7.4        0.0        6.2 
050713  140549  46  44.8840 N  62   5.3570 W   7.8       10.8       11.7        7.4        0.0        6.2 
050713  140551  46  44.8870 N  62   5.3600 W   7.6       10.8       11.7        7.4        0.0        6.2 
050713  140553  46  44.8910 N  62   5.3620 W   8.0       10.8       11.7        7.4        0.0        6.2 
050713  140555  46  44.8950 N  62   5.3650 W   7.6       10.8       11.7        7.4        0.0       17.6*
050713  140557  46  44.8990 N  62   5.3680 W   7.4       10.8       11.7        7.4        0.0       17.6 
050713  140559  46  44.9030 N  62   5.3700 W   7.6       10.8       11.7        7.4        0.0       17.6 
050713  140601  46  44.9060 N  62   5.3730 W   7.5       10.8       11.7        7.4        0.0       17.6 
050713  140603  46  44.9100 N  62   5.3770 W   7.6       10.8       11.7        7.4        0.0       17.6 
050713  140605  46  44.9140 N  62   5.3790 W   7.4       10.8       11.7        7.4        0.0       17.6 
050713  140607  46  44.9180 N  62   5.3820 W   7.8       10.8       11.7        7.4        0.0       17.6 
050713  140609  46  44.9210 N  62   5.3850 W   7.6       10.8       11.7        7.4        0.0       17.6 
050713  140612  46  44.9270 N  62   5.3890 W   7.8       10.8       11.7        7.4        0.0       17.6 
050713  140613  46  44.9290 N  62   5.3910 W   8.0       10.8       11.7        7.4        0.0       17.6 
050713  140615  46  44.9320 N  62   5.3930 W   7.4       10.8       11.7        7.4        0.0       17.6 
050713  140617  46  44.9360 N  62   5.3960 W   7.6       10.8       11.7        7.4        0.0       17.6 
050713  140619  46  44.9400 N  62   5.3990 W   7.5       10.8       11.7        7.4        0.0       17.6 
050713  140621  46  44.9440 N  62   5.4010 W   7.4       10.8       11.7        7.4        0.0       17.6 
050713  140623  46  44.9470 N  62   5.4030 W   7.8       10.8       11.7        7.4        0.0       17.6 
050713  140625  46  44.9510 N  62   5.4060 W   7.4       10.8       11.7        7.4        0.0       17.6 
050713  140627  46  44.9550 N  62   5.4080 W   7.7       10.8       11.7        7.4        0.0       17.6 
050713  140629  46  44.9590 N  62   5.4110 W   7.9       10.8       11.7        7.4        0.0       17.6 
050713  140631  46  44.9630 N  62   5.4130 W   7.4       10.8       11.7        7.4        0.0       17.6 
050713  140633  46  44.9670 N  62   5.4150 W   7.3       10.8       11.7        7.4        0.0       17.6 
050713  140635  46  44.9710 N  62   5.4180 W   7.8       10.8       11.7        7.4        0.0       17.6 
050713  140637  46  44.9750 N  62   5.4200 W   7.4       10.8       11.7        7.4        0.0      153.1*
