FileName: C:\2005NE~1\GP313.TXT
Local Time: Sat Sep 17 08:45:01 2005

Ship: Marco Michel Trip: 09 Tow: gp313
Comments: zone 12
 Date    Time     Latitude       Longitude    Speed    Primary  Secondary DoorSpread WingSpread      Depth 
050917  114504  47  11.8230 N  61   1.4500 W   3.9        8.4*      10.8*       0.0       16.1*     215.5*
050917  114506  47  11.8200 N  61   1.4500 W   3.9        8.4       10.8        0.0       16.1      215.5 
050917  114508  47  11.8180 N  61   1.4490 W   3.4        2.3*      10.8        0.0       16.1      215.5 
050917  114510  47  11.8170 N  61   1.4480 W   2.8        2.3       10.8        0.0        2.6*     215.5 
050917  114512  47  11.8150 N  61   1.4480 W   3.5        2.3       10.8        0.0        2.6      215.5 
050917  114514  47  11.8140 N  61   1.4480 W   3.0        2.3       10.8        0.0        2.6      215.5 
050917  114516  47  11.8120 N  61   1.4470 W   3.9        2.3       10.8        0.0        2.6      215.5 
050917  114518  47  11.8100 N  61   1.4460 W   3.3        2.3       10.8        0.0        2.6       35.2*
050917  114520  47  11.8080 N  61   1.4440 W   5.1        2.3       10.8        0.0        2.6       35.2 
050917  114522  47  11.8050 N  61   1.4430 W   5.6        2.3       10.8        0.0        2.6       35.2 
050917  114524  47  11.8020 N  61   1.4430 W   5.9        2.3       10.8        0.0        2.6       35.2 
050917  114526  47  11.7990 N  61   1.4410 W   5.7        2.3       10.8        0.0        2.6       35.2 
050917  114528  47  11.7960 N  61   1.4390 W   6.7        2.3       10.8        0.0        2.6       35.2 
050917  114530  47  11.7920 N  61   1.4380 W   7.4        2.3       10.8        0.0        2.6       35.2 
050917  114532  47  11.7880 N  61   1.4370 W   7.5        2.3       10.8        0.0        2.6       35.2 
050917  114534  47  11.7840 N  61   1.4360 W   6.7        2.3       10.8        0.0        2.6       35.2 
050917  114536  47  11.7800 N  61   1.4340 W   7.4        2.3       10.8        0.0        2.6       35.2 
050917  114538  47  11.7760 N  61   1.4330 W   7.6        2.3       10.8        0.0        2.6       35.2 
050917  114540  47  11.7720 N  61   1.4320 W   8.1        2.3       10.8        0.0        2.6       35.2 
050917  114542  47  11.7680 N  61   1.4310 W   7.6        2.3       10.8        0.0        2.6       35.2 
050917  114544  47  11.7640 N  61   1.4290 W   7.5        2.3       10.8        0.0        2.6       35.2 
050917  114546  47  11.7590 N  61   1.4280 W   7.9        2.3       10.8        0.0        2.6       35.2 
050917  114548  47  11.7550 N  61   1.4280 W   8.1        2.3       10.8        0.0        2.6       35.2 
050917  114550  47  11.7510 N  61   1.4270 W   7.7        2.3       10.8        0.0        2.6       35.2 
050917  114552  47  11.7470 N  61   1.4260 W   8.1        2.3       10.8        0.0        2.6       35.2 
050917  114554  47  11.7420 N  61   1.4240 W   7.8        2.3       10.8        0.0        2.6       35.2 
050917  114556  47  11.7380 N  61   1.4220 W   8.2        2.3       10.8        0.0        2.6       35.2 
050917  114558  47  11.7340 N  61   1.4220 W   8.1        2.3       10.8        0.0        2.6       35.2 
050917  114600  47  11.7300 N  61   1.4210 W   7.8        2.3       10.8        0.0        2.6       35.2 
050917  114602  47  11.7250 N  61   1.4200 W   7.7        2.3       10.8        0.0        2.6       35.2 
050917  114604  47  11.7200 N  61   1.4190 W   7.9        2.3       10.8        0.0        2.6       35.2 
050917  114606  47  11.7160 N  61   1.4180 W   8.1        2.3       10.8        0.0        2.6       35.2 
050917  114608  47  11.7120 N  61   1.4170 W   8.2        2.3       10.8        0.0        2.6       35.2 
050917  114610  47  11.7070 N  61   1.4160 W   7.6        2.3       10.8        0.0        2.6       35.2 
050917  114612  47  11.7030 N  61   1.4150 W   7.8        2.3       10.8        0.0        5.1*      35.2 
050917  114614  47  11.6990 N  61   1.4140 W   7.9        2.3       10.8        0.0        5.1       35.2 
050917  114616  47  11.6950 N  61   1.4130 W   8.1        2.3       10.8        0.0        5.1       35.2 
050917  114618  47  11.6900 N  61   1.4120 W   7.9        2.3       10.8        0.0        5.1       35.2 
050917  114620  47  11.6860 N  61   1.4110 W   7.9        2.3       10.8        0.0        5.1       35.2 
050917  114622  47  11.6820 N  61   1.4100 W   7.8        2.3       10.8        0.0        5.1       35.2 
050917  114624  47  11.6780 N  61   1.4090 W   7.8        2.3       10.8        0.0        5.1       35.2 
050917  114626  47  11.6740 N  61   1.4070 W   7.5        2.3       10.8        0.0        5.1       35.2 
050917  114628  47  11.6690 N  61   1.4060 W   8.2        2.3       10.8        0.0        5.1       35.2 
050917  114630  47  11.6650 N  61   1.4060 W   8.3        2.3       10.8        0.0        5.1       35.2 
050917  114632  47  11.6600 N  61   1.4050 W   7.5        2.3       10.8        0.0        5.1       35.2 
050917  114634  47  11.6560 N  61   1.4030 W   7.3        2.3       10.8        0.0        5.1       35.2 
050917  114636  47  11.6520 N  61   1.4020 W   7.7        2.3       10.8        0.0        5.1       35.2 
050917  114638  47  11.6490 N  61   1.4020 W   8.1        2.3       10.8        0.0        5.1       35.2 
050917  114640  47  11.6440 N  61   1.4010 W   7.8        2.3       10.8        0.0        5.1       35.2 
050917  114642  47  11.6400 N  61   1.4000 W   7.1        2.3       10.8        0.0        5.1       35.2 
050917  114644  47  11.6360 N  61   1.3990 W   7.2        2.3       10.8        0.0        5.1       35.2 
050917  114646  47  11.6320 N  61   1.3980 W   7.8        2.3       10.8        0.0        5.1       35.2 
050917  114648  47  11.6280 N  61   1.3980 W   8.0        2.3       10.8        0.0        5.1       35.2 
050917  114650  47  11.6230 N  61   1.3970 W   6.9        2.3       10.8        0.0        5.1       35.2 
050917  114652  47  11.6200 N  61   1.3960 W   7.1        2.3       10.8        0.0        5.1       35.2 
050917  114654  47  11.6160 N  61   1.3940 W   7.2        2.3       10.8        0.0        5.1       35.2 
050917  114656  47  11.6120 N  61   1.3940 W   7.8        2.3       10.8        0.0        5.1       35.2 
050917  114658  47  11.6070 N  61   1.3940 W   7.5        2.3       10.8        0.0        5.1       35.2 
050917  114700  47  11.6030 N  61   1.3930 W   6.8        2.3       10.8        0.0        5.1       35.2 
050917  114702  47  11.6000 N  61   1.3920 W   6.5        2.3       10.8        0.0        5.1       35.2 
050917  114704  47  11.5960 N  61   1.3920 W   6.6        2.3       10.8        0.0        5.1       35.2 
050917  114706  47  11.5930 N  61   1.3910 W   6.6        2.3       10.8        0.0        5.1       35.2 
050917  114708  47  11.5890 N  61   1.3910 W   5.7        2.3       10.8        0.0        5.1       35.2 
050917  114710  47  11.5860 N  61   1.3900 W   4.6        2.3       10.8        0.0        5.1       35.2 
050917  114712  47  11.5840 N  61   1.3900 W   4.2        2.3       10.8        0.0        5.1       35.2 
050917  114714  47  11.5820 N  61   1.3890 W   3.6        2.3        2.3*       0.0        5.1       41.3*
050917  114716  47  11.5800 N  61   1.3890 W   4.2        2.3        2.3        0.0        5.1       41.3 
050917  114718  47  11.5780 N  61   1.3880 W   3.1        2.3        2.3        0.0        5.1       49.7*
050917  114720  47  11.5760 N  61   1.3880 W   3.5        2.3        2.3        0.0        7.7*      49.7 
050917  114722  47  11.5750 N  61   1.3870 W   2.4        2.3        2.3        0.0        7.7       49.7 
050917  114724  47  11.5740 N  61   1.3870 W   3.3        2.3        2.3        0.0        7.7       50.1*
050917  114726  47  11.5720 N  61   1.3860 W   2.5        2.3        2.3        0.0        7.6*      50.1 
050917  114728  47  11.5710 N  61   1.3860 W   2.8        2.3        2.3        0.0        7.6       35.2*
050917  114730  47  11.5690 N  61   1.3850 W   2.0        2.3        2.3        0.0        7.6       35.2 
050917  114732  47  11.5680 N  61   1.3850 W   2.7        2.3        2.3        0.0        7.3*      35.2 
050917  114734  47  11.5670 N  61   1.3840 W   2.5        2.5*       2.3        0.0        7.3       50.1*
050917  114736  47  11.5660 N  61   1.3840 W   2.2        2.5        2.3        0.0        6.6*      50.1 
050917  114738  47  11.5640 N  61   1.3830 W   1.9        2.5        2.3        0.0        6.6       50.1 
050917  114740  47  11.5630 N  61   1.3830 W   2.5        2.5        2.1*       0.0        6.6       46.6*
050917  114742  47  11.5620 N  61   1.3820 W   2.0        2.5        2.1        0.0        6.1*      46.6 
050917  114744  47  11.5610 N  61   1.3820 W   2.4        2.5        2.1        0.0        6.1       51.0*
050917  114746  47  11.5600 N  61   1.3810 W   1.6        2.5        2.1        0.0        5.9*      51.0 
050917  114748  47  11.5590 N  61   1.3810 W   2.2        3.1*       2.1        0.0        5.9       51.0 
050917  114750  47  11.5580 N  61   1.3800 W   2.0        3.1        2.1        0.0        5.9       55.4*
050917  114752  47  11.5570 N  61   1.3800 W   2.1        3.1        2.1        0.0        5.9*      55.4 
050917  114754  47  11.5560 N  61   1.3790 W   1.8        3.1        2.4*       0.0        5.9       55.4 
050917  114756  47  11.5550 N  61   1.3790 W   2.3        3.1        2.4        0.0        5.9       57.2*
050917  114758  47  11.5540 N  61   1.3790 W   1.6        3.1        2.4        0.0        5.5*      57.2 
050917  114800  47  11.5530 N  61   1.3780 W   2.4        3.1        2.4        0.0        5.5       61.6*
050917  114802  47  11.5520 N  61   1.3780 W   1.5        2.9*       2.4        0.0        6.2*      61.6 
050917  114804  47  11.5510 N  61   1.3770 W   2.1        2.9        2.4        0.0        6.2       61.6 
050917  114806  47  11.5500 N  61   1.3770 W   2.1        2.9        2.4        0.0        6.2       56.7*
050917  114808  47  11.5490 N  61   1.3770 W   1.9        2.9        2.2*       0.0        6.4*      56.7 
050917  114810  47  11.5470 N  61   1.3760 W   2.2        2.9        2.2        0.0        6.4       56.7 
050917  114812  47  11.5470 N  61   1.3760 W   1.7        2.9        2.2        0.0        6.4       64.7*
050917  114814  47  11.5460 N  61   1.3760 W   2.3        3.0*       2.2        0.0        5.9*      64.7 
050917  114816  47  11.5440 N  61   1.3750 W   2.3        3.0        2.2        0.0        5.9       68.2*
050917  114818  47  11.5430 N  61   1.3740 W   1.9        3.0        2.2        0.0        6.3*      68.2 
050917  114820  47  11.5420 N  61   1.3740 W   2.3        3.0        2.2        0.0        6.3       68.2 
050917  114822  47  11.5410 N  61   1.3730 W   2.4        3.0        2.2        0.0        6.3       67.3*
050917  114824  47  11.5400 N  61   1.3730 W   2.2        3.0        2.2        0.0        6.2*      67.3 
050917  114826  47  11.5390 N  61   1.3720 W   1.9        3.0        2.2        0.0        6.2       67.3 
