FileName: C:\2005NE~1\GP247.TXT
Local Time: Thu Sep 15 15:48:31 2005

Ship: Marco Michel Trip: 09 Tow: gp247
Comments: zone 19
 Date    Time     Latitude       Longitude    Speed    Primary  Secondary DoorSpread WingSpread      Depth 
050915  184832  47   4.4960 N  60  29.9600 W   5.0       12.9*       2.1*       1.9*       0.0       11.9*
050915  184834  47   4.4960 N  60  29.9560 W   5.1       12.9        2.1        2.7*       0.0       11.9 
050915  184836  47   4.4960 N  60  29.9520 W   4.6       12.9        2.1        2.7        0.0       11.9 
050915  184838  47   4.4960 N  60  29.9480 W   5.1       12.9        2.1        3.2*       0.0       11.9 
050915  184840  47   4.4960 N  60  29.9440 W   5.0       12.9        2.1        3.2        0.0       11.9 
050915  184842  47   4.4960 N  60  29.9390 W   5.9       12.9        2.1        3.2        0.0       11.9 
050915  184844  47   4.4960 N  60  29.9340 W   6.2       12.9        2.1        3.6*       0.0       11.9 
050915  184846  47   4.4960 N  60  29.9290 W   7.0       12.9        2.1        3.6        0.0       11.9 
050915  184848  47   4.4960 N  60  29.9230 W   7.6       12.9        2.1        3.6        0.0       11.9 
050915  184850  47   4.4960 N  60  29.9170 W   8.0       12.9        2.1        3.6        0.0       11.9 
050915  184852  47   4.4960 N  60  29.9100 W   8.3       12.9        2.1        3.6        0.0       11.9 
050915  184854  47   4.4970 N  60  29.9030 W   8.4       12.9        2.1        3.6        0.0       11.9 
050915  184856  47   4.4970 N  60  29.8950 W   8.7       12.9        2.1        3.6        0.0       11.9 
050915  184858  47   4.4970 N  60  29.8880 W   8.7       12.9        2.1        3.6        0.0       11.9 
050915  184900  47   4.4970 N  60  29.8810 W   8.6       12.9        2.1        3.6        0.0       11.9 
050915  184902  47   4.4970 N  60  29.8740 W   8.7       12.9        2.1        3.6        0.0       11.9 
050915  184904  47   4.4980 N  60  29.8670 W   9.0       12.9        2.1        3.6        0.0       11.9 
050915  184906  47   4.4970 N  60  29.8590 W   9.1       12.9        2.1        3.6        0.0       11.9 
050915  184908  47   4.4970 N  60  29.8520 W   9.0       12.9        2.1        3.6        0.0       11.9 
050915  184910  47   4.4980 N  60  29.8440 W   8.8       12.9        2.1        3.6        0.0       11.9 
050915  184912  47   4.4980 N  60  29.8370 W   9.3       12.9        2.1        3.6        0.0       11.9 
050915  184914  47   4.4990 N  60  29.8300 W   9.0       12.9        2.1        3.6        0.0       11.9 
050915  184916  47   4.4990 N  60  29.8230 W   9.2       12.9        2.1        3.6        0.0       11.9 
050915  184918  47   4.4990 N  60  29.8150 W   8.9       12.9        2.1        3.6        0.0       11.9 
050915  184920  47   4.4990 N  60  29.8080 W   9.0       12.9        2.1        3.6        0.0       11.9 
050915  184922  47   4.4990 N  60  29.8000 W   9.0       12.9        2.1        3.6        0.0       11.9 
050915  184924  47   4.4990 N  60  29.7930 W   9.0       12.9        2.1        3.6        0.0       11.9 
050915  184926  47   4.4980 N  60  29.7860 W   8.8       12.9        2.1        3.6        0.0       11.9 
050915  184928  47   4.4990 N  60  29.7790 W   8.8       12.9        2.1        3.6        0.0       11.9 
050915  184930  47   4.4990 N  60  29.7720 W   9.0       12.9        2.1        3.6        0.0       11.9 
050915  184932  47   4.5000 N  60  29.7640 W   9.1       12.9        2.1        3.6        0.0       11.9 
050915  184934  47   4.4990 N  60  29.7560 W   8.9       12.9        2.1        3.6        0.0       11.9 
050915  184936  47   4.4990 N  60  29.7500 W   8.7       12.9        2.1        3.6        0.0       11.9 
050915  184938  47   4.4990 N  60  29.7430 W   8.7       12.9        2.1        3.6        0.0       11.9 
050915  184940  47   4.4990 N  60  29.7350 W   9.0       12.9        2.1        3.6        0.0       11.9 
050915  184942  47   4.5000 N  60  29.7280 W   9.1       12.9        2.1        3.6        0.0       11.9 
050915  184944  47   4.5000 N  60  29.7200 W   8.8       12.9        2.1        3.6        0.0       11.9 
050915  184946  47   4.5000 N  60  29.7130 W   8.8       12.9        2.1        3.6        0.0       11.9 
050915  184948  47   4.5000 N  60  29.7060 W   8.4       12.9        2.1        3.6        0.0       11.9 
050915  184950  47   4.5000 N  60  29.6990 W   8.9       12.9        2.1        3.6        0.0       11.9 
050915  184952  47   4.5000 N  60  29.6920 W   9.0       12.9        2.1        3.6        0.0       11.9 
050915  184954  47   4.5010 N  60  29.6850 W   8.8       12.9        2.1        3.6        0.0       11.9 
050915  184956  47   4.5010 N  60  29.6770 W   8.4       12.9        2.1        3.6        0.0       11.9 
050915  184958  47   4.5010 N  60  29.6710 W   8.8       12.9        2.1        6.5*       0.0       11.9 
050915  185000  47   4.5010 N  60  29.6640 W   8.7       12.9        2.1        6.5        0.0       11.9 
050915  185002  47   4.5010 N  60  29.6570 W   8.5       12.9        2.1        6.5        0.0       11.9 
050915  185004  47   4.5020 N  60  29.6500 W   8.6       12.9        2.1        6.5        0.0       11.9 
050915  185006  47   4.5020 N  60  29.6430 W   8.4       12.9        2.1        6.5        0.0       11.9 
050915  185008  47   4.5020 N  60  29.6360 W   8.8       12.9        2.1        6.5        0.0       11.9 
050915  185010  47   4.5020 N  60  29.6280 W   8.7       12.9        2.1        6.5        0.0       11.9 
050915  185012  47   4.5020 N  60  29.6220 W   8.4       12.9        2.1        6.5        0.0       11.9 
050915  185014  47   4.5030 N  60  29.6150 W   8.1       12.9        2.1        6.5        0.0       11.9 
050915  185016  47   4.5030 N  60  29.6080 W   8.7       12.9        2.1        6.5        0.0       11.9 
050915  185018  47   4.5030 N  60  29.6010 W   8.5       12.9        2.1        6.5        0.0       11.9 
050915  185020  47   4.5030 N  60  29.5940 W   8.3       12.9        2.1        6.5        0.0       11.9 
050915  185022  47   4.5040 N  60  29.5870 W   8.4       12.9        2.1        6.5        0.0       11.9 
050915  185024  47   4.5040 N  60  29.5800 W   8.3       12.9        2.1        6.5        0.0       11.9 
050915  185026  47   4.5030 N  60  29.5740 W   8.3        4.5*       2.1        6.5        0.0       11.9 
050915  185028  47   4.5040 N  60  29.5670 W   8.4        4.5        2.1        6.5        0.0       11.9 
050915  185030  47   4.5040 N  60  29.5590 W   8.2        4.5        2.1        6.5        0.0       11.9 
