FileName: C:\2005NE~1\GP023.TXT
Local Time: Sun Jul 24 06:16:57 2005

Ship: Marco Michel Trip: 05 Tow: gp023
Comments: zone 12
 Date    Time     Latitude       Longitude    Speed    Primary  Secondary DoorSpread WingSpread      Depth 
050724  091700  48  20.9900 N  64  19.0360 W   4.6        2.7        6.9*      48.8*       0.0        0.4*
050724  091702  48  20.9910 N  64  19.0330 W   4.5        2.7        6.9       48.8        0.0        0.4 
050724  091704  48  20.9930 N  64  19.0310 W   4.2        2.7        6.9       48.8        0.0        0.4 
050724  091706  48  20.9940 N  64  19.0290 W   3.9        2.7        6.9       48.8        0.0        0.4 
050724  091708  48  20.9960 N  64  19.0270 W   3.7        2.7        6.9       48.8        0.0        0.4 
050724  091710  48  20.9970 N  64  19.0250 W   3.6        2.7        6.9        2.9*       0.0        0.4 
050724  091712  48  20.9980 N  64  19.0220 W   3.4        2.7        6.9        2.9        0.0        0.4 
050724  091714  48  21.0000 N  64  19.0200 W   3.4        2.7        6.9        2.9        0.0        0.4 
050724  091716  48  21.0010 N  64  19.0180 W   3.1        2.7        6.9        1.7*       0.0        0.4 
050724  091718  48  21.0030 N  64  19.0160 W   2.9        2.7        6.9        1.7        0.0        0.4 
050724  091720  48  21.0050 N  64  19.0140 W   2.9        2.7        6.9        1.7        0.0        0.4 
050724  091722  48  21.0060 N  64  19.0130 W   3.3        2.7        6.9        4.0*       0.0        0.4 
050724  091724  48  21.0070 N  64  19.0110 W   3.8        2.7        6.9        4.0        0.0        0.4 
050724  091726  48  21.0090 N  64  19.0090 W   4.3        2.7        6.9        4.0        0.0        0.4 
050724  091728  48  21.0110 N  64  19.0060 W   4.7        2.7        6.9        4.0        0.0        0.4 
050724  091730  48  21.0130 N  64  19.0030 W   5.5        2.7        6.9        4.0        0.0        0.4 
050724  091732  48  21.0150 N  64  19.0000 W   5.6        2.7        6.9        4.0        0.0        0.4 
050724  091734  48  21.0170 N  64  18.9960 W   6.2        2.7        6.9        4.0        0.0        0.4 
050724  091736  48  21.0190 N  64  18.9930 W   6.5        2.7        6.9        4.0        0.0        0.4 
050724  091738  48  21.0220 N  64  18.9890 W   6.8        2.7        6.9        4.0        0.0        0.4 
050724  091740  48  21.0240 N  64  18.9850 W   6.9        2.7        6.9        4.0        0.0        0.4 
050724  091742  48  21.0270 N  64  18.9810 W   7.0        2.7        6.9        4.0        0.0        0.4 
050724  091744  48  21.0290 N  64  18.9770 W   7.0        2.7        6.9        4.0        0.0        0.4 
050724  091746  48  21.0320 N  64  18.9730 W   7.3        2.7        6.9        4.0        0.0        0.4 
050724  091748  48  21.0350 N  64  18.9690 W   7.3        2.7        6.9        4.0        0.0        0.4 
050724  091750  48  21.0380 N  64  18.9640 W   7.4        2.7        6.9        4.0        0.0        0.4 
050724  091752  48  21.0410 N  64  18.9590 W   7.5        2.7        6.9        4.0        0.0        0.4 
050724  091754  48  21.0440 N  64  18.9550 W   7.4        2.7        6.9        4.0        0.0        0.4 
050724  091756  48  21.0480 N  64  18.9500 W   7.4        2.7        6.9        4.0        0.0        0.4 
050724  091758  48  21.0500 N  64  18.9460 W   7.4        2.7        6.9        4.0        0.0        0.4 
050724  091800  48  21.0530 N  64  18.9420 W   7.3        2.7        6.9        4.0        0.0        0.4 
050724  091802  48  21.0560 N  64  18.9370 W   7.4        2.7        6.9        4.0        0.0        0.4 
050724  091804  48  21.0590 N  64  18.9330 W   7.3        2.7        6.9        4.0        0.0        0.4 
050724  091806  48  21.0620 N  64  18.9280 W   7.4        2.7        6.9        4.0        0.0        0.4 
050724  091808  48  21.0640 N  64  18.9240 W   7.4        2.7        6.9        4.0        0.0        0.4 
050724  091810  48  21.0660 N  64  18.9190 W   7.5        2.7        6.9        4.0        0.0        0.4 
050724  091812  48  21.0690 N  64  18.9140 W   7.5        2.7        6.9        4.0        0.0        0.4 
050724  091814  48  21.0720 N  64  18.9090 W   7.5        2.7        6.9        4.0        0.0        0.4 
050724  091816  48  21.0740 N  64  18.9050 W   7.3        2.7        6.9        4.0        0.0        0.4 
050724  091818  48  21.0770 N  64  18.9000 W   7.5        2.7        6.9        4.0        0.0        0.4 
050724  091820  48  21.0800 N  64  18.8950 W   7.5        2.7        6.9        4.0        0.0        0.4 
050724  091822  48  21.0820 N  64  18.8910 W   7.6        2.7        6.9        4.0        0.0        0.4 
050724  091824  48  21.0850 N  64  18.8860 W   7.5        2.7        6.9        4.0        0.0        0.4 
050724  091826  48  21.0880 N  64  18.8810 W   7.4        2.7        6.9        4.0        0.0        0.4 
050724  091828  48  21.0900 N  64  18.8760 W   7.5        2.7        6.9        4.0        0.0        0.4 
050724  091830  48  21.0920 N  64  18.8720 W   7.5        2.7        6.9        4.0        0.0        0.4 
050724  091832  48  21.0950 N  64  18.8680 W   7.3        2.7        6.9        4.0        0.0        0.4 
050724  091834  48  21.0980 N  64  18.8630 W   7.4        2.7        6.9        4.0        0.0        0.4 
050724  091836  48  21.1010 N  64  18.8580 W   7.6        2.7        6.9        4.0        0.0        0.4 
050724  091838  48  21.1040 N  64  18.8530 W   7.3        2.7        6.9        4.0        0.0        0.4 
050724  091840  48  21.1070 N  64  18.8480 W   7.5        2.7        6.9        4.0        0.0        0.4 
050724  091842  48  21.1090 N  64  18.8440 W   7.4        2.7        6.9        4.0        0.0        0.4 
050724  091844  48  21.1120 N  64  18.8390 W   7.4        2.7        6.9        4.0        0.0        0.4 
