FileName: C:\2005NE~1\GP335.TXT
Local Time: Mon Sep 19 16:11:16 2005

Ship: Marco Michel Trip: 09 Tow: gp335
Comments: zone 12
 Date    Time     Latitude       Longitude    Speed    Primary  Secondary DoorSpread WingSpread      Depth 
050919  191118  46  27.5200 N  61  37.6860 W   2.6        3.0*       3.2*       0.0        0.2*     253.4*
050919  191120  46  27.5200 N  61  37.6840 W   2.9        3.0        3.2        0.0        0.2      253.4 
050919  191122  46  27.5190 N  61  37.6820 W   3.4        3.0        3.2        0.0        0.2      253.4 
050919  191124  46  27.5180 N  61  37.6780 W   4.6        3.0        3.2        0.0        0.2      253.4 
050919  191126  46  27.5170 N  61  37.6740 W   5.1        3.0        3.2        0.0        0.2      253.4 
050919  191128  46  27.5150 N  61  37.6700 W   5.6        3.0        3.2        0.0        0.2      253.4 
050919  191130  46  27.5140 N  61  37.6650 W   6.2        3.0        3.2        0.0        0.2      253.4 
050919  191132  46  27.5130 N  61  37.6610 W   6.4        3.0        3.2        0.0        0.2      253.4 
050919  191134  46  27.5110 N  61  37.6560 W   6.6        3.0        3.2        0.0        0.2      253.4 
050919  191136  46  27.5100 N  61  37.6510 W   7.0        3.0        3.2        0.0        0.2      253.4 
050919  191138  46  27.5080 N  61  37.6450 W   7.2        3.0        3.2        0.0        0.2      253.4 
050919  191140  46  27.5060 N  61  37.6400 W   7.3        3.0        3.2        0.0        0.2      253.4 
050919  191142  46  27.5040 N  61  37.6340 W   7.4        3.0        3.2        0.0        0.2      253.4 
050919  191144  46  27.5020 N  61  37.6290 W   7.5        3.0        3.2        0.0        0.2      253.4 
050919  191146  46  27.5000 N  61  37.6240 W   7.5        3.0        3.2        0.0        0.2      253.4 
050919  191148  46  27.4980 N  61  37.6190 W   7.5        3.0        3.2        0.0        0.2      253.4 
050919  191150  46  27.4960 N  61  37.6130 W   7.6        3.0        3.2        0.0        0.2      253.4 
050919  191152  46  27.4940 N  61  37.6080 W   7.6        3.0        3.2        0.0        0.2      253.4 
050919  191154  46  27.4920 N  61  37.6030 W   7.7        3.0        3.2        0.0        0.2      253.4 
050919  191156  46  27.4900 N  61  37.5970 W   7.6        3.0        3.2        0.0        0.2      253.4 
050919  191158  46  27.4880 N  61  37.5910 W   7.5        3.0        3.2        0.0        0.2      253.4 
050919  191200  46  27.4860 N  61  37.5860 W   7.7        3.0        3.2        0.0        0.2      253.4 
050919  191202  46  27.4840 N  61  37.5800 W   7.6        3.0        3.2        0.0        0.2      253.4 
050919  191204  46  27.4820 N  61  37.5760 W   7.4        3.0        3.2        0.0        0.2      253.4 
050919  191206  46  27.4800 N  61  37.5710 W   7.6        3.0        3.2        0.0        0.2      253.4 
050919  191208  46  27.4780 N  61  37.5650 W   7.6        3.0        3.2        0.0        0.2      253.4 
050919  191210  46  27.4760 N  61  37.5590 W   7.3        3.0        3.2        0.0        0.2      253.4 
050919  191212  46  27.4740 N  61  37.5540 W   7.4        3.0        3.2        0.0        0.2      253.4 
050919  191214  46  27.4730 N  61  37.5480 W   7.4        3.0        3.2        0.0        0.2      253.4 
050919  191216  46  27.4700 N  61  37.5430 W   7.6        3.0        3.2        0.0        0.2      253.4 
050919  191218  46  27.4680 N  61  37.5380 W   7.7        3.0        3.2        0.0        0.2      253.4 
