FileName: C:\2005NE~1\GP040.TXT
Local Time: Thu Aug 11 13:58:17 2005

Ship: Marco Michel Trip: 07 Tow: gp040
Comments: zone 12
 Date    Time     Latitude       Longitude    Speed    Primary  Secondary DoorSpread WingSpread      Depth 
050811  165819  48  37.9650 N  63  33.7810 W   3.0        5.2       10.2*       9.0*       0.0      474.2*
050811  165821  48  37.9670 N  63  33.7810 W   3.3        5.2       10.2        9.0        0.0      474.2 
050811  165823  48  37.9690 N  63  33.7810 W   2.8        5.2       10.2        9.0        0.0      474.2 
050811  165825  48  37.9710 N  63  33.7820 W   2.9        5.2       10.2        9.0        0.0      474.2 
050811  165827  48  37.9720 N  63  33.7820 W   2.8        5.2       12.1*       9.0        0.0      474.2 
050811  165829  48  37.9740 N  63  33.7810 W   2.9        5.2       12.1        9.0        0.0      474.2 
050811  165831  48  37.9750 N  63  33.7820 W   2.3        5.2       12.1        9.0        0.0      474.2 
050811  165833  48  37.9760 N  63  33.7810 W   3.0        5.2       12.1        9.0        0.0      474.2 
050811  165835  48  37.9780 N  63  33.7810 W   2.8        5.2       12.1        4.4*       0.0        2.2*
050811  165837  48  37.9800 N  63  33.7810 W   2.1        5.2       12.1        4.4        0.0        2.2 
050811  165839  48  37.9810 N  63  33.7820 W   3.6        5.2       12.1        1.4*       0.0        2.2 
050811  165841  48  37.9830 N  63  33.7810 W   2.3        5.2       12.1        1.4        0.0        2.2 
050811  165843  48  37.9840 N  63  33.7810 W   2.8        5.2       12.1        1.4        0.0        2.2 
050811  165845  48  37.9860 N  63  33.7810 W   2.4        5.2       12.1        3.4*       0.0        2.2 
050811  165847  48  37.9870 N  63  33.7810 W   2.6        5.2       12.1        3.4        0.0        2.2 
050811  165849  48  37.9890 N  63  33.7810 W   2.9        5.2       12.1        3.4        0.0        2.2 
050811  165851  48  37.9910 N  63  33.7810 W   3.4        5.2       12.1       17.9*       0.0        6.6*
050811  165853  48  37.9930 N  63  33.7820 W   4.4        5.2       12.1       17.9        0.0        6.6 
050811  165855  48  37.9960 N  63  33.7820 W   4.3        5.2       12.1       11.5*       0.0        6.6 
050811  165857  48  37.9990 N  63  33.7820 W   5.4        5.2       12.1       11.5        0.0        6.6 
050811  165859  48  38.0020 N  63  33.7820 W   5.6        5.2       12.1       11.5        0.0        6.6 
050811  165901  48  38.0050 N  63  33.7830 W   5.8        5.2       12.1       11.5        0.0        6.6 
050811  165903  48  38.0080 N  63  33.7830 W   6.3        5.2       12.1       11.5        0.0        6.6 
050811  165905  48  38.0120 N  63  33.7830 W   6.8        5.2       12.1       11.5        0.0        6.6 
050811  165907  48  38.0160 N  63  33.7840 W   6.1        5.2       12.1       11.5        0.0        6.6 
050811  165909  48  38.0190 N  63  33.7840 W   6.4        5.2       12.1       11.5        0.0        6.6 
050811  165911  48  38.0230 N  63  33.7840 W   7.2        5.2       12.1       11.5        0.0        6.6 
050811  165913  48  38.0270 N  63  33.7840 W   7.2        5.2       12.1       11.5        0.0        6.6 
050811  165915  48  38.0310 N  63  33.7840 W   6.9        5.2       12.1       11.5        0.0        6.6 
050811  165917  48  38.0350 N  63  33.7840 W   6.8        5.2       12.1       11.5        0.0        6.6 
050811  165919  48  38.0390 N  63  33.7830 W   7.2        5.2       12.1       11.5        0.0        6.6 
050811  165921  48  38.0430 N  63  33.7820 W   7.6        5.2       12.1       11.5        0.0        6.6 
050811  165923  48  38.0470 N  63  33.7820 W   7.5        5.2       12.1       11.5        0.0        6.6 
050811  165925  48  38.0510 N  63  33.7810 W   6.9        5.2       12.1       11.5        0.0        6.6 
050811  165927  48  38.0550 N  63  33.7810 W   7.1        5.2       12.1       11.5        0.0        6.6 
050811  165930  48  38.0620 N  63  33.7790 W   7.6        5.2       12.1       11.5        0.0        6.6 
050811  165931  48  38.0640 N  63  33.7780 W   7.8        5.2       12.1       11.5        0.0        6.6 
050811  165933  48  38.0680 N  63  33.7770 W   7.2        5.2       12.1       11.5        0.0        6.6 
050811  165935  48  38.0720 N  63  33.7760 W   7.1        5.2       12.1       11.5        0.0        6.6 
050811  165937  48  38.0760 N  63  33.7760 W   7.5        5.2       12.1       11.5        0.0        6.6 
050811  165939  48  38.0800 N  63  33.7730 W   7.4        5.2       12.1       11.5        0.0        6.6 
050811  165941  48  38.0840 N  63  33.7720 W   7.4        5.2       12.1       11.5        0.0        6.6 
050811  165943  48  38.0880 N  63  33.7710 W   7.6        5.2       12.1       11.5        0.0        6.6 
050811  165945  48  38.0920 N  63  33.7690 W   7.7        5.2       12.1       11.5        0.0        6.6 
050811  165947  48  38.0960 N  63  33.7670 W   7.1        5.2       12.1       11.5        0.0        6.6 
050811  165949  48  38.1000 N  63  33.7650 W   7.1        5.2       12.1       11.5        0.0        6.6 
050811  165951  48  38.1040 N  63  33.7650 W   7.5        5.2       12.1       11.5        0.0        6.6 
050811  165953  48  38.1080 N  63  33.7620 W   7.7        5.2       12.1       11.5        0.0        6.6 
050811  165955  48  38.1110 N  63  33.7590 W   7.4        5.2       12.1       11.5        0.0        6.6 
050811  165957  48  38.1150 N  63  33.7560 W   7.0        5.2       12.1       11.5        0.0        6.6 
050811  165959  48  38.1190 N  63  33.7550 W   7.4        5.2       12.1       11.5        0.0        6.6 
050811  170001  48  38.1230 N  63  33.7530 W   7.4        5.2       12.1       11.5        0.0        6.6 
050811  170003  48  38.1260 N  63  33.7490 W   7.3        5.2       12.1       11.5        0.0        6.6 
050811  170005  48  38.1290 N  63  33.7460 W   7.3        5.2       12.1       11.5        0.0        6.6 
050811  170007  48  38.1330 N  63  33.7440 W   7.6        5.2       12.1       11.5        0.0        6.6 
050811  170009  48  38.1380 N  63  33.7410 W   7.3        5.2       12.1       11.5        0.0        6.6 
050811  170011  48  38.1410 N  63  33.7380 W   7.4        5.2       12.1       11.5        0.0        6.6 
050811  170013  48  38.1440 N  63  33.7350 W   7.7        5.2       12.1       11.5        0.0        6.6 
050811  170015  48  38.1480 N  63  33.7320 W   8.0        5.2       12.1       11.5        0.0        6.6 
050811  170017  48  38.1520 N  63  33.7290 W   7.6        5.2       12.1       11.5        0.0        6.6 
050811  170019  48  38.1560 N  63  33.7250 W   7.1        5.2       12.1       11.5        0.0        6.6 
050811  170021  48  38.1590 N  63  33.7210 W   7.6        5.2       12.1       11.5        0.0        6.6 
050811  170023  48  38.1620 N  63  33.7180 W   8.2        5.2       12.1       11.5        0.0        6.6 
050811  170025  48  38.1660 N  63  33.7140 W   8.1        5.2       12.1       72.9*       0.0        6.6 
050811  170027  48  38.1700 N  63  33.7110 W   7.2        5.2       12.1       72.9        0.0        6.6 
050811  170029  48  38.1730 N  63  33.7080 W   7.0        5.2       12.1       72.9        0.0        6.6 
050811  170031  48  38.1770 N  63  33.7050 W   7.8        5.2       12.1       72.9        0.0        6.6 
050811  170033  48  38.1810 N  63  33.7030 W   8.3        5.2       12.1       72.9        0.0        6.6 
050811  170035  48  38.1860 N  63  33.7000 W   7.9        5.2       12.1       72.9        0.0        6.6 
050811  170037  48  38.1890 N  63  33.6980 W   7.0        5.2       12.1       72.9        0.0        6.6 
050811  170039  48  38.1920 N  63  33.6950 W   7.2        5.2       12.1       72.9        0.0        6.6 
050811  170042  48  38.1990 N  63  33.6920 W   8.4        5.2       12.1       72.9        0.0        6.6 
050811  170043  48  38.2010 N  63  33.6910 W   8.3        5.2       12.1       72.9        0.0        6.6 
050811  170045  48  38.2060 N  63  33.6890 W   7.6        5.2       12.1       72.9        0.0        6.6 
050811  170047  48  38.2090 N  63  33.6860 W   6.9        5.2       12.1       72.9        0.0        6.6 
050811  170049  48  38.2130 N  63  33.6850 W   7.6        5.2       12.1       72.9        0.0        6.6 
050811  170051  48  38.2170 N  63  33.6830 W   8.4        5.2       12.1       72.9        0.0        6.6 
050811  170053  48  38.2220 N  63  33.6810 W   8.0        5.2       12.1       72.9        0.0        6.6 
050811  170055  48  38.2260 N  63  33.6790 W   7.0        5.2       12.1       72.9        0.0        6.6 
050811  170057  48  38.2300 N  63  33.6780 W   6.9        5.2       12.1       72.9        0.0        6.6 
050811  170100  48  38.2350 N  63  33.6780 W   7.8        5.2       12.1       72.9        0.0        6.6 
050811  170101  48  38.2370 N  63  33.6770 W   7.7        5.2       12.1       72.9        0.0        6.6 
050811  170103  48  38.2420 N  63  33.6760 W   7.2        5.2       12.1       72.9        0.0        6.6 
050811  170106  48  38.2480 N  63  33.6740 W   6.5        5.2       12.1       72.9        0.0        6.6 
050811  170107  48  38.2490 N  63  33.6740 W   6.5        5.2       12.1       72.9        0.0        6.6 
