FileName: C:\2005NE~1\GP102.TXT
Local Time: Tue Aug 30 12:09:42 2005

Ship: Marco Michel Trip: 08 Tow: gp102
Comments: zone 12
 Date    Time     Latitude       Longitude    Speed    Primary  Secondary DoorSpread WingSpread      Depth 
050830  150944  47   8.9470 N  63   5.6560 W   5.0        2.5        2.4*       2.0*       0.0      459.2*
050830  150946  47   8.9500 N  63   5.6560 W   4.5        2.5        2.4        2.0        0.0      459.2 
050830  150948  47   8.9530 N  63   5.6560 W   4.6        2.5        2.4        2.0        0.0      459.2 
050830  150950  47   8.9550 N  63   5.6560 W   4.5        2.5        2.4        2.0        0.0      459.2 
050830  150952  47   8.9580 N  63   5.6560 W   4.4        2.5        2.4        2.0        0.0      459.2 
050830  150954  47   8.9600 N  63   5.6560 W   4.2        2.5        2.4        2.0        0.0      459.2 
050830  150956  47   8.9630 N  63   5.6560 W   4.3        2.5        2.4        2.0        0.0      459.2 
050830  150958  47   8.9650 N  63   5.6560 W   4.1        2.5        2.4        2.0        0.0      459.2 
050830  151000  47   8.9680 N  63   5.6560 W   4.2        2.5        2.4        2.0        0.0      459.2 
050830  151002  47   8.9700 N  63   5.6560 W   4.0        2.5        2.4        2.0        0.0      459.2 
050830  151004  47   8.9720 N  63   5.6560 W   4.3        2.5        2.4        1.4*       0.0      459.2 
050830  151006  47   8.9740 N  63   5.6560 W   4.0        2.5        2.4        1.4        0.0      459.2 
050830  151008  47   8.9770 N  63   5.6560 W   4.2        2.5        2.4        1.4        0.0      459.2 
050830  151010  47   8.9790 N  63   5.6560 W   4.7        2.5        2.4        3.4*       0.0      459.2 
050830  151012  47   8.9820 N  63   5.6560 W   5.2        2.5        2.4        3.4        0.0      459.2 
050830  151014  47   8.9850 N  63   5.6560 W   5.7        2.5        2.4        3.4        0.0      459.2 
050830  151016  47   8.9890 N  63   5.6560 W   6.1        2.5        2.4      107.8*       0.0      459.2 
050830  151018  47   8.9920 N  63   5.6560 W   6.6        2.5        2.4      107.8        0.0      459.2 
050830  151020  47   8.9960 N  63   5.6560 W   6.6        2.5        2.4      107.8        0.0      459.2 
050830  151022  47   9.0000 N  63   5.6560 W   6.9        2.5        2.4      107.8        0.0      459.2 
050830  151024  47   9.0040 N  63   5.6570 W   7.0        2.5        2.4      107.8        0.0      459.2 
050830  151026  47   9.0080 N  63   5.6570 W   7.5        2.5        2.4      107.8        0.0      459.2 
050830  151028  47   9.0120 N  63   5.6570 W   7.2        2.5        2.4      107.8        0.0      459.2 
050830  151030  47   9.0160 N  63   5.6570 W   7.7        2.5        2.4      107.8        0.0      459.2 
050830  151032  47   9.0200 N  63   5.6570 W   6.8        2.5        2.4      107.8        0.0      459.2 
050830  151034  47   9.0250 N  63   5.6570 W   8.2        2.5        2.4      107.8        0.0      459.2 
050830  151036  47   9.0290 N  63   5.6560 W   7.4        2.5        2.4        3.8*       0.0      459.2 
050830  151038  47   9.0330 N  63   5.6560 W   8.1        2.5        2.4        3.8        0.0      459.2 
050830  151040  47   9.0380 N  63   5.6560 W   7.3        2.5        2.4        3.8        0.0      459.2 
050830  151042  47   9.0420 N  63   5.6560 W   7.6        2.5        2.4        4.9*       0.0      459.2 
050830  151044  47   9.0460 N  63   5.6550 W   7.6        2.5        2.4        4.9        0.0      459.2 
050830  151046  47   9.0510 N  63   5.6550 W   7.9        2.5        2.4        5.8*       0.0      459.2 
050830  151048  47   9.0550 N  63   5.6540 W   7.7        2.5        2.4        5.8        0.0      459.2 
