FileName: C:\2005NE~1\GP058.TXT
Local Time: Sun Aug 28 06:47:48 2005

Ship: Marco Michel Trip: 08 Tow: gp058
Comments: zone 12
 Date    Time     Latitude       Longitude    Speed    Primary  Secondary DoorSpread WingSpread      Depth 
050828  094749  47  34.5070 N  64  22.1820 W   5.8        8.6*       2.6*      52.1*       0.0      422.3*
050828  094751  47  34.5100 N  64  22.1840 W   5.1        8.6        2.6       52.1        0.0      422.3 
050828  094753  47  34.5120 N  64  22.1850 W   5.2        8.6        2.6       52.1        0.0      422.3 
050828  094755  47  34.5150 N  64  22.1860 W   4.4        8.6        2.6       52.1        0.0      422.3 
050828  094757  47  34.5180 N  64  22.1870 W   4.4        8.6        2.6       52.1        0.0      422.3 
050828  094759  47  34.5200 N  64  22.1880 W   3.9        8.6        2.6       52.1        0.0      422.3 
050828  094801  47  34.5220 N  64  22.1880 W   3.7        8.6        2.6       52.1        0.0      422.3 
050828  094803  47  34.5240 N  64  22.1890 W   3.5        8.6        2.6       52.1        0.0      422.3 
050828  094805  47  34.5260 N  64  22.1900 W   3.4        8.6        2.6       52.1        0.0      422.3 
050828  094807  47  34.5280 N  64  22.1900 W   3.2        8.6        2.6       52.1        0.0      422.3 
050828  094809  47  34.5300 N  64  22.1910 W   3.2        8.6        2.6       52.1        0.0      422.3 
050828  094811  47  34.5320 N  64  22.1910 W   2.8        8.6        2.6       52.1        0.0       15.0*
050828  094813  47  34.5330 N  64  22.1920 W   2.8        2.4*       2.6       52.1        0.0       15.0 
050828  094815  47  34.5350 N  64  22.1920 W   2.7        2.4        2.6       52.1        0.0       15.0 
050828  094817  47  34.5360 N  64  22.1920 W   2.7        2.4        2.6       52.1        0.0       15.0 
050828  094819  47  34.5380 N  64  22.1930 W   3.0        2.4        2.7*      52.1        0.0       15.0 
050828  094821  47  34.5400 N  64  22.1930 W   2.8        2.4        2.7       52.1        0.0       15.0 
050828  094823  47  34.5410 N  64  22.1940 W   3.9        2.4        2.7       52.1        0.0       15.0 
050828  094825  47  34.5430 N  64  22.1950 W   4.1        2.4        2.7       52.1        0.0       15.0 
050828  094827  47  34.5460 N  64  22.1960 W   4.7        2.4        2.7       52.1        0.0       15.0 
050828  094829  47  34.5480 N  64  22.1970 W   5.0        2.4        2.7       52.1        0.0       15.0 
050828  094831  47  34.5510 N  64  22.1980 W   5.8        2.4        2.7       52.1        0.0       15.0 
050828  094833  47  34.5550 N  64  22.2000 W   5.8        2.4        2.7       52.1        0.0       15.0 
050828  094836  47  34.5590 N  64  22.2020 W   6.1        2.4        2.7       52.1        0.0       15.0 
050828  094837  47  34.5610 N  64  22.2030 W   6.2        2.4        2.7       52.1        0.0       15.0 
050828  094839  47  34.5650 N  64  22.2050 W   6.6        2.4        2.7       52.1        0.0       15.0 
050828  094841  47  34.5680 N  64  22.2060 W   6.6        2.4        2.7       52.1        0.0       15.0 
050828  094843  47  34.5720 N  64  22.2080 W   6.7        2.4        2.7       52.1        0.0        6.6*
050828  094845  47  34.5750 N  64  22.2100 W   6.8        2.4        2.7       52.1        0.0        6.6 
050828  094847  47  34.5790 N  64  22.2110 W   7.0        2.4        2.7       52.1        0.0        6.6 
050828  094849  47  34.5830 N  64  22.2130 W   6.8        2.4        2.7       52.1        0.0        6.6 
050828  094851  47  34.5870 N  64  22.2150 W   6.8        2.4        2.7       52.1        0.0        6.6 
050828  094853  47  34.5900 N  64  22.2160 W   6.9        2.4        2.7       52.1        0.0        6.6 
050828  094855  47  34.5940 N  64  22.2170 W   6.8        2.4        2.7       52.1        0.0        6.6 
050828  094857  47  34.5970 N  64  22.2190 W   7.0        2.4        2.7       52.1        0.0        6.6 
050828  094859  47  34.6010 N  64  22.2200 W   6.5        2.4        2.7       52.1        0.0        6.6 
050828  094901  47  34.6050 N  64  22.2220 W   6.8        2.4        2.7       52.1        0.0        6.6 
050828  094903  47  34.6080 N  64  22.2240 W   6.8        2.4        2.7       52.1        0.0        6.6 
050828  094905  47  34.6120 N  64  22.2250 W   6.7        2.4        2.7       52.1        0.0        6.6 
050828  094907  47  34.6160 N  64  22.2270 W   6.7        2.4        2.7       52.1        0.0        6.6 
050828  094909  47  34.6200 N  64  22.2280 W   6.6        2.4        2.7       52.1        0.0       13.2*
050828  094912  47  34.6250 N  64  22.2310 W   6.9        2.4        2.7       52.1        0.0       13.2 
050828  094913  47  34.6270 N  64  22.2310 W   6.8        2.4        2.7       52.1        0.0       13.2 
050828  094915  47  34.6300 N  64  22.2330 W   6.5        2.4        2.7       52.1        0.0       13.2 
