FileName: C:\2005NE~1\GP033.TXT
Local Time: Wed Aug 10 17:19:04 2005

Ship: Marco Michel Trip: 07 Tow: gp033
Comments: zone 12
 Date    Time     Latitude       Longitude    Speed    Primary  Secondary DoorSpread WingSpread      Depth 
050810  201905  48  35.6800 N  64  12.1790 W   3.4        2.3*      11.8*       2.8*       0.0       12.3*
050810  201907  48  35.6780 N  64  12.1790 W   3.4        2.3       11.8        2.8        0.0       12.3 
050810  201909  48  35.6760 N  64  12.1790 W   3.0        2.3       11.8        2.8        0.0       12.3 
050810  201911  48  35.6750 N  64  12.1800 W   3.4        2.3       11.8        2.3*       0.0       12.3 
050810  201914  48  35.6720 N  64  12.1800 W   2.8        2.3       11.8        2.3        0.0       12.3 
050810  201915  48  35.6710 N  64  12.1800 W   3.2        2.3       11.8        2.3        0.0       12.3 
050810  201917  48  35.6690 N  64  12.1800 W   2.7        2.3       11.8        3.0*       0.0       12.3 
050810  201919  48  35.6680 N  64  12.1800 W   2.8        2.3        9.0*       3.0        0.0       12.3 
050810  201922  48  35.6650 N  64  12.1810 W   2.5        2.3        9.0        3.0        0.0       12.3 
050810  201923  48  35.6650 N  64  12.1810 W   2.6        2.3        9.0        2.7*       0.0       12.3 
050810  201925  48  35.6630 N  64  12.1810 W   2.7        2.3        9.0        2.7        0.0       12.3 
050810  201927  48  35.6620 N  64  12.1810 W   2.6        2.3        9.0        2.5*       0.0       17.2*
050810  201929  48  35.6610 N  64  12.1820 W   2.7        2.3        9.0        2.5        0.0       17.2 
050810  201931  48  35.6590 N  64  12.1820 W   2.4        2.3        9.3*       2.5        0.0       17.2 
050810  201933  48  35.6570 N  64  12.1820 W   2.7        2.3        9.3        3.5*       0.0       17.2 
050810  201935  48  35.6550 N  64  12.1820 W   3.1        2.3        9.3        3.5        0.0       17.2 
050810  201937  48  35.6540 N  64  12.1830 W   3.6        2.3        9.3        3.5        0.0       17.2 
050810  201939  48  35.6510 N  64  12.1830 W   4.3        2.3        9.3        3.4*       0.0       17.2 
050810  201941  48  35.6490 N  64  12.1830 W   5.1        2.3        9.3        3.4        0.0       17.2 
050810  201944  48  35.6440 N  64  12.1850 W   5.7        2.3        9.3        3.4        0.0       17.2 
050810  201945  48  35.6430 N  64  12.1850 W   6.2        2.3        9.3        3.4        0.0       17.2 
050810  201947  48  35.6390 N  64  12.1860 W   6.5        2.3        9.3        3.4        0.0       17.2 
050810  201949  48  35.6350 N  64  12.1870 W   6.9        2.3        9.3        3.4        0.0       17.2 
050810  201951  48  35.6310 N  64  12.1880 W   7.3        2.3        9.3        3.4        0.0       17.2 
050810  201953  48  35.6270 N  64  12.1890 W   7.1        2.3        9.3        3.4        0.0       17.2 
050810  201955  48  35.6240 N  64  12.1910 W   7.7        2.3        9.3        3.4        0.0       17.2 
050810  201957  48  35.6200 N  64  12.1930 W   7.4        2.3        9.3        3.4        0.0       17.2 
050810  201959  48  35.6150 N  64  12.1950 W   7.8        2.3        9.3        3.4        0.0       17.2 
050810  202001  48  35.6110 N  64  12.1970 W   7.5        2.3        9.3        3.4        0.0       17.2 
050810  202003  48  35.6070 N  64  12.1990 W   8.0        2.3        9.3        3.4        0.0       17.2 
050810  202005  48  35.6030 N  64  12.2020 W   7.8        2.3        9.3        3.4        0.0       17.2 
050810  202007  48  35.5990 N  64  12.2040 W   7.9        2.3        9.3        3.4        0.0       17.2 
050810  202009  48  35.5950 N  64  12.2070 W   8.0        2.3        9.3        3.4        0.0       17.2 
050810  202011  48  35.5910 N  64  12.2100 W   7.7        2.3        9.3        3.4        0.0       17.2 
050810  202014  48  35.5850 N  64  12.2150 W   7.9        2.3        9.3        3.4        0.0       17.2 
050810  202016  48  35.5810 N  64  12.2190 W   8.0        2.3        9.3        3.4        0.0       17.2 
050810  202017  48  35.5790 N  64  12.2200 W   8.1        2.3        9.3        3.4        0.0       17.2 
050810  202019  48  35.5760 N  64  12.2230 W   7.8        2.3        9.3        3.4        0.0       17.2 
050810  202021  48  35.5720 N  64  12.2270 W   8.2        2.3        9.3        3.4        0.0       17.2 
050810  202023  48  35.5680 N  64  12.2310 W   7.8        2.3        9.3        3.4        0.0       17.2 
050810  202026  48  35.5620 N  64  12.2360 W   8.1        2.3        9.3        3.4        0.0       17.2 
050810  202027  48  35.5610 N  64  12.2380 W   7.9        2.3        9.3        3.4        0.0       17.2 
050810  202029  48  35.5570 N  64  12.2420 W   8.0        2.3        9.3        3.4        0.0       17.2 
050810  202031  48  35.5540 N  64  12.2460 W   8.0        2.3        9.3        3.4        0.0       17.2 
050810  202033  48  35.5500 N  64  12.2510 W   7.9        3.7*       9.3        3.4        0.0       17.2 
050810  202036  48  35.5450 N  64  12.2570 W   8.0        3.7        9.3        3.4        0.0       17.2 
050810  202037  48  35.5440 N  64  12.2590 W   7.8        3.7        9.3        3.4        0.0       17.2 
050810  202039  48  35.5410 N  64  12.2640 W   7.8        3.7        2.1*       3.4        0.0       17.2 
050810  202041  48  35.5380 N  64  12.2690 W   7.3        3.7        2.1        3.4        0.0       17.2 
050810  202044  48  35.5330 N  64  12.2750 W   7.1        3.7        2.1        3.4        0.0       17.2 
050810  202045  48  35.5320 N  64  12.2760 W   6.8        3.7        2.1        3.4        0.0       17.2 
050810  202047  48  35.5280 N  64  12.2800 W   6.3        3.1*       2.1        5.8*       0.0       29.0*
050810  202049  48  35.5260 N  64  12.2830 W   6.7        3.1        2.1        5.8        0.0       29.0 
050810  202051  48  35.5230 N  64  12.2860 W   6.0        3.1        2.1        7.1*       0.0       18.0*
050810  202053  48  35.5200 N  64  12.2900 W   6.5        3.1        2.1        7.1        0.0       18.0 
050810  202055  48  35.5170 N  64  12.2920 W   5.9        3.1        2.1        7.1        0.0       18.0 
050810  202057  48  35.5150 N  64  12.2960 W   6.4        3.1        2.1        6.1*       0.0       22.0*
050810  202059  48  35.5120 N  64  12.2990 W   5.8        3.1        2.1        6.1        0.0       22.0 
050810  202101  48  35.5100 N  64  12.3020 W   6.1        3.1        2.1        6.1        0.0       28.6*
050810  202103  48  35.5070 N  64  12.3050 W   6.0        3.1        2.1        9.1*       0.0       28.6 
050810  202105  48  35.5040 N  64  12.3080 W   6.1        3.1        2.1        9.1        0.0       28.6 
050810  202107  48  35.5020 N  64  12.3110 W   6.0        3.1        2.1        5.6*       0.0       16.7*
050810  202109  48  35.4990 N  64  12.3140 W   6.1        3.1        2.1        5.6        0.0       16.7 
050810  202111  48  35.4960 N  64  12.3170 W   6.0        3.1        2.1        5.6        0.0       16.7 
050810  202114  48  35.4920 N  64  12.3220 W   6.3        3.1        2.1        7.0*       0.0       26.4*
050810  202115  48  35.4910 N  64  12.3240 W   6.1        3.1        2.1        7.0        0.0       26.4 
050810  202118  48  35.4870 N  64  12.3290 W   6.3        3.1        2.1        5.7*       0.0       23.3*
050810  202119  48  35.4850 N  64  12.3300 W   6.3        3.1        2.1        5.7        0.0       23.3 
050810  202121  48  35.4830 N  64  12.3330 W   5.8        3.1        2.1        5.7        0.0       23.3 
050810  202123  48  35.4800 N  64  12.3360 W   6.2        3.1        2.1        7.0*       0.0       23.3*
050810  202125  48  35.4770 N  64  12.3400 W   6.0        3.1        2.1        7.0        0.0       23.3 
050810  202128  48  35.4740 N  64  12.3440 W   6.4        3.1        2.1        7.0        0.0       27.7*
050810  202129  48  35.4720 N  64  12.3460 W   6.2        3.1        2.1        7.2*       0.0       27.7 
050810  202131  48  35.4700 N  64  12.3490 W   5.7        3.1        2.1        7.2        0.0       27.7 
050810  202133  48  35.4670 N  64  12.3530 W   6.4        3.1        2.1        6.5*       0.0       20.7*
050810  202135  48  35.4640 N  64  12.3550 W   5.5        3.1        2.1        6.5        0.0       20.7 
050810  202138  48  35.4600 N  64  12.3610 W   5.9        3.1        2.1        6.5        0.0       20.7 
050810  202139  48  35.4590 N  64  12.3620 W   5.5        3.1        2.1        6.8*       0.0       20.2*
050810  202142  48  35.4550 N  64  12.3670 W   6.0        3.1        2.1        6.8        0.0       20.2 
050810  202144  48  35.4530 N  64  12.3700 W   5.9        3.1        2.1        6.8        0.0       21.1*
050810  202145  48  35.4510 N  64  12.3710 W   5.8        3.1        2.1        6.0*       0.0       21.1 
050810  202147  48  35.4490 N  64  12.3740 W   4.7        3.1        2.1        6.0        0.0       21.1 
050810  202149  48  35.4470 N  64  12.3770 W   4.7        3.1        2.1        6.1*       0.0       31.2*
050810  202152  48  35.4440 N  64  12.3800 W   3.8        3.1        2.1        6.1        0.0       31.2 
050810  202154  48  35.4420 N  64  12.3820 W   3.6        3.1        2.1        6.1        0.0       20.7*
050810  202156  48  35.4410 N  64  12.3830 W   3.3        3.1        2.1        7.1*       0.0       20.7 
050810  202158  48  35.4390 N  64  12.3840 W   3.2        3.1        2.1        7.1        0.0       20.7 
050810  202200  48  35.4380 N  64  12.3850 W   2.8        3.1       11.2*       8.3*       0.0       23.8*
050810  202202  48  35.4370 N  64  12.3870 W   3.0        3.1       11.2        8.3        0.0       23.8 
050810  202204  48  35.4350 N  64  12.3880 W   2.4        3.1       11.2        8.3        0.0       23.8 
050810  202206  48  35.4340 N  64  12.3890 W   2.8        3.1       11.2        3.7*       0.0       36.9*
050810  202208  48  35.4330 N  64  12.3910 W   2.1        3.1       11.2        3.7        0.0       36.9 
050810  202210  48  35.4320 N  64  12.3920 W   2.5        3.1       11.2        3.7        0.0       11.9*
050810  202212  48  35.4310 N  64  12.3930 W   2.1        3.1       11.5*       5.9*       0.0       11.9 
050810  202214  48  35.4300 N  64  12.3940 W   2.4        3.1       11.5        5.9        0.0       11.9 
050810  202216  48  35.4290 N  64  12.3950 W   2.1        3.1       11.5        7.1*       0.0       38.7*
050810  202218  48  35.4280 N  64  12.3960 W   2.2        3.1       11.5        7.1        0.0       38.7 
050810  202220  48  35.4270 N  64  12.3970 W   2.0        3.1       11.5        7.1        0.0       38.7 
050810  202222  48  35.4260 N  64  12.3980 W   2.1        3.1       11.5        3.7*       0.0       14.1*
050810  202224  48  35.4260 N  64  12.4000 W   2.1        3.1       11.5        3.7        0.0       14.1 
050810  202226  48  35.4250 N  64  12.4010 W   2.0        3.1       11.5        3.7        0.0       30.4*
050810  202228  48  35.4240 N  64  12.4020 W   2.3        3.1       11.5        7.7*       0.0       30.4 
050810  202230  48  35.4230 N  64  12.4030 W   1.9        3.1       11.5        7.7        0.0       30.4 
050810  202232  48  35.4220 N  64  12.4040 W   2.2        3.1       11.5        2.7*       0.0       32.6*
050810  202234  48  35.4210 N  64  12.4050 W   1.8        3.1       11.5        2.7        0.0       32.6 
050810  202236  48  35.4200 N  64  12.4060 W   2.3        3.1       11.4*       2.7        0.0       32.6 
050810  202238  48  35.4190 N  64  12.4080 W   1.8        3.1       11.4        5.3*       0.0       34.8*
050810  202240  48  35.4180 N  64  12.4090 W   2.4        3.1       11.4        5.3        0.0       34.8 
050810  202242  48  35.4170 N  64  12.4100 W   1.7        3.1        2.3*       4.4*       0.0       36.5*
050810  202244  48  35.4170 N  64  12.4100 W   2.4        3.1        2.3        4.4        0.0       36.5 
050810  202246  48  35.4150 N  64  12.4110 W   1.8        3.1        2.3        4.4        0.0       36.5 
050810  202248  48  35.4150 N  64  12.4120 W   2.2        3.1        2.3        5.0*       0.0       46.6*
050810  202250  48  35.4140 N  64  12.4140 W   2.0       12.5*       2.3        5.0        0.0       46.6 
050810  202252  48  35.4130 N  64  12.4140 W   2.1       12.5        2.3        5.0        0.0       46.6 
050810  202254  48  35.4120 N  64  12.4160 W   2.1       12.5        2.3        6.9*       0.0       32.6*
050810  202256  48  35.4110 N  64  12.4160 W   2.0       12.5        3.6*       6.9        0.0       32.6 
