FileName: C:\2005NE~1\GP233.TXT
Local Time: Mon Sep 19 18:36:31 2005

Ship: Marco Michel Trip: 09 Tow: gp233
Comments: zone 12
 Date    Time     Latitude       Longitude    Speed    Primary  Secondary DoorSpread WingSpread      Depth 
050919  213632  46  21.5040 N  61  41.0330 W   3.4        2.3*      10.3*       0.0        1.3*     241.5*
050919  213634  46  21.5020 N  61  41.0350 W   4.1        2.3       10.3        0.0        1.3      241.5 
050919  213636  46  21.5000 N  61  41.0370 W   4.6        2.3       10.3        0.0        1.3      241.5 
050919  213638  46  21.4980 N  61  41.0400 W   5.2        2.3       10.3        0.0        1.3      241.5 
050919  213640  46  21.4950 N  61  41.0420 W   5.8        2.3       10.3        0.0        1.3      241.5 
050919  213642  46  21.4930 N  61  41.0460 W   6.3        2.3       10.3        0.0        1.3      241.5 
050919  213644  46  21.4900 N  61  41.0500 W   6.6        2.3       10.3        0.0        1.3      241.5 
050919  213646  46  21.4870 N  61  41.0530 W   6.9        2.3       10.3        0.0        1.3      241.5 
050919  213648  46  21.4830 N  61  41.0570 W   7.1        2.3       10.3        0.0        1.3      241.5 
050919  213650  46  21.4800 N  61  41.0610 W   7.6        2.3       10.3        0.0        1.3      241.5 
050919  213652  46  21.4770 N  61  41.0650 W   7.7        2.3       10.3        0.0        1.3      241.5 
050919  213654  46  21.4740 N  61  41.0690 W   7.6        2.3       10.3        0.0        1.3      241.5 
050919  213656  46  21.4700 N  61  41.0730 W   7.5        2.3       10.3        0.0        1.3      241.5 
050919  213658  46  21.4670 N  61  41.0770 W   7.6        2.3       10.3        0.0        1.3      241.5 
050919  213700  46  21.4650 N  61  41.0810 W   8.0        2.3       10.3        0.0        1.3      241.5 
050919  213702  46  21.4610 N  61  41.0850 W   8.1        2.3       10.3        0.0        1.3      241.5 
050919  213704  46  21.4580 N  61  41.0900 W   7.9        2.3       10.3        0.0        1.3      241.5 
050919  213706  46  21.4550 N  61  41.0940 W   7.7        2.3       10.3        0.0        1.3      241.5 
050919  213708  46  21.4520 N  61  41.0980 W   7.6        2.3       10.3        0.0        1.3      241.5 
050919  213710  46  21.4480 N  61  41.1010 W   7.9        2.3       10.3        0.0        1.3      241.5 
050919  213712  46  21.4440 N  61  41.1050 W   8.0        2.3       10.3        0.0        1.3      241.5 
050919  213714  46  21.4400 N  61  41.1080 W   8.0        2.3       10.3        0.0        1.3      241.5 
050919  213716  46  21.4360 N  61  41.1120 W   7.7        2.3       10.3        0.0        1.3      241.5 
