FileName: C:\2005NE~1\GP210.TXT
Local Time: Sat Jul 30 15:58:41 2005

Ship: Marco Michel Trip: 06 Tow: gp210
Comments: zone 12
 Date    Time     Latitude       Longitude    Speed    Primary  Secondary DoorSpread WingSpread      Depth 
050730  185843  47  34.0710 N  62  19.2390 W   3.7       11.2       11.6*      38.3*       0.0      107.3*
050730  185845  47  34.0690 N  62  19.2370 W   3.2       11.2       11.6       38.3        0.0      107.3 
050730  185847  47  34.0680 N  62  19.2370 W   2.7       11.2       11.6       38.3        0.0      107.3 
050730  185849  47  34.0660 N  62  19.2370 W   2.6       11.2       11.6       38.3        0.0      107.3 
050730  185851  47  34.0650 N  62  19.2360 W   2.9       11.2       11.6        0.1*       0.0      107.3 
050730  185853  47  34.0630 N  62  19.2350 W   2.2       11.2       11.6        0.1        0.0      107.3 
050730  185855  47  34.0620 N  62  19.2350 W   2.9       11.2       11.6        0.1        0.0      107.3 
050730  185857  47  34.0600 N  62  19.2350 W   2.6       11.2       11.6        5.3*       0.0      107.3 
050730  185859  47  34.0580 N  62  19.2340 W   4.2       11.2       11.6        5.3        0.0      107.3 
050730  185901  47  34.0560 N  62  19.2330 W   4.0       11.2       11.6        5.3        0.0      107.3 
050730  185903  47  34.0530 N  62  19.2320 W   4.9       11.2       11.6        5.3        0.0      107.3 
050730  185905  47  34.0500 N  62  19.2310 W   5.2       11.2       11.6        5.3        0.0      107.3 
050730  185907  47  34.0470 N  62  19.2310 W   6.1       11.2       11.6        5.3        0.0      107.3 
050730  185909  47  34.0430 N  62  19.2300 W   6.2       11.2       11.6        5.3        0.0      107.3 
050730  185911  47  34.0400 N  62  19.2290 W   6.1       11.2       11.6        5.3        0.0      107.3 
050730  185913  47  34.0370 N  62  19.2290 W   6.2       11.2       11.6        5.3        0.0      107.3 
050730  185915  47  34.0330 N  62  19.2290 W   6.7       11.2       11.6        5.3        0.0      107.3 
050730  185917  47  34.0290 N  62  19.2280 W   7.6       11.2       11.6        5.3        0.0      107.3 
050730  185919  47  34.0240 N  62  19.2270 W   7.4       11.2       11.6        5.3        0.0      107.3 
050730  185921  47  34.0200 N  62  19.2260 W   6.7       11.2       11.6        5.3        0.0      107.3 
050730  185923  47  34.0170 N  62  19.2270 W   6.8       11.2       11.6        5.3        0.0      107.3 
050730  185925  47  34.0130 N  62  19.2270 W   7.6       11.2       11.6        5.3        0.0      107.3 
050730  185927  47  34.0090 N  62  19.2260 W   8.3       11.2       11.6        5.3        0.0      107.3 
050730  185929  47  34.0040 N  62  19.2250 W   6.9       11.2       11.6        5.3        0.0      107.3 
050730  185931  47  34.0000 N  62  19.2260 W   6.4       11.2       11.6        5.3        0.0      107.3 
050730  185933  47  33.9970 N  62  19.2270 W   7.1       11.2       11.6        5.3        0.0      107.3 
050730  185935  47  33.9920 N  62  19.2270 W   8.2       11.2       11.6        5.3        0.0      107.3 
050730  185937  47  33.9880 N  62  19.2260 W   7.3       11.2       11.6        5.3        0.0      107.3 
050730  185939  47  33.9840 N  62  19.2280 W   6.5       11.2       11.6       22.1*       0.0      107.3 
