FileName: C:\2005NE~1\GP202.TXT
Local Time: Sat Jul 23 19:45:10 2005

Ship: Marco Michel Trip: 05 Tow: gp202
Comments: zone 12
 Date    Time     Latitude       Longitude    Speed    Primary  Secondary DoorSpread WingSpread      Depth 
050723  224511  47  48.0130 N  62  49.1060 W   4.3        5.4       11.4*       4.2*       0.0      681.4*
050723  224513  47  48.0150 N  62  49.1080 W   4.2        5.4       11.4        2.6*       0.0      681.4 
050723  224515  47  48.0170 N  62  49.1100 W   3.8        5.4       11.4        2.6        0.0      681.4 
050723  224517  47  48.0180 N  62  49.1120 W   3.6        5.4       11.4        2.6        0.0      681.4 
050723  224519  47  48.0190 N  62  49.1140 W   3.5        5.4       11.4        2.6        0.0      681.4 
050723  224521  47  48.0210 N  62  49.1160 W   2.9        5.4       11.4        2.6        0.0      681.4 
050723  224523  47  48.0220 N  62  49.1180 W   3.4        5.4       11.4        2.6*       0.0      681.4 
050723  224525  47  48.0230 N  62  49.1200 W   2.5        5.4       12.8*       2.6        0.0      681.4 
050723  224527  47  48.0250 N  62  49.1210 W   3.1        5.4       12.8        2.6        0.0      681.4 
050723  224529  47  48.0260 N  62  49.1230 W   2.5        5.4       12.8       14.6*       0.0        2.2*
050723  224531  47  48.0270 N  62  49.1250 W   2.6        5.4       12.8       14.6        0.0        2.2 
050723  224533  47  48.0280 N  62  49.1260 W   3.7        5.4       12.8       14.6        0.0        2.2 
050723  224535  47  48.0290 N  62  49.1280 W   3.7        5.4       12.8       14.6        0.0        2.2 
050723  224537  47  48.0310 N  62  49.1310 W   5.1        5.4       12.8       14.6        0.0        2.2 
050723  224539  47  48.0330 N  62  49.1340 W   5.2        5.4       12.8       14.6        0.0        2.2 
050723  224541  47  48.0360 N  62  49.1370 W   5.8        5.4       12.8       14.6        0.0        2.2 
050723  224543  47  48.0380 N  62  49.1400 W   6.5        5.4       12.8       14.6        0.0        2.2 
050723  224545  47  48.0410 N  62  49.1440 W   6.3        5.4       12.8       14.6        0.0        2.2 
050723  224547  47  48.0440 N  62  49.1470 W   6.9        5.4       12.8       14.6        0.0        2.2 
050723  224549  47  48.0470 N  62  49.1510 W   7.1        5.4       12.8       14.6        0.0        2.2 
050723  224551  47  48.0500 N  62  49.1550 W   7.2        5.4       12.8       14.6        0.0        2.2 
050723  224553  47  48.0540 N  62  49.1590 W   7.4        5.4       12.8       14.6        0.0        2.2 
050723  224555  47  48.0570 N  62  49.1620 W   7.7        5.4       12.8       14.6        0.0        2.2 
050723  224557  47  48.0610 N  62  49.1650 W   7.7        5.4       12.8       14.6        0.0        2.2 
050723  224559  47  48.0640 N  62  49.1690 W   7.5        5.4       12.8       14.6        0.0        2.2 
050723  224601  47  48.0680 N  62  49.1730 W   7.7        5.4       12.8       14.6        0.0        2.2 
050723  224603  47  48.0710 N  62  49.1760 W   7.6        5.4       12.8       14.6        0.0        2.2 
050723  224605  47  48.0750 N  62  49.1800 W   7.5        5.4       12.8       14.6        0.0        2.2 
050723  224607  47  48.0780 N  62  49.1840 W   7.8        5.4       12.8       14.6        0.0        2.2 
050723  224609  47  48.0820 N  62  49.1870 W   7.6        5.4       12.8       14.6        0.0        2.2 
050723  224611  47  48.0850 N  62  49.1910 W   7.5        5.4       12.8       14.6        0.0        2.2 
050723  224613  47  48.0890 N  62  49.1940 W   8.0        5.4       12.8       14.6        0.0        2.2 
050723  224615  47  48.0920 N  62  49.1980 W   7.8        5.4       12.8       14.6        0.0      655.9*
050723  224617  47  48.0950 N  62  49.2020 W   7.6        5.4       12.8       14.6        0.0      655.9 
050723  224619  47  48.0990 N  62  49.2060 W   7.6        5.4       12.8       14.6        0.0      655.9 
050723  224621  47  48.1020 N  62  49.2100 W   7.0        5.4       12.8       14.6        0.0      655.9 
050723  224623  47  48.1050 N  62  49.2140 W   7.0        5.4       12.8       14.6        0.0      655.9 
050723  224625  47  48.1080 N  62  49.2170 W   7.4        5.4       12.8       14.6        0.0      655.9 
050723  224627  47  48.1110 N  62  49.2210 W   7.7        2.3*      12.8       14.6        0.0      655.9 
050723  224629  47  48.1140 N  62  49.2250 W   7.2        2.3       12.8       14.6        0.0      655.9 
050723  224631  47  48.1180 N  62  49.2280 W   7.1        2.3       12.8       14.6        0.0      655.9 
050723  224633  47  48.1210 N  62  49.2320 W   7.3        2.3       12.8       14.6        0.0      655.9 
050723  224635  47  48.1240 N  62  49.2360 W   7.4        2.3       12.8       14.6        0.0      655.9 
050723  224637  47  48.1270 N  62  49.2400 W   7.2        2.3       12.8       14.6        0.0      655.9 
050723  224639  47  48.1300 N  62  49.2430 W   7.3        2.3       12.8       14.6        0.0      655.9 
050723  224641  47  48.1340 N  62  49.2470 W   7.3        2.3       12.8       14.6        0.0      655.9 
050723  224643  47  48.1370 N  62  49.2500 W   7.6        2.3       12.8       14.6        0.0      655.9 
050723  224645  47  48.1400 N  62  49.2540 W   7.2        2.3        2.3*      14.6        0.0      655.9 
050723  224647  47  48.1440 N  62  49.2570 W   7.0        2.3        2.3       14.6        0.0      655.9 
050723  224649  47  48.1470 N  62  49.2600 W   7.6        2.3        2.3       14.6        0.0      655.9 
050723  224651  47  48.1510 N  62  49.2630 W   7.3        2.3        2.3       14.6        0.0      655.9 
050723  224653  47  48.1540 N  62  49.2670 W   6.7        2.3        2.3       14.6        0.0      655.9 
050723  224655  47  48.1570 N  62  49.2700 W   7.4        2.3        2.3       14.6        0.0      655.9 
050723  224657  47  48.1600 N  62  49.2730 W   7.5        2.3        2.3       14.6        0.0      655.9 
050723  224659  47  48.1630 N  62  49.2760 W   6.7        2.3        2.3       14.6        0.0      655.9 
050723  224701  47  48.1670 N  62  49.2800 W   7.1        2.3        2.3       14.6        0.0      655.9 
050723  224703  47  48.1700 N  62  49.2830 W   7.4        2.3        2.3       14.6        0.0      655.9 
050723  224705  47  48.1730 N  62  49.2860 W   7.0        2.3        2.3       14.6        0.0      655.9 
050723  224707  47  48.1770 N  62  49.2890 W   7.1        2.3        2.3       14.6        0.0      655.9 
050723  224709  47  48.1810 N  62  49.2920 W   6.8        2.3        2.3       14.6        0.0      655.9 
050723  224711  47  48.1840 N  62  49.2950 W   6.9        2.3        2.3       14.6        0.0      655.9 
050723  224713  47  48.1870 N  62  49.2980 W   6.8        2.3        2.3       14.6        0.0      655.9 
050723  224715  47  48.1900 N  62  49.3010 W   7.2        2.3        2.3       14.6        0.0      655.9 
050723  224717  47  48.1940 N  62  49.3040 W   7.1        2.3        2.3       14.6        0.0      655.9 
050723  224719  47  48.1970 N  62  49.3070 W   7.4        2.3        2.3       14.6        0.0      655.9 
050723  224721  47  48.2000 N  62  49.3100 W   7.3        2.3        2.3       14.6        0.0      655.9 
050723  224723  47  48.2040 N  62  49.3130 W   7.0        2.3        2.3        6.0*       0.0      655.9 
050723  224725  47  48.2070 N  62  49.3160 W   6.5        2.3        2.3        6.0        0.0      655.9 
050723  224727  47  48.2100 N  62  49.3190 W   7.2        2.3        2.3        6.0        0.0      655.9 
050723  224729  47  48.2140 N  62  49.3220 W   7.2        2.3        2.3        6.0        0.0      655.9 
050723  224731  47  48.2170 N  62  49.3250 W   6.9        2.3        2.3        6.0        0.0      655.9 
