FileName: C:\2005NE~1\GP342.TXT
Local Time: Tue Sep 20 09:59:11 2005

Ship: Marco Michel Trip: 09 Tow: gp342
Comments: zone 12
 Date    Time     Latitude       Longitude    Speed    Primary  Secondary DoorSpread WingSpread      Depth 
050920  125913  46  22.0980 N  61  32.1960 W   2.7        2.3*      13.5*       0.0        3.7*      26.8*
050920  125915  46  22.0990 N  61  32.1960 W   3.2        2.3       13.5        0.0        3.7       26.8 
050920  125917  46  22.1020 N  61  32.1960 W   3.8        2.3       13.5        0.0        3.6*      26.8 
050920  125919  46  22.1040 N  61  32.1970 W   4.3        2.3       13.5        0.0        3.6       26.8 
050920  125921  46  22.1070 N  61  32.1970 W   4.8        2.3       13.5        0.0        3.6       26.8 
050920  125923  46  22.1100 N  61  32.1980 W   4.8        2.3       13.5        0.0        3.6       26.8 
050920  125925  46  22.1120 N  61  32.1980 W   5.7        2.3       13.5        0.0        3.6       26.8 
050920  125927  46  22.1160 N  61  32.1990 W   5.8        2.3       13.5        0.0        3.6       26.8 
050920  125929  46  22.1190 N  61  32.1990 W   5.8        2.3       13.5        0.0        3.6       26.8 
050920  125931  46  22.1230 N  61  32.2000 W   6.1        2.3       13.5        0.0        3.6       26.8 
050920  125933  46  22.1260 N  61  32.2000 W   6.4        2.3       13.5        0.0        3.6       26.8 
050920  125936  46  22.1320 N  61  32.2010 W   6.5        2.3       13.5        0.0        3.6       26.8 
050920  125937  46  22.1330 N  61  32.2010 W   6.0        2.3       13.5        0.0        3.6       26.8 
050920  125939  46  22.1370 N  61  32.2010 W   7.0        2.3       13.5        0.0        3.6       26.8 
050920  125942  46  22.1430 N  61  32.2020 W   6.9        2.3       13.5        0.0        3.6       26.8 
050920  125943  46  22.1450 N  61  32.2020 W   6.8        2.3       13.5        0.0        3.6       26.8 
050920  125945  46  22.1480 N  61  32.2020 W   6.4        2.3       13.5        0.0        3.6       26.8 
050920  125948  46  22.1540 N  61  32.2020 W   6.4        2.3       13.5        0.0        3.6       26.8 
050920  125949  46  22.1560 N  61  32.2020 W   6.7        2.3       13.5        0.0        3.6       26.8 
050920  125951  46  22.1600 N  61  32.2020 W   6.9        2.3       13.5        0.0        3.6       26.8 
050920  125954  46  22.1660 N  61  32.2030 W   6.9        2.3       13.5        0.0        3.6       26.8 
050920  125955  46  22.1680 N  61  32.2030 W   7.1        2.3       13.5        0.0        3.6       26.8 
050920  125957  46  22.1710 N  61  32.2030 W   6.6        2.3       13.5        0.0        3.6       26.8 
050920  130000  46  22.1770 N  61  32.2030 W   6.9        2.3       13.5        0.0        3.6       26.8 
050920  130001  46  22.1790 N  61  32.2030 W   6.7        2.3       13.5        0.0        3.6       26.8 
050920  130003  46  22.1820 N  61  32.2030 W   7.0        2.3       13.5        0.0        3.6       26.8 
050920  130006  46  22.1880 N  61  32.2040 W   6.8        2.3       13.5        0.0        3.6       26.8 
050920  130007  46  22.1900 N  61  32.2040 W   6.9        2.3       13.5        0.0        3.6       26.8 
050920  130009  46  22.1940 N  61  32.2040 W   6.9        2.3       13.5        0.0        3.6       26.8 
050920  130012  46  22.2000 N  61  32.2050 W   6.8        2.3       13.5        0.0        3.6       26.8 
050920  130013  46  22.2020 N  61  32.2050 W   6.9        2.3       13.5        0.0        3.6       26.8 
050920  130015  46  22.2050 N  61  32.2050 W   6.8        2.3       13.5        0.0        3.6       26.8 
050920  130018  46  22.2110 N  61  32.2050 W   6.9        2.3       13.5        0.0        3.6       26.8 
050920  130019  46  22.2130 N  61  32.2050 W   6.9        2.3       13.5        0.0        3.6       26.8 
050920  130021  46  22.2170 N  61  32.2060 W   6.6        2.3       13.5        0.0        3.6       26.8 
050920  130024  46  22.2220 N  61  32.2060 W   6.8        2.3       13.5        0.0        3.6       26.8 
050920  130025  46  22.2240 N  61  32.2070 W   6.5        2.3       13.5        0.0        3.6       26.8 
050920  130027  46  22.2280 N  61  32.2080 W   6.8        2.3       13.5        0.0        3.6       26.8 
050920  130030  46  22.2330 N  61  32.2080 W   6.8        2.3       13.5        0.0        3.6       26.8 
050920  130031  46  22.2350 N  61  32.2080 W   6.7        2.3       13.5        0.0        3.6       26.8 
050920  130033  46  22.2390 N  61  32.2090 W   6.9        2.3       13.5        0.0        3.6       26.8 
050920  130036  46  22.2450 N  61  32.2100 W   6.7        2.3       13.5        0.0        3.6       26.8 
050920  130037  46  22.2470 N  61  32.2100 W   6.5        2.3       13.5        0.0        3.6       26.8 
050920  130039  46  22.2500 N  61  32.2110 W   6.3        2.3       13.5        0.0        3.6       26.8 
050920  130042  46  22.2550 N  61  32.2110 W   5.1        2.3       13.5        0.0        3.6       26.8 
050920  130043  46  22.2560 N  61  32.2110 W   4.7        2.3       13.5        0.0        3.6       26.8 
050920  130045  46  22.2590 N  61  32.2110 W   3.9        2.3       13.5        0.0        3.6       26.8 
