FileName: C:\2005NE~1\GP253.TXT
Local Time: Sat Sep 17 13:25:48 2005

Ship: Marco Michel Trip: 09 Tow: gp253
Comments: zone 19
 Date    Time     Latitude       Longitude    Speed    Primary  Secondary DoorSpread WingSpread      Depth 
050917  162550  47   4.7870 N  60  51.9830 W   2.4        3.1*      11.5        0.0      134.3*     328.6*
050917  162552  47   4.7870 N  60  51.9820 W   2.8        3.1       11.5        0.0      134.3      328.6 
050917  162554  47   4.7860 N  60  51.9800 W   2.0        3.1       11.5        0.0      134.3      328.6 
050917  162556  47   4.7860 N  60  51.9780 W   2.7        3.1       11.5        0.0        2.6*     328.6 
050917  162558  47   4.7850 N  60  51.9760 W   2.2        3.1       11.5        0.0        2.6      328.6 
050917  162600  47   4.7850 N  60  51.9740 W   3.0        3.1       11.5        0.0        2.6      328.6 
050917  162602  47   4.7840 N  60  51.9720 W   3.5        3.1       11.5        0.0        2.6      328.6 
050917  162604  47   4.7830 N  60  51.9690 W   4.1        3.1       11.5        0.0        2.6      328.6 
050917  162606  47   4.7820 N  60  51.9650 W   5.0        3.1       11.5        0.0        2.6      328.6 
050917  162608  47   4.7810 N  60  51.9610 W   5.2        3.1       11.5        0.0        2.6      328.6 
050917  162610  47   4.7800 N  60  51.9570 W   6.0        3.1       11.5        0.0        2.6      328.6 
050917  162612  47   4.7780 N  60  51.9520 W   6.1        3.1       11.5        0.0        2.6      328.6 
050917  162614  47   4.7780 N  60  51.9470 W   6.8        3.1       11.5        0.0        2.6      328.6 
050917  162616  47   4.7770 N  60  51.9410 W   6.2        3.1       11.5        0.0        2.6      328.6 
050917  162618  47   4.7750 N  60  51.9360 W   6.7        3.1       11.5        0.0        2.6      328.6 
050917  162620  47   4.7750 N  60  51.9310 W   6.9        3.1       11.5        0.0        2.6      328.6 
050917  162622  47   4.7740 N  60  51.9250 W   6.5        3.1       11.5        0.0        2.6      328.6 
050917  162624  47   4.7720 N  60  51.9200 W   7.5        3.1       11.5        0.0        2.6      328.6 
050917  162626  47   4.7710 N  60  51.9140 W   6.9        3.1       11.5        0.0        2.6      328.6 
050917  162628  47   4.7700 N  60  51.9090 W   7.4        3.1       11.5        0.0        2.6      328.6 
050917  162630  47   4.7690 N  60  51.9030 W   7.4        3.1       11.5        0.0        2.6      328.6 
050917  162632  47   4.7680 N  60  51.8970 W   7.1        3.1       11.5        0.0        2.6      328.6 
050917  162634  47   4.7660 N  60  51.8910 W   7.9        3.1       11.5        0.0        2.6      328.6 
050917  162636  47   4.7650 N  60  51.8860 W   7.3        3.1       11.5        0.0        2.6      328.6 
050917  162638  47   4.7640 N  60  51.8800 W   6.6        3.1       11.5        0.0        2.6      328.6 
050917  162640  47   4.7630 N  60  51.8740 W   8.3        3.1       11.5        0.0        2.6      328.6 
050917  162642  47   4.7620 N  60  51.8690 W   6.4        3.1       11.5        0.0        2.6      328.6 
050917  162644  47   4.7600 N  60  51.8630 W   8.1        3.1       11.5        0.0        2.6      328.6 
050917  162646  47   4.7590 N  60  51.8570 W   6.7        3.1       11.5        0.0        2.6      328.6 
050917  162648  47   4.7580 N  60  51.8510 W   8.1        3.1       11.5        0.0        2.6      328.6 
050917  162650  47   4.7560 N  60  51.8460 W   7.0        3.1       11.5        0.0        2.6      328.6 
050917  162652  47   4.7550 N  60  51.8400 W   7.8        3.1       11.5        0.0        2.6      328.6 
050917  162654  47   4.7540 N  60  51.8340 W   7.8        3.1       11.5        0.0        2.6      328.6 
050917  162656  47   4.7530 N  60  51.8280 W   6.8        3.1       11.5        0.0        2.6      328.6 
050917  162658  47   4.7510 N  60  51.8230 W   8.5        3.1       11.5        0.0        2.6      328.6 
050917  162700  47   4.7510 N  60  51.8160 W   6.3        3.1       11.5        0.0        2.6      328.6 
050917  162702  47   4.7490 N  60  51.8110 W   8.1        3.1       11.5        0.0        2.6      328.6 
050917  162704  47   4.7470 N  60  51.8060 W   7.2        3.1       11.5        0.0        2.6      328.6 
050917  162706  47   4.7470 N  60  51.7990 W   7.7        3.1       11.5        0.0        2.6      328.6 
050917  162708  47   4.7450 N  60  51.7940 W   7.1        3.1       11.5        0.0        2.6      328.6 
050917  162710  47   4.7440 N  60  51.7880 W   7.2        3.1       11.5        0.0        2.6      328.6 
050917  162712  47   4.7430 N  60  51.7830 W   7.6        3.1       11.5        0.0        2.6      328.6 
050917  162714  47   4.7410 N  60  51.7770 W   7.3        3.1       11.5        0.0        2.6      328.6 
050917  162716  47   4.7400 N  60  51.7710 W   6.7        3.1       11.5        0.0        2.6      328.6 
050917  162718  47   4.7390 N  60  51.7650 W   8.0        3.1       11.5        0.0        2.6      328.6 
050917  162720  47   4.7380 N  60  51.7600 W   6.8        3.1       11.5        0.0        2.6      328.6 
050917  162722  47   4.7360 N  60  51.7540 W   8.0        3.1       11.5        0.0        2.6      328.6 
050917  162724  47   4.7340 N  60  51.7480 W   7.0        3.1       11.5        0.0        2.6      328.6 
050917  162726  47   4.7320 N  60  51.7430 W   7.7        3.1       11.5        0.0        2.6      328.6 
050917  162728  47   4.7310 N  60  51.7380 W   7.2        3.1       11.5        0.0        2.6      328.6 
050917  162730  47   4.7300 N  60  51.7320 W   7.5        3.1       11.5        0.0        2.6      328.6 
050917  162732  47   4.7270 N  60  51.7270 W   8.0        3.1       11.5        0.0        2.6      328.6 
050917  162734  47   4.7260 N  60  51.7210 W   6.6        3.1       11.5        0.0        2.6      328.6 
050917  162736  47   4.7250 N  60  51.7160 W   7.6        3.1       11.5        0.0        2.6      328.6 
050917  162738  47   4.7230 N  60  51.7100 W   6.9        3.1       11.5        0.0        2.6      328.6 
050917  162740  47   4.7210 N  60  51.7050 W   7.5        3.1       11.5        0.0        2.6      328.6 
050917  162742  47   4.7190 N  60  51.6990 W   7.4        3.1       11.5        0.0        2.6      328.6 
050917  162744  47   4.7180 N  60  51.6940 W   7.0        3.1       11.5        0.0        2.6      328.6 
050917  162746  47   4.7170 N  60  51.6880 W   7.4        3.1       11.5        0.0        2.6      328.6 
050917  162748  47   4.7150 N  60  51.6830 W   7.5        3.1       11.5        0.0        2.6      328.6 
050917  162750  47   4.7130 N  60  51.6780 W   7.2        3.1       11.5        0.0        2.6      328.6 
050917  162752  47   4.7120 N  60  51.6720 W   6.9        3.1       11.5        0.0        2.6      328.6 
050917  162754  47   4.7100 N  60  51.6670 W   7.9        3.1       11.5        0.0        2.6      328.6 
050917  162756  47   4.7080 N  60  51.6620 W   6.9        3.1       11.5        0.0        2.6      328.6 
050917  162758  47   4.7060 N  60  51.6570 W   7.4        3.1       11.5        0.0        2.6      328.6 
050917  162800  47   4.7040 N  60  51.6520 W   7.1        3.1       11.5        0.0        2.6      328.6 
050917  162802  47   4.7010 N  60  51.6470 W   7.3        3.1       11.5        0.0        2.6      328.6 
050917  162804  47   4.6980 N  60  51.6430 W   7.4        3.1       11.5        0.0        2.6      328.6 
050917  162806  47   4.6960 N  60  51.6380 W   6.8        3.1       11.5        0.0        2.6      328.6 
050917  162808  47   4.6930 N  60  51.6340 W   6.9        3.1       11.5        0.0        2.6      328.6 
050917  162810  47   4.6910 N  60  51.6300 W   7.4        3.1       11.5        0.0        2.6      328.6 
050917  162812  47   4.6880 N  60  51.6260 W   7.3        3.1       11.5        0.0        2.6      328.6 
050917  162814  47   4.6850 N  60  51.6210 W   7.2        3.1       11.5        0.0        2.6      328.6 
050917  162816  47   4.6820 N  60  51.6170 W   7.2        3.1       11.5        0.0        2.6      328.6 
050917  162818  47   4.6800 N  60  51.6130 W   7.4        3.1       11.5        0.0        2.6      328.6 
050917  162820  47   4.6770 N  60  51.6090 W   7.2        3.1       11.5        0.0        2.6      328.6 
050917  162822  47   4.6740 N  60  51.6040 W   7.2        3.1       11.5        0.0        2.6      328.6 
050917  162824  47   4.6700 N  60  51.6010 W   7.5        3.1       11.5        0.0        2.6      328.6 
050917  162826  47   4.6670 N  60  51.5960 W   7.1        3.1       11.5        0.0        2.6      328.6 
050917  162828  47   4.6650 N  60  51.5920 W   7.2        3.1       11.5        0.0        2.6      328.6 
050917  162830  47   4.6620 N  60  51.5880 W   7.4        3.1       11.5        0.0        2.6      328.6 
050917  162832  47   4.6590 N  60  51.5840 W   7.6        3.1       11.5        0.0        2.6      328.6 
050917  162834  47   4.6560 N  60  51.5800 W   7.0        3.1       11.5        0.0        2.6      328.6 
050917  162836  47   4.6530 N  60  51.5750 W   7.4        3.1       11.5        0.0        2.6      328.6 
050917  162838  47   4.6500 N  60  51.5710 W   7.4        3.1       11.5        0.0        2.6      328.6 
050917  162840  47   4.6470 N  60  51.5670 W   7.5        3.1       11.5        0.0        2.6      328.6 
050917  162842  47   4.6440 N  60  51.5630 W   6.9        3.1       11.5        0.0        2.6      328.6 
050917  162844  47   4.6420 N  60  51.5590 W   7.4        3.1       11.5        0.0        2.6      328.6 
050917  162846  47   4.6380 N  60  51.5550 W   6.8        3.1       11.5        0.0        2.6      328.6 
050917  162848  47   4.6350 N  60  51.5510 W   7.6        3.1       11.5        0.0        2.6      328.6 
050917  162850  47   4.6320 N  60  51.5470 W   7.1        3.1       11.5        0.0        2.6      328.6 
050917  162852  47   4.6290 N  60  51.5440 W   7.0        3.1       11.5        0.0        2.6      328.6 
050917  162854  47   4.6270 N  60  51.5400 W   7.0        3.1       11.5        0.0        2.6      328.6 
050917  162856  47   4.6240 N  60  51.5360 W   7.2        3.1       11.5        0.0        2.6      328.6 
050917  162858  47   4.6210 N  60  51.5320 W   7.1        3.1       11.5        0.0        2.6      328.6 
050917  162900  47   4.6170 N  60  51.5290 W   6.6        3.1       11.5        0.0        2.6      328.6 
050917  162902  47   4.6150 N  60  51.5240 W   6.1        3.1       11.5        0.0        2.6       67.3*
050917  162904  47   4.6130 N  60  51.5210 W   6.5        3.1       11.5        0.0        2.6       67.3 
050917  162906  47   4.6100 N  60  51.5180 W   5.4        3.1       11.5        0.0        2.6       67.3 
050917  162908  47   4.6090 N  60  51.5140 W   6.0        3.1       11.5        0.0        2.6       96.8*
050917  162910  47   4.6070 N  60  51.5100 W   6.1        3.1       11.5        0.0        2.6       96.8 
050917  162912  47   4.6040 N  60  51.5070 W   5.5        3.1       11.5        0.0        2.6       96.8 
050917  162914  47   4.6020 N  60  51.5040 W   5.8        3.1       11.5        0.0        6.4*      37.8*
050917  162916  47   4.6010 N  60  51.5000 W   5.9        2.7*      11.5        0.0        6.4       37.8 
050917  162918  47   4.5980 N  60  51.4970 W   5.8        2.7       11.5        0.0        6.4       37.8 
050917  162920  47   4.5960 N  60  51.4930 W   5.5        2.7       11.5        0.0       12.0*      37.8 
050917  162922  47   4.5940 N  60  51.4900 W   5.5        2.7       11.5        0.0       12.0       37.8 
050917  162924  47   4.5920 N  60  51.4870 W   5.6        2.7       11.5        0.0       12.0       37.8 
050917  162926  47   4.5900 N  60  51.4830 W   5.1        2.7       11.5        0.0       12.0       37.8 
050917  162928  47   4.5880 N  60  51.4800 W   5.5        2.7       11.5        0.0       12.0       37.8 
050917  162930  47   4.5870 N  60  51.4760 W   5.6        2.7       11.5        0.0       12.0       34.8*
050917  162932  47   4.5850 N  60  51.4730 W   5.4        2.7       11.5        0.0       12.0       34.8 
050917  162934  47   4.5830 N  60  51.4690 W   5.5        2.7       11.5        0.0       12.0       82.7*
050917  162936  47   4.5810 N  60  51.4660 W   5.5        2.7       11.5        0.0       12.0       82.7 
050917  162938  47   4.5790 N  60  51.4620 W   5.6        2.7       11.5        0.0       12.0       82.7 
050917  162940  47   4.5770 N  60  51.4590 W   5.6        2.7       11.5        0.0       12.0       55.4*
050917  162942  47   4.5750 N  60  51.4560 W   5.6        2.7       11.5        0.0       12.0       55.4 
050917  162944  47   4.5740 N  60  51.4510 W   5.5        2.7       11.5        0.0       12.0       55.4 
050917  162946  47   4.5720 N  60  51.4480 W   5.4        2.7       11.5        0.0       12.0       67.3*
050917  162948  47   4.5690 N  60  51.4450 W   5.9        2.7       11.5        0.0       12.0       67.3 
050917  162950  47   4.5680 N  60  51.4400 W   5.2        2.7       11.5        0.0       12.0       67.3 
050917  162952  47   4.5660 N  60  51.4370 W   5.6        2.7       11.5        0.0       12.0       67.3 
050917  162954  47   4.5650 N  60  51.4330 W   5.2        2.7       11.5        0.0       12.0       67.3 
050917  162956  47   4.5630 N  60  51.4300 W   5.7        2.7       11.5        0.0       12.0       67.3 
050917  162958  47   4.5610 N  60  51.4260 W   5.2        2.7       11.5        0.0       12.0       67.3 
050917  163000  47   4.5600 N  60  51.4220 W   5.5        2.7       11.5        0.0       12.0       67.3 
050917  163002  47   4.5580 N  60  51.4180 W   6.1        2.7       11.5        0.0       12.0       67.3 
050917  163004  47   4.5560 N  60  51.4150 W   4.5        2.7       11.5        0.0       12.0       67.3 
050917  163006  47   4.5550 N  60  51.4110 W   6.0        2.7       11.5        0.0       12.0       67.3 
050917  163008  47   4.5540 N  60  51.4070 W   5.1        2.7       11.5        0.0       12.0       67.3 
050917  163010  47   4.5520 N  60  51.4030 W   5.3        2.7       11.5        0.0       12.0       67.3 
050917  163012  47   4.5510 N  60  51.4000 W   5.5        2.7       11.5        0.0       12.0       67.3 
050917  163014  47   4.5490 N  60  51.3950 W   5.5        2.7       11.5        0.0       12.0       67.3 
050917  163016  47   4.5480 N  60  51.3910 W   5.3        2.7       11.5        0.0       12.0       67.3 
050917  163018  47   4.5460 N  60  51.3880 W   5.7        2.7       11.5        0.0       12.0      349.3*
050917  163020  47   4.5450 N  60  51.3830 W   5.2        2.7       11.5        0.0       12.0      349.3 
050917  163022  47   4.5440 N  60  51.3790 W   5.5        2.7       11.5        0.0       12.0      349.3 
050917  163024  47   4.5430 N  60  51.3760 W   5.2        2.7       11.5        0.0       12.0      349.3 
050917  163026  47   4.5410 N  60  51.3720 W   6.0        2.7       11.5        0.0       12.0      349.3 
050917  163028  47   4.5400 N  60  51.3680 W   5.0        2.7       11.5        0.0       12.0      349.3 
050917  163030  47   4.5380 N  60  51.3640 W   5.8        2.7       11.5        0.0       12.0      349.3 
050917  163032  47   4.5370 N  60  51.3600 W   4.7        2.7       11.5        0.0       12.0      349.3 
050917  163034  47   4.5360 N  60  51.3560 W   4.5        2.7       11.5        0.0       12.0      349.3 
