FileName: C:\2005NE~1\GP278.TXT
Local Time: Mon Sep 19 12:28:46 2005

Ship: Marco Michel Trip: 09 Tow: gp278
Comments: zone 12
 Date    Time     Latitude       Longitude    Speed    Primary  Secondary DoorSpread WingSpread      Depth 
050919  152847  46  37.9440 N  61  42.2160 W   2.6       10.2*       3.1*       0.0        2.7*      28.6*
050919  152849  46  37.9450 N  61  42.2170 W   2.7       10.2        3.1        0.0        2.0*      28.6 
050919  152851  46  37.9460 N  61  42.2180 W   2.4       10.2        3.1        0.0        2.0        6.6*
050919  152853  46  37.9470 N  61  42.2200 W   2.5       10.2        3.1        0.0        2.6*       6.6 
050919  152855  46  37.9480 N  61  42.2220 W   2.5       10.2        3.1        0.0        2.6        7.9*
050919  152857  46  37.9500 N  61  42.2230 W   2.3       10.2       10.6*       0.0        2.6        7.9 
050919  152859  46  37.9510 N  61  42.2240 W   2.6       10.2       10.6        0.0        2.6*       7.9 
050919  152901  46  37.9520 N  61  42.2250 W   2.5       10.2       10.6        0.0        2.6       13.2*
050919  152903  46  37.9530 N  61  42.2260 W   3.2       10.2       10.6        0.0        2.6       13.2 
050919  152905  46  37.9550 N  61  42.2280 W   3.7       10.2       10.6        0.0        3.8*       6.2*
050919  152907  46  37.9560 N  61  42.2300 W   4.1       10.2       10.6        0.0        3.8        6.2 
050919  152909  46  37.9580 N  61  42.2320 W   4.6       10.2       10.6        0.0        3.1*       6.2 
050919  152911  46  37.9600 N  61  42.2350 W   4.7       10.2       10.6        0.0        3.1       39.1*
050919  152913  46  37.9630 N  61  42.2370 W   5.6       10.2       10.6        0.0        3.1       39.1 
050919  152915  46  37.9650 N  61  42.2410 W   5.7       10.2       10.6        0.0        3.1       39.1 
050919  152917  46  37.9670 N  61  42.2430 W   5.8       10.2       10.6        0.0        3.1       39.1 
050919  152919  46  37.9700 N  61  42.2460 W   6.1       10.2       10.6        0.0        3.1       39.1 
050919  152921  46  37.9730 N  61  42.2490 W   6.2       10.2       10.6        0.0        3.1       39.1 
050919  152923  46  37.9760 N  61  42.2520 W   6.3       10.2       10.6        0.0        3.1       39.1 
050919  152925  46  37.9790 N  61  42.2540 W   6.6       10.2       10.6        0.0        3.1       39.1 
050919  152927  46  37.9810 N  61  42.2570 W   6.6       10.2       10.6        0.0        3.1       12.8*
