FileName: C:\2005NE~1\GP074R.TXT
Local Time: Tue Aug 30 15:10:36 2005

Ship: Marco Michel Trip: 08 Tow: gp074r
Comments: zone 12
 Date    Time     Latitude       Longitude    Speed    Primary  Secondary DoorSpread WingSpread      Depth 
050830  181038  47   2.4950 N  63  16.7370 W   2.9        2.1*      11.4*       8.3*       0.0      186.1*
050830  181040  47   2.4960 N  63  16.7360 W   3.1        2.1       11.4        2.5*       0.0      186.1 
050830  181042  47   2.4980 N  63  16.7340 W   2.5        2.1       11.4        2.5        0.0      186.1 
050830  181044  47   2.4990 N  63  16.7330 W   3.2        2.1       11.4        2.5        0.0      186.1 
050830  181046  47   2.5000 N  63  16.7310 W   2.6        2.1       11.4        2.5        0.0        5.3*
050830  181048  47   2.5010 N  63  16.7300 W   2.9        2.1       11.4        2.5        0.0        5.3 
050830  181050  47   2.5020 N  63  16.7290 W   2.8        2.1       11.4        2.3*       0.0        5.3 
050830  181052  47   2.5030 N  63  16.7270 W   2.4        2.1       11.4        2.3        0.0        5.3 
050830  181054  47   2.5050 N  63  16.7260 W   2.6        2.1       11.4        3.2*       0.0        5.3 
050830  181056  47   2.5060 N  63  16.7240 W   2.5        2.1       11.4        3.2        0.0        5.3 
050830  181058  47   2.5070 N  63  16.7220 W   2.5        2.1       11.4        3.2        0.0       11.0*
050830  181100  47   2.5090 N  63  16.7210 W   2.6        2.1       11.4        3.3*       0.0       11.0 
050830  181102  47   2.5100 N  63  16.7190 W   2.4        2.1       11.4        3.3        0.0       16.3*
050830  181104  47   2.5110 N  63  16.7180 W   2.6        2.1       11.4        3.3        0.0       16.3 
050830  181106  47   2.5120 N  63  16.7170 W   2.5        2.1       10.6*       3.0*       0.0       16.3 
050830  181108  47   2.5130 N  63  16.7150 W   3.5        2.1       10.6        3.0        0.0       13.2*
050830  181110  47   2.5140 N  63  16.7130 W   4.0        2.1       10.6        3.8*       0.0       13.2 
050830  181112  47   2.5160 N  63  16.7120 W   4.5        2.1       10.6        3.8        0.0       12.3*
050830  181114  47   2.5180 N  63  16.7090 W   5.1        2.1       10.6        3.8        0.0       12.3 
050830  181116  47   2.5210 N  63  16.7070 W   5.0        2.1       10.6        3.8        0.0       12.3 
050830  181118  47   2.5230 N  63  16.7050 W   5.5        2.1       10.6        3.8        0.0       12.8*
050830  181120  47   2.5260 N  63  16.7020 W   5.7        2.1       10.6        3.8        0.0       12.8 
050830  181122  47   2.5280 N  63  16.6990 W   6.0        2.1       10.6        3.8        0.0       12.8 
050830  181124  47   2.5320 N  63  16.6960 W   6.3        2.1       10.6        3.8        0.0        5.7*
