FileName: C:\2005NE~1\GP332.TXT
Local Time: Wed Sep 14 15:16:29 2005

Ship: Marco Michel Trip: 09 Tow: gp332
Comments: zone 18
 Date    Time     Latitude       Longitude    Speed    Primary  Secondary DoorSpread WingSpread      Depth 
050914  181630  46  32.6110 N  61  23.2150 W   2.2        2.2*       3.5        2.6*       0.0      275.8*
050914  182226  46  32.2320 N  61  23.2580 W   1.4        2.1       11.9        9.8*       0.0       69.5 
050914  182228  46  32.2310 N  61  23.2580 W   2.2        2.1       11.9        9.8        0.0       71.7*
050914  182230  46  32.2300 N  61  23.2580 W   1.9        2.1       11.9        9.8        0.0       71.7 
050914  182232  46  32.2290 N  61  23.2570 W   1.6        2.1       11.9       10.9*       0.0       72.1*
050914  182234  46  32.2280 N  61  23.2570 W   2.5        2.1       11.9       10.9        0.0       72.1 
050914  182236  46  32.2270 N  61  23.2560 W   1.6        2.1       11.9       11.9*       0.0       72.1 
050914  182238  46  32.2260 N  61  23.2560 W   2.4        2.1       11.9       11.9        0.0       70.4*
050914  182240  46  32.2250 N  61  23.2560 W   1.5        2.1       11.9       11.9        0.0       70.4 
050914  182242  46  32.2240 N  61  23.2560 W   2.5        2.1       11.9       12.9*       0.0       70.4 
050914  182244  46  32.2230 N  61  23.2560 W   1.7        2.1       11.9       12.9        0.0       70.8*
050914  182246  46  32.2220 N  61  23.2550 W   2.0        2.1       11.9       12.9        0.0       70.8 
050914  182248  46  32.2200 N  61  23.2550 W   1.6        2.1       11.9       12.9        0.0       71.3*
050914  182250  46  32.2190 N  61  23.2550 W   2.0        2.1       11.9       12.9        0.0       71.3 
050914  182252  46  32.2180 N  61  23.2540 W   1.3        2.1       11.9       10.4*       0.0       71.3 
050914  182254  46  32.2170 N  61  23.2540 W   2.7        2.1       11.9       10.4        0.0       74.8*
050914  182256  46  32.2160 N  61  23.2540 W   0.9        2.1       11.9       10.4        0.0       74.8 
050914  182258  46  32.2150 N  61  23.2540 W   2.5        2.1       11.9       10.4        0.0       74.8 
050914  182300  46  32.2140 N  61  23.2530 W   1.6        2.1       11.9       10.4        0.0       66.0*
050914  182302  46  32.2130 N  61  23.2530 W   2.2        2.1       11.9       10.4        0.0       66.0 
050914  182304  46  32.2120 N  61  23.2530 W   2.2        2.1       11.9       10.4        0.0       72.1*
050914  182306  46  32.2110 N  61  23.2530 W   2.1        2.1       11.9       10.4        0.0       72.1 
050914  182308  46  32.2090 N  61  23.2520 W   2.3        2.1       11.9        8.6*       0.0       72.1 
050914  182310  46  32.2080 N  61  23.2520 W   2.4        2.1       11.9        8.6        0.0       70.4*
050914  182312  46  32.2070 N  61  23.2520 W   1.8        2.1       11.9        8.6        0.0       70.4 
050914  182314  46  32.2060 N  61  23.2510 W   2.6        2.1       11.9        8.9*       0.0       70.4 
050914  182316  46  32.2040 N  61  23.2510 W   1.9        2.1       11.9        8.9        0.0       71.3*
050914  182318  46  32.2030 N  61  23.2510 W   2.8        2.1       11.9        8.4*       0.0       71.3 
050914  182320  46  32.2020 N  61  23.2500 W   1.8        2.1       11.9        8.4        0.0       67.7*
050914  182322  46  32.2010 N  61  23.2500 W   2.3        2.1       11.9        8.4        0.0       67.7 
050914  182324  46  32.1990 N  61  23.2490 W   1.9        2.1       11.9        8.9*       0.0       67.7 
050914  182326  46  32.1980 N  61  23.2490 W   2.2        2.1       11.9        8.9        0.0       70.8*
050914  182328  46  32.1970 N  61  23.2490 W   1.9        2.1       11.9        8.9        0.0       70.8 
050914  182330  46  32.1960 N  61  23.2490 W   2.4        2.1       11.9        9.4*       0.0       70.8 
050914  182332  46  32.1950 N  61  23.2490 W   1.7        2.1       11.9        9.4        0.0       68.6*
050914  182334  46  32.1940 N  61  23.2490 W   2.2        2.1       11.9        9.4*       0.0       68.6 
050914  182336  46  32.1930 N  61  23.2480 W   2.0        2.1       11.9        9.4        0.0       73.5*
050914  182338  46  32.1920 N  61  23.2480 W   1.8        2.1       11.9        9.4        0.0       73.5 
050914  182340  46  32.1910 N  61  23.2470 W   2.3        2.1       11.9        9.6*       0.0       73.5 
050914  182342  46  32.1900 N  61  23.2470 W   1.8        2.1       11.9        9.6        0.0       69.5*
050914  182344  46  32.1890 N  61  23.2460 W   2.4        2.1       11.9        9.6        0.0       69.5 
050914  182346  46  32.1870 N  61  23.2460 W   1.6        2.1       11.9       10.1*       0.0       69.5 
050914  182348  46  32.1860 N  61  23.2450 W   2.2        2.1       11.9       10.1        0.0       67.7*
050914  182350  46  32.1850 N  61  23.2450 W   2.0        2.1       11.9       10.7*       0.0       67.7 
050914  182352  46  32.1840 N  61  23.2450 W   2.1        2.1       11.9       10.7        0.0       71.3*
050914  182354  46  32.1830 N  61  23.2440 W   2.1        2.1       11.9       10.7        0.0       71.3 
050914  182356  46  32.1820 N  61  23.2440 W   2.0        2.1       11.9        9.9*       0.0       71.3 
050914  182358  46  32.1810 N  61  23.2430 W   2.0        2.1       11.9        9.9        0.0       66.9*
050914  182400  46  32.1790 N  61  23.2420 W   2.2        2.1       11.9       10.7*       0.0       66.9 
050914  182402  46  32.1780 N  61  23.2420 W   2.0        2.1       11.9       10.7        0.0       66.9 
050914  182404  46  32.1770 N  61  23.2410 W   2.3        2.1       11.9       10.7        0.0       72.1*
050914  182406  46  32.1760 N  61  23.2410 W   2.0        2.1       11.9       10.2*       0.0       72.1 
050914  182408  46  32.1750 N  61  23.2410 W   2.5        2.1       11.9       10.2        0.0       68.2*
050914  182410  46  32.1740 N  61  23.2400 W   1.3        2.1       11.9       10.2        0.0       68.2 
050914  182412  46  32.1740 N  61  23.2400 W   2.5        2.1       11.9       10.8*       0.0       68.2 
050914  182414  46  32.1720 N  61  23.2390 W   1.4        2.1       11.9       10.8        0.0       70.8*
050914  182416  46  32.1710 N  61  23.2380 W   2.3        2.1       11.9       11.0*       0.0       70.8 
050914  182418  46  32.1700 N  61  23.2380 W   1.4        2.1       11.9       11.0        0.0       70.8 
050914  182420  46  32.1690 N  61  23.2370 W   2.2        2.1       11.9       11.0        0.0       68.6*
050914  182422  46  32.1690 N  61  23.2370 W   1.5        2.1       11.9       10.8*       0.0       68.6 
050914  182424  46  32.1670 N  61  23.2360 W   2.1        2.1       11.9       10.8        0.0       70.4*
050914  182426  46  32.1670 N  61  23.2360 W   1.4        2.1       11.9       10.8        0.0       70.4 
050914  182428  46  32.1650 N  61  23.2350 W   2.5        2.1       11.9       10.5*       0.0       70.4 
050914  182430  46  32.1640 N  61  23.2350 W   1.5        2.1       11.9       10.5        0.0       68.2*
050914  182432  46  32.1630 N  61  23.2340 W   2.2        2.1       11.9       10.2*       0.0       68.2 
050914  182434  46  32.1620 N  61  23.2330 W   1.8        2.1       11.9       10.2        0.0       68.2 
050914  182436  46  32.1610 N  61  23.2330 W   2.5        2.1       11.9       10.2        0.0       70.4*
050914  182438  46  32.1600 N  61  23.2320 W   1.7        2.1       11.9       10.6*       0.0       70.4 
050914  182440  46  32.1590 N  61  23.2310 W   2.6        2.1       11.9       10.6        0.0       69.9*
050914  182442  46  32.1580 N  61  23.2300 W   1.6        2.1       11.9       10.6        0.0       69.9 
050914  182444  46  32.1570 N  61  23.2290 W   2.6        2.1       11.9        9.6*       0.0       69.9 
050914  182446  46  32.1560 N  61  23.2290 W   2.0        2.1       11.9        9.6        0.0       68.6*
050914  182448  46  32.1550 N  61  23.2280 W   1.8        2.1       10.6*       9.3*       0.0       68.6 
050914  182450  46  32.1540 N  61  23.2270 W   2.6        2.1       10.6        9.3        0.0       68.6 
050914  182452  46  32.1530 N  61  23.2270 W   1.4        2.1       10.6        9.3        0.0       69.9*
050914  182454  46  32.1520 N  61  23.2260 W   2.6        2.1       10.6       10.3*       0.0       69.9 
050914  182456  46  32.1510 N  61  23.2250 W   1.5        2.1       10.6       10.3        0.0       68.6*
050914  182458  46  32.1500 N  61  23.2240 W   2.2        2.1       10.6       10.3        0.0       68.6 
050914  182500  46  32.1490 N  61  23.2240 W   1.8        2.1       10.6       10.0*       0.0       68.6 
050914  182502  46  32.1480 N  61  23.2230 W   2.1        2.1       10.6       10.0        0.0       69.9*
050914  182504  46  32.1470 N  61  23.2220 W   2.0        2.1       10.6        9.1*       0.0       69.9 
050914  182506  46  32.1460 N  61  23.2210 W   2.1        2.1       10.6        9.1        0.0       69.9 
050914  182508  46  32.1450 N  61  23.2200 W   2.1        2.1       10.6        9.1        0.0       68.2*
050914  182510  46  32.1440 N  61  23.2190 W   1.9        2.1       10.6        8.5*       0.0       68.2 
050914  182512  46  32.1440 N  61  23.2180 W   2.5        2.1       10.6        8.5        0.0       68.2 
050914  182514  46  32.1420 N  61  23.2170 W   1.4        2.1       10.6        8.5        0.0       69.1*
050914  182516  46  32.1410 N  61  23.2170 W   2.7        2.1       10.6        8.0*       0.0       69.1 
050914  182518  46  32.1400 N  61  23.2160 W   1.1        2.1       10.6        8.0        0.0       67.7*
050914  182520  46  32.1390 N  61  23.2150 W   2.4        2.1       10.6        8.3*       0.0       67.7 
050914  182522  46  32.1380 N  61  23.2140 W   1.3        2.1       10.6        8.3        0.0       67.7 
050914  182524  46  32.1380 N  61  23.2130 W   1.9        2.1       10.6        8.3        0.0       69.5*
050914  182526  46  32.1370 N  61  23.2120 W   1.8        2.1       10.6        7.6*       0.0       69.5 
050914  182528  46  32.1360 N  61  23.2110 W   1.4        2.1       10.6        7.6        0.0       69.5 
050914  182530  46  32.1360 N  61  23.2110 W   2.3        2.1       10.6        5.3*       0.0       66.4*
050914  182532  46  32.1350 N  61  23.2100 W   1.4        2.1       10.6        5.3        0.0       66.4 
050914  182534  46  32.1340 N  61  23.2080 W   3.0        2.1       10.6        5.3        0.0       70.4*
050914  182536  46  32.1330 N  61  23.2080 W   0.8        2.1       10.6        5.6*       0.0       70.4 
050914  182538  46  32.1320 N  61  23.2070 W   3.2        2.1       10.6        5.6        0.0       70.4 
050914  182540  46  32.1310 N  61  23.2060 W   1.0        2.1       10.6        5.6        0.0       67.7*
050914  182542  46  32.1310 N  61  23.2050 W   2.3        2.1       10.6        5.3*       0.0       67.7 
