FileName: C:\2005NE~1\GP350.TXT
Local Time: Sat Aug 13 21:11:48 2005

Ship: Marco Michel Trip: 07 Tow: gp350
Comments: zone 12
 Date    Time     Latitude       Longitude    Speed    Primary  Secondary DoorSpread WingSpread      Depth 
050814  001149  47  53.9180 N  64  54.8180 W   3.8        6.0*      10.7*      17.2*       0.0        4.0*
050814  001151  47  53.9190 N  64  54.8160 W   3.6        6.0       10.7       17.2        0.0        4.0 
050814  001154  47  53.9200 N  64  54.8120 W   3.6        6.0       10.7       17.2        0.0        4.0 
050814  001155  47  53.9210 N  64  54.8100 W   3.6        6.0        2.2*       2.1*       0.0       10.6*
050814  001157  47  53.9220 N  64  54.8070 W   3.6        6.0        2.2        2.1        0.0       10.6 
050814  001200  47  53.9220 N  64  54.8030 W   3.4        6.0        2.2        2.1        0.0       22.0*
050814  001202  47  53.9230 N  64  54.8010 W   3.3        2.5*       2.2       35.3*       0.0       22.0 
050814  001203  47  53.9240 N  64  54.7990 W   3.4        2.5        2.2       35.3        0.0       22.0 
050814  001206  47  53.9250 N  64  54.7960 W   3.3        2.5        2.2       35.3        0.0       22.0 
050814  001207  47  53.9260 N  64  54.7940 W   3.2        2.5        2.2       35.3        0.0       22.0 
050814  001209  47  53.9270 N  64  54.7920 W   3.1        2.5        2.2       35.3        0.0       22.0 
050814  001212  47  53.9270 N  64  54.7880 W   3.0        2.5        2.2       10.6*       0.0        7.9*
050814  001213  47  53.9280 N  64  54.7870 W   3.0        2.5        9.4*      10.6        0.0        7.9 
050814  001215  47  53.9280 N  64  54.7850 W   3.0        2.5        9.4       10.6        0.0       10.1*
050814  001218  47  53.9290 N  64  54.7820 W   2.9        2.5        9.4       10.6        0.0       10.1 
050814  001219  47  53.9300 N  64  54.7810 W   2.9        2.5        2.1*      10.6        0.0       10.1 
050814  001222  47  53.9310 N  64  54.7770 W   2.8        2.5        2.1        3.5*       0.0      169.4*
050814  001224  47  53.9310 N  64  54.7750 W   3.2        2.5        2.1        3.5        0.0      169.4 
050814  001225  47  53.9310 N  64  54.7740 W   3.5        2.5        2.1        3.5        0.0      169.4 
050814  001227  47  53.9320 N  64  54.7710 W   3.9        2.7*       2.1        7.7*       0.0      169.4 
050814  001230  47  53.9340 N  64  54.7670 W   4.8        2.7        2.1        7.7        0.0      169.4 
050814  001231  47  53.9340 N  64  54.7650 W   5.1        2.7        2.1        7.7        0.0        9.2*
050814  001233  47  53.9350 N  64  54.7600 W   5.5        2.7        2.1        7.7        0.0        9.2 
050814  001236  47  53.9360 N  64  54.7530 W   6.2        2.7        2.1        7.7        0.0        9.2 
050814  001237  47  53.9370 N  64  54.7500 W   6.3        2.7        2.1       11.3*       0.0        9.2 
050814  001239  47  53.9370 N  64  54.7450 W   6.8        2.7        2.1       11.3        0.0        9.2 
050814  001242  47  53.9390 N  64  54.7370 W   7.0        2.7        2.1       11.3        0.0        9.2 
050814  001244  47  53.9400 N  64  54.7310 W   7.1        2.7        2.1       11.3        0.0        9.2 
050814  001246  47  53.9410 N  64  54.7250 W   7.2        2.7        2.1       11.3        0.0        9.2 
050814  001248  47  53.9420 N  64  54.7190 W   7.3        2.7        2.1       11.3        0.0        9.2 
050814  001250  47  53.9420 N  64  54.7140 W   7.3        2.7        2.1       11.3        0.0        9.2 
050814  001252  47  53.9430 N  64  54.7080 W   7.4        2.7        2.1       11.3        0.0        9.2 
050814  001254  47  53.9440 N  64  54.7020 W   7.5        2.7        2.1       11.3        0.0        9.2 
