FileName: C:\2005NE~1\GP288.TXT
Local Time: Sat Sep 17 10:18:33 2005

Ship: Marco Michel Trip: 09 Tow: gp288
Comments: zone 12
 Date    Time     Latitude       Longitude    Speed    Primary  Secondary DoorSpread WingSpread      Depth 
050917  131836  47   8.5610 N  61  16.4310 W   3.4       12.9*      12.8*       0.0        2.6*       6.6*
050917  131837  47   8.5600 N  61  16.4310 W   3.6       12.9       12.8        0.0        2.6        6.6 
050917  131839  47   8.5580 N  61  16.4320 W   3.0       12.9       12.8        0.0        2.6        2.2*
050917  131842  47   8.5550 N  61  16.4330 W   3.1       12.9       12.8        0.0        3.3*       2.2 
050917  131843  47   8.5550 N  61  16.4330 W   2.6       12.9       12.8        0.0        3.3        6.2*
050917  131845  47   8.5530 N  61  16.4340 W   3.4       12.9       12.8        0.0        3.3        6.2 
050917  131848  47   8.5510 N  61  16.4350 W   4.2       12.9       12.8        0.0        5.4*       6.2 
050917  131849  47   8.5490 N  61  16.4350 W   4.5       12.9       12.8        0.0        5.4        9.7*
050917  131852  47   8.5460 N  61  16.4360 W   5.3       12.9       12.8        0.0        5.4        9.7 
050917  131854  47   8.5430 N  61  16.4370 W   5.6       12.9       12.8        0.0        5.4        9.7 
050917  131856  47   8.5390 N  61  16.4380 W   6.5       12.9       12.8        0.0        5.4      196.6*
050917  131857  47   8.5370 N  61  16.4390 W   6.7       12.9       12.8        0.0        5.4      196.6 
050917  131900  47   8.5310 N  61  16.4400 W   6.7       12.9       12.8        0.0        5.4      196.6 
050917  131902  47   8.5270 N  61  16.4410 W   7.0       12.9       12.8        0.0        5.4      196.6 
050917  131904  47   8.5230 N  61  16.4420 W   7.5       12.9       12.8        0.0        5.4      196.6 
050917  131906  47   8.5190 N  61  16.4430 W   7.7       12.9       12.8        0.0        5.4      196.6 
050917  131908  47   8.5150 N  61  16.4440 W   7.3       12.9       12.8        0.0        5.4      196.6 
050917  131910  47   8.5100 N  61  16.4460 W   7.8       12.9       12.8        0.0        5.4      196.6 
050917  131912  47   8.5060 N  61  16.4470 W   8.1       12.9       12.8        0.0        5.4      196.6 
050917  131914  47   8.5010 N  61  16.4490 W   8.1       12.9       12.8        0.0        5.4      196.6 
050917  131916  47   8.4970 N  61  16.4500 W   7.7       12.9       12.8        0.0        5.4      196.6 
050917  131918  47   8.4930 N  61  16.4510 W   7.7       12.9       12.8        0.0        5.4      196.6 
050917  131920  47   8.4890 N  61  16.4520 W   8.0       12.9       12.8        0.0        5.4      196.6 
050917  131922  47   8.4840 N  61  16.4550 W   8.4       12.9       12.8        0.0        5.4      196.6 
050917  131924  47   8.4800 N  61  16.4560 W   8.1       12.9       12.8        0.0        5.4      196.6 
050917  131926  47   8.4750 N  61  16.4570 W   8.0       12.9       12.8        0.0        5.4      196.6 
050917  131928  47   8.4710 N  61  16.4580 W   8.0       12.9       12.8        0.0        5.4      196.6 
050917  131930  47   8.4660 N  61  16.4600 W   8.0       12.9       12.8        0.0        5.4      196.6 
050917  131932  47   8.4620 N  61  16.4610 W   8.0       12.9       12.8        0.0        5.4      196.6 
050917  131934  47   8.4580 N  61  16.4620 W   8.0       12.9       12.8        0.0        5.4      196.6 
050917  131936  47   8.4540 N  61  16.4630 W   7.9       12.9       12.8        0.0        5.4      196.6 
050917  131938  47   8.4490 N  61  16.4650 W   8.1       12.9       12.8        0.0        5.4      196.6 
050917  131940  47   8.4450 N  61  16.4660 W   7.8       12.9       12.8        0.0        5.4      196.6 
050917  131942  47   8.4410 N  61  16.4670 W   7.8       12.9       12.8        0.0        5.4      196.6 
050917  131944  47   8.4360 N  61  16.4680 W   8.1       12.9       12.8        0.0        5.4      196.6 
050917  131946  47   8.4320 N  61  16.4690 W   8.2       12.9       12.8        0.0        5.4      196.6 
050917  131948  47   8.4270 N  61  16.4700 W   7.8       12.9       12.8        0.0        5.4      196.6 
050917  131950  47   8.4230 N  61  16.4710 W   6.8       12.9       12.8        0.0        5.4      196.6 
050917  131952  47   8.4200 N  61  16.4710 W   6.6       12.9       12.8        0.0        5.4      196.6 
050917  131954  47   8.4160 N  61  16.4720 W   6.8       12.9       12.8        0.0        5.4      196.6 
050917  131956  47   8.4120 N  61  16.4730 W   6.7       12.9       12.8        0.0        5.4      196.6 
050917  131958  47   8.4080 N  61  16.4740 W   6.3       12.9       12.8        0.0        5.4       31.7*
050917  132000  47   8.4050 N  61  16.4750 W   6.0       12.9       12.8        0.0        5.4       31.7 
050917  132002  47   8.4020 N  61  16.4760 W   5.8       12.9       12.8        0.0        5.4       31.7 
050917  132004  47   8.3990 N  61  16.4760 W   6.2       12.9       12.8        0.0        5.4       21.1*
050917  132006  47   8.3950 N  61  16.4770 W   6.3       12.9       12.8        0.0      132.2*      21.1 
050917  132008  47   8.3920 N  61  16.4780 W   5.8       12.9       12.8        0.0      132.2       21.6*
050917  132010  47   8.3890 N  61  16.4790 W   5.7       12.9       12.8        0.0       37.4*      21.6 
050917  132012  47   8.3850 N  61  16.4790 W   6.0       12.9       12.8        0.0       37.4       21.6 
050917  132014  47   8.3820 N  61  16.4800 W   6.3       12.9       12.8        0.0       37.4       18.5*
050917  132016  47   8.3780 N  61  16.4810 W   6.0       12.9       12.8        0.0        7.5*      18.5 
050917  132018  47   8.3750 N  61  16.4820 W   5.2       12.9       12.8        0.0        7.5       26.0*
050917  132020  47   8.3730 N  61  16.4820 W   4.8       12.9       12.8        0.0        7.5       26.0 
050917  132022  47   8.3710 N  61  16.4820 W   4.1       12.9       12.8        0.0        5.9*      26.0 
050917  132024  47   8.3680 N  61  16.4830 W   4.0       12.9       12.8        0.0        5.9       11.4*
050917  132026  47   8.3660 N  61  16.4840 W   3.5       12.9       12.8        0.0        9.1*      11.4 
050917  132028  47   8.3640 N  61  16.4840 W   3.0       12.9       12.8        0.0        9.1       11.4 
050917  132030  47   8.3620 N  61  16.4850 W   3.2       12.9        2.4*       0.0        9.1       19.4*
050917  132032  47   8.3610 N  61  16.4850 W   2.7       12.9        2.4        0.0        7.4*      19.4 
050917  132034  47   8.3590 N  61  16.4860 W   2.7       12.9        2.4        0.0        7.4       21.1*
050917  132036  47   8.3580 N  61  16.4860 W   2.2       12.9        2.4        0.0        7.4       21.1 
050917  132038  47   8.3560 N  61  16.4870 W   2.8        3.0*       2.4        0.0        7.8*      21.1 
050917  132040  47   8.3550 N  61  16.4870 W   2.3        3.0        2.4        0.0        7.8       24.6*
050917  132042  47   8.3540 N  61  16.4880 W   2.2        3.0        2.4        0.0        6.3*      24.6 
050917  132044  47   8.3530 N  61  16.4890 W   2.5        3.0        2.4        0.0        6.3       16.3*
050917  132046  47   8.3510 N  61  16.4890 W   2.0        3.0        2.4        0.0        6.3       16.3 
050917  132048  47   8.3500 N  61  16.4900 W   2.3        3.0        2.4        0.0        5.9*      16.3 
050917  132050  47   8.3490 N  61  16.4900 W   2.0        3.0        2.4        0.0        5.9       26.8*
050917  132052  47   8.3480 N  61  16.4900 W   2.1        3.0        2.4        0.0        4.9*      26.8 
050917  132054  47   8.3470 N  61  16.4900 W   2.6        3.0        2.4        0.0        4.9       26.8 
050917  132056  47   8.3460 N  61  16.4910 W   1.7        3.0        2.4        0.0        4.9       28.6*
050917  132058  47   8.3450 N  61  16.4910 W   2.1        3.0        2.4        0.0        5.9*      28.6 
050917  132100  47   8.3440 N  61  16.4910 W   1.8        3.0        2.4        0.0        5.9       64.2*
050917  132102  47   8.3420 N  61  16.4920 W   2.6        3.0       11.5*       0.0        5.9       64.2 
050917  132104  47   8.3410 N  61  16.4920 W   1.6        3.0       11.5        0.0        4.7*      64.2 
050917  132106  47   8.3400 N  61  16.4920 W   2.2        3.0       11.5        0.0        4.7       64.2 
050917  132108  47   8.3390 N  61  16.4930 W   2.0        3.0       11.5        0.0        5.6*      64.2 
050917  132110  47   8.3380 N  61  16.4930 W   2.4        3.0       11.5        0.0        5.6       64.2 
050917  132112  47   8.3370 N  61  16.4940 W   1.4        3.0       11.5        0.0        5.6       31.7*
050917  132114  47   8.3360 N  61  16.4940 W   2.1        3.0       11.5        0.0        5.4*      31.7 
050917  132116  47   8.3340 N  61  16.4940 W   2.3        3.0       11.5        0.0        5.4       38.3*
050917  132118  47   8.3330 N  61  16.4950 W   1.8        3.0       11.5        0.0        5.4       38.3 
050917  132120  47   8.3320 N  61  16.4950 W   2.2        3.0       11.5        0.0        5.0*      38.3 
050917  132122  47   8.3310 N  61  16.4950 W   1.8        3.0       11.5        0.0        5.0       36.5*
050917  132124  47   8.3300 N  61  16.4960 W   2.1        3.0       11.5        0.0        4.8*      36.5 
050917  132126  47   8.3290 N  61  16.4960 W   1.9        3.0       11.5        0.0        4.8       36.5 
