FileName: C:\2005NE~1\GP024.TXT
Local Time: Sun Jul 24 05:17:20 2005

Ship: Marco Michel Trip: 05 Tow: gp024
Comments: zone 12
 Date    Time     Latitude       Longitude    Speed    Primary  Secondary DoorSpread WingSpread      Depth 
050724  081724  48  18.0470 N  64  13.2850 W   3.7        0.0        2.9*      52.0*       0.0      445.2*
050724  081726  48  18.0470 N  64  13.2820 W   3.5        0.0        2.9       52.0        0.0      445.2 
050724  081728  48  18.0480 N  64  13.2800 W   3.3        0.0        2.9       52.0        0.0      445.2 
050724  081730  48  18.0490 N  64  13.2770 W   3.2        0.0        2.9       52.0        0.0      445.2 
050724  081732  48  18.0500 N  64  13.2750 W   3.1        0.0        2.9       52.0        0.0      445.2 
050724  081734  48  18.0500 N  64  13.2730 W   2.9        0.0        2.9       52.0        0.0      445.2 
050724  081736  48  18.0510 N  64  13.2700 W   3.0        0.0        2.9       13.4*       0.0      445.2 
050724  081738  48  18.0510 N  64  13.2680 W   2.5        0.0        2.9       13.4        0.0      445.2 
050724  081740  48  18.0520 N  64  13.2660 W   2.5        0.0        2.9       13.4        0.0      445.2 
050724  081742  48  18.0520 N  64  13.2640 W   2.2        0.0        2.9       13.4        0.0      445.2 
050724  081744  48  18.0520 N  64  13.2620 W   2.4        0.0        2.9       13.4        0.0      445.2 
050724  081746  48  18.0530 N  64  13.2610 W   2.2        0.0        2.9        3.5*       0.0      445.2 
050724  081748  48  18.0530 N  64  13.2600 W   2.1        0.0        2.9        3.5        0.0      445.2 
050724  081750  48  18.0530 N  64  13.2570 W   2.4        0.0        2.9        3.5        0.0      445.2 
050724  081752  48  18.0540 N  64  13.2550 W   3.0        0.0        2.9        3.5        0.0      445.2 
050724  081754  48  18.0540 N  64  13.2520 W   3.7        0.0        2.9        3.5        0.0      445.2 
050724  081756  48  18.0550 N  64  13.2490 W   4.4        0.0        2.9        3.5        0.0      445.2 
050724  081758  48  18.0560 N  64  13.2450 W   4.8        0.0        2.9        3.5        0.0      445.2 
050724  081800  48  18.0560 N  64  13.2400 W   5.5        0.0        2.9        3.5        0.0      445.2 
050724  081802  48  18.0570 N  64  13.2360 W   5.7        0.0        2.9        3.5        0.0      445.2 
050724  081804  48  18.0580 N  64  13.2310 W   6.0        0.0        2.9        3.5        0.0      445.2 
050724  081806  48  18.0590 N  64  13.2260 W   6.2        0.0        2.9        3.5        0.0      445.2 
050724  081808  48  18.0600 N  64  13.2200 W   6.5        0.0        2.9        3.5        0.0      445.2 
050724  081810  48  18.0600 N  64  13.2150 W   6.7        0.0        2.9        3.5        0.0      445.2 
050724  081812  48  18.0610 N  64  13.2090 W   6.9        0.0        2.9        3.5        0.0      445.2 
050724  081814  48  18.0620 N  64  13.2030 W   6.9        0.0        2.9        3.5        0.0      445.2 
050724  081816  48  18.0620 N  64  13.1970 W   7.0        0.0        2.9        3.5        0.0      445.2 
050724  081818  48  18.0630 N  64  13.1920 W   7.1        0.0        2.9        3.5        0.0      445.2 
050724  081820  48  18.0640 N  64  13.1860 W   7.2        0.0        2.9        3.5        0.0      445.2 
050724  081822  48  18.0650 N  64  13.1790 W   7.1        0.0        2.9        3.5        0.0      445.2 
050724  081824  48  18.0660 N  64  13.1740 W   7.2        0.0        2.9        3.5        0.0      445.2 
050724  081826  48  18.0670 N  64  13.1680 W   7.1        0.0        2.9        3.5        0.0      445.2 
050724  081828  48  18.0670 N  64  13.1620 W   7.1        0.0        2.9        3.5        0.0      445.2 
050724  081830  48  18.0680 N  64  13.1560 W   7.5        0.0        2.9        3.5        0.0      445.2 
050724  081832  48  18.0690 N  64  13.1500 W   7.3        0.0        2.9        3.5        0.0      445.2 
050724  081834  48  18.0700 N  64  13.1440 W   7.1        0.0        2.9        3.5        0.0      445.2 
050724  081836  48  18.0700 N  64  13.1380 W   7.3        0.0        2.9        3.5        0.0      445.2 
050724  081838  48  18.0710 N  64  13.1320 W   7.2        0.0        2.9        3.5        0.0      445.2 
050724  081840  48  18.0720 N  64  13.1260 W   7.1        0.0        2.9        3.5        0.0      445.2 
050724  081842  48  18.0730 N  64  13.1200 W   7.2        0.0        2.9        3.5        0.0      445.2 
050724  081844  48  18.0740 N  64  13.1140 W   7.1        0.0        2.9        3.5        0.0      445.2 
050724  081846  48  18.0740 N  64  13.1080 W   7.1        0.0        2.9        3.5        0.0      445.2 
050724  081848  48  18.0750 N  64  13.1030 W   7.2        0.0        2.9        3.5        0.0      445.2 
050724  081850  48  18.0760 N  64  13.0970 W   7.4        0.0        2.9        3.5        0.0      445.2 
050724  081852  48  18.0760 N  64  13.0900 W   7.3        0.0        2.9        3.5        0.0      445.2 
050724  081854  48  18.0770 N  64  13.0840 W   7.4        0.0        2.9        3.5        0.0      445.2 
050724  081856  48  18.0790 N  64  13.0780 W   7.3        0.0        2.9        3.5        0.0      445.2 
050724  081858  48  18.0800 N  64  13.0730 W   7.4        0.0        2.9        3.5        0.0      445.2 
050724  081900  48  18.0810 N  64  13.0670 W   7.3        0.0        2.9        3.5        0.0      445.2 
050724  081902  48  18.0820 N  64  13.0600 W   7.3        0.0        2.9        3.5        0.0      445.2 
050724  081904  48  18.0840 N  64  13.0540 W   7.1        0.0        2.9        3.5        0.0      445.2 
050724  081906  48  18.0850 N  64  13.0490 W   7.2        0.0        2.9        3.5        0.0      445.2 
050724  081908  48  18.0860 N  64  13.0430 W   7.3        0.0        2.9        3.5        0.0      445.2 
050724  081910  48  18.0870 N  64  13.0370 W   7.2        0.0        2.9        3.5        0.0      445.2 
050724  081912  48  18.0880 N  64  13.0310 W   7.4        0.0        2.9        3.5        0.0      445.2 
050724  081914  48  18.0890 N  64  13.0250 W   7.2        0.0        2.9        3.5        0.0      445.2 
050724  081916  48  18.0900 N  64  13.0190 W   7.0        0.0        2.9        3.5        0.0      445.2 
050724  081918  48  18.0910 N  64  13.0140 W   7.1        0.0        2.9        3.5        0.0      445.2 
050724  081920  48  18.0920 N  64  13.0090 W   7.1        0.0        2.9        3.5        0.0      445.2 
050724  081922  48  18.0930 N  64  13.0030 W   7.1        0.0        2.9        3.5        0.0      445.2 
050724  081924  48  18.0950 N  64  12.9970 W   6.9        0.0        2.9        3.5        0.0      445.2 
050724  081926  48  18.0950 N  64  12.9910 W   7.1        0.0        2.9        3.5        0.0      445.2 
050724  081928  48  18.0970 N  64  12.9850 W   7.1        0.0        2.9        3.5        0.0      445.2 
050724  081930  48  18.0980 N  64  12.9800 W   6.9        0.0        2.9        3.5        0.0      445.2 
050724  081932  48  18.0990 N  64  12.9750 W   7.0        0.0        2.9        3.5        0.0      445.2 
050724  081934  48  18.1000 N  64  12.9690 W   7.0        0.0        2.9        3.5        0.0      445.2 
050724  081936  48  18.1010 N  64  12.9630 W   6.9        0.0        2.9        3.5        0.0      445.2 
050724  081938  48  18.1020 N  64  12.9570 W   7.1        0.0        2.9        3.5        0.0      445.2 
050724  081940  48  18.1030 N  64  12.9520 W   7.0        0.0        2.9        3.5        0.0      445.2 
050724  081942  48  18.1040 N  64  12.9460 W   7.1        0.0        2.9        3.5        0.0      445.2 
050724  081944  48  18.1050 N  64  12.9400 W   7.0        0.0        2.9        3.5        0.0      445.2 
050724  081946  48  18.1050 N  64  12.9340 W   6.8        0.0        2.9        3.5        0.0      445.2 
050724  081948  48  18.1060 N  64  12.9280 W   6.4        0.0        2.9        3.5        0.0      445.2 
050724  081950  48  18.1070 N  64  12.9230 W   6.0        0.0        2.9        3.5        0.0      445.2 
050724  081952  48  18.1070 N  64  12.9180 W   5.8        0.0        2.9      142.7*       0.0      445.2 
050724  081954  48  18.1080 N  64  12.9140 W   5.8        0.0        2.9      142.7        0.0      445.2 
050724  081956  48  18.1090 N  64  12.9090 W   5.5        0.0        2.9      142.7        0.0      445.2 
050724  081958  48  18.1090 N  64  12.9040 W   5.4        0.0        2.9        2.8*       0.0      445.2 
050724  082000  48  18.1100 N  64  12.9000 W   5.4        0.0        2.9        2.8        0.0      445.2 
050724  082002  48  18.1110 N  64  12.8960 W   5.4        0.0        2.9        5.6*       0.0      445.2 
050724  082004  48  18.1110 N  64  12.8910 W   5.2        0.0        2.9        5.6        0.0      445.2 
050724  082006  48  18.1120 N  64  12.8870 W   5.2        0.0        2.9        5.6        0.0      445.2 
050724  082008  48  18.1120 N  64  12.8830 W   5.1        0.0        2.9        5.6        0.0      445.2 
050724  082010  48  18.1130 N  64  12.8780 W   5.2        0.0        2.9        5.6        0.0      445.2 
050724  082012  48  18.1140 N  64  12.8740 W   5.2        0.0        2.9        5.6        0.0      445.2 
050724  082014  48  18.1140 N  64  12.8700 W   5.2        0.0        2.9        5.6        0.0      445.2 
050724  082016  48  18.1150 N  64  12.8650 W   5.2        0.0        2.9        5.6        0.0      182.5*
050724  082018  48  18.1150 N  64  12.8610 W   5.3        0.0        2.9        5.6        0.0      182.5 
050724  082020  48  18.1160 N  64  12.8570 W   5.3        0.0        2.9        5.6        0.0      182.5 
050724  082022  48  18.1160 N  64  12.8520 W   5.2        0.0        2.9        5.6        0.0       41.8*
050724  082024  48  18.1170 N  64  12.8480 W   5.2        0.0        2.9        6.9*       0.0       41.8 
050724  082026  48  18.1170 N  64  12.8430 W   5.2        0.0        2.9        6.9        0.0       41.8 
050724  082028  48  18.1180 N  64  12.8390 W   5.3        0.0        2.9        7.4*       0.0       45.7*
050724  082030  48  18.1180 N  64  12.8350 W   5.3        0.0        2.9        7.4        0.0       45.7 
050724  082032  48  18.1190 N  64  12.8300 W   5.3        0.0        2.9        7.4        0.0       53.7*
050724  082034  48  18.1190 N  64  12.8260 W   5.2        0.0        2.9        8.3*       0.0       53.7 
050724  082036  48  18.1200 N  64  12.8220 W   5.2        0.0        2.9        8.3        0.0       53.7 
050724  082038  48  18.1200 N  64  12.8180 W   5.3        0.0        2.9        8.3        0.0       35.6*
050724  082040  48  18.1210 N  64  12.8130 W   5.2        0.0        2.9       38.9*       0.0       35.6 
050724  082042  48  18.1210 N  64  12.8090 W   5.1        0.0        2.9       38.9        0.0       35.6 
050724  082044  48  18.1220 N  64  12.8050 W   5.1        0.0        2.9       38.9        0.0       45.3*
050724  082046  48  18.1220 N  64  12.8000 W   5.4        0.0        2.9       38.9        0.0       45.3 
050724  082048  48  18.1230 N  64  12.7960 W   5.3        0.0        2.9       38.9        0.0       49.7*
050724  082050  48  18.1230 N  64  12.7910 W   5.2        0.0        2.9        5.3*       0.0       49.7 
050724  082052  48  18.1240 N  64  12.7870 W   5.2        3.2*       2.9        5.3        0.0       49.7 
050724  082054  48  18.1250 N  64  12.7830 W   5.1        3.2        2.9        5.3        0.0       45.7*
050724  082056  48  18.1250 N  64  12.7790 W   5.2        3.2        2.9        7.0*       0.0       45.7 
050724  082058  48  18.1260 N  64  12.7740 W   5.2        3.2        2.9        7.0        0.0       47.9*
050724  082100  48  18.1260 N  64  12.7690 W   5.3        3.2        2.9        7.0        0.0       47.9 
050724  082102  48  18.1260 N  64  12.7650 W   5.2        3.2        2.9        7.0        0.0       47.9 
050724  082104  48  18.1270 N  64  12.7610 W   5.2        3.2        2.9        7.0        0.0       46.2*
050724  082106  48  18.1280 N  64  12.7560 W   5.2        3.2        2.9       23.6*       0.0       46.2 
050724  082108  48  18.1280 N  64  12.7520 W   5.2        3.2        2.9       23.6        0.0       46.2 
050724  082110  48  18.1280 N  64  12.7470 W   5.2        3.2        2.9        7.1*       0.0       47.9*
050724  082112  48  18.1290 N  64  12.7430 W   5.3        3.2        2.9        7.1        0.0       47.9 
050724  082114  48  18.1300 N  64  12.7380 W   5.3        3.2        2.9        7.1        0.0       46.6*
050724  082116  48  18.1300 N  64  12.7340 W   5.2        3.2        2.9        8.2*       0.0       46.6 
050724  082118  48  18.1300 N  64  12.7300 W   5.1        3.2        2.9        8.2        0.0       46.6 
050724  082120  48  18.1310 N  64  12.7260 W   5.1        3.2        2.9        8.2        0.0       46.2*
