FileName: C:\2005NE~1\GP194.TXT
Local Time: Thu Jul 28 17:14:40 2005

Ship: Marco Michel Trip: 06 Tow: gp194
Comments: zone 12
 Date    Time     Latitude       Longitude    Speed    Primary  Secondary DoorSpread WingSpread      Depth 
050728  201442  47  52.8140 N  63  16.1160 W   3.0        4.2*       2.5*      56.0*       0.0      267.4*
050728  201444  47  52.8120 N  63  16.1160 W   3.2        4.2        2.5       56.0        0.0      267.4 
050728  201446  47  52.8100 N  63  16.1160 W   3.3        4.2        2.5        2.8*       0.0      267.4 
050728  201448  47  52.8090 N  63  16.1160 W   2.8        4.2        2.5        2.8        0.0      267.4 
050728  201450  47  52.8070 N  63  16.1170 W   2.4        4.2        2.5        2.8        0.0      267.4 
050728  201452  47  52.8060 N  63  16.1170 W   2.8        4.2        2.5        2.0*       0.0      267.4 
050728  201454  47  52.8040 N  63  16.1170 W   2.4        4.2        2.5        2.0        0.0      267.4 
050728  201456  47  52.8030 N  63  16.1170 W   2.4        4.2        2.5        2.0        0.0      267.4 
050728  201458  47  52.8010 N  63  16.1170 W   2.7        4.2        2.5        3.5*       0.0      267.4 
050728  201500  47  52.7990 N  63  16.1160 W   4.0        4.2        2.5        3.5        0.0      267.4 
050728  201502  47  52.7970 N  63  16.1160 W   3.8        4.2        2.5        3.5        0.0      267.4 
050728  201505  47  52.7940 N  63  16.1160 W   4.9        4.2        2.5        3.5        0.0      267.4 
050728  201507  47  52.7910 N  63  16.1160 W   5.9        4.2        2.5        3.5        0.0      267.4 
050728  201508  47  52.7890 N  63  16.1160 W   6.4        4.2        2.5        3.5        0.0      267.4 
050728  201510  47  52.7850 N  63  16.1160 W   5.8        4.2        2.5        3.5        0.0      267.4 
050728  201512  47  52.7820 N  63  16.1160 W   5.5        4.2        2.5        3.5        0.0      267.4 
050728  201515  47  52.7770 N  63  16.1150 W   6.7        4.2        2.5        3.5        0.0      267.4 
050728  201517  47  52.7730 N  63  16.1140 W   7.3        4.2        2.5        3.5        0.0      267.4 
050728  201519  47  52.7690 N  63  16.1150 W   6.8        4.2        2.5        3.5        0.0      267.4 
050728  201521  47  52.7650 N  63  16.1160 W   6.7        4.2        2.5        3.5        0.0      267.4 
050728  201523  47  52.7610 N  63  16.1150 W   6.9        4.2        2.5        3.5        0.0      267.4 
050728  201525  47  52.7570 N  63  16.1140 W   7.2        4.2        2.5        3.5        0.0      267.4 
050728  201527  47  52.7530 N  63  16.1150 W   7.2        4.2        2.5        3.5        0.0      267.4 
050728  201529  47  52.7490 N  63  16.1150 W   7.1        4.2        2.5        3.5        0.0      267.4 
050728  201531  47  52.7460 N  63  16.1150 W   7.1        4.2        2.5        3.5        0.0      267.4 
050728  201533  47  52.7420 N  63  16.1150 W   7.3        4.2        2.5        3.5        0.0      267.4 
050728  201535  47  52.7380 N  63  16.1150 W   7.4        4.2        2.5        3.5        0.0      267.4 
050728  201537  47  52.7340 N  63  16.1150 W   7.3        4.2        2.5        3.5        0.0      267.4 
050728  201539  47  52.7300 N  63  16.1160 W   7.0        4.2        2.5        3.5        0.0      267.4 
050728  201541  47  52.7260 N  63  16.1160 W   7.1        4.2        2.5        3.5        0.0      267.4 
050728  201543  47  52.7220 N  63  16.1150 W   7.6        4.2        2.5        3.5        0.0      267.4 
050728  201545  47  52.7180 N  63  16.1150 W   7.5        4.2        2.5        3.5        0.0      267.4 
050728  201547  47  52.7130 N  63  16.1150 W   7.3        4.2        2.5        3.5        0.0      267.4 
050728  201549  47  52.7090 N  63  16.1150 W   6.8        4.2        2.5        3.5        0.0      267.4 
050728  201551  47  52.7050 N  63  16.1150 W   7.3        4.2        2.5        3.5        0.0      267.4 
050728  201553  47  52.7010 N  63  16.1150 W   7.8        4.2        2.5        3.5        0.0      267.4 
050728  201555  47  52.6970 N  63  16.1150 W   7.4        4.2        2.5        3.5        0.0      267.4 
050728  201557  47  52.6930 N  63  16.1140 W   7.1        4.2        2.5        3.5        0.0      267.4 
050728  201559  47  52.6890 N  63  16.1150 W   6.5        4.2        2.5        3.5        0.0      267.4 
050728  201601  47  52.6850 N  63  16.1150 W   7.3        4.2        2.5        3.5        0.0      267.4 
050728  201603  47  52.6810 N  63  16.1140 W   7.7        4.2        2.5        3.5        0.0      267.4 
050728  201605  47  52.6770 N  63  16.1140 W   7.6        4.2        2.5        3.5        0.0      267.4 
