FileName: C:\2005NE~1\GP291R.TXT
Local Time: Sat Sep 17 07:38:06 2005

Ship: Marco Michel Trip: 09 Tow: gp291r
Comments: zone 12
 Date    Time     Latitude       Longitude    Speed    Primary  Secondary DoorSpread WingSpread      Depth 
050917  103806  47  18.8830 N  61   5.0340 W   2.9        4.9       11.1*       0.0        2.0*      11.4*
050917  103808  47  18.8820 N  61   5.0360 W   2.7        4.9       11.1        0.0        2.0        0.9*
050917  103810  47  18.8810 N  61   5.0370 W   3.2        4.9        2.3*       0.0        2.0        0.9 
050917  103812  47  18.8800 N  61   5.0390 W   3.1        4.9        2.3        0.0        7.6*      10.1*
050917  103814  47  18.8780 N  61   5.0410 W   3.3        4.9        2.3        0.0        7.6       10.1 
050917  103816  47  18.8770 N  61   5.0430 W   4.1        4.9        2.3        0.0        7.6       10.1 
050917  103818  47  18.8760 N  61   5.0460 W   5.3        4.9        2.3        0.0      109.6*      13.2*
050917  103820  47  18.8730 N  61   5.0490 W   5.5        4.9        2.3        0.0      109.6       13.2 
050917  103822  47  18.8710 N  61   5.0530 W   5.6        4.9        2.3        0.0      109.6       13.2 
050917  103824  47  18.8690 N  61   5.0560 W   6.2        4.9        2.3        0.0      109.6        7.9*
050917  103826  47  18.8660 N  61   5.0600 W   6.9        4.9        2.3        0.0      109.6        7.9 
050917  103828  47  18.8630 N  61   5.0650 W   7.3        4.9        2.3        0.0      109.6        7.9 
050917  103830  47  18.8610 N  61   5.0700 W   6.9        4.9        2.3        0.0      109.6        7.9 
050917  103832  47  18.8580 N  61   5.0740 W   6.8        4.9        2.3        0.0      109.6        7.9 
050917  103834  47  18.8560 N  61   5.0780 W   7.3        4.9        2.3        0.0      109.6        7.9 
050917  103836  47  18.8530 N  61   5.0830 W   7.9        4.9        2.3        0.0      109.6        7.9 
050917  103838  47  18.8500 N  61   5.0880 W   8.1        4.9        2.3        0.0      109.6        7.9 
050917  103840  47  18.8470 N  61   5.0930 W   7.7        4.9        2.3        0.0      109.6        7.9 
050917  103842  47  18.8450 N  61   5.0980 W   7.5        4.9        2.3        0.0      109.6        7.9 
050917  103844  47  18.8420 N  61   5.1030 W   7.4        4.9        2.3        0.0      109.6        7.9 
050917  103846  47  18.8390 N  61   5.1080 W   8.0        4.9        2.3        0.0      109.6        7.9 
050917  103848  47  18.8370 N  61   5.1140 W   8.1        4.9        2.3        0.0      109.6        7.9 
050917  103850  47  18.8340 N  61   5.1190 W   7.9        4.9        2.3        0.0      109.6        7.9 
