FileName: C:\2005NE~1\GP256.TXT
Local Time: Sat Sep 17 14:47:11 2005

Ship: Marco Michel Trip: 09 Tow: gp256
Comments: zone 19
 Date    Time     Latitude       Longitude    Speed    Primary  Secondary DoorSpread WingSpread      Depth 
050917  174713  46  59.2440 N  60  58.1330 W   3.8        3.2       10.2*       0.0       84.8*       8.4*
050917  174843  46  59.2090 N  60  57.8880 W   7.6        3.2       10.2        0.0       84.8       24.2 
050917  174845  46  59.2070 N  60  57.8810 W   7.8        3.2       10.2        0.0       84.8       24.2 
050917  174847  46  59.2070 N  60  57.8750 W   7.7        3.2       10.2        0.0       84.8       24.2 
050917  174849  46  59.2060 N  60  57.8690 W   8.2        3.2       10.2        0.0       84.8       24.2 
050917  174851  46  59.2050 N  60  57.8620 W   8.1        3.2       10.2        0.0       84.8       24.2 
050917  174853  46  59.2050 N  60  57.8560 W   8.2        3.2       10.2        0.0       84.8       24.2 
050917  174855  46  59.2040 N  60  57.8490 W   7.6        3.2       10.2        0.0       84.8       24.2 
050917  174857  46  59.2040 N  60  57.8420 W   8.0        3.2       10.2        0.0       84.8       24.2 
050917  174859  46  59.2030 N  60  57.8360 W   8.3        3.2       10.2        0.0       84.8       24.2 
050917  174901  46  59.2030 N  60  57.8300 W   7.7        3.2       10.2        0.0       84.8       24.2 
050917  174903  46  59.2030 N  60  57.8230 W   8.3        3.2       10.2        0.0       84.8       24.2 
050917  174905  46  59.2020 N  60  57.8170 W   7.7        3.2       10.2        0.0       84.8       24.2 
050917  174907  46  59.2020 N  60  57.8110 W   8.5        3.2       10.2        0.0       84.8       24.2 
050917  174909  46  59.2020 N  60  57.8040 W   7.5        3.2       10.2        0.0       84.8       24.2 
050917  174911  46  59.2020 N  60  57.7980 W   7.8        3.2       10.2        0.0       84.8       24.2 
050917  174913  46  59.2010 N  60  57.7920 W   8.2        3.2       10.2        0.0       84.8       24.2 
050917  174915  46  59.2010 N  60  57.7850 W   7.7        3.2       10.2        0.0       84.8       24.2 
050917  174917  46  59.2010 N  60  57.7790 W   8.5        3.2       10.2        0.0       84.8       24.2 
050917  174919  46  59.2010 N  60  57.7720 W   7.8        3.2       10.2        0.0       84.8       24.2 
050917  174921  46  59.2000 N  60  57.7650 W   8.3        3.2       10.2        0.0       84.8       24.2 
050917  174923  46  59.2000 N  60  57.7590 W   7.7        3.2       10.2        0.0       84.8       24.2 
050917  174925  46  59.2000 N  60  57.7530 W   8.5        3.2       10.2        0.0       84.8       24.2 
050917  174927  46  59.2000 N  60  57.7460 W   7.9        3.2       10.2        0.0       84.8       24.2 
050917  174929  46  59.2000 N  60  57.7390 W   7.6        3.2       10.2        0.0       84.8       24.2 
050917  174931  46  59.2000 N  60  57.7330 W   8.3        3.2       10.2        0.0       84.8       24.2 
050917  174933  46  59.2000 N  60  57.7270 W   7.5        3.2       10.2        0.0       84.8       24.2 
050917  174935  46  59.2000 N  60  57.7210 W   8.0        3.2       10.2        0.0       84.8       24.2 
050917  174937  46  59.2000 N  60  57.7140 W   8.1        3.2       10.2        0.0       84.8       24.2 
050917  174939  46  59.2000 N  60  57.7070 W   8.3        3.2       10.2        0.0       84.8       24.2 
050917  174941  46  59.1990 N  60  57.7010 W   7.9        3.2       10.2        0.0       84.8       24.2 
050917  174943  46  59.2000 N  60  57.6940 W   8.2        3.2       10.2        0.0       84.8       24.2 
050917  174945  46  59.1990 N  60  57.6880 W   7.7        3.2       10.2        0.0       84.8       24.2 
050917  174947  46  59.1990 N  60  57.6810 W   8.3        3.2       10.2        0.0       84.8       24.2 
050917  174949  46  59.1990 N  60  57.6760 W   7.2        3.2       10.2        0.0       84.8       24.2 
050917  174951  46  59.1990 N  60  57.6690 W   7.1        3.2       10.2        0.0       84.8       24.2 
050917  174953  46  59.1990 N  60  57.6640 W   6.6        3.2       10.2        0.0       84.8       24.2 
050917  174955  46  59.1980 N  60  57.6590 W   7.0        3.2       10.2        0.0       84.8       24.2 
050917  174957  46  59.1990 N  60  57.6530 W   6.2        3.2       10.2        0.0        6.7*      24.2 
050917  174959  46  59.1980 N  60  57.6480 W   6.7        3.2       10.2        0.0        6.7       24.2 
050917  175001  46  59.1990 N  60  57.6430 W   5.9        3.2       10.2        0.0        6.7       24.2 
050917  175003  46  59.1980 N  60  57.6380 W   6.4        3.2       10.2        0.0       64.3*      24.2 
050917  175005  46  59.1980 N  60  57.6330 W   5.9        3.2       10.2        0.0       64.3       24.2 
050917  175007  46  59.1990 N  60  57.6280 W   6.2        3.2       10.2        0.0       64.3       24.2 
050917  175009  46  59.1990 N  60  57.6240 W   5.8        3.2       10.2        0.0        1.6*      24.2 
050917  175011  46  59.1990 N  60  57.6190 W   6.5        3.2       10.2        0.0        1.6       24.2 
050917  175013  46  59.1990 N  60  57.6140 W   5.6        3.2       10.2        0.0        1.6       24.2 
050917  175015  46  59.1990 N  60  57.6090 W   6.0        3.2       10.2        0.0        1.6       24.2 
050917  175017  46  59.1990 N  60  57.6040 W   6.2        3.2       10.2        0.0        1.6       24.2 
050917  175019  46  59.1990 N  60  57.5990 W   6.0        3.2       10.2        0.0        1.6       24.2 
050917  175021  46  59.1990 N  60  57.5940 W   6.2        3.2       10.2        0.0        1.6       58.9*
050917  175023  46  59.1990 N  60  57.5900 W   6.2        3.2       10.2        0.0        1.6       58.9 
050917  175025  46  59.2000 N  60  57.5840 W   5.5        3.2       10.2        0.0        1.6       58.9 
050917  175027  46  59.2000 N  60  57.5800 W   6.5        3.2       10.2        0.0        1.6       58.9 
050917  175029  46  59.2000 N  60  57.5750 W   5.7        3.2       10.2        0.0        1.6       58.9 
050917  175031  46  59.1990 N  60  57.5700 W   5.3        3.2       10.2        0.0        1.6       58.9 
050917  175033  46  59.1990 N  60  57.5660 W   6.4        3.2       10.2        0.0        1.6       58.9 
050917  175035  46  59.1990 N  60  57.5610 W   5.4        3.2       10.2        0.0        1.6       58.9 
050917  175037  46  59.1990 N  60  57.5560 W   5.8        3.2       10.2        0.0        1.6       58.9 
050917  175039  46  59.1990 N  60  57.5510 W   6.0        3.2       10.2        0.0        1.6       58.9 
050917  175041  46  59.2000 N  60  57.5460 W   5.7        3.2       10.2        0.0        1.6       58.9 
050917  175043  46  59.1990 N  60  57.5420 W   6.1        3.2       10.2        0.0        1.6       58.9 
050917  175045  46  59.1990 N  60  57.5370 W   5.7        3.2       10.2        0.0        1.6       58.9 
050917  175047  46  59.2000 N  60  57.5320 W   5.1        3.2       13.6*       0.0        1.6       36.1*
050917  175049  46  59.2000 N  60  57.5280 W   4.7        3.2       13.6        0.0        1.6       36.1 
050917  175051  46  59.2000 N  60  57.5240 W   3.8        3.2       13.6        0.0        1.6       36.1 
050917  175053  46  59.2000 N  60  57.5220 W   3.9        3.2        2.6*       0.0        1.6       66.0*
050917  175055  46  59.2010 N  60  57.5190 W   3.5        3.2        2.6        0.0        8.1*      66.0 
050917  175057  46  59.2010 N  60  57.5170 W   2.9        3.2        2.6        0.0        8.1       66.0 
050917  175059  46  59.2010 N  60  57.5140 W   3.3        3.2        2.6        0.0       12.8*      46.6*
050917  175101  46  59.2010 N  60  57.5120 W   2.9        2.3*       2.6        0.0       12.8       46.6 
050917  175103  46  59.2020 N  60  57.5100 W   2.5        2.3        2.6        0.0       12.8       56.7*
050917  175105  46  59.2020 N  60  57.5080 W   3.1        2.3        2.6        0.0       12.8       56.7 
050917  175107  46  59.2020 N  60  57.5060 W   2.5        2.3        2.6        0.0       12.8       56.7 
050917  175109  46  59.2020 N  60  57.5040 W   2.6        2.3        2.6        0.0       12.8       73.0*
050917  175111  46  59.2030 N  60  57.5020 W   2.4        2.3        2.6        0.0       12.8       73.0 
050917  175113  46  59.2030 N  60  57.5000 W   2.5        2.3        2.6        0.0       12.8       73.0 
050917  175115  46  59.2040 N  60  57.4990 W   2.2        2.3        2.6        0.0        7.3*      45.7*
050917  175117  46  59.2050 N  60  57.4970 W   2.4        2.3        2.3*       0.0        7.3       45.7 
050917  175119  46  59.2050 N  60  57.4950 W   2.1        2.3        2.3        0.0        7.3       73.5*
050917  175121  46  59.2050 N  60  57.4940 W   2.7        2.3        2.3        0.0        5.7*      73.5 
050917  175123  46  59.2060 N  60  57.4920 W   1.5        2.3        2.3        0.0        5.7       73.5 
050917  175125  46  59.2060 N  60  57.4910 W   2.6        4.2*       2.3        0.0        5.7       73.5 
050917  175127  46  59.2070 N  60  57.4890 W   2.0        4.2        2.3        0.0        6.5*      73.5 
050917  175129  46  59.2070 N  60  57.4870 W   1.9        4.2        2.3        0.0        6.5       73.5 
050917  175131  46  59.2070 N  60  57.4850 W   2.7        4.2        2.3        0.0        4.4*      73.5 
050917  175133  46  59.2080 N  60  57.4840 W   1.5        4.2        2.3        0.0        4.4       73.5 
050917  175135  46  59.2080 N  60  57.4820 W   2.6        4.2        2.3        0.0        4.4       73.5 
050917  175137  46  59.2090 N  60  57.4810 W   2.2        4.2        2.3        0.0        7.0*      73.5 
050917  175139  46  59.2090 N  60  57.4790 W   2.5        4.2        2.3        0.0        7.0       73.5 
050917  175141  46  59.2090 N  60  57.4770 W   1.9        4.2        2.3        0.0        5.6*      68.2*
050917  175143  46  59.2100 N  60  57.4760 W   2.4        4.2        2.3        0.0        5.6       68.2 
050917  175145  46  59.2110 N  60  57.4750 W   2.0        4.2        2.3        0.0        5.6       68.2 
050917  175147  46  59.2110 N  60  57.4730 W   2.2        4.2        2.3        0.0        5.0*      80.1*
050917  175149  46  59.2120 N  60  57.4710 W   2.1        4.2        2.3        0.0        5.0       80.1 
050917  175151  46  59.2120 N  60  57.4700 W   2.3        4.2        2.3        0.0        5.0       80.1 
050917  175153  46  59.2120 N  60  57.4680 W   1.7        4.2        2.3        0.0        5.5*      68.2*
050917  175155  46  59.2130 N  60  57.4670 W   2.4        4.2        2.3        0.0        5.5       68.2 
050917  175157  46  59.2130 N  60  57.4650 W   1.9        4.2        2.3        0.0        6.6*      79.2*
050917  175159  46  59.2140 N  60  57.4640 W   2.4        4.2        2.3        0.0        6.6       79.2 
050917  175201  46  59.2150 N  60  57.4630 W   1.7        4.2        2.3        0.0        6.6       79.2 
050917  175203  46  59.2150 N  60  57.4610 W   1.9        4.2        2.3        0.0        2.9*      81.8*
050917  175205  46  59.2160 N  60  57.4600 W   2.3        4.2        2.3        0.0        2.9       81.8 
050917  175207  46  59.2170 N  60  57.4580 W   1.8        4.2        2.3        0.0        2.9       81.8 
050917  175209  46  59.2170 N  60  57.4560 W   2.5        4.2        2.3        0.0        4.9*      84.9*
050917  175211  46  59.2180 N  60  57.4550 W   1.8        4.2        2.3        0.0        4.9       84.9 
050917  175213  46  59.2180 N  60  57.4530 W   2.4        4.2        2.3        0.0        5.2*      87.5*
050917  175215  46  59.2180 N  60  57.4520 W   2.1        4.2        2.3        0.0        5.2       87.5 
050917  175217  46  59.2180 N  60  57.4510 W   1.9        4.2        2.3        0.0        5.2       87.5 
050917  175219  46  59.2190 N  60  57.4490 W   2.4        4.2        4.2*       0.0        5.1*      90.6*
050917  175221  46  59.2200 N  60  57.4470 W   2.0        4.2        4.2        0.0        5.1       90.6 
050917  175223  46  59.2200 N  60  57.4450 W   2.2        4.2        4.2        0.0        5.5*      90.6 
050917  175225  46  59.2210 N  60  57.4430 W   2.3        4.2        4.2        0.0        5.5       94.1*
050917  175227  46  59.2210 N  60  57.4420 W   2.2        2.6*       4.2        0.0        5.5       94.1 
050917  175229  46  59.2210 N  60  57.4400 W   2.3        2.6        4.2        0.0        5.5*      95.0*
050917  175231  46  59.2220 N  60  57.4390 W   2.4        2.6        4.2        0.0        5.5       95.0 
050917  175233  46  59.2220 N  60  57.4370 W   2.5        2.6        4.2        0.0        5.5       95.0 
050917  175235  46  59.2230 N  60  57.4350 W   1.6        2.6        4.2        0.0        5.6*      99.9*
050917  175237  46  59.2230 N  60  57.4340 W   2.7        2.6        4.2        0.0        5.6       99.9 
050917  175239  46  59.2240 N  60  57.4320 W   1.9        2.6        4.2        0.0        6.4*      99.9 
050917  175241  46  59.2240 N  60  57.4300 W   2.3        2.6        4.2        0.0        6.4       99.9 
050917  175243  46  59.2240 N  60  57.4290 W   2.5        2.6        4.2        0.0        6.4      101.2*
050917  175245  46  59.2250 N  60  57.4270 W   2.1        2.6        2.4*       0.0        5.5*     101.2 
050917  175247  46  59.2250 N  60  57.4250 W   2.2        2.6        2.4        0.0        5.5      101.2 
050917  175249  46  59.2260 N  60  57.4240 W   2.1        2.6        2.4        0.0        5.5      101.2 
050917  175251  46  59.2260 N  60  57.4220 W   2.3        8.5*       2.4        0.0        6.2*     101.2 
050917  175253  46  59.2270 N  60  57.4210 W   2.1        8.5        2.4        0.0        6.2      101.2 
050917  175255  46  59.2270 N  60  57.4190 W   2.4        8.5        2.4        0.0        6.9*     101.2 
050917  175257  46  59.2280 N  60  57.4170 W   2.0        8.5        2.5*       0.0        6.9      108.2*
050917  175259  46  59.2280 N  60  57.4150 W   2.1        8.5        2.5        0.0        6.9      108.2 
050917  175301  46  59.2290 N  60  57.4140 W   2.2        8.5        2.5        0.0        6.4*     108.2 
050917  175303  46  59.2290 N  60  57.4120 W   1.9        8.5        2.5        0.0        6.4      107.3*
050917  175305  46  59.2300 N  60  57.4110 W   2.4        3.8*       2.5        0.0        7.7*     107.3 
050917  175307  46  59.2300 N  60  57.4090 W   1.7        3.8        2.5        0.0        7.7      107.3*
050917  175309  46  59.2310 N  60  57.4080 W   2.6        3.8        2.5        0.0        7.7      107.3 
050917  175311  46  59.2310 N  60  57.4060 W   1.0        3.8        2.5        0.0        8.4*     107.3 
050917  175313  46  59.2310 N  60  57.4050 W   2.7        3.8        2.5        0.0        8.4      109.5*
050917  175315  46  59.2320 N  60  57.4040 W   1.1        3.8        2.5        0.0        8.4      109.5 
050917  175317  46  59.2320 N  60  57.4020 W   2.6        3.8       10.8*       0.0        8.1*     109.5 
050917  175319  46  59.2330 N  60  57.4010 W   1.4        3.8       10.8        0.0        8.1      110.0*
050917  175321  46  59.2330 N  60  57.3990 W   2.3        3.8       10.8        0.0        9.1*     110.0 
050917  175323  46  59.2330 N  60  57.3980 W   1.8        3.8       10.8        0.0        9.1      108.2*
050917  175325  46  59.2340 N  60  57.3970 W   1.9        3.8       10.8        0.0        9.1      108.2 
050917  175327  46  59.2340 N  60  57.3950 W   2.0        3.8       10.8        0.0        9.4*     108.2 
050917  175329  46  59.2350 N  60  57.3940 W   2.5        3.8       11.3*       0.0        9.4      109.1*
050917  175331  46  59.2350 N  60  57.3920 W   1.2        3.8       11.3        0.0        9.4      109.1 
050917  175333  46  59.2360 N  60  57.3900 W   2.5        3.8       11.3        0.0        9.5*     109.1 
050917  175335  46  59.2360 N  60  57.3900 W   1.7        3.8       11.3        0.0        9.5      108.6*
050917  175337  46  59.2360 N  60  57.3880 W   2.2        3.8       11.3        0.0        9.4*     108.6 
050917  175339  46  59.2370 N  60  57.3860 W   2.1        3.8       11.3        0.0        9.4      108.6 
050917  175341  46  59.2380 N  60  57.3850 W   2.4        3.8       11.3        0.0        9.4      110.8*
050917  175343  46  59.2390 N  60  57.3830 W   2.3        3.8       11.3        0.0       10.1*     110.8 
050917  175345  46  59.2390 N  60  57.3810 W   2.4        3.8       11.3        0.0       10.1      108.2*
050917  175347  46  59.2390 N  60  57.3800 W   2.1        3.8       11.3        0.0       10.1*     108.2 
050917  175349  46  59.2400 N  60  57.3780 W   2.3        3.8       11.3        0.0       10.1      108.2 
050917  175351  46  59.2400 N  60  57.3760 W   2.4        3.8       11.3        0.0       10.1      109.5*
050917  175353  46  59.2410 N  60  57.3750 W   2.1        3.8       11.3        0.0       10.1      109.5 
050917  175355  46  59.2420 N  60  57.3730 W   2.6        3.8       11.3        0.0       10.1      109.5 
050917  175357  46  59.2430 N  60  57.3710 W   2.0        3.8       11.3        0.0       10.1      108.6*
050917  175359  46  59.2430 N  60  57.3700 W   2.2        3.8       11.3        0.0       10.0*     108.6 
050917  175401  46  59.2430 N  60  57.3680 W   2.4        3.8       11.3        0.0       10.0      108.6 
050917  175403  46  59.2440 N  60  57.3660 W   2.2        3.8       11.3        0.0       10.7*     110.0*
050917  175405  46  59.2450 N  60  57.3640 W   2.0        3.8       11.3        0.0       10.7      110.0 
050917  175407  46  59.2450 N  60  57.3630 W   2.3        3.8       11.3        0.0       10.7      109.5*
050917  175409  46  59.2460 N  60  57.3620 W   2.3        3.8       11.3        0.0       10.8*     109.5 
050917  175411  46  59.2460 N  60  57.3600 W   1.6        3.8       11.3        0.0       10.8      109.5 
050917  175413  46  59.2460 N  60  57.3580 W   2.8        3.8       11.3        0.0       10.8      109.1*
050917  175415  46  59.2470 N  60  57.3570 W   1.6        3.8       11.3        0.0       10.6*     109.1 
050917  175417  46  59.2470 N  60  57.3560 W   2.4        3.8       11.3        0.0       10.6      109.1 
050917  175419  46  59.2480 N  60  57.3540 W   2.5        3.8       11.3        0.0       10.8*     107.8*
050917  175421  46  59.2490 N  60  57.3530 W   2.3        3.8       11.3        0.0       10.8      107.8 
050917  175423  46  59.2490 N  60  57.3510 W   1.7        3.8       11.3        0.0       10.8      108.6*
050917  175425  46  59.2500 N  60  57.3500 W   2.4        3.8       11.3        0.0        9.8*     108.6 
050917  175427  46  59.2500 N  60  57.3480 W   1.9        3.8       11.3        0.0        9.8      108.6 
050917  175429  46  59.2510 N  60  57.3470 W   2.1        3.8       11.3        0.0        9.8      108.6*
050917  175431  46  59.2510 N  60  57.3460 W   2.2        3.8       11.3        0.0        9.8*     108.6 
050917  175433  46  59.2520 N  60  57.3440 W   1.6        3.8       11.3        0.0        9.8      108.6 
050917  175435  46  59.2520 N  60  57.3430 W   2.4        3.8       11.3        0.0       10.3*     109.1*
050917  175437  46  59.2530 N  60  57.3410 W   1.4        3.8       11.3        0.0       10.3      109.1 
050917  175439  46  59.2530 N  60  57.3400 W   2.5        3.8       11.3        0.0       10.3      109.1 
050917  175441  46  59.2540 N  60  57.3390 W   1.6        3.8       11.3        0.0       10.4*     109.5*
050917  175443  46  59.2550 N  60  57.3380 W   2.2        3.8       11.3        0.0       10.4      109.5 
050917  175445  46  59.2550 N  60  57.3360 W   1.9        3.8       11.3        0.0       10.4      107.8*
050917  175447  46  59.2560 N  60  57.3350 W   1.9        4.8*      11.3        0.0       10.1*     107.8 
050917  175449  46  59.2560 N  60  57.3330 W   2.3        4.8       11.3        0.0       10.1      107.8 
050917  175451  46  59.2570 N  60  57.3320 W   1.5        4.8       11.3        0.0        9.8*     110.0*
050917  175453  46  59.2570 N  60  57.3300 W   2.5        4.8       11.3        0.0        9.8      110.0 
050917  175455  46  59.2580 N  60  57.3290 W   1.6        4.8       11.3        0.0        9.8      110.0 
050917  175457  46  59.2590 N  60  57.3280 W   1.8        4.8       11.3        0.0        8.6*     108.2*
050917  175459  46  59.2590 N  60  57.3260 W   2.4        4.8       11.3        0.0        8.6      108.2 
050917  175501  46  59.2600 N  60  57.3250 W   1.9        4.8       11.3        0.0        8.6      109.5*
050917  175503  46  59.2600 N  60  57.3240 W   1.9        4.8       11.3        0.0        9.2*     109.5 
050917  175505  46  59.2610 N  60  57.3230 W   2.4        2.1*      11.3        0.0        9.2      109.5 
050917  175507  46  59.2620 N  60  57.3210 W   1.8        2.1       11.3        0.0        7.6*     110.0*
050917  175509  46  59.2620 N  60  57.3190 W   1.9        2.1       11.3        0.0        7.6      110.0 
050917  175511  46  59.2620 N  60  57.3180 W   2.6        2.1       11.3        0.0        7.6      110.0 
050917  175513  46  59.2630 N  60  57.3170 W   2.1        2.1       11.3        0.0       12.6*     106.9*
050917  175515  46  59.2630 N  60  57.3160 W   1.8        2.1       11.3        0.0       12.6      106.9 
050917  175517  46  59.2640 N  60  57.3140 W   2.5        2.1       11.3        0.0        3.1*     106.9 
050917  175519  46  59.2650 N  60  57.3130 W   2.0        2.1       11.3        0.0        3.1      110.4*
050917  175521  46  59.2650 N  60  57.3110 W   1.8        2.1       11.3        0.0        3.1      110.4 
050917  175523  46  59.2660 N  60  57.3100 W   2.3        2.1       11.3        0.0        7.7*     106.0*
050917  175525  46  59.2670 N  60  57.3080 W   1.5        2.1       11.3        0.0        7.7      106.0 
050917  175527  46  59.2680 N  60  57.3070 W   2.1        2.1       11.3        0.0        7.7      106.0 
050917  175529  46  59.2680 N  60  57.3060 W   1.8        2.1       11.3        0.0        8.5*     110.0*
050917  175531  46  59.2690 N  60  57.3050 W   2.3        2.1       11.3        0.0        8.5      110.0 
050917  175533  46  59.2690 N  60  57.3030 W   1.5        2.1       11.3        0.0        7.0*     110.0 
050917  175535  46  59.2700 N  60  57.3020 W   2.3        2.1       11.3        0.0        7.0      106.9*
050917  175537  46  59.2700 N  60  57.3010 W   2.0        2.1       11.3        0.0        7.0      106.9 
050917  175539  46  59.2710 N  60  57.2990 W   2.0        2.1       11.3        0.0        5.3*     106.9 
050917  175541  46  59.2710 N  60  57.2980 W   2.4        2.1       11.3        0.0        5.3      113.0*
050917  175543  46  59.2720 N  60  57.2970 W   2.2        2.1       11.3        0.0        5.3      113.0 
050917  175545  46  59.2730 N  60  57.2960 W   1.8        2.1       11.3        0.0        5.4*     102.9*
050917  175547  46  59.2730 N  60  57.2940 W   2.3        2.1       11.3        0.0        5.4      102.9 
050917  175549  46  59.2740 N  60  57.2930 W   2.0        2.1       11.3        0.0        4.6*     102.9 
050917  175551  46  59.2740 N  60  57.2910 W   2.0        2.1       11.3        0.0        4.6      109.5*
050917  175553  46  59.2750 N  60  57.2890 W   2.4        2.1       11.3        0.0        4.6      109.5 
050917  175555  46  59.2750 N  60  57.2880 W   1.8        2.1       11.3        0.0        4.6*     109.5 
050917  175557  46  59.2760 N  60  57.2860 W   2.4        2.1        8.8*       0.0        4.6      107.8*
050917  175559  46  59.2760 N  60  57.2850 W   2.0        2.1        8.8        0.0        4.9*     107.8 
050917  175601  46  59.2770 N  60  57.2840 W   2.0        2.1        8.8        0.0        4.9      107.3*
050917  175603  46  59.2770 N  60  57.2820 W   1.9        2.1*       8.8        0.0        4.9      107.3 
050917  175605  46  59.2780 N  60  57.2800 W   2.3        2.1        8.8        0.0       12.0*     107.3 
050917  175607  46  59.2790 N  60  57.2790 W   1.8        2.1        8.8        0.0       12.0      109.1*
050917  175609  46  59.2790 N  60  57.2770 W   2.4        2.1        8.8        0.0       12.0      109.1 
050917  175611  46  59.2800 N  60  57.2760 W   1.8        2.1        8.8        0.0       12.0      109.1 
050917  175613  46  59.2800 N  60  57.2750 W   2.3        2.1        8.8        0.0       12.0      105.6*
050917  175615  46  59.2810 N  60  57.2740 W   1.5        2.1        8.8        0.0        4.6*     105.6 
050917  175617  46  59.2810 N  60  57.2720 W   2.7        2.1        8.8        0.0        4.6      110.8*
050917  175619  46  59.2820 N  60  57.2700 W   1.1        2.1        8.8        0.0        4.6      110.8 
050917  175621  46  59.2820 N  60  57.2690 W   2.4        2.1        8.8        0.0        4.6      110.8 
050917  175623  46  59.2830 N  60  57.2680 W   1.9        2.1        8.8        0.0        4.6      108.2*
050917  175625  46  59.2840 N  60  57.2670 W   2.1        2.1        8.8        0.0        4.6      108.2 
