FileName: C:\2005NE~1\GP330.TXT
Local Time: Mon Sep 19 09:03:11 2005

Ship: Marco Michel Trip: 09 Tow: gp330
Comments: zone 18
 Date    Time     Latitude       Longitude    Speed    Primary  Secondary DoorSpread WingSpread      Depth 
050919  120313  46  33.5600 N  61  30.7390 W   4.2        2.1*       3.3        0.0      119.3*     558.2*
050919  120315  46  33.5620 N  61  30.7370 W   4.1        2.1        3.3        0.0      119.3      558.2 
050919  120318  46  33.5640 N  61  30.7330 W   3.8        2.1        3.3        0.0      119.3      558.2 
050919  120320  46  33.5650 N  61  30.7310 W   3.1        2.1        3.3        0.0      119.3      558.2 
050919  120321  46  33.5650 N  61  30.7300 W   3.6        2.1        3.3        0.0      119.3      558.2 
050919  120324  46  33.5670 N  61  30.7270 W   2.6        2.1        3.3        0.0      119.3      558.2 
050919  120326  46  33.5680 N  61  30.7250 W   3.6        2.1        3.3        0.0      119.3      558.2 
050919  120328  46  33.5690 N  61  30.7230 W   2.7        2.1        3.3        0.0        2.0*       9.2*
050919  120330  46  33.5700 N  61  30.7210 W   3.6        2.1        3.3        0.0        2.0        9.2 
050919  120332  46  33.5710 N  61  30.7190 W   3.0        2.1        3.3        0.0        2.0        3.1*
050919  120334  46  33.5720 N  61  30.7160 W   3.9        2.1        6.4*       0.0        2.0        3.1 
050919  120336  46  33.5730 N  61  30.7140 W   4.1        2.1        6.4        0.0        2.0        3.1 
050919  120338  46  33.5760 N  61  30.7110 W   5.3        2.1        6.4        0.0        2.0        8.4*
050919  120340  46  33.5780 N  61  30.7080 W   5.1        2.1        6.4        0.0        2.0        8.4 
050919  120342  46  33.5800 N  61  30.7040 W   5.8        2.1        6.4        0.0        2.0        9.2*
050919  120344  46  33.5820 N  61  30.7000 W   6.3        2.1        6.4        0.0        2.0        9.2 
050919  120346  46  33.5850 N  61  30.6970 W   6.2        2.1        6.4        0.0        2.0        9.2 
050919  120348  46  33.5870 N  61  30.6920 W   6.6        2.1        6.4        0.0        2.0        9.2 
050919  120350  46  33.5890 N  61  30.6890 W   6.8        2.1        6.4        0.0        2.0        9.2 
050919  120352  46  33.5920 N  61  30.6840 W   7.2        2.1        6.4        0.0        2.0        9.2 
050919  120354  46  33.5950 N  61  30.6790 W   6.5        2.1        6.4        0.0        2.0        9.2 
050919  120356  46  33.5970 N  61  30.6750 W   7.8        2.1        6.4        0.0        2.0        9.2 
050919  120358  46  33.5990 N  61  30.6700 W   7.1        2.1        6.4        0.0        2.0        9.2 
050919  120400  46  33.6020 N  61  30.6660 W   7.3        2.1        6.4        0.0        2.0        9.2 
050919  120402  46  33.6040 N  61  30.6610 W   7.7        2.1        6.4        0.0        2.0        9.2 
050919  120404  46  33.6070 N  61  30.6560 W   6.9        2.1        6.4        0.0        2.0        9.2 
050919  120406  46  33.6090 N  61  30.6510 W   7.8        2.1        6.4        0.0        2.0        9.2 
050919  120408  46  33.6120 N  61  30.6450 W   7.8        2.1        6.4        0.0        2.0        9.2 
050919  120410  46  33.6140 N  61  30.6410 W   7.8        2.1        6.4        0.0        2.0        9.2 
050919  120412  46  33.6170 N  61  30.6350 W   7.6        2.1        6.4        0.0        2.0        9.2 
050919  120414  46  33.6190 N  61  30.6300 W   7.8        2.1        6.4        0.0        2.0        9.2 
050919  120416  46  33.6210 N  61  30.6250 W   7.3        2.1        6.4        0.0        2.0        9.2 
050919  120418  46  33.6230 N  61  30.6200 W   8.1        2.1        6.4        0.0        2.0        9.2 
050919  120420  46  33.6250 N  61  30.6140 W   7.6        2.1        6.4        0.0        2.0        9.2 
050919  120422  46  33.6270 N  61  30.6080 W   8.1        2.1        6.4        0.0        2.0        9.2 
050919  120424  46  33.6290 N  61  30.6030 W   7.9        2.1        6.4        0.0        2.0        9.2 
050919  120426  46  33.6310 N  61  30.5970 W   7.5        2.1        6.4        0.0        2.0        9.2 
050919  120428  46  33.6320 N  61  30.5910 W   7.9        2.1        6.4        0.0        2.0        9.2 
050919  120430  46  33.6340 N  61  30.5850 W   8.0        2.1        6.4        0.0        2.0        9.2 
050919  120432  46  33.6350 N  61  30.5790 W   8.1        2.1        6.4        0.0        2.0        9.2 
050919  120434  46  33.6370 N  61  30.5720 W   8.5        2.1        6.4        0.0        2.0        9.2 
050919  120436  46  33.6380 N  61  30.5660 W   7.6        2.1        6.4        0.0        2.0        9.2 
050919  120438  46  33.6390 N  61  30.5600 W   8.0        2.1        6.4        0.0        2.0        9.2 
050919  120440  46  33.6400 N  61  30.5540 W   8.1        2.1        6.4        0.0        2.0        9.2 
050919  120442  46  33.6410 N  61  30.5470 W   8.1        2.1        6.4        0.0        2.0        9.2 
050919  120444  46  33.6420 N  61  30.5400 W   8.3        2.1        6.4        0.0        2.0        9.2 
050919  120446  46  33.6430 N  61  30.5340 W   8.3        2.1        6.4        0.0        2.0        9.2 
050919  120448  46  33.6440 N  61  30.5270 W   8.1        2.1        6.4        0.0        2.0        9.2 
050919  120450  46  33.6440 N  61  30.5200 W   8.3        2.1        6.4        0.0        2.0        9.2 
050919  120452  46  33.6440 N  61  30.5140 W   8.2        2.1        6.4        0.0        2.0        9.2 
050919  120454  46  33.6450 N  61  30.5080 W   8.3        2.1        6.4        0.0        2.0        9.2 
050919  120456  46  33.6450 N  61  30.5010 W   8.0        2.1        6.4        0.0        2.0        9.2 
050919  120458  46  33.6460 N  61  30.4950 W   8.3        2.1        6.4        0.0        2.0        9.2 
050919  120500  46  33.6470 N  61  30.4880 W   7.1        2.1        6.4        0.0        2.0        9.2 
050919  120502  46  33.6480 N  61  30.4830 W   7.1        2.1        6.4        0.0        2.0        9.2 
050919  120504  46  33.6490 N  61  30.4770 W   6.4        2.1        6.4        0.0        2.0        9.2 
050919  120506  46  33.6500 N  61  30.4720 W   6.1        2.1        6.4        0.0        2.0       29.0*
050919  120508  46  33.6510 N  61  30.4680 W   5.1        2.1        6.4        0.0        6.1*      29.0 
050919  120510  46  33.6520 N  61  30.4650 W   5.1        2.1        6.4        0.0        6.1       29.0 
050919  120512  46  33.6520 N  61  30.4610 W   3.4        2.1        6.4        0.0        7.1*      29.9*
050919  120514  46  33.6530 N  61  30.4580 W   4.3        2.1        6.4        0.0        7.1       29.9 
050919  120516  46  33.6530 N  61  30.4550 W   2.8        2.1        2.3*       0.0        7.1       30.8*
050919  120518  46  33.6540 N  61  30.4530 W   3.5        2.1        2.3        0.0        6.4*      30.8 
050919  120520  46  33.6540 N  61  30.4500 W   2.3        2.1        2.3        0.0        6.4       30.8 
050919  120522  46  33.6550 N  61  30.4490 W   3.2        2.9*       2.3        0.0        6.4       29.0*
050919  120524  46  33.6550 N  61  30.4460 W   1.9        2.9        2.3        0.0        6.3*      29.0 
050919  120526  46  33.6550 N  61  30.4440 W   3.1        2.9        2.3        0.0        6.3       29.0 
050919  120528  46  33.6560 N  61  30.4420 W   1.9        2.9        2.3        0.0        6.1*      41.3*
050919  120530  46  33.6560 N  61  30.4410 W   2.4        2.9        2.3        0.0        6.1       41.3 
050919  120532  46  33.6560 N  61  30.4380 W   2.1        2.9        2.3        0.0        6.1       23.8*
050919  120534  46  33.6560 N  61  30.4360 W   2.2        2.9        2.3        0.0        5.8*      23.8 
050919  120536  46  33.6560 N  61  30.4350 W   1.8        2.9        2.3        0.0        5.8       23.8 
