FileName: C:\2005NE~1\GP261.TXT
Local Time: Sun Sep 18 19:00:46 2005

Ship: Marco Michel Trip: 09 Tow: gp261
Comments: zone 19
 Date    Time     Latitude       Longitude    Speed    Primary  Secondary DoorSpread WingSpread      Depth 
050918  220047  46  42.9370 N  61  22.7660 W   4.2        2.3*      13.1        0.0       14.8*     253.8*
050918  220049  46  42.9350 N  61  22.7670 W   3.8        2.3       13.1        0.0       14.8      253.8 
050918  220051  46  42.9330 N  61  22.7670 W   3.5        2.3       13.1        0.0       14.8      253.8 
050918  220053  46  42.9310 N  61  22.7680 W   3.5        2.3       13.1        0.0       14.8      253.8 
050918  220055  46  42.9290 N  61  22.7690 W   3.2        2.3       13.1        0.0       14.8      253.8 
050918  220057  46  42.9270 N  61  22.7690 W   3.2        2.3       13.1        0.0        4.4*     253.8 
050918  220059  46  42.9260 N  61  22.7700 W   2.9        2.3       13.1        0.0        4.4      253.8 
050918  220101  46  42.9240 N  61  22.7710 W   2.6        2.3       13.1        0.0        4.4      253.8 
050918  220103  46  42.9230 N  61  22.7710 W   2.4        2.3       13.1        0.0        7.1*     253.8 
050918  220105  46  42.9220 N  61  22.7720 W   3.3        2.3       13.1        0.0        7.1      253.8 
050918  220107  46  42.9200 N  61  22.7730 W   3.0        2.3       13.1        0.0        7.1      253.8 
050918  220109  46  42.9180 N  61  22.7740 W   3.6        2.3       13.1        0.0        7.1      253.8 
050918  220111  46  42.9160 N  61  22.7740 W   3.8        2.3       13.1        0.0        7.1      253.8 
050918  220113  46  42.9140 N  61  22.7750 W   5.4        2.3       13.1        0.0        7.1      253.8 
050918  220115  46  42.9110 N  61  22.7770 W   5.6        2.3       13.1        0.0        7.1      253.8 
050918  220117  46  42.9080 N  61  22.7780 W   5.4        2.3       13.1        0.0        7.1      253.8 
050918  220119  46  42.9050 N  61  22.7790 W   5.7        2.3       13.1        0.0        7.1      253.8 
050918  220121  46  42.9010 N  61  22.7810 W   6.4        2.3       13.1        0.0        7.1      253.8 
050918  220123  46  42.8980 N  61  22.7830 W   6.8        2.3       13.1        0.0        7.1      253.8 
050918  220125  46  42.8940 N  61  22.7850 W   7.0        2.3       13.1        0.0        7.1      253.8 
050918  220127  46  42.8900 N  61  22.7860 W   6.8        2.3       13.1        0.0        7.1      253.8 
050918  220129  46  42.8860 N  61  22.7870 W   6.6        2.3       13.1        0.0        7.1      253.8 
050918  220131  46  42.8830 N  61  22.7890 W   6.8        2.3       13.1        0.0        7.1      253.8 
050918  220133  46  42.8790 N  61  22.7900 W   7.4        2.3       13.1        0.0        7.1      253.8 
050918  220135  46  42.8750 N  61  22.7930 W   7.7        2.3       13.1        0.0        7.1      253.8 
050918  220137  46  42.8710 N  61  22.7950 W   7.4        2.3       13.1        0.0        7.1      253.8 
050918  220139  46  42.8670 N  61  22.7970 W   6.9        2.3       13.1        0.0        7.1      253.8 
050918  220141  46  42.8640 N  61  22.7990 W   7.1        2.3       13.1        0.0        7.1      253.8 
050918  220143  46  42.8600 N  61  22.8000 W   7.5        2.3       13.1        0.0        7.1      253.8 
050918  220145  46  42.8560 N  61  22.8020 W   7.6        2.3       13.1        0.0        7.1      253.8 
050918  220147  46  42.8520 N  61  22.8040 W   7.3        2.3       13.1        0.0        7.1      253.8 
050918  220149  46  42.8480 N  61  22.8060 W   7.1        2.3       13.1        0.0        7.1      253.8 
050918  220151  46  42.8440 N  61  22.8080 W   7.0        2.3       13.1        0.0        7.1      253.8 
050918  220153  46  42.8400 N  61  22.8100 W   7.1        2.3       13.1        0.0        7.1      253.8 
050918  220155  46  42.8360 N  61  22.8120 W   7.6        2.3       13.1        0.0        7.1      253.8 
050918  220157  46  42.8320 N  61  22.8130 W   7.6        2.3       13.1        0.0        7.1      253.8 
050918  220159  46  42.8280 N  61  22.8150 W   7.2        2.3       13.1        0.0        7.1      253.8 
050918  220201  46  42.8240 N  61  22.8170 W   7.2        2.3       13.1        0.0        7.1      253.8 
050918  220203  46  42.8210 N  61  22.8180 W   7.3        2.3       13.1        0.0        7.1      253.8 
050918  220205  46  42.8170 N  61  22.8210 W   7.6        2.3       13.1        0.0        7.1      253.8 
050918  220207  46  42.8130 N  61  22.8230 W   7.5        2.3       13.1        0.0        7.1      253.8 
050918  220209  46  42.8090 N  61  22.8240 W   7.4        2.3       13.1        0.0        7.1      253.8 
050918  220211  46  42.8050 N  61  22.8260 W   7.4        2.3       13.1        0.0        7.1      253.8 
050918  220213  46  42.8010 N  61  22.8280 W   7.5        2.3       13.1        0.0        7.1      253.8 
050918  220215  46  42.7970 N  61  22.8300 W   7.3        2.3       13.1        0.0        7.1      253.8 
050918  220217  46  42.7930 N  61  22.8310 W   7.2        2.3       13.1        0.0        7.1      253.8 
050918  220219  46  42.7890 N  61  22.8320 W   7.2        2.3       13.1        0.0        7.1      253.8 
050918  220221  46  42.7850 N  61  22.8350 W   7.8        2.3       13.1        0.0        7.1      253.8 
050918  220223  46  42.7810 N  61  22.8370 W   7.8        2.3       13.1        0.0        7.1      253.8 
050918  220225  46  42.7770 N  61  22.8390 W   7.1        2.3       13.1        0.0        7.1      253.8 
050918  220227  46  42.7730 N  61  22.8400 W   6.6        2.3       13.1        0.0        7.1      253.8 
050918  220229  46  42.7700 N  61  22.8420 W   7.2        2.3       13.1        0.0        7.1      253.8 
050918  220231  46  42.7660 N  61  22.8450 W   8.0        2.3       13.1        0.0        7.1      253.8 
050918  220233  46  42.7620 N  61  22.8470 W   7.7        2.3       13.1        0.0        7.1      253.8 
050918  220235  46  42.7580 N  61  22.8490 W   6.8        2.3       13.1        0.0        7.1      253.8 
050918  220237  46  42.7540 N  61  22.8500 W   6.7        2.3       13.1        0.0        7.1      253.8 
050918  220239  46  42.7510 N  61  22.8520 W   7.4        2.3       13.1        0.0        7.1      253.8 
050918  220241  46  42.7470 N  61  22.8550 W   8.0        2.3       13.1        0.0        7.1      253.8 
050918  220243  46  42.7430 N  61  22.8580 W   7.2        2.3       13.1        0.0        7.1      253.8 
050918  220245  46  42.7390 N  61  22.8590 W   6.9        2.3       13.1        0.0        7.1      253.8 
050918  220247  46  42.7350 N  61  22.8600 W   6.6        2.3       13.1        0.0        7.1      253.8 
050918  220249  46  42.7320 N  61  22.8620 W   7.2        2.3       13.1        0.0        7.1      253.8 
050918  220251  46  42.7280 N  61  22.8650 W   7.4        2.3       13.1        0.0        7.1      253.8 
050918  220253  46  42.7240 N  61  22.8670 W   6.8        2.3       13.1        0.0        7.1      253.8 
050918  220255  46  42.7210 N  61  22.8690 W   6.3        2.3       13.1        0.0        7.1      253.8 
050918  220257  46  42.7170 N  61  22.8710 W   6.6        2.3       13.1        0.0        7.1      253.8 
050918  220259  46  42.7140 N  61  22.8730 W   6.7        2.3       13.1        0.0        7.1      253.8 
050918  220301  46  42.7100 N  61  22.8750 W   6.2        2.3       13.1        0.0        7.1      253.8 
050918  220303  46  42.7070 N  61  22.8750 W   5.6        2.3       13.1        0.0        7.1      253.8 
050918  220306  46  42.7030 N  61  22.8770 W   5.1        2.3       13.1        0.0        7.1      253.8 
050918  220307  46  42.7010 N  61  22.8780 W   4.7        2.3       13.1        0.0        7.1      253.8 
050918  220309  46  42.6990 N  61  22.8790 W   4.0        2.3       13.1        0.0        4.7*      32.1*
