FileName: C:\2005NE~1\GP112.TXT
Local Time: Tue Aug 30 06:02:37 2005

Ship: Marco Michel Trip: 08 Tow: gp112
Comments: zone 12
 Date    Time     Latitude       Longitude    Speed    Primary  Secondary DoorSpread WingSpread      Depth 
050830  090239  47  33.1320 N  63  17.5640 W   3.1        0.0       11.6*       3.7*       0.0       45.3*
050830  090241  47  33.1320 N  63  17.5610 W   3.7        0.0       11.6        3.7        0.0       45.3 
050830  090243  47  33.1330 N  63  17.5580 W   4.2        0.0       11.6        3.7        0.0       45.3 
050830  090245  47  33.1340 N  63  17.5540 W   5.0        0.0       11.6        3.7        0.0       45.3 
050830  090247  47  33.1340 N  63  17.5500 W   4.9        0.0       11.6        3.7        0.0       45.3 
050830  090249  47  33.1350 N  63  17.5450 W   5.8        0.0       11.6        3.7        0.0       45.3 
050830  090251  47  33.1360 N  63  17.5400 W   5.7        0.0       11.6        3.7        0.0       45.3 
050830  090253  47  33.1370 N  63  17.5350 W   6.4        0.0       11.6        3.7        0.0       45.3 
050830  090255  47  33.1380 N  63  17.5290 W   6.3        0.0       11.6        3.7        0.0       45.3 
050830  090257  47  33.1390 N  63  17.5240 W   6.8        0.0       11.6        3.7        0.0       45.3 
050830  090259  47  33.1390 N  63  17.5190 W   6.8        0.0       11.6        3.7        0.0       45.3 
050830  090301  47  33.1400 N  63  17.5140 W   6.9        0.0       11.6        3.7        0.0       45.3 
050830  090303  47  33.1410 N  63  17.5080 W   6.6        0.0       11.6        3.7        0.0       45.3 
050830  090305  47  33.1410 N  63  17.5020 W   7.2        0.0       11.6        3.7        0.0       45.3 
050830  090307  47  33.1420 N  63  17.4970 W   7.0        0.0       11.6        3.7        0.0      249.4*
050830  090309  47  33.1420 N  63  17.4910 W   7.2        0.0       11.6        3.7        0.0      249.4 
050830  090311  47  33.1420 N  63  17.4850 W   7.1        0.0       11.6        3.7        0.0      249.4 
050830  090313  47  33.1420 N  63  17.4790 W   7.1        0.0       11.6        3.7        0.0      249.4 
050830  090315  47  33.1430 N  63  17.4730 W   7.3        0.0       11.6        3.7        0.0      249.4 
050830  090317  47  33.1420 N  63  17.4670 W   7.0        0.0       11.6        3.7        0.0      249.4 
050830  090319  47  33.1430 N  63  17.4610 W   7.4        0.0       11.6        3.7        0.0      249.4 
050830  090321  47  33.1430 N  63  17.4560 W   7.1        0.0       11.6        3.7        0.0      249.4 
050830  090323  47  33.1420 N  63  17.4500 W   7.5        0.0       11.6        3.7        0.0       12.8*
050830  090325  47  33.1420 N  63  17.4440 W   7.0        0.0       11.6        3.7        0.0       12.8 
050830  090327  47  33.1420 N  63  17.4380 W   7.3        0.0       11.6        3.7        0.0       16.7*
050830  090329  47  33.1410 N  63  17.4320 W   7.2        0.0       11.6        3.7        0.0       16.7 
050830  090331  47  33.1400 N  63  17.4260 W   7.3        0.0       11.6        3.7        0.0       16.7 
050830  090333  47  33.1390 N  63  17.4200 W   7.3        0.0       11.6        3.7        0.0       16.7 
050830  090335  47  33.1390 N  63  17.4140 W   7.4        0.0       11.6        3.7        0.0       16.7 
050830  090337  47  33.1380 N  63  17.4080 W   7.2        4.1*      11.6        3.7        0.0       16.7 
050830  090339  47  33.1380 N  63  17.4020 W   7.3        4.1       11.6        3.7        0.0       16.7 
050830  090341  47  33.1370 N  63  17.3960 W   7.2        4.1       11.6        3.7        0.0       16.7 
050830  090343  47  33.1360 N  63  17.3900 W   7.4        4.1       11.6        3.7        0.0       16.7 
050830  090345  47  33.1360 N  63  17.3840 W   7.3        4.1       11.6        3.7        0.0       16.7 
050830  090347  47  33.1350 N  63  17.3790 W   7.2        4.1       11.6        3.7        0.0       16.7 
050830  090349  47  33.1350 N  63  17.3730 W   7.3        4.1       11.6        3.7        0.0       16.7 
050830  090351  47  33.1340 N  63  17.3670 W   7.1        4.1       11.6        3.7        0.0       16.7 
050830  090353  47  33.1330 N  63  17.3620 W   7.1        4.1       11.6        3.7        0.0       16.7 
050830  090355  47  33.1330 N  63  17.3550 W   7.3        4.1       11.6        3.7        0.0       16.7 
050830  090357  47  33.1320 N  63  17.3490 W   7.2        4.1       11.6        3.7        0.0       16.7 
050830  090359  47  33.1310 N  63  17.3440 W   7.3        4.1       11.6        3.7        0.0       16.7 
050830  090401  47  33.1310 N  63  17.3380 W   7.0        4.1       11.6        3.7        0.0       16.7 
050830  090403  47  33.1310 N  63  17.3320 W   7.1        4.1       11.6        3.7        0.0       16.7 
050830  090405  47  33.1300 N  63  17.3260 W   7.3        4.1       11.6        3.7        0.0       16.7 
050830  090407  47  33.1300 N  63  17.3210 W   7.0        4.1       11.6        3.7        0.0       16.7 
050830  090409  47  33.1290 N  63  17.3150 W   7.2        4.1       11.6        3.7        0.0       16.7 
050830  090411  47  33.1290 N  63  17.3090 W   7.1        4.1       11.6        3.7        0.0       16.7 
050830  090413  47  33.1280 N  63  17.3030 W   7.0        4.1       11.6        8.7*       0.0       16.7 
050830  090415  47  33.1280 N  63  17.2970 W   7.1        4.1       11.6        8.7        0.0       16.7 
050830  090417  47  33.1270 N  63  17.2910 W   7.1        4.1       11.6        8.7        0.0       16.7 
050830  090419  47  33.1260 N  63  17.2860 W   7.1        4.1       11.6        8.7        0.0       16.7 
050830  090421  47  33.1260 N  63  17.2800 W   7.1        4.1       11.6        8.7        0.0       16.7 
050830  090424  47  33.1260 N  63  17.2710 W   7.0        4.1       11.6        8.7        0.0       16.7 
050830  090425  47  33.1260 N  63  17.2690 W   7.0        4.1       11.6        8.7        0.0       16.7 
050830  090427  47  33.1260 N  63  17.2630 W   7.0        4.1       11.6        8.7        0.0       16.7 
050830  090429  47  33.1260 N  63  17.2570 W   6.9        4.1       11.6        8.7        0.0       16.7 
050830  090431  47  33.1250 N  63  17.2510 W   7.2        4.1       11.6        8.7        0.0       16.7 
050830  090433  47  33.1260 N  63  17.2450 W   6.9        4.1       11.6        8.7        0.0       16.7 
050830  090435  47  33.1260 N  63  17.2390 W   7.2        4.1       11.6       14.2*       0.0       16.7 
050830  090437  47  33.1260 N  63  17.2340 W   6.6        4.1       11.6       14.2        0.0       16.7 
050830  090439  47  33.1260 N  63  17.2280 W   7.3        4.1       11.6       14.2        0.0       16.7 
