FileName: C:\2005NE~1\GP152.TXT
Local Time: Sun Jul 31 16:16:22 2005

Ship: Marco Michel Trip: 06 Tow: gp152
Comments: zone 12
 Date    Time     Latitude       Longitude    Speed    Primary  Secondary DoorSpread WingSpread      Depth 
050731  191623  47  50.9750 N  63  46.9050 W   4.5        9.4*       0.0      120.0*       0.0      417.0*
050731  191625  47  50.9770 N  63  46.9020 W   4.2        9.4        0.0      120.0        0.0      417.0 
050731  191627  47  50.9790 N  63  46.9000 W   3.9        9.4        0.0        1.4*       0.0      417.0 
050731  191629  47  50.9800 N  63  46.8980 W   3.8        9.4        0.0        1.4        0.0      417.0 
050731  191631  47  50.9820 N  63  46.8970 W   3.5        9.4        0.0        1.4        0.0      417.0 
050731  191633  47  50.9840 N  63  46.8950 W   3.7        9.4        0.0        1.4        0.0      417.0 
050731  191635  47  50.9850 N  63  46.8930 W   3.3        9.4        0.0        1.4        0.0      417.0 
050731  191637  47  50.9870 N  63  46.8920 W   3.2        9.4        0.0        2.1*       0.0      417.0 
050731  191639  47  50.9880 N  63  46.8900 W   3.1        9.4        0.0        2.1        0.0      417.0 
050731  191641  47  50.9890 N  63  46.8890 W   3.6        9.4        0.0        2.1        0.0      417.0 
050731  191643  47  50.9910 N  63  46.8870 W   4.0        9.4        0.0        2.1        0.0      417.0 
050731  191645  47  50.9930 N  63  46.8850 W   4.9        9.4        0.0        2.1        0.0      417.0 
050731  191647  47  50.9960 N  63  46.8820 W   5.2        9.4        0.0        2.1        0.0      417.0 
050731  191649  47  50.9980 N  63  46.8790 W   5.9        9.4        0.0        2.1        0.0      417.0 
050731  191651  47  51.0010 N  63  46.8760 W   6.3        9.4        0.0        2.1        0.0      417.0 
050731  191653  47  51.0040 N  63  46.8730 W   6.7        9.4        0.0        2.1        0.0      417.0 
050731  191655  47  51.0070 N  63  46.8690 W   7.2        9.4        0.0        2.1        0.0      417.0 
050731  191657  47  51.0110 N  63  46.8650 W   7.7        9.4        0.0        2.1        0.0      417.0 
050731  191659  47  51.0140 N  63  46.8620 W   7.5        9.4        0.0        2.1        0.0      417.0 
050731  191701  47  51.0180 N  63  46.8580 W   7.7        9.4        0.0        2.1        0.0      417.0 
050731  191703  47  51.0210 N  63  46.8550 W   7.7        9.4        0.0        2.1        0.0      417.0 
050731  191705  47  51.0240 N  63  46.8510 W   7.6        9.4        0.0        2.1        0.0      417.0 
050731  191707  47  51.0280 N  63  46.8470 W   8.0        9.4        0.0        2.1        0.0      417.0 
050731  191709  47  51.0320 N  63  46.8420 W   8.2        9.4        0.0        2.1        0.0      417.0 
050731  191711  47  51.0350 N  63  46.8380 W   7.9        9.4        0.0        2.1        0.0      417.0 
050731  191713  47  51.0380 N  63  46.8350 W   7.9        9.4        0.0        2.1        0.0      417.0 
050731  191715  47  51.0420 N  63  46.8310 W   7.9        9.4        0.0        2.1        0.0      417.0 
050731  191717  47  51.0450 N  63  46.8270 W   7.9        9.4        0.0        2.1        0.0      417.0 
050731  191719  47  51.0490 N  63  46.8230 W   7.9        9.4        0.0        2.1        0.0      417.0 
050731  191721  47  51.0520 N  63  46.8190 W   8.1        9.4        0.0        2.1        0.0      417.0 
050731  191723  47  51.0560 N  63  46.8150 W   8.1        9.4        0.0        2.1        0.0      417.0 
050731  191725  47  51.0590 N  63  46.8100 W   7.7        9.4        0.0        2.1        0.0      417.0 
050731  191727  47  51.0630 N  63  46.8060 W   8.0        9.4        0.0        2.1        0.0      417.0 
050731  191729  47  51.0660 N  63  46.8020 W   8.1        9.4        0.0        2.1        0.0      417.0 
050731  191731  47  51.0690 N  63  46.7980 W   8.0        9.4        0.0        2.1        0.0      417.0 
050731  191733  47  51.0730 N  63  46.7940 W   8.0        9.4        0.0        2.1        0.0      417.0 
050731  191735  47  51.0770 N  63  46.7900 W   7.9        9.4        0.0        2.1        0.0      417.0 
050731  191737  47  51.0800 N  63  46.7860 W   7.7        9.4        0.0        2.1        0.0      417.0 
050731  191739  47  51.0840 N  63  46.7820 W   7.8        9.4        0.0        2.1        0.0      417.0 
050731  191741  47  51.0870 N  63  46.7780 W   7.8        9.4        0.0        2.1        0.0      417.0 
050731  191743  47  51.0910 N  63  46.7740 W   7.8        9.4        0.0        2.1        0.0      417.0 
050731  191745  47  51.0940 N  63  46.7700 W   8.0        9.4        0.0        2.1        0.0      417.0 
050731  191747  47  51.0980 N  63  46.7670 W   7.7        9.4        0.0        2.1        0.0      417.0 
050731  191749  47  51.1020 N  63  46.7630 W   8.0        9.4        0.0        2.1        0.0      417.0 
050731  191751  47  51.1050 N  63  46.7590 W   7.8        9.4        0.0        2.1        0.0      417.0 
050731  191753  47  51.1080 N  63  46.7560 W   8.0        9.4        0.0        2.1        0.0      417.0 
050731  191755  47  51.1120 N  63  46.7520 W   7.6        9.4        0.0        2.1        0.0      417.0 
050731  191757  47  51.1150 N  63  46.7480 W   7.9        9.4        0.0        2.1        0.0      417.0 
050731  191759  47  51.1190 N  63  46.7440 W   7.8        9.4        0.0        2.1        0.0      417.0 
050731  191801  47  51.1220 N  63  46.7410 W   7.7        9.4        0.0        2.1        0.0      417.0 
050731  191803  47  51.1260 N  63  46.7370 W   7.7        9.4        0.0        2.1        0.0      417.0 
050731  191805  47  51.1290 N  63  46.7340 W   7.6        9.4        0.0        2.1        0.0      417.0 
050731  191807  47  51.1330 N  63  46.7300 W   7.7        9.4        0.0        2.1        0.0      417.0 
050731  191809  47  51.1360 N  63  46.7260 W   7.8        9.4        0.0        2.1        0.0      417.0 
050731  191811  47  51.1400 N  63  46.7230 W   7.8        9.4        0.0        2.1        0.0      417.0 
050731  191813  47  51.1430 N  63  46.7190 W   7.6        9.4        0.0        2.1        0.0      417.0 
050731  191815  47  51.1470 N  63  46.7160 W   7.7        9.4        0.0        2.1        0.0      417.0 
050731  191817  47  51.1500 N  63  46.7120 W   7.5        9.4        0.0        2.1        0.0      417.0 
050731  191819  47  51.1540 N  63  46.7080 W   7.7        9.4        0.0        2.1        0.0      417.0 
050731  191821  47  51.1570 N  63  46.7050 W   7.8        9.4        0.0        2.1        0.0      417.0 
050731  191823  47  51.1610 N  63  46.7010 W   7.6        9.4        0.0        2.1        0.0      417.0 
050731  191825  47  51.1640 N  63  46.6980 W   7.6        9.4        0.0        2.1        0.0      417.0 
050731  191827  47  51.1670 N  63  46.6950 W   7.5        9.4        0.0        2.1        0.0      417.0 
050731  191829  47  51.1710 N  63  46.6910 W   6.9        9.4        0.0        2.1        0.0      417.0 
050731  191831  47  51.1740 N  63  46.6880 W   6.8        9.4        0.0        2.1        0.0      417.0 
050731  191833  47  51.1770 N  63  46.6850 W   6.9        9.4        0.0        2.1        0.0      417.0 
050731  191835  47  51.1800 N  63  46.6810 W   6.3        9.4        0.0        2.1        0.0      417.0 
050731  191837  47  51.1830 N  63  46.6780 W   6.2        9.4        0.0        2.1        0.0      417.0 
050731  191839  47  51.1850 N  63  46.6760 W   5.9        9.4        0.0        2.1        0.0      417.0 
050731  191841  47  51.1880 N  63  46.6730 W   5.9        9.4        0.0        2.1        0.0      417.0 
050731  191843  47  51.1910 N  63  46.6700 W   6.0        9.4        0.0        2.1        0.0      417.0 
050731  191845  47  51.1930 N  63  46.6680 W   5.9        9.4        0.0        2.1        0.0      417.0 
050731  191847  47  51.1960 N  63  46.6650 W   5.4        9.4        0.0       65.0*       0.0      417.0 
050731  191849  47  51.1990 N  63  46.6630 W   4.7        9.4        0.0       65.0        0.0       16.7*
050731  191851  47  51.2010 N  63  46.6610 W   3.8        9.4        0.0       65.0        0.0       16.7 
050731  191853  47  51.2020 N  63  46.6590 W   3.7        9.4        0.0        7.3*       0.0       16.7 
050731  191855  47  51.2040 N  63  46.6570 W   3.3        9.4        0.0        7.3        0.0       54.1*
050731  191857  47  51.2050 N  63  46.6560 W   3.3        9.4        0.0        7.3        0.0       54.1 
050731  191859  47  51.2070 N  63  46.6550 W   2.7        9.4        0.0        8.7*       0.0       54.1 
050731  191901  47  51.2080 N  63  46.6530 W   3.1        9.4       10.9*       8.7        0.0       33.9*
050731  191903  47  51.2100 N  63  46.6520 W   2.1        9.4       10.9        9.2*       0.0       33.9 
050731  191905  47  51.2100 N  63  46.6510 W   2.6        9.4       10.9        9.2        0.0       32.1*
050731  191907  47  51.2110 N  63  46.6500 W   2.4        9.4       10.9        9.2        0.0       32.1 
050731  191909  47  51.2120 N  63  46.6490 W   2.3        9.4       10.9        5.3*       0.0       32.1 
050731  191911  47  51.2140 N  63  46.6480 W   2.0        9.4       10.9        5.3        0.0       32.6*
050731  191913  47  51.2140 N  63  46.6470 W   2.3        9.4       11.7*       5.3        0.0       32.6 
050731  191915  47  51.2150 N  63  46.6460 W   1.9        9.4       11.7        6.2*       0.0       32.6 
050731  191917  47  51.2170 N  63  46.6460 W   2.3        9.4       11.7        6.2        0.0       44.9*
050731  191919  47  51.2180 N  63  46.6450 W   2.1        9.4       11.7        6.0*       0.0       44.9 
050731  191921  47  51.2190 N  63  46.6440 W   2.0        9.4       11.7        6.0        0.0       53.7*
050731  191923  47  51.2200 N  63  46.6430 W   2.1        9.4       11.7        6.0        0.0       53.7 
050731  191925  47  51.2210 N  63  46.6420 W   2.0        9.4       12.7*       6.6*       0.0       53.7 
050731  191927  47  51.2220 N  63  46.6410 W   1.9        9.4       12.7        6.6        0.0       38.7*
050731  191929  47  51.2230 N  63  46.6400 W   2.0        9.4       12.7        5.9*       0.0       38.7 
050731  191931  47  51.2240 N  63  46.6390 W   2.1        9.4        2.6*       5.9        0.0       49.7*
050731  191933  47  51.2250 N  63  46.6390 W   2.1        9.4        2.6        5.9        0.0       49.7 
050731  191935  47  51.2260 N  63  46.6380 W   1.9        9.4        2.6        5.6*       0.0       49.7 
050731  191937  47  51.2270 N  63  46.6370 W   2.1        9.4        2.6        5.6        0.0       55.9*
050731  191939  47  51.2280 N  63  46.6360 W   1.7        4.0*       2.6        5.6        0.0       55.9 
050731  191941  47  51.2290 N  63  46.6350 W   2.2        4.0        2.6        4.8*       0.0       55.9 
050731  191943  47  51.2300 N  63  46.6350 W   1.8        4.0        2.6        4.8        0.0       60.7*
050731  191945  47  51.2310 N  63  46.6340 W   2.3        4.0        2.5*       5.3*       0.0       60.7 
050731  191947  47  51.2320 N  63  46.6330 W   1.6        4.0        2.5        5.3        0.0       45.7*
