FileName: C:\2005NE~1\GP343.TXT
Local Time: Tue Sep 20 10:39:26 2005

Ship: Marco Michel Trip: 09 Tow: gp343
Comments: zone 12
 Date    Time     Latitude       Longitude    Speed    Primary  Secondary DoorSpread WingSpread      Depth 
050920  133928  46  22.7470 N  61  27.2900 W   3.5        2.3*      11.3*       0.0        1.7*       5.7*
050920  133930  46  22.7450 N  61  27.2900 W   3.2        2.3       11.3        0.0        1.7*       5.7 
050920  133932  46  22.7440 N  61  27.2890 W   3.2        2.3       11.3        0.0        1.7        5.7 
050920  133934  46  22.7420 N  61  27.2890 W   3.2        2.3       11.3        0.0        1.7        5.7 
050920  133936  46  22.7400 N  61  27.2880 W   2.9        2.3       11.3        0.0        5.0*       5.7 
050920  133938  46  22.7390 N  61  27.2880 W   3.5        2.3       11.3        0.0        5.0        5.7 
050920  133940  46  22.7370 N  61  27.2870 W   4.1        2.3       11.3        0.0        5.0        5.7 
050920  133942  46  22.7340 N  61  27.2860 W   5.1        2.3       11.3        0.0        5.0        5.7 
050920  133944  46  22.7310 N  61  27.2860 W   5.5        2.3       11.3        0.0        5.0        5.7 
050920  133946  46  22.7280 N  61  27.2850 W   5.8        2.3       11.3        0.0        5.0        5.7 
050920  133948  46  22.7250 N  61  27.2840 W   6.3        2.3       11.3        0.0        5.0        5.7 
050920  133950  46  22.7210 N  61  27.2840 W   6.8        2.3       11.3        0.0        5.0        5.7 
050920  133952  46  22.7170 N  61  27.2830 W   7.2        2.3       11.3        0.0        5.0        5.7 
050920  133954  46  22.7130 N  61  27.2820 W   7.5        2.3       11.3        0.0        5.0        5.7 
050920  133956  46  22.7080 N  61  27.2810 W   7.8        2.3       11.3        0.0        5.0        5.7 
050920  133958  46  22.7030 N  61  27.2790 W   7.9        2.3       11.3        0.0        5.0        5.7 
050920  134000  46  22.6990 N  61  27.2790 W   7.8        2.3       11.3        0.0        5.0        5.7 
050920  134002  46  22.6940 N  61  27.2770 W   7.8        2.3       11.3        0.0        5.0        5.7 
050920  134004  46  22.6900 N  61  27.2770 W   8.0        2.3       11.3        0.0        5.0        5.7 
050920  134006  46  22.6850 N  61  27.2760 W   8.1        2.3       11.3        0.0        5.0        5.7 
050920  134008  46  22.6810 N  61  27.2750 W   8.2        2.3       11.3        0.0        5.0        5.7 
050920  134010  46  22.6760 N  61  27.2750 W   8.4        2.3       11.3        0.0        5.0        5.7 
050920  134012  46  22.6720 N  61  27.2740 W   7.9        2.3       11.3        0.0        5.0        5.7 
050920  134014  46  22.6670 N  61  27.2740 W   8.2        2.3       11.3        0.0        5.0        5.7 
050920  134016  46  22.6630 N  61  27.2730 W   8.0        2.3       11.3        0.0        5.0        5.7 
050920  134018  46  22.6580 N  61  27.2730 W   8.1        2.3       11.3        0.0        5.0        5.7 
050920  134020  46  22.6530 N  61  27.2730 W   8.2        2.3       11.3        0.0        5.0        5.7 
050920  134022  46  22.6490 N  61  27.2720 W   8.2        2.3       11.3        0.0        5.0        5.7 
050920  134024  46  22.6440 N  61  27.2720 W   8.1        2.3       11.3        0.0        5.0        5.7 
050920  134026  46  22.6400 N  61  27.2710 W   8.2        2.3       11.3        0.0        5.0        5.7 
050920  134028  46  22.6360 N  61  27.2710 W   8.3        2.3       11.3        0.0        5.0        5.7 
050920  134030  46  22.6310 N  61  27.2710 W   8.1        2.3       11.3        0.0        5.0        5.7 
050920  134032  46  22.6260 N  61  27.2700 W   8.1        2.3       11.3        0.0        5.0        5.7 
