FileName: C:\2005NE~1\GP220.TXT
Local Time: Thu Aug 25 07:52:13 2005

Ship: Marco Michel Trip: 08 Tow: gp220
Comments: zone 12
 Date    Time     Latitude       Longitude    Speed    Primary  Secondary DoorSpread WingSpread      Depth 
050825  105216  47  25.5570 N  62  29.0850 W   2.7        7.3*       0.0      130.6*       0.0       35.2*
050825  105422  47  25.4040 N  62  29.1400 W   5.2        2.6        2.6       94.8        0.0       18.5 
050825  105424  47  25.4010 N  62  29.1420 W   6.9        2.6        2.6       94.8        0.0       18.5 
050825  105426  47  25.3970 N  62  29.1440 W   7.7        2.6        2.6       94.8        0.0       18.5 
050825  105428  47  25.3930 N  62  29.1460 W   6.8        2.6        2.6       94.8        0.0       18.5 
050825  105430  47  25.3890 N  62  29.1470 W   4.8        2.6        2.6       94.8        0.0       18.5 
050825  105432  47  25.3860 N  62  29.1480 W   6.1        2.6        2.6       94.8        0.0       18.5 
050825  105434  47  25.3830 N  62  29.1510 W   7.5        2.6        2.6       94.8        0.0       18.5 
050825  105436  47  25.3790 N  62  29.1530 W   7.6        2.6        2.6       94.8        0.0       18.5 
050825  105438  47  25.3750 N  62  29.1540 W   5.5        2.6        2.6       94.8        0.0       18.5 
050825  105440  47  25.3720 N  62  29.1560 W   4.4        2.6        2.6       94.8        0.0       18.5 
050825  105442  47  25.3690 N  62  29.1570 W   6.0        2.6        2.6       94.8        0.0       18.5 
050825  105444  47  25.3650 N  62  29.1590 W   7.1        2.6        2.6       94.8        0.0       18.5 
050825  105446  47  25.3610 N  62  29.1610 W   6.5        2.6        2.6       94.8        0.0       18.5 
050825  105448  47  25.3580 N  62  29.1630 W   5.3        2.6        2.6       94.8        0.0       18.5 
050825  105450  47  25.3550 N  62  29.1640 W   5.4        2.6        2.6       94.8        0.0       18.5 
050825  105452  47  25.3520 N  62  29.1650 W   6.6        2.6        2.6       94.8        0.0       18.5 
050825  105454  47  25.3480 N  62  29.1680 W   6.7        2.6        2.6       94.8        0.0       18.5 
050825  105456  47  25.3450 N  62  29.1700 W   5.9        2.6        2.6       94.8        0.0       18.5 
050825  105458  47  25.3420 N  62  29.1700 W   5.6        2.6        2.6       94.8        0.0      519.9*
050825  105500  47  25.3380 N  62  29.1720 W   6.1        2.6        2.6       94.8        0.0      519.9 
050825  105502  47  25.3350 N  62  29.1740 W   6.1        2.6        2.6       94.8        0.0      519.9 
050825  105504  47  25.3320 N  62  29.1760 W   6.0        2.6        2.6       94.8        0.0       15.8*
050825  105506  47  25.3280 N  62  29.1770 W   6.0        2.6        2.6       94.8        0.0       15.8 
050825  105508  47  25.3240 N  62  29.1780 W   6.6        2.6        2.6       94.8        0.0       15.8 
050825  105510  47  25.3210 N  62  29.1800 W   6.1        2.6        2.6       94.8        0.0       15.8 
050825  105512  47  25.3170 N  62  29.1820 W   5.6        2.6        2.6       94.8        0.0       15.8 
050825  105514  47  25.3140 N  62  29.1830 W   6.2        2.6        2.6       94.8        0.0       15.8 
050825  105516  47  25.3100 N  62  29.1840 W   6.6        2.6        2.6       94.8        0.0       15.8 
050825  105518  47  25.3070 N  62  29.1860 W   6.5        2.6        2.6       94.8        0.0       61.1*
050825  105520  47  25.3030 N  62  29.1880 W   5.5        2.6        2.6       94.8        0.0       61.1 
050825  105522  47  25.3010 N  62  29.1890 W   5.6        2.6        2.6       94.8        0.0       61.1 
050825  105524  47  25.2970 N  62  29.1900 W   6.3        2.6        2.6       94.8        0.0       61.1 
050825  105526  47  25.2930 N  62  29.1910 W   6.6        2.6        2.6       94.8        0.0       61.1 
050825  105528  47  25.2890 N  62  29.1930 W   5.8        2.6        2.6       94.8        0.0       61.1 
050825  105530  47  25.2860 N  62  29.1950 W   5.7        2.6        2.6       94.8        0.0       61.1 
050825  105532  47  25.2830 N  62  29.1960 W   6.6        2.6        2.6       94.8        0.0       61.1 
050825  105534  47  25.2790 N  62  29.1970 W   6.6        2.6        2.6       94.8        0.0       61.1 
050825  105536  47  25.2750 N  62  29.1980 W   5.3        2.6        2.6       94.8        0.0       61.1 
050825  105538  47  25.2730 N  62  29.2000 W   5.2        2.6        2.6       94.8        0.0       61.1 
050825  105540  47  25.2690 N  62  29.2010 W   6.3        2.6        2.6       94.8        0.0       61.1 
050825  105542  47  25.2660 N  62  29.2020 W   5.7        2.6        2.6       94.8        0.0       61.1 
050825  105544  47  25.2630 N  62  29.2030 W   4.1        2.6        2.6       94.8        0.0       61.1 
050825  105546  47  25.2600 N  62  29.2040 W   4.9        2.6        2.6       94.8        0.0       61.1 
050825  105548  47  25.2570 N  62  29.2050 W   6.0        2.6        2.6       94.8        0.0       61.1 
050825  105550  47  25.2540 N  62  29.2070 W   5.1        2.6        2.6       94.8        0.0       42.7*
050825  105552  47  25.2510 N  62  29.2080 W   3.5        2.6        2.6       94.8        0.0       42.7 
050825  105554  47  25.2490 N  62  29.2090 W   4.5        2.6        2.6       94.8        0.0       64.2*
050825  105556  47  25.2460 N  62  29.2100 W   4.7        2.6        2.6       94.8        0.0       64.2 
050825  105558  47  25.2440 N  62  29.2120 W   4.0        2.6        2.6       94.8        0.0       64.2 
050825  105600  47  25.2420 N  62  29.2130 W   3.6        2.6        2.6       94.8        0.0       41.3*
050825  105602  47  25.2390 N  62  29.2130 W   3.6        2.6        2.6       94.8        0.0       41.3 
050825  105604  47  25.2370 N  62  29.2150 W   4.3        2.6        2.6       94.8        0.0       41.3 
050825  105606  47  25.2350 N  62  29.2160 W   2.8        2.6        2.6       94.8        0.0       26.8*
050825  105608  47  25.2330 N  62  29.2170 W   3.0        2.6        2.6       94.8        0.0       26.8 
050825  105610  47  25.2310 N  62  29.2180 W   3.1        2.6        2.6       94.8        0.0       40.5*
050825  105612  47  25.2300 N  62  29.2190 W   2.0        2.6        2.6       94.8        0.0       40.5 
050825  105614  47  25.2290 N  62  29.2190 W   2.7        2.6        2.6       94.8        0.0       40.5 
050825  105616  47  25.2270 N  62  29.2200 W   1.7        2.6        2.6       94.8        0.0       44.0*
050825  105618  47  25.2260 N  62  29.2200 W   2.6        2.6       10.8*      94.8        0.0       44.0 
050825  105620  47  25.2240 N  62  29.2210 W   2.0        2.6       10.8       94.8        0.0       44.0 
050825  105622  47  25.2230 N  62  29.2220 W   2.4        2.6       10.8       94.8        0.0       47.5*
050825  105624  47  25.2220 N  62  29.2230 W   1.4        2.6        2.3*      94.8        0.0       47.5 
050825  105626  47  25.2210 N  62  29.2230 W   2.2        2.6        2.3       94.8        0.0       45.7*
050825  105628  47  25.2200 N  62  29.2240 W   1.7        2.6        2.3       94.8        0.0       45.7 
050825  105630  47  25.2180 N  62  29.2250 W   1.9        3.2*       2.3       94.8        0.0       45.7 
050825  105632  47  25.2170 N  62  29.2250 W   1.6        3.2        2.3       94.8        0.0       55.4*
050825  105634  47  25.2170 N  62  29.2250 W   0.8        3.2        2.3       94.8        0.0       55.4 
050825  105636  47  25.2160 N  62  29.2260 W   2.1        3.2        2.3       94.8        0.0       55.4 
050825  105638  47  25.2160 N  62  29.2270 W   0.6        3.2        2.3       94.8        0.0       50.1*
050825  105640  47  25.2150 N  62  29.2270 W   1.8        3.2        2.3       94.8        0.0       50.1 
050825  105642  47  25.2140 N  62  29.2270 W   0.7        3.2       11.5*      94.8        0.0       52.3*
050825  105644  47  25.2130 N  62  29.2270 W   1.3        3.2       11.5       94.8        0.0       52.3 
050825  105646  47  25.2120 N  62  29.2280 W   1.3        3.2       11.5       94.8        0.0       52.3 
050825  105648  47  25.2110 N  62  29.2270 W   0.7        3.2       11.5       94.8        0.0       48.8*
050825  105650  47  25.2100 N  62  29.2280 W   2.0        3.2       11.5       94.8        0.0       48.8 
050825  105652  47  25.2090 N  62  29.2290 W   1.1        3.2       11.5       94.8        0.0       48.8 
050825  105654  47  25.2080 N  62  29.2290 W   1.6        3.2       11.5       94.8        0.0       64.2*
050825  105656  47  25.2070 N  62  29.2300 W   1.5        3.2       11.5       94.8        0.0       64.2 
050825  105658  47  25.2060 N  62  29.2310 W   2.3        3.2       11.5       94.8        0.0       53.2*
050825  105700  47  25.2050 N  62  29.2310 W   1.9        3.2       11.5       94.8        0.0       53.2 
050825  105702  47  25.2040 N  62  29.2310 W   1.8        3.2       11.5       94.8        0.0       53.2 
050825  105704  47  25.2030 N  62  29.2320 W   1.7        3.2       11.5       94.8        0.0       60.3*
050825  105706  47  25.2020 N  62  29.2330 W   2.3        3.2       11.5       94.8        0.0       60.3 
050825  105708  47  25.2000 N  62  29.2330 W   2.4        2.8*      11.5       94.8        0.0       60.3 
050825  105710  47  25.1990 N  62  29.2340 W   1.0        2.8       11.5       94.8        0.0       65.1*
050825  105712  47  25.1980 N  62  29.2340 W   2.7        2.8       11.5       94.8        0.0       65.1 
050825  105714  47  25.1960 N  62  29.2350 W   1.6        2.8        2.3*      94.8        0.0       66.0*
050825  105716  47  25.1950 N  62  29.2350 W   2.0        2.8        2.3       94.8        0.0       66.0 
050825  105718  47  25.1940 N  62  29.2360 W   1.1        2.8        2.3       94.8        0.0       66.0 
050825  105720  47  25.1940 N  62  29.2360 W   1.7        2.8        2.3       94.8        0.0       67.3*
050825  105722  47  25.1930 N  62  29.2370 W   1.3       10.0*       2.3       94.8        0.0       67.3 
050825  105724  47  25.1920 N  62  29.2370 W   0.9       10.0        2.3       94.8        0.0       67.3 
050825  105726  47  25.1910 N  62  29.2370 W   1.9       10.0        2.3       94.8        0.0       69.9*
050825  105728  47  25.1900 N  62  29.2380 W   1.0       10.0        4.3*      94.8        0.0       69.9 
050825  105730  47  25.1890 N  62  29.2380 W   2.6       10.0        4.3       94.8        0.0       70.4*
050825  105732  47  25.1880 N  62  29.2390 W   1.0       10.0        4.3       94.8        0.0       70.4 
050825  105734  47  25.1870 N  62  29.2400 W   2.2        4.9*       4.3       94.8        0.0       70.4 
050825  105736  47  25.1850 N  62  29.2400 W   1.4        4.9        4.3       94.8        0.0       68.2*
050825  105738  47  25.1840 N  62  29.2410 W   2.3        4.9        4.3       94.8        0.0       68.2 
050825  105740  47  25.1830 N  62  29.2410 W   1.1        4.9        4.3       94.8        0.0       68.2 
050825  105742  47  25.1820 N  62  29.2420 W   1.7        4.9        4.3       94.8        0.0       75.7*
050825  105744  47  25.1810 N  62  29.2420 W   2.3        4.9        4.3       94.8        0.0       75.7 
050825  105746  47  25.1800 N  62  29.2430 W   1.3        4.9       11.3*      94.8        0.0       91.1*
050825  105748  47  25.1790 N  62  29.2430 W   1.5        4.9       11.3       94.8        0.0       91.1 
050825  105750  47  25.1780 N  62  29.2430 W   2.1        4.9       11.3       94.8        0.0       91.1 
050825  105752  47  25.1770 N  62  29.2440 W   1.9        4.9       11.3       94.8        0.0       55.0*
050825  105754  47  25.1760 N  62  29.2450 W   1.4        4.9       11.3       94.8        0.0       55.0 
050825  105756  47  25.1750 N  62  29.2450 W   2.0        4.9       11.3       94.8        0.0       55.0 
050825  105758  47  25.1740 N  62  29.2450 W   1.7        4.9       11.3       94.8        0.0       72.1*
050825  105800  47  25.1730 N  62  29.2460 W   2.2        4.9       11.3       94.8        0.0       72.1 
050825  105802  47  25.1720 N  62  29.2470 W   1.1        4.9       11.3       94.8        0.0       73.5*
050825  105804  47  25.1710 N  62  29.2470 W   1.5        4.9       11.3       94.8        0.0       73.5 
050825  105806  47  25.1700 N  62  29.2480 W   1.7        4.9       11.3       94.8        0.0       73.5 
050825  105808  47  25.1690 N  62  29.2480 W   0.9        4.9       11.3       94.8        0.0       73.9*
050825  105810  47  25.1680 N  62  29.2490 W   2.1        4.9       11.3       94.8        0.0       73.9 
050825  105812  47  25.1670 N  62  29.2490 W   1.5        4.9       11.3       94.8        0.0       73.9 
050825  105814  47  25.1660 N  62  29.2500 W   1.8        4.9       11.3       94.8        0.0       74.8*
050825  105816  47  25.1650 N  62  29.2500 W   1.8        4.9       11.3       94.8        0.0       74.8 
050825  105818  47  25.1640 N  62  29.2510 W   1.9        4.9       11.3       94.8        0.0       73.0*
050825  105820  47  25.1630 N  62  29.2510 W   2.2        4.9       11.3       94.8        0.0       73.0 
050825  105822  47  25.1610 N  62  29.2520 W   1.4        4.9       10.5*      94.8        0.0       73.0 
050825  105824  47  25.1610 N  62  29.2520 W   2.0        4.9       10.5       94.8        0.0       72.1*
050825  105826  47  25.1590 N  62  29.2530 W   2.0        4.9       10.5       94.8        0.0       72.1 
050825  105828  47  25.1580 N  62  29.2530 W   1.3        4.9       10.5       94.8        0.0       72.1 
050825  105830  47  25.1570 N  62  29.2540 W   2.4        4.9       10.5       94.8        0.0       73.5*
050825  105832  47  25.1560 N  62  29.2550 W   1.1        4.9       10.5       94.8        0.0       73.5 
050825  105834  47  25.1550 N  62  29.2540 W   2.1        4.9       10.3*      94.8        0.0       74.3*
050825  105836  47  25.1540 N  62  29.2550 W   0.8        4.9       10.3       94.8        0.0       74.3 
050825  105838  47  25.1530 N  62  29.2550 W   1.6        4.9       10.3       94.8        0.0       74.3 
050825  105840  47  25.1520 N  62  29.2560 W   0.9        4.9       10.3       94.8        0.0       72.1*
050825  105842  47  25.1520 N  62  29.2560 W   1.0        4.9       10.3       94.8        0.0       72.1 
050825  105844  47  25.1510 N  62  29.2560 W   1.1        4.9       10.3       94.8        0.0       72.1 
050825  105846  47  25.1500 N  62  29.2560 W   1.2        4.9       10.5*      94.8        0.0       75.7*
050825  105848  47  25.1500 N  62  29.2570 W   1.4        4.9       10.5       94.8        0.0       75.7 
050825  105850  47  25.1480 N  62  29.2570 W   1.4        4.9       10.5       94.8        0.0       73.9*
050825  105852  47  25.1480 N  62  29.2580 W   2.0        4.9       10.5       94.8        0.0       73.9 
050825  105854  47  25.1460 N  62  29.2580 W   1.9        4.9       10.5       94.8        0.0       73.9 
050825  105856  47  25.1450 N  62  29.2590 W   2.3        4.9       10.5       94.8        0.0       68.6*
050825  105858  47  25.1440 N  62  29.2590 W   1.9        4.9       10.5       94.8        0.0       68.6 
050825  105900  47  25.1420 N  62  29.2600 W   2.8        4.9       10.5       94.8        0.0       68.6 
050825  105902  47  25.1410 N  62  29.2610 W   2.3        4.9       10.5       94.8        0.0       73.5*
050825  105904  47  25.1400 N  62  29.2610 W   1.6        4.9       10.5       94.8        0.0       73.5 
050825  105906  47  25.1390 N  62  29.2620 W   2.1        4.9       10.5       94.8        0.0       70.4*
050825  105908  47  25.1380 N  62  29.2630 W   1.9        4.9       10.5       94.8        0.0       70.4 
050825  105910  47  25.1360 N  62  29.2630 W   1.8        4.9       11.6*      94.8        0.0       70.4 
050825  105912  47  25.1350 N  62  29.2640 W   1.1        4.9       11.6       94.8        0.0       74.8*
050825  105914  47  25.1350 N  62  29.2640 W   1.6        4.9       11.6       94.8        0.0       74.8 
050825  105916  47  25.1340 N  62  29.2640 W   1.4        4.9       11.6       94.8        0.0       74.8 
050825  105918  47  25.1330 N  62  29.2650 W   0.8        4.9       11.6       94.8        0.0       72.1*
050825  105920  47  25.1320 N  62  29.2650 W   1.5        4.9       11.6       94.8        0.0       72.1 
050825  105922  47  25.1310 N  62  29.2650 W   1.9        4.9       11.1*      94.8        0.0       73.5*
050825  105924  47  25.1300 N  62  29.2660 W   1.6        4.9       11.1       94.8        0.0       73.5 
050825  105926  47  25.1300 N  62  29.2660 W   0.5        4.9       11.1       94.8        0.0       73.5 
050825  105928  47  25.1290 N  62  29.2670 W   2.4        4.9       11.1       94.8        0.0       72.6*
050825  105930  47  25.1280 N  62  29.2670 W   1.6        4.9       11.1       94.8        0.0       72.6 
050825  105932  47  25.1270 N  62  29.2680 W   2.4        4.9       11.1       94.8        0.0       72.6 
050825  105934  47  25.1260 N  62  29.2680 W   1.6        4.9       11.6*      94.8        0.0       73.0*
050825  105936  47  25.1250 N  62  29.2690 W   2.2        4.9       11.6       94.8        0.0       73.0 
050825  105938  47  25.1230 N  62  29.2700 W   1.7        4.9       11.6       94.8        0.0       73.0 
050825  105940  47  25.1220 N  62  29.2700 W   1.5        4.9       11.6       94.8        0.0       73.0*
050825  105942  47  25.1210 N  62  29.2710 W   1.7        4.9       11.6       94.8        0.0       73.0 
050825  105944  47  25.1200 N  62  29.2710 W   1.1        4.9       11.6       94.8        0.0       71.7*
050825  105946  47  25.1190 N  62  29.2720 W   1.6        4.9       11.6       94.8        0.0       71.7 
050825  105948  47  25.1190 N  62  29.2720 W   1.0        4.9       11.6       94.8        0.0       71.7 
050825  105950  47  25.1180 N  62  29.2720 W   1.3        4.9       11.6       94.8        0.0       73.9*
050825  105952  47  25.1170 N  62  29.2730 W   0.8        4.9       11.6       94.8        0.0       73.9 
050825  105954  47  25.1160 N  62  29.2730 W   1.7        4.9       11.6       94.8        0.0       73.9 
050825  105956  47  25.1150 N  62  29.2740 W   1.6        4.9       11.6       94.8        0.0       70.8*
050825  105958  47  25.1140 N  62  29.2750 W   1.2        4.9       11.1*      94.8        0.0       70.8 
050825  110000  47  25.1130 N  62  29.2750 W   2.1        4.9       11.1       94.8        0.0       74.3*
050825  110002  47  25.1120 N  62  29.2760 W   2.5        4.9       11.1       94.8        0.0       74.3 
050825  110005  47  25.1100 N  62  29.2770 W   2.0        4.9       11.1       94.8        0.0       74.3 
050825  110006  47  25.1100 N  62  29.2770 W   2.4        4.9       11.1       94.8        0.0       71.3*
050825  110008  47  25.1080 N  62  29.2780 W   2.2        4.9       11.1       94.8        0.0       71.3 
050825  110010  47  25.1070 N  62  29.2790 W   1.9        4.9       11.1*      94.8        0.0       71.7*
050825  110012  47  25.1060 N  62  29.2800 W   2.4        4.9       11.1       94.8        0.0       71.7 
050825  110015  47  25.1040 N  62  29.2810 W   2.2        4.9       11.1       94.8        0.0       71.7 
050825  110017  47  25.1030 N  62  29.2820 W   2.0        4.9       11.1       94.8        0.0       75.7*
050825  110019  47  25.1010 N  62  29.2830 W   2.3        4.9       11.1       94.8        0.0       75.7 
050825  110021  47  25.1000 N  62  29.2840 W   1.7        4.9       11.1       94.8        0.0       75.7 
050825  110023  47  25.0990 N  62  29.2850 W   2.1        4.9       10.1*      94.8        0.0       99.4*
050825  110025  47  25.0980 N  62  29.2850 W   1.2        4.9       10.1       94.8        0.0       99.4 
050825  110027  47  25.0970 N  62  29.2860 W   1.9        4.9       10.1       94.8        0.0       99.4 
050825  110029  47  25.0960 N  62  29.2870 W   1.2        4.9       10.1       94.8        0.0       44.4*
050825  110031  47  25.0960 N  62  29.2870 W   1.4        4.9       10.1       94.8        0.0       44.4 
050825  110033  47  25.0950 N  62  29.2880 W   1.4        4.9       10.1       94.8        0.0       72.6*
050825  110035  47  25.0940 N  62  29.2880 W   1.1        4.9        9.4*      94.8        0.0       72.6 
050825  110036  47  25.0930 N  62  29.2880 W   2.0        4.9        9.4       94.8        0.0       72.6 
050825  110039  47  25.0920 N  62  29.2890 W   1.1        4.9        9.4       94.8        0.0       71.7*
050825  110041  47  25.0920 N  62  29.2900 W   1.7        4.9        9.4       94.8        0.0       71.7 
050825  110043  47  25.0910 N  62  29.2900 W   1.8        4.9        9.4       94.8        0.0       71.7 
050825  110045  47  25.0890 N  62  29.2910 W   1.7        4.9        9.4       94.8        0.0       71.7*
050825  110047  47  25.0880 N  62  29.2910 W   2.1        4.9        9.4       94.8        0.0       71.7 
050825  110049  47  25.0870 N  62  29.2920 W   2.0        4.9        9.4       94.8        0.0       73.5*
050825  110051  47  25.0860 N  62  29.2930 W   2.4        4.9        9.4       94.8        0.0       73.5 
050825  110053  47  25.0850 N  62  29.2940 W   1.8        4.9        9.4       94.8        0.0       73.5 
050825  110055  47  25.0830 N  62  29.2940 W   1.7        4.9        9.4       94.8        0.0       70.8*
050825  110057  47  25.0820 N  62  29.2950 W   2.1        4.9        9.4       94.8        0.0       70.8 
050825  110059  47  25.0810 N  62  29.2960 W   1.6        4.9        9.4       94.8        0.0       70.8 
050825  110101  47  25.0800 N  62  29.2960 W   1.8        4.9        9.4       94.8        0.0       72.6*
050825  110103  47  25.0790 N  62  29.2970 W   0.8        4.9        9.4       94.8        0.0       72.6 
050825  110105  47  25.0780 N  62  29.2970 W   2.1        4.9        9.4       94.8        0.0       76.1*
050825  110107  47  25.0770 N  62  29.2980 W   0.9        4.9        9.4       94.8        0.0       76.1 
050825  110109  47  25.0760 N  62  29.2980 W   2.3        4.9        9.4       94.8        0.0       76.1 
050825  110111  47  25.0750 N  62  29.2990 W   1.2        4.9       11.1*      94.8        0.0       66.9*
050825  110113  47  25.0750 N  62  29.2990 W   2.1        4.9       11.1       94.8        0.0       66.9 
050825  110115  47  25.0730 N  62  29.3000 W   1.0        4.9       11.1       94.8        0.0       66.9 
050825  110117  47  25.0730 N  62  29.3000 W   2.2        4.9       11.1       94.8        0.0       73.0*
050825  110119  47  25.0710 N  62  29.3010 W   1.5        4.9       11.1       94.8        0.0       73.0 
050825  110121  47  25.0700 N  62  29.3020 W   1.8        4.9       11.1       94.8        0.0       76.1*
050825  110123  47  25.0690 N  62  29.3020 W   1.1        4.9       11.7*      94.8        0.0       76.1 
050825  110125  47  25.0690 N  62  29.3020 W   1.0        4.9       11.7       94.8        0.0       76.1 
050825  110127  47  25.0680 N  62  29.3030 W   1.8        4.9       11.7       94.8        0.0       69.9*
050825  110129  47  25.0670 N  62  29.3040 W   0.7        4.9       11.7       94.8        0.0       69.9 
050825  110131  47  25.0660 N  62  29.3040 W   1.1        4.9       11.7       94.8        0.0       69.9 
