FileName: C:\2005NE~1\GP337.TXT
Local Time: Wed Sep 14 11:48:14 2005

Ship: Marco Michel Trip: 09 Tow: gp337
Comments: zone 18
 Date    Time     Latitude       Longitude    Speed    Primary  Secondary DoorSpread WingSpread      Depth 
050914  144816  46  27.7360 N  61  20.3560 W   2.5        3.1       10.0*       1.0*       0.0       35.6*
050914  144818  46  27.7360 N  61  20.3580 W   2.8        3.1       10.0        1.0        0.0       35.6 
050914  144820  46  27.7350 N  61  20.3600 W   2.3        3.1       10.0        1.0        0.0       35.6 
050914  144822  46  27.7340 N  61  20.3620 W   1.9        3.1       10.0        3.3*       0.0       35.6 
050914  144824  46  27.7340 N  61  20.3640 W   2.8        3.1       10.0        3.3        0.0       35.6 
050914  144826  46  27.7330 N  61  20.3660 W   1.6        3.1       10.0        3.3        0.0       35.6 
050914  144828  46  27.7330 N  61  20.3680 W   2.2        3.1       10.0        3.3        0.0       35.6 
050914  144830  46  27.7330 N  61  20.3690 W   2.2        3.1       10.0        3.3        0.0       35.6 
050914  144832  46  27.7320 N  61  20.3710 W   2.1        3.1       10.0        6.0*       0.0       35.6 
050914  144834  46  27.7320 N  61  20.3730 W   3.4        3.1       10.0        6.0        0.0       35.6 
050914  144836  46  27.7310 N  61  20.3760 W   3.4        3.1       10.0        6.0        0.0       35.6 
050914  144838  46  27.7300 N  61  20.3790 W   4.2        3.1       10.0        6.0        0.0       35.6 
050914  144840  46  27.7300 N  61  20.3830 W   4.8        3.1       10.0        6.0        0.0        7.5*
050914  144842  46  27.7290 N  61  20.3870 W   4.8        3.1       10.0        6.0        0.0        7.5 
050914  144844  46  27.7270 N  61  20.3910 W   5.2        3.1       10.0        6.0        0.0        7.5 
050914  144846  46  27.7260 N  61  20.3950 W   5.8        3.1       10.0        6.0        0.0        7.5 
050914  144848  46  27.7250 N  61  20.4000 W   6.2        3.1       10.0        6.0        0.0        7.5 
050914  144850  46  27.7240 N  61  20.4040 W   6.3        3.1       10.0        6.0        0.0        7.5 
050914  144852  46  27.7220 N  61  20.4090 W   6.2        3.1       10.0        6.0        0.0        7.5 
050914  144854  46  27.7210 N  61  20.4130 W   6.5        3.1       10.0        6.0        0.0        7.5 
050914  144856  46  27.7190 N  61  20.4180 W   6.6        3.1       10.0        6.0        0.0        7.5 
050914  144858  46  27.7180 N  61  20.4230 W   6.5        3.1       10.0        6.0        0.0        7.5 
050914  144900  46  27.7160 N  61  20.4280 W   6.9        3.1       10.0        6.0        0.0        7.5 
050914  144902  46  27.7150 N  61  20.4320 W   6.8        3.1       10.0        6.0        0.0        7.5 
050914  144904  46  27.7130 N  61  20.4370 W   6.5        3.1       10.0        6.0        0.0        7.5 
050914  144906  46  27.7110 N  61  20.4420 W   6.4        3.1       10.0        6.0        0.0        7.5 
050914  144908  46  27.7090 N  61  20.4470 W   6.7        3.1       10.0        6.0        0.0        7.5 
050914  144910  46  27.7080 N  61  20.4520 W   7.2        3.1       10.0        6.0        0.0        7.5 
050914  144912  46  27.7060 N  61  20.4560 W   6.9        3.1       10.0        6.0        0.0        7.5 
050914  144914  46  27.7050 N  61  20.4610 W   7.0        3.1       10.0        6.0        0.0        7.5 
050914  144916  46  27.7030 N  61  20.4660 W   6.9        3.1       10.0        6.0        0.0        7.5 
050914  144918  46  27.7010 N  61  20.4700 W   6.8        3.1       10.0        6.0        0.0        7.5 
050914  144920  46  27.6990 N  61  20.4750 W   6.6        3.1       10.0        6.0        0.0        7.5 
050914  144922  46  27.6980 N  61  20.4800 W   6.4        3.1       10.0        6.0        0.0        7.5 
050914  144924  46  27.6960 N  61  20.4850 W   6.8        3.1       10.0        6.0        0.0        7.5 
050914  144926  46  27.6940 N  61  20.4900 W   7.3        3.1       10.0        6.0        0.0        7.5 
050914  144928  46  27.6920 N  61  20.4950 W   6.8        3.1       10.0        6.0        0.0        7.5 
050914  144930  46  27.6900 N  61  20.5000 W   6.8        3.1       10.0        6.0        0.0        7.5 
050914  144932  46  27.6890 N  61  20.5050 W   7.0        3.1       10.0        6.0        0.0        7.5 
050914  144934  46  27.6870 N  61  20.5100 W   7.0        3.1       10.0        6.0        0.0        7.5 
050914  144936  46  27.6850 N  61  20.5160 W   6.9        3.1       10.0        6.0        0.0        7.5 
050914  144938  46  27.6830 N  61  20.5210 W   7.0        3.1       10.0        6.0        0.0        7.5 
050914  144940  46  27.6810 N  61  20.5260 W   6.8        3.1       10.0        6.0        0.0        7.5 
050914  144942  46  27.6800 N  61  20.5320 W   6.8        3.1       10.0        6.0        0.0        7.5 
050914  144944  46  27.6780 N  61  20.5370 W   6.8        3.1       10.0        6.0        0.0        7.5 
050914  144946  46  27.6770 N  61  20.5420 W   6.8        3.1       10.0        6.0        0.0        7.5 
050914  144948  46  27.6750 N  61  20.5470 W   6.7        3.1       10.0        6.0        0.0        7.5 
050914  144950  46  27.6730 N  61  20.5530 W   7.0        3.1       10.0        6.0        0.0        7.5 
050914  144952  46  27.6720 N  61  20.5580 W   6.6        3.1       10.0        6.0        0.0        7.5 
050914  144954  46  27.6710 N  61  20.5630 W   6.7        3.1       10.0        6.0        0.0        7.5 
050914  144956  46  27.6690 N  61  20.5680 W   7.2        3.1       10.0        6.0        0.0        7.5 
050914  144958  46  27.6680 N  61  20.5740 W   7.4        3.1       10.0        6.0        0.0        7.5 
050914  145000  46  27.6670 N  61  20.5790 W   7.0        3.1       10.0        6.0        0.0        7.5 
050914  145002  46  27.6650 N  61  20.5840 W   6.5        3.1       10.0        6.0        0.0        7.5 
050914  145004  46  27.6640 N  61  20.5890 W   6.3        3.1       10.0        6.0        0.0        7.5 
050914  145006  46  27.6620 N  61  20.5940 W   6.4        3.1       10.0        6.0        0.0        7.5 
050914  145008  46  27.6610 N  61  20.5990 W   6.0        3.1       10.0        6.0        0.0        7.5 
050914  145010  46  27.6600 N  61  20.6040 W   5.6        3.1       10.0        6.0        0.0        7.5 
050914  145012  46  27.6590 N  61  20.6080 W   5.3        3.1       10.0        7.6*       0.0        7.5 
050914  145014  46  27.6580 N  61  20.6120 W   5.8        3.1       10.0        7.6        0.0        7.5 
050914  145016  46  27.6560 N  61  20.6160 W   5.3        3.1       10.0        7.6        0.0        7.5 
050914  145018  46  27.6560 N  61  20.6200 W   4.8        3.1       10.0        7.6        0.0        7.5 
050914  145020  46  27.6550 N  61  20.6240 W   5.0        3.1       10.0        7.6        0.0       33.4*
050914  145022  46  27.6540 N  61  20.6280 W   5.2        3.1       10.0        7.6        0.0       33.4 
050914  145024  46  27.6530 N  61  20.6320 W   5.6        3.1       10.0        7.6        0.0       25.1*
050914  145026  46  27.6520 N  61  20.6360 W   5.2        3.1       10.0        7.6        0.0       25.1 
050914  145028  46  27.6510 N  61  20.6400 W   4.8        3.1       10.0        7.6        0.0       25.1 
050914  145030  46  27.6490 N  61  20.6430 W   5.0        3.1       10.0        7.6        0.0       33.4*
050914  145032  46  27.6480 N  61  20.6470 W   5.1        3.1       10.0        7.6        0.0       33.4 
050914  145034  46  27.6480 N  61  20.6510 W   5.3        3.1       10.0        7.6        0.0       33.4 
050914  145036  46  27.6470 N  61  20.6560 W   5.4        3.1       10.0        7.6        0.0       28.6*
050914  145038  46  27.6460 N  61  20.6600 W   4.8        3.1       10.0       11.7*       0.0       28.6 
050914  145040  46  27.6450 N  61  20.6640 W   5.1        3.1       10.0       11.7        0.0       17.2*
050914  145042  46  27.6440 N  61  20.6680 W   5.2        3.1       10.0       11.7        0.0       17.2 
050914  145044  46  27.6430 N  61  20.6720 W   5.0        3.1       10.0       11.7        0.0       17.2 
050914  145046  46  27.6420 N  61  20.6760 W   5.3        3.1        5.1*      11.7        0.0       29.5*
050914  145048  46  27.6410 N  61  20.6800 W   5.7        3.1        5.1       11.7        0.0       29.5 
050914  145050  46  27.6400 N  61  20.6840 W   4.5        3.1        5.1       11.7        0.0       27.7*
050914  145052  46  27.6400 N  61  20.6880 W   5.1        3.1        5.1       11.7        0.0       27.7 
050914  145054  46  27.6390 N  61  20.6920 W   4.9        3.1        5.1       11.7        0.0       27.7 
050914  145056  46  27.6380 N  61  20.6960 W   4.8        3.1        5.1       11.7        0.0       26.8*
050914  145058  46  27.6370 N  61  20.7000 W   5.8        3.1        5.1       11.7        0.0       26.8 
050914  145100  46  27.6360 N  61  20.7040 W   5.0        3.1        5.1       11.7        0.0       26.8 
050914  145102  46  27.6360 N  61  20.7080 W   4.8        3.1        5.1       11.7        0.0       29.5*
050914  145104  46  27.6350 N  61  20.7120 W   5.3        3.1        5.1       11.7        0.0       29.5 
050914  145106  46  27.6340 N  61  20.7150 W   5.2        3.1        5.1       11.7        0.0       25.1*
050914  145108  46  27.6330 N  61  20.7190 W   4.8        3.1        5.1       11.7        0.0       25.1 
050914  145110  46  27.6330 N  61  20.7230 W   5.2        3.1        5.1        6.8*       0.0       25.1 
050914  145112  46  27.6320 N  61  20.7280 W   5.6        3.1        5.1        6.8        0.0       28.6*
050914  145114  46  27.6310 N  61  20.7320 W   4.5        3.1        5.1        6.8        0.0       28.6 
050914  145116  46  27.6300 N  61  20.7360 W   4.9        2.4*       5.1        6.3*       0.0       28.6 
050914  145118  46  27.6300 N  61  20.7390 W   5.4        2.4        5.1        6.3        0.0       41.8*
050914  145120  46  27.6290 N  61  20.7430 W   5.0        2.4        5.1        6.2*       0.0       41.8 
050914  145122  46  27.6280 N  61  20.7480 W   4.6        2.4        5.1        6.2        0.0       40.5*
050914  145124  46  27.6280 N  61  20.7520 W   5.4        2.4        5.1        6.2        0.0       40.5 
050914  145126  46  27.6270 N  61  20.7560 W   5.4        2.4        5.1       10.6*       0.0       40.5 
050914  145128  46  27.6260 N  61  20.7600 W   4.1        2.4        5.1       10.6        0.0        4.8*
050914  145130  46  27.6260 N  61  20.7630 W   4.0        2.4        5.1        4.1*       0.0        4.8 
050914  145132  46  27.6250 N  61  20.7660 W   3.7        2.4        5.1        4.1        0.0        4.8 
050914  145134  46  27.6250 N  61  20.7690 W   3.3        2.4        5.1        4.1        0.0       29.5*
050914  145136  46  27.6240 N  61  20.7710 W   2.7        2.4        5.1        6.8*       0.0       29.5 
050914  145138  46  27.6240 N  61  20.7730 W   3.0        2.4        5.1        6.8        0.0       26.8*
050914  145140  46  27.6240 N  61  20.7750 W   2.9        2.4        5.1        6.8        0.0       26.8 
050914  145142  46  27.6240 N  61  20.7780 W   2.0        2.4        5.1        6.6*       0.0       26.8 
050914  145144  46  27.6240 N  61  20.7800 W   2.1        2.4        5.1        6.6        0.0       33.0*
050914  145146  46  27.6240 N  61  20.7810 W   2.5        2.4        5.1        5.9*       0.0       33.0 
050914  145148  46  27.6230 N  61  20.7830 W   1.8        2.4        5.1        5.9        0.0       32.6*
050914  145150  46  27.6230 N  61  20.7850 W   2.5        2.4        5.1        5.9        0.0       32.6 
050914  145152  46  27.6230 N  61  20.7870 W   1.8        2.4        5.1        7.6*       0.0       32.6 
050914  145154  46  27.6230 N  61  20.7890 W   1.5        2.4       11.3*       7.6        0.0       40.5*
050914  145156  46  27.6230 N  61  20.7900 W   2.5        2.4       11.3        7.6        0.0       40.5 
050914  145158  46  27.6240 N  61  20.7910 W   1.3        2.4       11.3        5.6*       0.0       40.5 
050914  145200  46  27.6240 N  61  20.7930 W   1.4        2.4        2.6*       5.6        0.0       28.2*
050914  145202  46  27.6240 N  61  20.7940 W   2.1        2.4        2.6        5.7*       0.0       28.2 
050914  145204  46  27.6240 N  61  20.7960 W   1.2        2.4        2.6        5.7        0.0       28.2 
050914  145206  46  27.6240 N  61  20.7970 W   1.8        3.7*       2.6        5.7        0.0       28.2 
050914  145208  46  27.6240 N  61  20.7990 W   1.6        3.7        2.6        5.6*       0.0       28.2 
050914  145210  46  27.6250 N  61  20.8000 W   1.6        3.7        2.6        5.6        0.0       28.2 
050914  145212  46  27.6250 N  61  20.8020 W   1.5        3.7        2.2*       4.5*       0.0       28.2 
050914  145214  46  27.6250 N  61  20.8030 W   1.6        3.7        2.2        4.5        0.0       28.2 
050914  145216  46  27.6250 N  61  20.8040 W   2.4        3.7        2.2        4.5        0.0       28.2 
050914  145218  46  27.6250 N  61  20.8060 W   0.9        3.7        2.2        9.2*       0.0       28.2 
050914  145220  46  27.6260 N  61  20.8070 W   2.4        6.1*       2.2        9.2        0.0       44.0*
050914  145222  46  27.6260 N  61  20.8090 W   1.2        6.1        2.2        9.2        0.0       44.0 
050914  145224  46  27.6260 N  61  20.8100 W   1.7        6.1        2.2        2.8*       0.0       44.0 
050914  145226  46  27.6260 N  61  20.8110 W   1.7        6.1        2.2        2.8        0.0       46.2*
050914  145228  46  27.6260 N  61  20.8130 W   1.3        6.1        2.2        3.2*       0.0       46.2 
050914  145230  46  27.6270 N  61  20.8140 W   2.4        6.1        2.2        3.2        0.0       46.2 
050914  145232  46  27.6270 N  61  20.8160 W   1.1        3.8*       2.2        3.2        0.0       47.5*
050914  145234  46  27.6270 N  61  20.8170 W   2.0        3.8        2.2        4.5*       0.0       47.5 
050914  145236  46  27.6270 N  61  20.8190 W   1.7        3.8        2.2        4.5        0.0       51.5*
050914  145238  46  27.6270 N  61  20.8200 W   1.7        3.8        2.4*       4.8*       0.0       51.5 
050914  145240  46  27.6270 N  61  20.8210 W   1.8        3.8        2.4        4.8        0.0       51.5 
050914  145242  46  27.6270 N  61  20.8230 W   1.8        3.8        2.4        4.8        0.0       62.5*
050914  145244  46  27.6270 N  61  20.8240 W   1.9        3.8        2.4       16.2*       0.0       62.5 
050914  145246  46  27.6270 N  61  20.8260 W   2.0        3.4*       2.4       16.2        0.0       62.5 
050914  145248  46  27.6260 N  61  20.8280 W   2.0        3.4        2.4       16.2        0.0       52.3*
050914  145250  46  27.6260 N  61  20.8300 W   2.0        3.4        2.4        5.0*       0.0       52.3 
050914  145252  46  27.6260 N  61  20.8310 W   1.8        3.4        2.4        5.0        0.0       58.9*
050914  145254  46  27.6260 N  61  20.8330 W   2.3        3.4        2.4        4.7*       0.0       58.9 
050914  145256  46  27.6260 N  61  20.8350 W   2.1        3.4        2.4        4.7        0.0       58.9 
050914  145258  46  27.6250 N  61  20.8370 W   1.9        3.4       12.8*       4.7        0.0       60.3*
050914  145300  46  27.6250 N  61  20.8380 W   2.4        3.4       12.8        5.6*       0.0       60.3 
050914  145302  46  27.6250 N  61  20.8400 W   2.0        3.4       12.8        5.6        0.0       57.2*
050914  145304  46  27.6240 N  61  20.8410 W   1.7        3.4        3.1*       5.6        0.0       57.2 
050914  145306  46  27.6240 N  61  20.8430 W   2.3        3.4        3.1        4.2*       0.0       57.2 
050914  145308  46  27.6240 N  61  20.8450 W   1.9        3.4        3.1        4.2        0.0       66.0*
050914  145310  46  27.6230 N  61  20.8460 W   2.2        3.4        3.1        5.6*       0.0       66.0 
050914  145312  46  27.6230 N  61  20.8480 W   2.2        9.0*       3.1        5.6        0.0       66.0 
050914  145314  46  27.6230 N  61  20.8490 W   2.0        9.0        3.1        5.6        0.0       66.4*
050914  145316  46  27.6220 N  61  20.8510 W   2.4        9.0        3.1        6.7*       0.0       66.4 
050914  145318  46  27.6220 N  61  20.8530 W   1.7        9.0        2.6*       6.7        0.0       69.9*
050914  145320  46  27.6220 N  61  20.8540 W   2.1        9.0        2.6        6.1*       0.0       69.9 
050914  145322  46  27.6210 N  61  20.8560 W   1.9        9.0        2.6        6.1        0.0       69.9 
050914  145324  46  27.6200 N  61  20.8570 W   2.0        4.7*       2.6        6.1        0.0       70.8*
050914  145326  46  27.6200 N  61  20.8590 W   1.8        4.7        2.6        6.5*       0.0       70.8 
050914  145328  46  27.6200 N  61  20.8610 W   1.9        4.7        2.6        6.5        0.0       70.8 
050914  145330  46  27.6200 N  61  20.8620 W   2.5        4.7        2.6        6.5        0.0       69.9*
050914  145332  46  27.6200 N  61  20.8640 W   1.6        4.7        2.6        7.3*       0.0       69.9 
050914  145334  46  27.6200 N  61  20.8650 W   2.1        4.7        2.6        7.3        0.0       70.4*
050914  145336  46  27.6190 N  61  20.8660 W   2.1        4.7       11.7*       8.6*       0.0       70.4 
050914  145338  46  27.6190 N  61  20.8680 W   1.5        4.7       11.7        8.6        0.0       70.4 
050914  145340  46  27.6190 N  61  20.8690 W   2.6        4.7       11.7        8.6        0.0       72.6*
050914  145342  46  27.6190 N  61  20.8710 W   1.5        4.7       11.7        8.2*       0.0       72.6 
050914  145344  46  27.6180 N  61  20.8730 W   2.2        4.7       11.7        8.2        0.0       72.6 
050914  145346  46  27.6180 N  61  20.8740 W   1.8        4.7       11.7        8.2        0.0       73.9*
050914  145348  46  27.6180 N  61  20.8760 W   1.3        4.7       11.0*       7.4*       0.0       73.9 
050914  145350  46  27.6170 N  61  20.8770 W   2.2        4.7       11.0        7.4        0.0       73.9 
050914  145352  46  27.6170 N  61  20.8780 W   1.5        4.7       11.0        7.7*       0.0       71.3*
050914  145354  46  27.6170 N  61  20.8800 W   2.5        4.7       11.0        7.7        0.0       71.3 
