FileName: C:\2005NE~1\GP072.TXT
Local Time: Mon Aug 29 14:09:19 2005

Ship: Marco Michel Trip: 08 Tow: gp072
Comments: zone 12
 Date    Time     Latitude       Longitude    Speed    Primary  Secondary DoorSpread WingSpread      Depth 
050829  170921  47   9.3290 N  63  31.9970 W   3.9        6.5*      13.6*       2.0*       0.0      647.9*
050829  170923  47   9.3280 N  63  31.9940 W   4.0        6.5       13.6        2.0        0.0      647.9 
050829  170925  47   9.3270 N  63  31.9910 W   3.6        6.5       13.6        2.0        0.0      647.9 
050829  170927  47   9.3260 N  63  31.9890 W   3.6        6.5       13.6        2.0*       0.0      647.9 
050829  170929  47   9.3250 N  63  31.9860 W   3.6        6.5       13.6        2.0        0.0      647.9 
050829  170931  47   9.3240 N  63  31.9830 W   3.4        6.5       13.6        2.7*       0.0      647.9 
050829  170933  47   9.3230 N  63  31.9810 W   3.7        6.5       13.6        2.7        0.0      647.9 
050829  170935  47   9.3230 N  63  31.9780 W   3.6        6.5       13.6        2.7        0.0      647.9 
050829  170937  47   9.3220 N  63  31.9750 W   3.8        6.5       13.6       11.6*       0.0        2.6*
050829  170939  47   9.3210 N  63  31.9720 W   4.5        6.5       13.6       11.6        0.0        2.6 
050829  170941  47   9.3200 N  63  31.9690 W   5.0        6.5       13.6       11.6        0.0        2.6 
050829  170943  47   9.3190 N  63  31.9650 W   5.5        6.5       13.6       11.6        0.0        2.6 
050829  170945  47   9.3180 N  63  31.9600 W   5.9        6.5       13.6       11.6        0.0        2.6 
050829  170947  47   9.3160 N  63  31.9560 W   6.1        6.5       13.6       11.6        0.0        2.6 
050829  170949  47   9.3150 N  63  31.9510 W   6.6        6.5       13.6       11.6        0.0        2.6 
050829  170951  47   9.3130 N  63  31.9460 W   6.8        6.5       13.6       11.6        0.0        2.6 
050829  170953  47   9.3110 N  63  31.9410 W   7.0        6.5       13.6       11.6        0.0        2.6 
050829  170955  47   9.3100 N  63  31.9360 W   7.2        6.5       13.6       11.6        0.0        2.6 
