FileName: C:\2005NE~1\GP190.TXT
Local Time: Fri Jul 29 16:44:04 2005

Ship: Marco Michel Trip: 06 Tow: gp190
Comments: zone 12
 Date    Time     Latitude       Longitude    Speed    Primary  Secondary DoorSpread WingSpread      Depth 
050729  194406  48   1.9770 N  62  22.2200 W   3.9        3.1*       2.2*       5.4*       0.0      183.4*
050729  194408  48   1.9790 N  62  22.2220 W   3.7        3.1        2.2        5.4        0.0      183.4 
050729  194410  48   1.9810 N  62  22.2240 W   3.7        3.1        2.2        5.4        0.0      183.4 
050729  194412  48   1.9820 N  62  22.2260 W   3.4        3.1        2.2        4.0*       0.0      183.4 
050729  194414  48   1.9840 N  62  22.2270 W   3.6        3.1        2.2        4.0        0.0      183.4 
050729  194417  48   1.9860 N  62  22.2290 W   3.5        2.1*       2.2        4.0        0.0      183.4 
050729  194418  48   1.9870 N  62  22.2300 W   3.4        2.1        2.2        1.5*       0.0      183.4 
050729  194420  48   1.9890 N  62  22.2310 W   3.2        2.1        2.2        1.5        0.0      183.4 
050729  194422  48   1.9900 N  62  22.2330 W   3.1        2.1        2.2        1.5        0.0       36.5*
050729  194424  48   1.9920 N  62  22.2350 W   3.2        2.1        2.2        1.9*       0.0       36.5 
050729  194427  48   1.9940 N  62  22.2370 W   2.9        2.1        2.2        1.9        0.0       36.5 
050729  194428  48   1.9940 N  62  22.2380 W   3.2        2.1        2.2        3.0*       0.0       36.5 
050729  194430  48   1.9960 N  62  22.2390 W   2.7        2.1        2.2        3.0        0.0       36.5 
050729  194432  48   1.9970 N  62  22.2400 W   3.2        2.1        2.2        3.0        0.0       38.7*
050729  194434  48   1.9990 N  62  22.2410 W   3.6        2.1        2.2        3.0        0.0       38.7 
050729  194437  48   2.0020 N  62  22.2430 W   4.6        2.1        2.2        3.0        0.0       38.7 
050729  194438  48   2.0030 N  62  22.2440 W   5.0        2.1        2.2        3.0        0.0       38.7 
050729  194440  48   2.0060 N  62  22.2470 W   5.4        2.1        2.2        3.0        0.0       38.7 
050729  194442  48   2.0080 N  62  22.2500 W   6.0        2.1        2.2        3.0        0.0       38.7 
050729  194444  48   2.0110 N  62  22.2530 W   6.4        2.1        2.2        3.0        0.0       38.7 
050729  194447  48   2.0150 N  62  22.2570 W   7.0        2.1        2.2        3.0        0.0       38.7 
050729  194448  48   2.0170 N  62  22.2590 W   6.9        2.1        2.2        3.0        0.0       38.7 
050729  194450  48   2.0200 N  62  22.2620 W   7.3        2.1        2.2        3.0        0.0       38.7 
050729  194452  48   2.0240 N  62  22.2650 W   7.4        2.1        2.2        3.0        0.0       38.7 
050729  194454  48   2.0280 N  62  22.2680 W   7.5        2.1        2.2        3.0        0.0       51.0*
050729  194457  48   2.0330 N  62  22.2730 W   7.6        2.1        2.2        3.0        0.0       51.0 
050729  194458  48   2.0350 N  62  22.2740 W   7.8        2.1        2.2        3.0        0.0       51.0 
050729  194500  48   2.0380 N  62  22.2780 W   7.6        2.1        2.2        3.0        0.0       51.0 
050729  194502  48   2.0410 N  62  22.2810 W   7.8        2.1        2.2        3.0        0.0       51.0 
050729  194504  48   2.0450 N  62  22.2840 W   7.9        2.1        2.2        3.0        0.0       51.0 
