FileName: C:\TRAWLS~1\FALL\GP132F.TXT
Local Time: Fri Aug 14 05:34:15 2009

Ship: August 14, 2009 Trip: GP132F Tow: 1
Comments: zone 12 nord du banc orphelin
 Date    Time     Latitude       Longitude    Speed    Primary  Secondary DoorSpread      Depth 
090814  083417  48  28.9337 N  63   6.8758 W   6.0        0.0        3.4*      97.3*     692.8*
090814  083418  48  28.9337 N  63   6.8729 W   6.1        0.0        3.4       97.3      692.8 
090814  083419  48  28.9335 N  63   6.8700 W   6.3        0.0        3.4       97.3      692.8 
090814  083420  48  28.9333 N  63   6.8670 W   6.4        0.0        3.4       97.3      692.8 
090814  083421  48  28.9332 N  63   6.8641 W   6.5        0.0        3.4       97.3      692.8 
090814  083422  48  28.9332 N  63   6.8612 W   6.5        0.0        3.4       97.3      692.8 
090814  083423  48  28.9330 N  63   6.8583 W   6.6        0.0        3.4       97.3      692.8 
090814  083424  48  28.9328 N  63   6.8554 W   6.6        0.0        3.4       20.1*     692.8 
090814  083425  48  28.9326 N  63   6.8526 W   6.6        0.0        3.4       20.1      692.8 
090814  083426  48  28.9325 N  63   6.8497 W   6.7        0.0        3.4       20.1      692.8 
090814  083427  48  28.9324 N  63   6.8469 W   6.6        0.0        3.4       20.1      692.8 
090814  083428  48  28.9322 N  63   6.8442 W   6.6        0.0        3.4       20.1      692.8 
090814  083429  48  28.9321 N  63   6.8417 W   6.5        0.0        3.4       20.1      692.8 
090814  083430  48  28.9319 N  63   6.8392 W   6.4        0.0        3.4       20.1      692.8 
090814  083431  48  28.9317 N  63   6.8368 W   6.3        0.0        3.4       20.1      692.8 
090814  083432  48  28.9316 N  63   6.8344 W   6.1        0.0        3.4       20.1      692.8 
090814  083433  48  28.9315 N  63   6.8324 W   6.0        0.0        3.4       20.1      692.8 
090814  083434  48  28.9314 N  63   6.8304 W   5.8        0.0        3.4       20.1      692.8 
090814  083435  48  28.9313 N  63   6.8284 W   5.7        0.0        3.4       20.1      692.8 
090814  083436  48  28.9310 N  63   6.8267 W   5.5        0.0        3.4       20.1      692.8 
090814  083437  48  28.9308 N  63   6.8248 W   5.4        0.0        3.4       20.1      692.8 
090814  083438  48  28.9307 N  63   6.8231 W   5.2        0.0        3.4       20.1      692.8 
090814  083439  48  28.9305 N  63   6.8215 W   5.0        0.0        3.4       20.1      692.8 
090814  083440  48  28.9304 N  63   6.8199 W   4.8        0.0        3.4       20.1      692.8 
090814  083441  48  28.9301 N  63   6.8183 W   4.7        0.0        3.4       20.1      692.8 
090814  083442  48  28.9300 N  63   6.8167 W   4.6        0.0        3.4       20.1      692.8 
090814  083443  48  28.9298 N  63   6.8151 W   4.4        0.0        3.4       20.1      692.8 
090814  083444  48  28.9298 N  63   6.8136 W   4.3        0.0        3.4       20.1      692.8 
090814  083445  48  28.9297 N  63   6.8121 W   4.2        0.0        3.4       20.1      692.8 
090814  083446  48  28.9295 N  63   6.8106 W   4.1        0.0        3.4       20.1      692.8 
090814  083447  48  28.9294 N  63   6.8091 W   4.0        0.0        3.4       20.1      692.8 
090814  083448  48  28.9293 N  63   6.8077 W   4.0        0.0        3.4       20.1      692.8 
090814  083449  48  28.9291 N  63   6.8065 W   3.9        0.0        3.4       20.1      692.8 
090814  083450  48  28.9290 N  63   6.8052 W   3.8        0.0        3.4       20.1      692.8 
090814  083451  48  28.9289 N  63   6.8039 W   3.7        0.0        3.4       20.1      692.8 
090814  083452  48  28.9288 N  63   6.8026 W   3.6        0.0        3.4       20.1      692.8 
090814  083453  48  28.9286 N  63   6.8013 W   3.5        0.0        3.4        3.8*     692.8 
090814  083454  48  28.9285 N  63   6.8002 W   3.4        0.0        3.4        3.8      692.8 
090814  083455  48  28.9284 N  63   6.7990 W   3.4        0.0        3.4        3.8      402.0*
090814  083456  48  28.9283 N  63   6.7978 W   3.3        2.5*       3.4        3.8      402.0 
090814  083457  48  28.9282 N  63   6.7966 W   3.2        2.5        3.4        3.8      402.0 
090814  083458  48  28.9281 N  63   6.7955 W   3.2        2.5        3.4        3.8      402.0 
090814  083459  48  28.9279 N  63   6.7942 W   3.2        2.5        3.4        3.8      402.0 
090814  083500  48  28.9278 N  63   6.7929 W   3.2        2.5        3.4        3.8       21.1*
090814  083501  48  28.9277 N  63   6.7915 W   3.2        2.5        3.4        3.8       21.1 
090814  083502  48  28.9276 N  63   6.7901 W   3.2        2.5        3.4        3.8       21.1 
090814  083503  48  28.9275 N  63   6.7885 W   3.3        2.5        3.4        3.8       21.1 
