FileName: C:\TRAWLS~1\FALL\GP168F.TXT
Local Time: Thu Jul 16 14:01:11 2009

Ship: July 16, 2009 Trip: GP168F Tow: 7
Comments: zone f
 Date    Time     Latitude       Longitude    Speed    Primary  Secondary DoorSpread      Depth 
090716  170113  47  41.1680 N  60  42.0169 W   5.9        5.7*       2.6       20.6*     498.4*
090716  170114  47  41.1691 N  60  42.0148 W   6.0        5.7        2.6       20.6      498.4 
090716  170115  47  41.1704 N  60  42.0128 W   6.1        5.7        2.6       20.6      498.4 
090716  170116  47  41.1717 N  60  42.0106 W   6.2        5.7        2.6       20.6      498.4 
090716  170117  47  41.1730 N  60  42.0085 W   6.3        5.7        2.6       20.6      498.4 
090716  170118  47  41.1743 N  60  42.0065 W   6.4        5.7        2.6       20.6      498.4 
090716  170119  47  41.1755 N  60  42.0045 W   6.4        5.7        2.6       20.6      498.4 
090716  170120  47  41.1767 N  60  42.0023 W   6.4        5.7        2.6       20.6      498.4 
090716  170121  47  41.1779 N  60  42.0002 W   6.5        5.7        2.6       20.6      498.4 
090716  170122  47  41.1791 N  60  41.9981 W   6.5        5.7        2.6       20.6      498.4 
090716  170123  47  41.1803 N  60  41.9962 W   6.5        5.7        2.6       20.6      498.4 
090716  170124  47  41.1815 N  60  41.9943 W   6.4        5.7        2.6       20.6      498.4 
090716  170125  47  41.1828 N  60  41.9925 W   6.4        5.7        2.6       20.6      498.4 
090716  170126  47  41.1838 N  60  41.9907 W   6.3        5.7        2.6       20.6      498.4 
090716  170127  47  41.1847 N  60  41.9891 W   6.1        5.7        2.6       20.6      498.4 
090716  170128  47  41.1856 N  60  41.9873 W   6.0        5.7        2.6       20.6      498.4 
090716  170129  47  41.1865 N  60  41.9857 W   5.8        5.7        2.6       20.6      498.4 
090716  170130  47  41.1874 N  60  41.9842 W   5.7        5.7        2.6       20.6      498.4 
090716  170131  47  41.1883 N  60  41.9828 W   5.5        5.7        2.6       20.6      498.4 
090716  170132  47  41.1891 N  60  41.9814 W   5.3        5.7        2.6       20.6      498.4 
090716  170133  47  41.1898 N  60  41.9799 W   5.2        5.7        2.6       20.6      498.4 
090716  170134  47  41.1906 N  60  41.9786 W   5.0        5.7        2.6       20.6      498.4 
090716  170135  47  41.1913 N  60  41.9773 W   4.9        5.7        2.6       20.6      498.4 
090716  170136  47  41.1919 N  60  41.9760 W   4.7        5.7        2.6       20.6      498.4 
090716  170137  47  41.1925 N  60  41.9748 W   4.5        5.7        2.6       20.6      498.4 
090716  170138  47  41.1932 N  60  41.9736 W   4.4        5.7        2.6       20.6      498.4 
090716  170139  47  41.1938 N  60  41.9724 W   4.3        5.7        2.6       20.6      498.4 
090716  170140  47  41.1944 N  60  41.9713 W   4.2        5.7        2.6       20.6      498.4 
090716  170141  47  41.1950 N  60  41.9702 W   4.0        5.7        2.6       20.6      498.4 
090716  170142  47  41.1956 N  60  41.9692 W   4.0        5.7        2.6       20.6      498.4 
090716  170143  47  41.1960 N  60  41.9683 W   3.9        5.7        2.6       20.6      498.4 
090716  170144  47  41.1965 N  60  41.9673 W   3.8        5.7        2.6       20.6      498.4 
090716  170145  47  41.1971 N  60  41.9662 W   3.6        5.7        2.6       20.6      498.4 
090716  170146  47  41.1976 N  60  41.9652 W   3.6        5.7        2.6       20.6      498.4 
090716  170147  47  41.1982 N  60  41.9643 W   3.5        5.7        2.6       20.6      498.4 
090716  170148  47  41.1987 N  60  41.9634 W   3.4        5.7        2.6       20.6      498.4 
090716  170149  47  41.1992 N  60  41.9625 W   3.3        5.7        2.6       20.6      498.4 
090716  170150  47  41.1997 N  60  41.9616 W   3.2        5.7        2.6       20.6      498.4 
090716  170151  47  41.2001 N  60  41.9608 W   3.2        5.7        2.6       20.6       13.2*
090716  170152  47  41.2007 N  60  41.9599 W   3.1        2.3*       2.6       20.6       13.2 
090716  170153  47  41.2011 N  60  41.9590 W   3.0        2.3        2.6       20.6       13.2 
090716  170154  47  41.2015 N  60  41.9581 W   3.0        2.3        2.6       20.6       13.2 
090716  170155  47  41.2020 N  60  41.9572 W   2.9        2.3        2.6       20.6       13.2 
090716  170156  47  41.2025 N  60  41.9563 W   2.9        2.3        2.6       20.6       13.2 
090716  170157  47  41.2030 N  60  41.9555 W   2.8        2.3        2.6       20.6       13.2 
090716  170158  47  41.2034 N  60  41.9546 W   2.8        2.3        2.6       20.6       13.2 
090716  170159  47  41.2039 N  60  41.9536 W   2.8        2.3        2.6       20.6       13.2 
090716  170200  47  41.2044 N  60  41.9525 W   2.9        2.3        2.6       20.6       13.2 
090716  170201  47  41.2048 N  60  41.9516 W   2.9        2.3        2.6       20.6       13.2 
090716  170202  47  41.2054 N  60  41.9505 W   2.9        2.3        2.6       20.6       13.2 
090716  170203  47  41.2060 N  60  41.9493 W   3.1        2.3        2.6       20.6       13.2 
090716  170204  47  41.2066 N  60  41.9480 W   3.2        2.3        2.6       20.6       13.2 
090716  170205  47  41.2073 N  60  41.9466 W   3.3        2.3        2.6       20.6       13.2 
090716  170206  47  41.2082 N  60  41.9452 W   3.5        2.3        2.6       20.6       13.2 
090716  170207  47  41.2091 N  60  41.9437 W   3.7        2.3        2.6       20.6       13.2 
090716  170208  47  41.2099 N  60  41.9420 W   4.0        2.3        2.6       20.6       13.2 
090716  170209  47  41.2108 N  60  41.9402 W   4.2        2.3        2.6       20.6       13.2 
090716  170210  47  41.2117 N  60  41.9382 W   4.4        2.3        2.6       20.6       13.2 
090716  170211  47  41.2127 N  60  41.9362 W   4.7        2.3        2.6       20.6       13.2 
090716  170212  47  41.2137 N  60  41.9343 W   4.9        2.3        2.6       20.6       13.2 
090716  170213  47  41.2147 N  60  41.9323 W   5.1        2.3        2.6       20.6       13.2 
090716  170214  47  41.2157 N  60  41.9302 W   5.3        2.3        2.6       20.6       13.2 
